Gene stable ID	Oryza glaberrima gene stable ID	% identity	Oryza glaberrima % identity	Orthology confidence [0 low, 1 high]
OS06G0191800	ORGLA06G0054300	93	92	1
OS06G0192100	ORGLA06G0054600	98	85	1
OS06G0192300	ORGLA06G0054800	36	42	1
OS06G0192400	ORGLA06G0054900	98	99	1
OS06G0192500	ORGLA06G0055000	97	56	0
OS06G0192600	ORGLA06G0055100	100	100	1
OS06G0192800	ORGLA06G0055300	100	100	1
OS06G0192900	ORGLA06G0055400	99	99	1
OS06G0193000	ORGLA06G0055500	98	98	1
OS06G0194400	ORGLA06G0055700	99	99	1
OS06G0194900	ORGLA06G0055900	100	100	1
OS06G0195600	ORGLA06G0056100	99	99	1
OS06G0195800	ORGLA06G0056300	97	82	1
OS06G0196200	ORGLA06G0056500	99	99	1
OS06G0196300	ORGLA06G0056600	100	82	1
OS06G0196500	ORGLA06G0056700	86	87	0
OS06G0196600	ORGLA06G0056800	100	100	1
OS06G0196700	ORGLA06G0056900	94	27	0
OS06G0196900	ORGLA06G0057000	100	100	1
OS06G0197550	ORGLA06G0057000	70	33	1
OS06G0198500	ORGLA06G0057600	99	99	1
OS06G0198600	ORGLA03G0390500	92	56	1
OS06G0198600	ORGLA06G0057700	92	56	1
OS06G0198700	ORGLA06G0057800	100	100	1
OS06G0198900	ORGLA03G0390200	100	100	1
OS06G0198900	ORGLA06G0058000	100	100	1
OS06G0199000	ORGLA06G0058100	98	98	1
OS06G0199100	ORGLA03G0415900	95	98	1
OS06G0199100	ORGLA06G0058200	99	88	1
OS06G0199200	ORGLA03G0391200	46	98	1
OS06G0199200	ORGLA06G0058300	100	100	1
OS06G0199402	ORGLA03G0391100	98	98	1
OS06G0199402	ORGLA06G0058400	98	98	1
OS06G0199500	ORGLA03G0389600	100	100	1
OS06G0199500	ORGLA06G0058500	100	100	1
OS06G0199700	ORGLA03G0389500	93	97	1
OS06G0199700	ORGLA06G0058600	93	97	1
OS06G0199800	ORGLA03G0389400	100	100	1
OS06G0199800	ORGLA06G0058700	100	100	1
OS06G0200500	ORGLA03G0416100	90	90	1
OS06G0200500	ORGLA06G0059000	90	90	1
OS06G0200800	ORGLA03G0416200	76	100	1
OS06G0200800	ORGLA06G0059100	76	100	1
OS06G0201000	ORGLA06G0059300	99	98	1
OS06G0201200	ORGLA06G0061100	99	99	1
OS06G0201500	ORGLA06G0060900	98	98	1
OS06G0202100	ORGLA06G0061500	56	61	0
OS06G0202400	ORGLA06G0061600	99	99	1
OS06G0202600	ORGLA03G0173800	36	54	1
OS06G0202600	ORGLA08G0052700	37	56	1
OS06G0202700	ORGLA06G0061800	100	100	1
OS06G0202900	ORGLA06G0062000	100	96	1
OS06G0203200	ORGLA06G0061000	98	98	1
OS06G0203400	ORGLA06G0060800	36	53	1
OS06G0203500	ORGLA06G0060700	94	62	1
OS06G0203600	ORGLA06G0060600	92	92	1
OS06G0203700	ORGLA06G0060500	97	87	1
OS06G0203800	ORGLA06G0060400	100	100	1
OS06G0204400	ORGLA06G0060200	99	69	0
OS06G0204600	ORGLA06G0060100	36	21	1
OS06G0204800	ORGLA06G0059900	97	100	1
OS06G0205000	ORGLA06G0059600	100	100	1
OS06G0205600	ORGLA06G0062100	99	99	1
OS06G0206000	ORGLA06G0062200	81	92	1
OS06G0206100	ORGLA06G0062300	99	98	1
OS06G0206200	ORGLA06G0062400	99	99	1
OS06G0206401	ORGLA11G0222400	69	68	1
OS06G0206700	ORGLA06G0062700	100	100	1
OS06G0206700	ORGLA06G0062800	1	1	1
OS06G0206900	ORGLA06G0062900	99	100	1
OS06G0207000	ORGLA06G0063000	99	99	1
OS06G0207200	ORGLA06G0293900	100	100	1
OS06G0207500	ORGLA06G0063200	94	80	1
OS06G0207600	ORGLA06G0063300	74	77	1
OS06G0207700	ORGLA06G0063400	99	99	1
OS06G0207700	ORGLA06G0243500	67	98	1
OS06G0207966	ORGLA06G0063600	45	21	0
OS06G0207966	ORGLA06G0247800	8	4	0
OS06G0208100	ORGLA06G0063600	100	23	0
OS06G0208100	ORGLA06G0247800	100	27	0
OS06G0208151	ORGLA06G0063700	31	72	1
OS06G0208151	ORGLA06G0283200	30	63	1
OS06G0208200	ORGLA06G0063800	92	94	0
OS06G0208300	ORGLA06G0063900	100	37	1
OS06G0208800	ORGLA06G0064100	99	40	0
OS06G0209100	ORGLA06G0064200	91	91	1
OS06G0209300	ORGLA06G0064400	92	42	0
OS06G0209400	ORGLA06G0064500	87	99	1
OS06G0209700	ORGLA06G0064700	95	95	1
OS06G0210000	ORGLA06G0064800	96	96	0
OS06G0210100	ORGLA06G0064900	94	94	0
OS06G0210200	ORGLA06G0065000	99	99	0
OS06G0210400	ORGLA06G0065200	97	98	0
OS06G0210500	ORGLA06G0065400	96	96	1
OS06G0210900	ORGLA06G0065700	98	98	1
OS06G0211200	ORGLA06G0066000	98	98	1
OS06G0211300	ORGLA06G0066100	99	99	1
OS06G0211500	ORGLA06G0066200	87	72	1
OS06G0211600	ORGLA06G0066300	100	100	1
OS06G0212400	ORGLA06G0066800	100	100	1
OS06G0212500	ORGLA06G0067000	100	97	1
OS06G0212600	ORGLA06G0067100	99	99	1
OS06G0212900	ORGLA06G0067200	84	87	1
OS06G0213200	ORGLA06G0067300	100	20	0
OS06G0213400	ORGLA06G0067500	99	99	1
OS06G0213700	ORGLA06G0067600	99	99	1
OS06G0213900	ORGLA06G0067700	98	98	1
OS06G0214100	ORGLA06G0067800	99	99	1
OS06G0214300	ORGLA06G0068000	100	100	1
OS06G0214800	ORGLA06G0068200	97	97	1
OS06G0214850	ORGLA06G0068300	90	99	1
OS06G0214900	ORGLA06G0068400	99	99	1
OS06G0215100	ORGLA06G0068500	99	99	0
OS06G0215200	ORGLA06G0068600	100	100	1
OS06G0215300	ORGLA06G0068700	99	99	1
OS06G0215400	ORGLA06G0068800	100	100	1
OS06G0215500	ORGLA06G0068900	96	96	1
OS06G0215600	ORGLA06G0069000	83	88	1
OS06G0215900	ORGLA06G0069100	96	96	0
OS06G0216000	ORGLA06G0069200	85	28	1
OS06G0216100	ORGLA06G0069300	97	62	0
OS06G0216200	ORGLA06G0069400	97	97	1
OS06G0216300	ORGLA04G0108600	51	21	0
OS06G0216400	ORGLA06G0069600	100	100	1
OS06G0216700	ORGLA06G0069700	100	100	1
OS06G0216800	ORGLA06G0069800	99	99	1
OS06G0217300	ORGLA06G0069900	100	91	1
OS06G0217500	ORGLA06G0070100	100	93	1
OS06G0217700	ORGLA06G0070300	96	96	1
OS06G0218000	ORGLA06G0070500	95	96	1
OS06G0218100	ORGLA06G0070600	90	22	1
OS06G0218300	ORGLA06G0070700	99	98	1
OS06G0218500	ORGLA06G0071000	100	100	1
OS06G0218600	ORGLA06G0070900	98	98	1
OS06G0218800	ORGLA06G0071100	100	100	1
OS06G0218900	ORGLA06G0071200	100	39	1
OS06G0219400	ORGLA06G0071400	82	60	0
OS06G0219500	ORGLA06G0071500	44	55	1
OS06G0219600	ORGLA06G0071600	100	100	1
OS06G0219700	ORGLA06G0071700	100	100	1
OS06G0219800	ORGLA06G0071800	100	100	1
OS06G0219900	ORGLA06G0071900	97	97	1
OS06G0220000	ORGLA06G0072000	97	85	0
OS06G0220200	ORGLA06G0072200	91	93	0
OS06G0220300	ORGLA06G0072300	100	100	1
OS06G0220500	ORGLA06G0072500	93	93	1
OS06G0220600	ORGLA06G0072600	76	77	0
OS06G0220800	ORGLA06G0072700	97	96	0
OS06G0220900	ORGLA06G0072800	100	100	1
OS06G0221000	ORGLA06G0073000	91	91	0
OS06G0221100	ORGLA06G0073100	99	99	1
OS06G0221200	ORGLA06G0073200	100	100	1
OS06G0221300	ORGLA06G0073300	95	95	0
OS06G0222800	ORGLA06G0073700	100	100	1
OS06G0222900	ORGLA06G0073800	99	99	1
OS06G0223200	ORGLA06G0074100	4	5	1
OS06G0223300	ORGLA06G0074200	94	94	1
OS06G0223700	ORGLA06G0074300	88	88	0
OS06G0223800	ORGLA06G0074400	100	49	1
OS06G0224000	ORGLA06G0074500	98	98	1
OS06G0224100	ORGLA06G0074600	94	96	1
OS06G0224200	ORGLA06G0074700	99	99	1
OS06G0224200	ORGLA06G0254500	66	99	1
OS06G0224400	ORGLA06G0074800	99	99	1
OS06G0224650	ORGLA06G0075000	88	41	0
OS06G0224900	ORGLA06G0075200	100	100	1
OS06G0225000	ORGLA06G0075300	99	99	0
OS06G0225100	ORGLA06G0075400	98	98	1
OS06G0225200	ORGLA06G0075500	94	94	0
OS06G0225300	ORGLA06G0075600	82	93	1
OS06G0225400	ORGLA06G0075700	98	98	0
OS06G0225600	ORGLA06G0075800	89	89	1
OS06G0225800	ORGLA06G0075900	92	79	0
OS06G0225900	ORGLA06G0076000	99	38	0
OS06G0226000	ORGLA11G0127800	55	41	0
OS06G0226000	ORGLA12G0125300	51	38	0
OS06G0226050	ORGLA06G0076100	100	100	1
OS06G0226500	ORGLA06G0076300	100	100	1
OS06G0226600	ORGLA06G0076400	99	99	1
OS06G0226700	ORGLA06G0076500	99	96	1
OS06G0226950	ORGLA06G0076700	100	100	1
OS06G0227200	ORGLA06G0076800	97	98	1
OS06G0227250	ORGLA06G0076900	96	96	1
OS06G0227500	ORGLA06G0077000	99	41	1
OS06G0228200	ORGLA06G0077200	100	100	1
OS06G0228500	ORGLA06G0077300	100	100	1
OS06G0228600	ORGLA06G0077400	96	96	1
OS06G0228800	ORGLA06G0077600	99	99	1
OS06G0228900	ORGLA06G0077700	92	57	1
OS06G0228950	ORGLA02G0278600	43	43	0
OS06G0229000	ORGLA06G0077800	99	27	1
OS06G0229066	ORGLA06G0077800	98	70	1
OS06G0229200	ORGLA06G0078100	100	100	1
OS06G0229300	ORGLA06G0078200	100	100	1
OS06G0229800	ORGLA06G0078600	100	100	1
OS06G0230000	ORGLA06G0078700	99	99	1
OS06G0230100	ORGLA06G0078800	62	71	1
OS06G0231050	ORGLA06G0078900	99	99	1
OS06G0231100	ORGLA06G0079000	93	93	1
OS06G0231300	ORGLA06G0079100	95	95	0
OS06G0231400	ORGLA06G0079200	97	97	1
OS06G0231600	ORGLA06G0079400	98	98	1
OS06G0232000	ORGLA06G0079600	99	100	1
OS06G0232100	ORGLA06G0079700	59	33	1
OS06G0232200	ORGLA06G0079900	100	100	1
OS06G0232300	ORGLA06G0080100	97	97	1
OS06G0232400	ORGLA06G0080200	94	94	1
OS06G0232600	ORGLA06G0080300	100	100	1
OS06G0232800	ORGLA03G0416500	97	97	1
OS06G0232800	ORGLA06G0080400	97	97	1
OS06G0232800	ORGLA10G0003900	78	77	1
OS06G0233200	ORGLA03G0416700	82	94	1
OS06G0233400	ORGLA03G0416800	100	100	1
OS06G0233400	ORGLA06G0080700	100	100	1
OS06G0233800	ORGLA06G0081100	91	91	1
OS06G0234100	ORGLA03G0388900	81	96	1
OS06G0234100	ORGLA06G0081300	99	99	1
OS06G0234200	ORGLA03G0417700	100	100	1
OS06G0234200	ORGLA06G0081400	100	100	1
OS06G0234300	ORGLA03G0417600	98	96	1
OS06G0234300	ORGLA06G0081500	98	95	1
OS06G0234400	ORGLA06G0081600	97	82	1
OS06G0234600	ORGLA03G0389300	100	83	1
OS06G0234600	ORGLA06G0081700	100	83	1
OS06G0234800	ORGLA06G0081800	2	2	0
OS06G0234800	ORGLA06G0081900	66	98	0
OS06G0234900	ORGLA06G0082000	99	99	1
OS06G0235000	ORGLA06G0082100	97	99	1
OS06G0235100	ORGLA06G0082200	99	99	1
OS06G0235200	ORGLA06G0082300	100	100	1
OS06G0235300	ORGLA06G0082400	100	100	1
OS06G0235400	ORGLA06G0082400	0	0	1
OS06G0235800	ORGLA06G0082500	88	88	1
OS06G0235900	ORGLA06G0082800	65	20	1
OS06G0236300	ORGLA06G0082900	88	90	0
OS06G0236600	ORGLA06G0083000	100	100	1
OS06G0236900	ORGLA06G0083100	100	32	1
OS06G0237200	ORGLA06G0083400	100	98	1
OS06G0237300	ORGLA06G0083500	99	99	1
OS06G0237400	ORGLA06G0083600	99	99	1
OS06G0237502	ORGLA06G0083700	80	98	1
OS06G0237800	ORGLA02G0275600	37	26	1
OS06G0237900	ORGLA06G0083900	49	35	0
OS06G0238000	ORGLA06G0084000	99	99	1
OS06G0238200	ORGLA06G0084100	97	97	0
OS06G0238300	ORGLA06G0084200	100	100	0
OS06G0238600	ORGLA06G0084400	82	88	1
OS06G0238700	ORGLA06G0084500	99	80	1
OS06G0238900	ORGLA06G0084600	93	93	0
OS06G0239100	ORGLA06G0084800	98	98	1
OS06G0239200	ORGLA06G0084900	86	83	0
OS06G0239500	ORGLA06G0085100	98	98	1
OS06G0239700	ORGLA06G0085300	93	100	1
OS06G0240001	ORGLA06G0085500	95	95	1
OS06G0241100	ORGLA07G0022200	71	98	1
OS06G0241400	ORGLA06G0085800	92	98	0
OS06G0242700	ORGLA06G0086000	99	99	1
OS06G0243300	ORGLA06G0086500	47	40	0
OS06G0243801	ORGLA06G0086600	71	96	1
OS06G0244000	ORGLA06G0086700	92	99	1
OS06G0244100	ORGLA06G0086800	99	99	1
OS06G0244200	ORGLA06G0086900	87	33	1
OS06G0244700	ORGLA06G0087100	87	75	0
OS06G0245600	ORGLA06G0087300	79	95	1
OS06G0245700	ORGLA06G0087400	97	78	1
OS06G0245800	ORGLA06G0087500	67	20	0
OS06G0245900	ORGLA06G0087600	100	100	1
OS06G0246000	ORGLA06G0087700	100	100	1
OS06G0246200	ORGLA12G0111400	2	9	0
OS06G0246400	ORGLA06G0087800	87	72	1
OS06G0246500	ORGLA06G0087900	90	90	1
OS06G0246600	ORGLA06G0088000	67	95	1
OS06G0247500	ORGLA06G0088200	100	100	1
OS06G0247800	ORGLA06G0088300	100	100	1
OS06G0247900	ORGLA06G0088400	95	81	1
OS06G0248300	ORGLA06G0088500	48	73	1
OS06G0248400	ORGLA06G0088600	99	99	1
OS06G0248500	ORGLA06G0088700	99	99	1
OS06G0248600	ORGLA06G0088900	98	98	1
OS06G0249350	ORGLA06G0089100	99	99	1
OS06G0249500	ORGLA06G0089200	99	73	1
OS06G0250300	ORGLA07G0150000	80	79	0
OS06G0250600	ORGLA06G0089800	99	99	1
OS06G0251000	ORGLA06G0089900	93	28	0
OS06G0251100	ORGLA06G0090000	98	100	1
OS06G0251200	ORGLA06G0090100	99	99	1
OS06G0251700	ORGLA06G0090300	100	100	1
OS06G0252300	ORGLA06G0090600	100	88	0
OS06G0252800	ORGLA07G0027000	29	34	0
OS06G0252800	ORGLA08G0062600	25	29	0
OS06G0253100	ORGLA06G0090800	95	95	0
OS06G0253600	ORGLA06G0091000	61	64	1
OS06G0254200	ORGLA06G0091100	94	96	0
OS06G0254300	ORGLA06G0091200	99	99	1
OS06G0254700	ORGLA06G0091300	82	73	0
OS06G0255100	ORGLA06G0091600	99	99	1
OS06G0255200	ORGLA06G0091700	52	72	1
OS06G0255300	ORGLA06G0091800	92	29	1
OS06G0255400	ORGLA06G0091900	100	100	1
OS06G0255700	ORGLA06G0092000	100	99	0
OS06G0256000	ORGLA06G0092200	99	40	1
OS06G0256200	ORGLA06G0092300	74	71	1
OS06G0256300	ORGLA06G0092400	100	100	1
OS06G0256500	ORGLA06G0092500	96	100	1
OS06G0256800	ORGLA06G0092600	93	87	1
OS06G0256900	ORGLA06G0092700	99	99	1
OS06G0257450	ORGLA06G0093000	100	100	1
OS06G0257600	ORGLA06G0093100	95	96	1
OS06G0258000	ORGLA06G0093500	86	87	1
OS06G0258500	ORGLA06G0093700	99	99	1
OS06G0258900	ORGLA06G0093800	100	100	1
OS06G0259000	ORGLA06G0093900	93	37	1
OS06G0259850	ORGLA06G0094000	22	30	0
OS06G0260000	ORGLA06G0094100	98	99	1
OS06G0260500	ORGLA06G0094300	78	84	0
OS06G0261300	ORGLA06G0094400	99	99	1
OS06G0262800	ORGLA06G0094600	99	99	1
OS06G0264200	ORGLA06G0094900	95	94	1
OS06G0264300	ORGLA06G0095000	92	93	0
OS06G0264500	ORGLA06G0095100	100	99	1
OS06G0264700	ORGLA06G0095300	100	100	1
OS06G0264800	ORGLA06G0095400	100	100	1
OS06G0264900	ORGLA06G0095500	93	95	0
OS06G0265000	ORGLA06G0095600	99	98	1
OS06G0265100	ORGLA06G0095700	97	97	1
OS06G0265400	ORGLA06G0095900	98	98	1
OS06G0265900	ORGLA06G0096100	89	97	1
OS06G0266000	ORGLA06G0096200	3	2	0
OS06G0266266	ORGLA06G0096300	19	70	0
OS06G0266400	ORGLA06G0096400	89	94	0
OS06G0266800	ORGLA06G0096500	82	81	1
OS06G0267500	ORGLA06G0096700	98	58	0
OS06G0267600	ORGLA06G0096800	100	20	0
OS06G0267900	ORGLA06G0096900	0	0	0
OS06G0267900	ORGLA06G0097000	68	58	0
OS06G0268500	ORGLA06G0097200	88	89	1
OS06G0268700	ORGLA06G0097300	96	97	0
OS06G0268800	ORGLA06G0097400	97	63	0
OS06G0269100	ORGLA11G0009000	83	58	1
OS06G0269200	ORGLA06G0097500	98	63	1
OS06G0269300	ORGLA06G0097600	64	99	0
OS06G0271300	ORGLA04G0022800	72	81	0
OS06G0273100	ORGLA06G0097900	99	99	1
OS06G0273200	ORGLA06G0098100	99	99	1
OS06G0273300	ORGLA06G0098200	99	99	1
OS06G0273500	ORGLA06G0098300	100	100	1
OS06G0273700	ORGLA06G0098400	95	94	1
OS06G0273800	ORGLA06G0098500	100	100	0
OS06G0274000	ORGLA06G0098600	97	99	1
OS06G0274100	ORGLA06G0098700	2	2	0
OS06G0274200	ORGLA06G0098800	99	99	0
OS06G0274300	ORGLA06G0098900	96	96	1
OS06G0274500	ORGLA06G0099000	100	100	1
OS06G0274800	ORGLA06G0099200	100	100	1
OS06G0275500	ORGLA06G0099400	99	99	1
OS06G0275500	ORGLA06G0292300	75	100	1
OS06G0275600	ORGLA06G0099500	100	100	1
OS06G0275700	ORGLA06G0099600	98	93	0
OS06G0275700	ORGLA06G0299600	98	97	0
OS06G0275800	ORGLA06G0099700	99	98	0
OS06G0275800	ORGLA06G0298000	99	98	0
OS06G0275900	ORGLA06G0099800	96	96	0
OS06G0275900	ORGLA06G0297600	96	96	0
OS06G0276300	ORGLA05G0124700	49	31	0
OS06G0279350	ORGLA01G0365000	35	31	1
OS06G0281300	ORGLA06G0100600	97	28	1
OS06G0281300	ORGLA06G0291300	97	28	1
OS06G0281400	ORGLA06G0100800	99	76	1
OS06G0281400	ORGLA06G0291500	99	76	1
OS06G0281550	ORGLA06G0100900	40	97	0
OS06G0281550	ORGLA06G0291600	40	97	0
OS06G0281800	ORGLA06G0101000	52	83	0
OS06G0281800	ORGLA06G0239000	52	83	0
OS06G0282000	ORGLA06G0101100	98	98	1
OS06G0282000	ORGLA06G0241800	59	94	1
OS06G0282400	ORGLA06G0101200	52	70	0
OS06G0282400	ORGLA06G0289800	14	49	0
OS06G0282400	ORGLA06G0290100	20	99	0
OS06G0283100	ORGLA06G0101900	49	92	1
OS06G0283100	ORGLA06G0242400	87	91	1
OS06G0283200	ORGLA06G0102100	99	99	0
OS06G0283200	ORGLA06G0243800	99	99	0
OS06G0283300	ORGLA06G0102200	100	100	1
OS06G0283300	ORGLA06G0243700	100	100	1
OS06G0283400	ORGLA06G0102300	99	99	1
OS06G0283400	ORGLA06G0243600	99	99	1
OS06G0284200	ORGLA06G0102500	100	100	1
OS06G0284200	ORGLA06G0293800	100	100	1
OS06G0284500	ORGLA06G0102600	97	99	1
OS06G0284800	ORGLA06G0102800	100	100	1
OS06G0284800	ORGLA06G0242900	77	100	1
OS06G0284900	ORGLA06G0102900	100	77	1
OS06G0284900	ORGLA06G0242800	100	77	1
OS06G0285100	ORGLA06G0103000	82	92	1
OS06G0285100	ORGLA06G0242700	82	92	1
OS06G0285200	ORGLA06G0103100	91	91	1
OS06G0285200	ORGLA06G0239600	91	91	1
OS06G0285400	ORGLA06G0103200	97	97	0
OS06G0285400	ORGLA06G0239500	97	97	0
OS06G0285900	ORGLA06G0103500	91	95	1
OS06G0285900	ORGLA06G0301700	91	95	1
OS06G0286146	ORGLA06G0103600	32	39	0
OS06G0286146	ORGLA06G0103700	17	28	0
OS06G0286146	ORGLA06G0294600	32	39	0
OS06G0286146	ORGLA06G0300800	17	28	0
OS06G0286228	ORGLA06G0103800	95	94	0
OS06G0286228	ORGLA06G0294700	95	94	0
OS06G0286310	ORGLA06G0103900	87	36	1
OS06G0286310	ORGLA06G0294800	87	36	1
OS06G0286351	ORGLA06G0104000	100	100	1
OS06G0286351	ORGLA06G0294900	100	100	1
OS06G0286375	ORGLA06G0104300	36	73	0
OS06G0286375	ORGLA06G0292900	36	73	0
OS06G0286500	ORGLA06G0104400	98	98	1
OS06G0286500	ORGLA06G0293000	98	98	1
OS06G0286700	ORGLA06G0104600	88	83	0
OS06G0286700	ORGLA06G0293200	88	83	0
OS06G0287000	ORGLA06G0104600	88	63	0
OS06G0287000	ORGLA06G0293200	88	63	0
OS06G0287200	ORGLA06G0104800	57	66	1
OS06G0287200	ORGLA06G0297800	57	66	1
OS06G0287700	ORGLA06G0302100	93	66	0
OS06G0288100	ORGLA06G0105100	96	96	1
OS06G0288100	ORGLA06G0301600	96	96	1
OS06G0288300	ORGLA06G0105200	99	99	1
OS06G0288300	ORGLA06G0300100	99	99	1
OS06G0289200	ORGLA06G0105400	99	99	1
OS06G0289200	ORGLA06G0239300	99	99	1
OS06G0289300	ORGLA06G0105500	96	85	1
OS06G0289300	ORGLA06G0290300	96	85	1
OS06G0289900	ORGLA06G0105700	99	99	0
OS06G0289900	ORGLA06G0289600	99	99	0
OS06G0291600	ORGLA06G0106100	98	98	0
OS06G0291600	ORGLA06G0298700	98	98	0
OS06G0291800	ORGLA06G0106200	93	92	0
OS06G0291800	ORGLA06G0298800	93	92	0
OS06G0292400	ORGLA06G0106300	97	97	0
OS06G0292400	ORGLA06G0300000	97	97	0
OS06G0293500	ORGLA06G0106600	96	97	0
OS06G0293500	ORGLA06G0295400	96	97	0
OS06G0294000	ORGLA06G0106700	98	98	0
OS06G0294000	ORGLA06G0291800	98	98	0
OS06G0294200	ORGLA06G0106800	96	97	1
OS06G0294200	ORGLA06G0291700	96	97	1
OS06G0294600	ORGLA06G0107100	97	98	1
OS06G0294600	ORGLA06G0243000	97	98	1
OS06G0294950	ORGLA12G0064600	93	93	1
OS06G0295000	ORGLA06G0107200	94	48	0
OS06G0295000	ORGLA06G0297400	94	48	0
OS06G0295900	ORGLA10G0011600	91	65	0
OS06G0296100	ORGLA06G0107300	85	93	0
OS06G0296100	ORGLA06G0299900	85	93	0
OS06G0296700	ORGLA06G0107400	97	97	0
OS06G0296700	ORGLA06G0299800	97	97	0
OS06G0296900	ORGLA06G0107500	98	99	1
OS06G0296900	ORGLA06G0240400	98	99	1
OS06G0297400	ORGLA06G0107700	100	99	1
OS06G0297400	ORGLA06G0246400	100	99	1
OS06G0297600	ORGLA06G0107800	99	39	0
OS06G0297600	ORGLA06G0246300	99	39	0
OS06G0297700	ORGLA06G0107900	100	97	1
OS06G0297800	ORGLA06G0245900	95	100	1
OS06G0298100	ORGLA06G0108200	32	28	0
OS06G0298100	ORGLA06G0296600	32	28	0
OS06G0298200	ORGLA06G0108300	100	100	1
OS06G0298200	ORGLA06G0296700	100	100	1
OS06G0298400	ORGLA06G0108500	99	95	1
OS06G0298400	ORGLA06G0296900	99	95	1
OS06G0298500	ORGLA06G0108600	100	100	1
OS06G0298500	ORGLA06G0297000	100	100	1
OS06G0298700	ORGLA06G0108800	60	70	1
OS06G0298700	ORGLA06G0248000	60	70	1
OS06G0299100	ORGLA06G0108900	98	98	0
OS06G0299200	ORGLA06G0109000	72	91	1
OS06G0299300	ORGLA06G0109100	75	74	1
OS06G0299500	ORGLA06G0109200	81	63	1
OS06G0300000	ORGLA06G0109300	99	99	1
OS06G0300000	ORGLA06G0241100	99	99	1
OS06G0300200	ORGLA06G0109400	90	92	0
OS06G0300300	ORGLA06G0109500	100	100	1
OS06G0300300	ORGLA06G0244800	100	100	1
OS06G0300500	ORGLA06G0109600	95	91	0
OS06G0300500	ORGLA06G0299100	21	95	0
OS06G0300500	ORGLA06G0301400	69	94	0
OS06G0300600	ORGLA06G0109700	98	98	1
OS06G0300600	ORGLA06G0299000	98	98	1
OS06G0300700	ORGLA06G0109800	99	99	1
OS06G0300700	ORGLA06G0297700	69	99	1
OS06G0300800	ORGLA06G0109900	99	99	0
OS06G0300800	ORGLA06G0239100	91	100	0
OS06G0301300	ORGLA06G0110100	97	37	0
OS06G0301300	ORGLA06G0247600	89	65	0
OS06G0301400	ORGLA06G0110200	95	98	1
OS06G0302650	ORGLA06G0110600	49	7	0
OS06G0302650	ORGLA06G0239200	49	20	0
OS06G0303600	ORGLA06G0110800	0	0	1
OS06G0303600	ORGLA06G0294000	0	0	1
OS06G0303700	ORGLA06G0110900	97	66	1
OS06G0303800	ORGLA06G0111000	86	83	1
OS06G0303800	ORGLA06G0242200	85	92	1
OS06G0304500	ORGLA06G0111300	100	100	1
OS06G0304500	ORGLA06G0301000	100	100	1
OS06G0304600	ORGLA06G0111400	97	97	0
OS06G0304600	ORGLA06G0300900	97	97	0
OS06G0305200	ORGLA06G0111600	99	99	1
OS06G0305200	ORGLA06G0296200	99	99	1
OS06G0305400	ORGLA06G0111700	55	81	1
OS06G0305400	ORGLA06G0296300	55	81	1
OS06G0306300	ORGLA06G0112100	69	80	1
OS06G0306300	ORGLA06G0250400	69	80	1
OS06G0306500	ORGLA06G0112300	85	65	0
OS06G0306500	ORGLA06G0298400	85	65	0
OS06G0306600	ORGLA06G0112400	98	98	1
OS06G0306600	ORGLA06G0295000	98	98	1
OS06G0308200	ORGLA06G0112500	97	97	1
OS06G0308200	ORGLA06G0292400	97	97	1
OS06G0308300	ORGLA06G0112600	100	100	1
OS06G0308300	ORGLA06G0292500	100	100	1
OS06G0308800	ORGLA06G0245700	100	100	1
OS06G0309000	ORGLA06G0112900	100	100	1
OS06G0309000	ORGLA06G0245500	95	99	1
OS06G0309200	ORGLA06G0113000	91	28	0
OS06G0309200	ORGLA06G0295300	91	28	0
OS06G0311000	ORGLA06G0241000	99	92	1
OS06G0311300	ORGLA06G0261100	84	65	0
OS06G0311300	ORGLA06G0294200	84	65	0
OS06G0311600	ORGLA06G0114200	98	99	0
OS06G0311600	ORGLA06G0294300	98	99	0
OS06G0311800	ORGLA06G0114300	96	97	1
OS06G0311800	ORGLA06G0114600	96	97	1
OS06G0311800	ORGLA06G0294500	96	97	1
OS06G0312900	ORGLA02G0300600	70	54	1
OS06G0313320	ORGLA06G0114400	91	94	0
OS06G0313320	ORGLA06G0114700	91	94	0
OS06G0313320	ORGLA06G0301200	91	94	0
OS06G0313440	ORGLA06G0114500	92	49	0
OS06G0313440	ORGLA06G0114800	92	49	0
OS06G0313440	ORGLA06G0301100	92	54	0
OS06G0314000	ORGLA06G0297200	99	95	1
OS06G0315000	ORGLA06G0115000	65	85	1
OS06G0315000	ORGLA06G0241200	65	85	1
OS06G0315300	ORGLA06G0115100	99	94	0
OS06G0315300	ORGLA06G0245400	90	99	0
OS06G0315900	ORGLA08G0177900	17	29	0
OS06G0316000	ORGLA06G0115300	100	100	1
OS06G0316100	ORGLA06G0115400	89	87	1
OS06G0316300	ORGLA06G0115600	98	98	1
OS06G0316300	ORGLA06G0241300	98	98	1
OS06G0316800	ORGLA06G0115700	97	92	1
OS06G0317200	ORGLA06G0115900	95	95	1
OS06G0317400	ORGLA06G0116000	95	95	1
OS06G0317400	ORGLA06G0295900	95	95	1
OS06G0317600	ORGLA06G0116100	98	96	1
OS06G0318400	ORGLA11G0063300	43	34	0
OS06G0318600	ORGLA02G0324000	26	29	0
OS06G0319600	ORGLA06G0291100	6	5	0
OS06G0319700	ORGLA02G0258300	87	88	0
