Gene stable ID	Oryza glumaepatula gene stable ID	% identity	Oryza glumaepatula % identity	Orthology confidence [0 low, 1 high]
OS04G0669600	OGLUM04G28900	99	99	1
OS04G0669700	OGLUM04G28910	80	37	1
OS04G0670000	OGLUM04G28930	92	96	0
OS04G0670200	OGLUM04G28950	94	99	1
OS04G0670400	OGLUM04G28960	87	51	1
OS04G0670500	OGLUM04G28970	99	98	1
OS04G0670600	OGLUM04G28990	95	87	0
OS04G0670700	OGLUM04G28980	100	33	1
OS04G0670800	OGLUM04G29000	100	86	1
OS04G0670900	OGLUM04G29010	92	93	1
OS04G0671100	OGLUM04G29020	100	48	1
OS04G0671200	OGLUM04G29030	100	100	1
OS04G0671300	OGLUM04G29040	100	100	1
OS04G0671700	OGLUM04G29050	100	100	1
OS04G0671800	OGLUM04G29060	99	99	1
OS04G0671900	OGLUM04G29070	100	97	1
OS04G0672100	OGLUM04G29090	100	100	1
OS04G0672200	OGLUM04G29100	96	94	1
OS04G0672300	OGLUM04G29110	100	69	1
OS04G0672700	OGLUM04G29120	97	47	0
OS04G0672800	OGLUM04G29140	99	99	1
OS04G0672900	OGLUM04G29150	100	100	0
OS04G0673000	OGLUM04G29160	90	85	0
OS04G0673400	OGLUM04G29190	90	77	0
OS04G0673700	OGLUM04G29200	99	99	1
OS04G0673800	OGLUM04G29220	99	99	1
OS04G0674000	OGLUM04G29230	99	99	1
OS04G0674100	OGLUM04G29260	99	99	1
OS04G0674200	OGLUM04G29270	100	100	1
OS04G0674300	OGLUM04G29280	93	93	0
OS04G0674350	OGLUM04G29290	100	100	1
OS04G0674400	OGLUM04G29300	96	76	0
OS04G0674500	OGLUM04G29320	99	57	1
OS04G0674600	OGLUM04G29330	100	98	1
OS04G0674700	OGLUM04G29340	100	100	1
OS04G0674800	OGLUM04G29350	97	100	1
OS04G0675000	OGLUM04G29360	99	99	1
OS04G0675101	OGLUM04G29370	99	49	1
OS04G0675200	OGLUM04G29370	99	27	1
OS04G0675300	OGLUM04G29370	99	6	1
OS04G0675400	OGLUM04G29380	89	89	1
OS04G0675500	OGLUM04G29390	100	100	1
OS04G0675600	OGLUM04G29400	100	46	1
OS04G0675800	OGLUM04G29410	96	81	1
OS04G0676100	OGLUM04G29420	100	75	1
OS04G0676200	OGLUM04G29430	100	78	1
OS04G0676300	OGLUM04G29440	100	100	1
OS04G0676400	OGLUM04G29450	99	99	1
OS04G0676600	OGLUM04G29460	78	78	1
OS04G0676650	OGLUM04G29470	56	65	1
OS04G0676700	OGLUM04G29490	70	98	1
OS04G0677066	OGLUM04G29540	74	81	1
OS04G0677100	OGLUM04G29550	64	68	1
OS04G0677200	OGLUM04G29560	99	81	1
OS04G0677300	OGLUM04G29580	100	100	1
OS04G0677400	OGLUM04G29590	90	88	0
OS04G0677500	OGLUM04G29600	100	100	1
OS04G0677600	OGLUM04G29610	83	87	1
OS04G0677700	OGLUM04G29620	80	93	1
OS04G0677800	OGLUM04G29630	97	90	1
OS04G0678200	OGLUM04G29640	99	63	1
OS04G0678300	OGLUM04G29650	99	100	1
OS04G0678400	OGLUM04G29660	100	100	1
OS04G0678700	OGLUM04G29670	99	99	1
OS04G0678800	OGLUM04G29680	89	75	1
OS04G0679000	OGLUM04G29690	96	35	1
OS04G0679100	OGLUM04G29700	90	90	1
OS04G0679200	OGLUM04G29710	98	88	1
OS04G0679400	OGLUM04G29720	100	100	1
OS04G0679600	OGLUM04G29730	45	46	1
OS04G0679800	OGLUM04G29740	84	53	0
OS04G0679900	OGLUM04G29750	80	74	0
OS04G0680000	OGLUM04G29760	100	100	1
OS04G0680300	OGLUM04G29790	100	100	1
OS04G0680400	OGLUM04G29800	76	51	0
OS04G0680550	OGLUM04G29810	94	78	1
OS04G0680700	OGLUM04G29820	99	53	1
OS04G0680800	OGLUM04G29830	95	57	1
OS04G0681500	OGLUM04G29860	93	99	1
OS04G0681600	OGLUM04G29870	14	66	1
OS04G0681900	OGLUM04G29900	97	98	1
OS04G0681950	OGLUM04G29910	88	92	1
OS04G0682000	OGLUM04G29920	96	62	1
OS04G0682050	OGLUM04G29300	96	75	0
OS04G0682100	OGLUM04G29930	100	100	1
OS04G0682300	OGLUM04G29940	100	100	1
OS04G0682400	OGLUM04G29950	97	97	1
OS04G0682500	OGLUM04G29960	97	97	1
OS04G0682800	OGLUM04G29980	97	50	0
OS04G0683400	OGLUM04G29990	96	99	1
OS04G0683500	OGLUM04G30000	93	88	0
OS04G0683600	OGLUM04G30010	100	59	1
OS04G0683700	OGLUM04G30020	100	100	1
OS04G0683800	OGLUM04G30030	92	85	1
OS04G0683900	OGLUM04G30040	70	71	0
OS04G0684200	OGLUM04G30060	99	19	0
OS04G0684500	OGLUM04G30080	98	88	1
OS04G0684600	OGLUM04G30090	100	100	1
OS04G0684800	OGLUM04G30100	84	86	0
OS04G0684900	OGLUM04G30110	100	100	1
OS04G0685000	OGLUM04G30120	99	100	1
OS04G0685100	OGLUM04G30130	100	93	1
OS04G0685200	OGLUM04G30140	99	67	1
OS04G0685300	OGLUM04G30150	95	95	0
OS04G0685400	OGLUM04G30160	100	100	1
OS04G0685600	OGLUM04G30170	100	47	1
OS04G0685800	OGLUM04G30180	100	76	1
OS04G0685900	OGLUM04G30190	99	98	1
OS04G0686000	OGLUM04G30200	97	97	1
OS04G0686100	OGLUM04G30210	100	100	1
OS04G0686200	OGLUM04G30220	100	100	1
OS04G0686500	OGLUM04G30230	97	77	1
OS04G0686600	OGLUM04G30240	79	87	1
OS04G0686650	OGLUM04G30250	93	78	0
OS04G0686700	OGLUM04G30270	77	79	1
OS04G0686800	OGLUM04G30280	100	100	1
OS04G0687100	OGLUM04G30300	100	100	1
OS04G0687300	OGLUM04G30320	94	81	1
OS04G0687800	OGLUM04G30330	99	99	1
OS04G0687900	OGLUM04G30340	100	100	0
OS04G0688000	OGLUM04G30350	47	53	0
OS04G0689300	OGLUM04G30430	100	98	1
OS04G0689400	OGLUM04G30440	100	100	1
OS04G0689500	OGLUM04G30450	88	100	1
OS04G0689700	OGLUM04G30460	99	100	1
OS04G0689800	OGLUM04G30470	74	76	0
OS04G0689900	OGLUM04G30480	100	61	1
OS04G0690100	OGLUM04G30490	84	87	0
OS04G0690300	OGLUM04G30500	95	89	1
OS04G0690400	OGLUM04G30510	92	85	1
OS04G0690500	OGLUM04G30520	100	100	1
OS04G0690600	OGLUM04G30530	92	93	1
OS04G0690900	OGLUM01G48250	42	25	1
OS04G0691000	OGLUM04G30550	93	69	1
OS04G0691100	OGLUM04G30560	98	98	0
OS04G0691200	OGLUM04G30570	99	34	1
OS04G0691300	OGLUM04G30580	92	92	0
OS04G0691500	OGLUM04G30600	96	65	0
OS04G0691700	OGLUM04G30610	88	23	1
OS04G0691800	OGLUM04G30620	100	100	1
OS04G0691900	OGLUM04G30630	99	99	1
OS04G0692000	OGLUM04G30640	100	100	1
OS04G0692100	OGLUM04G30660	93	100	1
OS04G0692200	OGLUM04G30650	85	92	0
OS04G0692300	OGLUM04G30670	92	85	0
OS04G0692400	OGLUM04G30680	99	99	1
OS04G0692800	OGLUM04G30700	98	34	1
OS04G0693000	OGLUM04G30840	99	96	1
OS04G0693050	OGLUM04G30870	87	74	1
OS04G0693200	OGLUM04G30900	88	76	1
OS04G0693250	OGLUM04G30920	33	93	1
OS04G0693300	OGLUM04G30930	54	99	1
OS05G0100008	OGLUM05G00010	49	59	1
OS05G0100500	OGLUM05G00050	99	27	1
OS05G0100600	OGLUM05G00060	92	38	0
OS05G0100700	OGLUM05G00070	98	40	1
OS05G0100800	OGLUM05G00080	100	64	1
OS05G0100900	OGLUM05G00090	100	100	1
OS05G0101200	OGLUM05G00110	100	100	1
OS05G0101300	OGLUM05G00120	97	98	1
OS05G0101400	OGLUM05G00130	100	100	1
OS05G0101600	OGLUM05G00150	92	95	1
OS05G0102000	OGLUM05G00160	97	99	1
OS05G0102400	OGLUM05G00180	86	89	1
OS05G0102500	OGLUM05G00190	70	50	1
OS05G0102600	OGLUM05G00200	100	100	1
OS05G0102800	OGLUM05G00210	96	97	0
OS05G0102900	OGLUM05G00220	100	88	1
OS05G0103000	OGLUM05G00230	92	85	1
OS05G0103100	OGLUM05G00240	70	82	0
OS05G0103200	OGLUM05G00250	99	99	1
OS05G0103300	OGLUM05G00260	100	100	1
OS05G0103400	OGLUM05G00270	100	100	1
OS05G0103500	OGLUM05G00280	96	64	0
OS05G0103600	OGLUM05G00290	97	91	0
OS05G0103700	OGLUM01G00910	78	84	0
OS05G0103700	OGLUM05G00300	86	92	0
OS05G0103800	OGLUM05G00310	99	57	1
OS05G0104000	OGLUM05G00320	100	100	1
OS05G0104100	OGLUM05G00330	100	100	1
OS05G0104600	OGLUM05G00340	50	26	0
OS05G0104650	OGLUM05G00350	98	99	1
OS05G0104700	OGLUM05G00340	45	27	0
OS05G0104750	OGLUM05G00360	96	96	1
OS05G0104800	OGLUM05G00370	100	100	1
OS05G0104900	OGLUM05G00380	66	40	0
OS05G0105000	OGLUM05G00390	95	95	1
OS05G0105100	OGLUM05G00400	100	100	1
OS05G0105200	OGLUM05G00410	100	56	1
OS05G0105300	OGLUM05G00420	96	31	1
OS05G0105401	OGLUM05G00430	69	56	1
OS05G0105500	OGLUM05G00450	99	99	1
OS05G0105600	OGLUM05G00460	93	81	0
OS05G0105800	OGLUM05G00470	98	41	0
OS05G0105900	OGLUM05G00480	5	8	0
OS05G0106000	OGLUM05G00490	97	96	1
OS05G0106100	OGLUM05G00500	100	100	1
OS05G0106200	OGLUM05G00510	91	61	0
OS05G0106500	OGLUM05G00520	100	100	1
OS05G0106600	OGLUM05G00530	100	100	1
OS05G0106700	OGLUM05G00540	95	92	0
OS05G0106800	OGLUM05G00550	71	82	1
OS05G0106900	OGLUM05G00560	38	23	1
OS05G0107000	OGLUM05G00570	97	75	1
OS05G0107300	OGLUM05G00580	99	99	1
OS05G0107600	OGLUM05G00590	98	85	1
OS05G0107700	OGLUM05G00600	100	100	1
OS05G0107900	OGLUM05G00610	91	78	1
OS05G0108000	OGLUM05G00620	100	50	1
OS05G0108300	OGLUM05G00630	100	85	0
OS05G0108400	OGLUM05G00640	99	99	1
OS05G0108500	OGLUM05G00650	77	71	1
OS05G0108600	OGLUM05G00660	99	99	1
OS05G0108800	OGLUM05G00670	100	100	1
OS05G0109400	OGLUM05G00700	90	71	1
OS05G0109600	OGLUM05G00720	99	99	1
OS05G0110000	OGLUM05G00750	72	96	1
OS05G0110100	OGLUM05G00760	99	99	1
OS05G0110200	OGLUM05G00770	98	98	1
OS05G0110300	OGLUM05G00780	92	99	1
OS05G0110500	OGLUM05G00790	100	100	1
OS05G0110700	OGLUM05G00800	87	64	1
OS05G0110800	OGLUM05G00810	92	37	0
OS05G0110900	OGLUM05G00820	99	90	1
OS05G0111000	OGLUM05G00830	9	47	0
OS05G0111100	OGLUM05G00860	100	100	1
OS05G0111200	OGLUM05G00850	99	74	1
OS05G0111800	OGLUM05G00880	29	36	0
OS05G0111900	OGLUM05G00900	88	39	1
OS05G0112000	OGLUM05G00910	100	100	1
OS05G0112101	OGLUM05G00920	99	99	1
OS05G0112200	OGLUM05G00930	99	82	1
OS05G0112750	OGLUM05G00950	100	63	1
OS05G0112800	OGLUM05G00960	73	100	1
OS05G0112900	OGLUM05G00970	97	88	1
OS05G0113000	OGLUM05G00990	86	89	1
OS05G0113300	OGLUM05G01000	100	96	0
OS05G0113400	OGLUM05G01010	100	61	1
OS05G0113500	OGLUM05G01020	99	99	1
OS05G0113900	OGLUM05G01030	100	90	1
OS05G0114000	OGLUM05G01040	98	71	0
OS05G0114100	OGLUM05G01050	98	81	1
OS05G0114400	OGLUM05G01060	100	100	1
OS05G0114500	OGLUM05G01070	82	44	1
OS05G0114600	OGLUM05G01080	100	100	1
OS05G0115100	OGLUM05G01100	99	98	1
OS05G0115500	OGLUM05G01120	91	96	0
OS05G0115600	OGLUM05G01130	99	96	1
OS05G0115700	OGLUM05G01140	86	98	1
OS05G0115800	OGLUM05G01150	99	57	0
OS05G0115900	OGLUM05G01160	96	100	1
OS05G0116000	OGLUM05G01170	99	99	1
OS05G0116100	OGLUM05G01180	100	100	1
OS05G0116600	OGLUM05G01190	90	88	1
OS05G0116700	OGLUM05G01210	98	98	1
OS05G0116800	OGLUM05G01220	70	69	1
OS05G0117000	OGLUM05G01240	99	99	1
OS05G0117300	OGLUM05G01250	91	92	1
OS05G0117500	OGLUM05G01260	100	86	1
OS05G0117600	OGLUM05G01270	100	98	1
OS05G0117798	OGLUM05G01280	100	100	1
OS05G0117864	OGLUM05G01290	100	91	1
OS05G0118000	OGLUM05G01310	99	99	1
OS05G0118700	OGLUM05G01320	92	92	1
OS05G0118800	OGLUM05G01330	100	77	1
OS05G0119000	OGLUM05G01340	100	100	1
OS05G0119100	OGLUM05G01350	100	57	1
OS05G0119350	OGLUM05G01380	66	74	1
OS05G0119400	OGLUM05G01390	93	72	0
OS05G0119600	OGLUM05G01400	83	96	0
OS05G0120100	OGLUM05G01450	77	77	0
OS05G0120200	OGLUM05G01460	69	99	0
OS05G0120300	OGLUM05G01470	96	95	0
OS05G0120700	OGLUM05G01480	99	26	1
OS05G0120800	OGLUM05G01490	100	100	1
OS05G0120900	OGLUM05G01500	100	100	0
OS05G0121000	OGLUM05G01510	100	100	1
OS05G0121100	OGLUM05G01520	76	38	1
OS05G0121200	OGLUM05G01530	93	100	1
OS05G0121400	OGLUM05G01550	96	87	0
OS05G0121500	OGLUM05G01560	98	98	1
OS05G0121600	OGLUM05G01570	96	98	1
OS05G0121700	OGLUM05G01600	54	79	0
OS05G0121800	OGLUM05G01610	66	97	0
OS05G0121900	OGLUM05G01620	90	92	1
OS05G0122400	OGLUM05G01640	98	99	1
OS05G0122500	OGLUM05G01650	82	87	1
OS05G0122600	OGLUM05G01660	65	100	1
OS05G0122700	OGLUM05G01670	100	100	1
OS05G0122800	OGLUM05G01680	100	100	1
OS05G0122900	OGLUM05G01690	100	100	1
OS05G0123100	OGLUM05G01710	100	100	1
OS05G0123200	OGLUM05G01720	100	94	1
OS05G0123300	OGLUM05G01730	89	96	1
OS05G0124800	OGLUM05G01800	19	14	1
OS05G0125000	OGLUM05G01840	68	65	1
OS05G0125100	OGLUM05G01850	100	55	1
OS05G0125300	OGLUM05G01860	98	50	1
OS05G0125500	OGLUM05G01880	97	100	1
OS05G0125600	OGLUM05G01890	96	67	1
OS05G0126100	OGLUM05G01930	61	62	1
OS05G0126200	OGLUM05G01940	99	99	1
OS05G0126300	OGLUM05G01950	100	25	1
OS05G0126800	OGLUM05G01970	100	100	1
OS05G0127200	OGLUM05G01990	94	99	1
OS05G0127300	OGLUM05G02000	99	88	1
OS05G0127500	OGLUM05G02020	98	98	1
OS05G0128000	OGLUM05G02030	100	99	1
OS05G0128100	OGLUM05G02040	79	99	1
OS05G0128300	OGLUM05G02060	99	99	1
OS05G0128400	OGLUM05G02070	100	100	1
OS05G0128600	OGLUM05G02080	91	24	1
OS05G0128700	OGLUM12G14800	1	1	0
OS05G0128900	OGLUM12G14790	82	83	1
OS05G0129100	OGLUM05G02100	87	58	0
OS05G0129200	OGLUM05G02110	85	88	0
OS05G0129300	OGLUM05G02130	99	97	1
OS05G0129400	OGLUM01G08320	81	90	1
OS05G0129700	OGLUM05G02160	96	97	1
OS05G0129800	OGLUM05G02170	72	99	1
OS05G0129900	OGLUM05G02180	11	24	0
OS05G0130100	OGLUM04G06410	94	81	1
OS05G0130300	OGLUM05G02200	81	86	0
OS05G0130400	OGLUM05G02190	51	32	1
OS05G0130600	OGLUM05G02230	95	94	1
OS05G0131000	OGLUM05G02250	94	98	0
OS05G0131401	OGLUM05G02260	80	47	0
OS05G0131500	OGLUM05G02270	60	37	0
OS05G0131900	OGLUM05G02280	99	79	1
OS05G0132000	OGLUM05G02290	98	83	1
OS05G0132100	OGLUM05G02300	100	100	1
OS05G0132500	OGLUM05G02330	100	99	1
OS05G0132700	OGLUM05G02350	92	63	1
OS05G0133100	OGLUM05G02360	99	99	1
OS05G0133900	OGLUM05G02390	93	44	1
OS05G0134000	OGLUM05G02400	100	100	1
OS05G0134200	OGLUM05G02420	100	93	1
OS05G0134300	OGLUM05G02430	99	94	1
OS05G0135400	OGLUM03G19260	16	31	0
OS05G0135400	OGLUM03G19290	16	36	0
OS05G0135400	OGLUM03G19310	21	35	0
OS05G0135400	OGLUM03G19330	23	18	0
OS05G0135400	OGLUM07G02920	8	20	0
OS05G0135400	OGLUM07G23770	17	20	0
OS05G0135400	OGLUM07G23800	17	35	0
OS05G0135700	OGLUM05G02480	100	100	1
OS05G0135800	OGLUM05G02490	100	100	1
OS05G0135900	OGLUM05G02500	99	96	1
OS05G0136200	OGLUM05G02520	100	100	1
OS05G0136900	OGLUM05G02550	94	95	1
OS05G0137100	OGLUM02G06800	21	22	0
OS05G0137100	OGLUM12G07700	9	24	0
OS05G0137400	OGLUM08G04360	16	68	0
OS05G0137500	OGLUM05G02570	99	94	1
OS05G0137600	OGLUM05G02580	98	97	1
OS05G0137700	OGLUM05G02590	76	99	1
OS05G0138200	OGLUM05G02620	100	100	1
OS05G0139100	OGLUM05G02640	95	89	1
OS05G0139200	OGLUM05G02650	99	45	1
OS05G0140100	OGLUM05G02680	100	100	1
OS05G0140300	OGLUM05G02690	87	84	1
OS05G0140500	OGLUM05G02710	90	85	0
OS05G0140600	OGLUM05G02720	88	86	0
OS05G0140800	OGLUM05G02730	88	84	1
OS05G0141000	OGLUM05G02750	96	98	0
OS05G0141200	OGLUM05G02780	90	92	1
OS05G0141300	OGLUM05G02790	99	99	1
OS05G0141500	OGLUM05G02800	99	76	1
OS05G0141700	OGLUM05G02810	98	87	1
OS05G0141800	OGLUM05G02820	98	98	1
OS05G0142000	OGLUM05G02830	92	97	1
OS05G0142200	OGLUM05G02840	94	41	1
OS05G0142400	OGLUM05G02850	96	96	1
OS05G0142500	OGLUM05G02860	99	99	1
OS05G0142600	OGLUM05G02870	98	99	1
OS05G0142900	OGLUM05G02880	100	100	1
OS05G0143200	OGLUM05G02900	96	27	0
OS05G0143300	OGLUM05G02910	99	79	1
OS05G0143400	OGLUM05G02930	100	100	1
OS05G0143500	OGLUM05G02940	100	78	1
OS05G0143700	OGLUM05G02960	78	21	1
OS05G0144000	OGLUM05G02980	84	100	0
OS05G0144100	OGLUM05G02990	94	72	1
OS05G0144200	OGLUM05G03000	99	99	1
OS05G0144300	OGLUM05G03010	92	96	1
OS05G0144400	OGLUM05G03040	94	76	1
OS05G0144800	OGLUM05G03050	100	100	1
OS05G0144900	OGLUM05G03060	88	23	0
OS05G0145000	OGLUM05G03070	93	99	0
OS05G0145100	OGLUM05G03080	97	97	1
OS05G0145300	OGLUM05G03090	97	98	1
OS05G0145400	OGLUM05G03100	99	99	1
OS05G0145600	OGLUM05G03110	99	98	1
OS05G0145700	OGLUM05G03130	61	54	1
OS05G0146100	OGLUM05G04990	18	81	1
OS05G0146900	OGLUM05G03150	97	69	1
OS05G0147116	OGLUM05G03170	96	96	1
OS05G0147133	OGLUM05G03160	95	51	1
OS05G0147200	OGLUM05G03180	99	56	1
OS05G0147300	OGLUM05G03190	96	88	1
OS05G0147400	OGLUM05G03200	100	97	1
OS05G0147500	OGLUM05G03210	87	97	0
OS05G0147600	OGLUM05G03220	99	37	0
OS05G0147700	OGLUM05G03230	67	23	0
OS05G0148300	OGLUM05G03260	100	100	1
OS05G0148600	OGLUM05G03300	78	99	0
OS05G0148700	OGLUM05G03310	97	90	1
OS05G0148900	OGLUM05G03320	95	78	1
OS05G0149100	OGLUM05G03330	99	99	1
OS05G0149200	OGLUM05G03340	64	22	0
OS05G0149400	OGLUM05G03360	100	100	1
OS05G0149500	OGLUM05G03370	86	76	1
OS05G0149800	OGLUM05G03390	99	99	1
OS05G0149900	OGLUM05G03400	94	85	1
OS05G0149950	OGLUM05G03410	100	100	1
OS05G0150000	OGLUM05G03420	97	83	1
OS05G0150100	OGLUM05G03440	45	38	1
OS05G0150300	OGLUM05G03460	100	100	1
OS05G0150400	OGLUM05G03470	96	99	0
OS05G0150500	OGLUM05G03480	100	99	1
OS05G0150600	OGLUM05G03490	94	96	1
OS05G0150733	OGLUM05G05000	100	53	1
OS05G0150800	OGLUM05G03510	99	99	1
OS05G0150900	OGLUM05G03520	97	96	0
OS05G0151000	OGLUM05G03530	90	90	1
OS05G0151100	OGLUM05G03540	42	48	0
OS05G0151300	OGLUM05G03560	99	85	1
OS05G0151400	OGLUM05G03570	98	98	1
OS05G0152201	OGLUM05G03630	68	28	1
OS05G0152400	OGLUM05G03650	69	74	1
OS05G0152600	OGLUM05G03670	30	12	1
OS05G0153000	OGLUM05G03680	85	86	0
OS05G0153132	OGLUM05G03690	98	24	1
OS05G0153200	OGLUM05G03700	95	99	1
OS05G0153300	OGLUM05G03710	97	96	0
OS05G0153400	OGLUM05G03720	95	93	1
OS05G0153500	OGLUM08G15370	81	16	0
OS05G0153901	OGLUM12G14800	1	1	0
OS05G0154300	OGLUM05G03750	16	8	0
OS05G0154500	OGLUM05G03770	96	99	1
OS05G0154600	OGLUM05G03780	90	97	1
OS05G0154700	OGLUM05G03790	98	41	1
OS05G0154900	OGLUM05G03800	95	95	1
OS05G0155000	OGLUM05G03810	99	97	1
OS05G0155100	OGLUM05G03820	100	100	1
OS05G0155200	OGLUM05G03830	99	80	1
OS05G0155300	OGLUM05G03840	99	99	1
OS05G0155400	OGLUM05G03850	28	84	1
OS05G0155601	OGLUM05G03860	99	93	1
OS05G0155700	OGLUM05G03870	88	94	0
OS05G0155800	OGLUM05G03880	93	99	1
OS05G0156200	OGLUM05G03900	99	79	1
OS05G0156300	OGLUM05G05010	99	99	1
OS05G0156500	OGLUM05G03910	99	42	1
OS05G0156600	OGLUM05G03920	100	98	1
OS05G0156700	OGLUM05G03930	91	36	0
OS05G0156800	OGLUM05G03940	89	17	1
OS05G0156900	OGLUM05G03950	98	98	0
OS05G0157100	OGLUM05G03960	100	100	1
OS05G0157200	OGLUM05G03970	93	92	0
OS05G0157300	OGLUM05G03980	96	97	0
OS05G0157500	OGLUM08G02840	31	31	0
OS05G0158400	OGLUM05G04000	58	26	1
OS05G0158500	OGLUM05G04020	98	94	0
OS05G0158600	OGLUM05G04030	8	5	0
OS05G0158700	OGLUM05G04040	87	74	1
OS05G0159000	OGLUM05G04050	99	99	0
OS05G0159100	OGLUM05G04060	100	76	1
OS05G0159200	OGLUM05G04070	100	48	0
OS05G0160100	OGLUM05G04120	98	98	0
OS05G0160300	OGLUM05G04130	97	97	1
OS05G0160600	OGLUM05G04160	64	54	1
OS05G0160800	OGLUM05G04190	92	91	1
OS05G0161200	OGLUM05G04200	72	35	0
OS05G0162200	OGLUM05G04230	93	79	0
OS05G0162600	OGLUM05G04250	99	99	1
OS05G0162800	OGLUM05G04260	49	69	0
OS05G0163000	OGLUM05G04290	100	91	1
OS05G0163100	OGLUM05G04310	56	52	0
OS05G0163300	OGLUM05G04330	93	98	1
OS05G0163400	OGLUM05G04340	94	91	1
OS05G0163700	OGLUM05G04360	100	100	1
OS05G0163900	OGLUM05G04370	97	99	1
OS05G0164100	OGLUM05G04380	100	100	1
OS05G0164800	OGLUM05G04410	97	98	1
OS05G0164900	OGLUM05G04420	83	99	1
OS05G0165200	OGLUM05G04430	100	100	1
OS05G0165400	OGLUM05G04440	78	55	0
OS05G0165450	OGLUM05G04450	83	97	1
OS05G0165500	OGLUM05G04460	97	96	1
OS05G0166300	OGLUM05G04470	99	54	1
OS05G0168200	OGLUM05G04500	89	57	0
OS05G0168300	OGLUM05G04510	81	98	0
OS05G0168400	OGLUM05G04520	98	98	0
OS05G0168500	OGLUM05G04530	100	100	1
OS05G0168700	OGLUM05G04540	100	100	1
OS05G0168800	OGLUM05G04550	98	98	0
OS05G0169000	OGLUM05G04560	100	100	1
OS05G0169200	OGLUM05G04570	88	53	0
OS05G0169300	OGLUM05G04580	96	96	0
OS05G0169400	OGLUM05G04590	96	89	1
OS05G0169700	OGLUM05G04610	13	37	1
OS05G0169700	OGLUM05G04620	34	88	1
OS05G0169800	OGLUM05G04630	93	90	1
OS05G0170000	OGLUM05G04640	96	96	1
OS05G0170200	OGLUM05G04660	78	74	0
OS05G0170250	OGLUM09G00480	24	23	0
OS05G0170600	OGLUM05G04680	88	97	0
OS05G0170700	OGLUM05G04690	64	24	0
OS05G0170800	OGLUM05G04700	93	93	1
OS05G0170950	OGLUM05G04720	100	22	0
OS05G0171000	OGLUM05G04730	98	99	0
OS05G0171300	OGLUM05G04760	94	94	0
OS05G0171900	OGLUM05G04790	96	97	1
OS05G0172300	OGLUM05G04810	97	49	1
OS05G0172500	OGLUM05G04830	97	51	1
OS05G0175450	OGLUM03G35780	41	88	1
OS05G0175800	OGLUM05G05020	29	62	0
OS05G0176000	OGLUM05G04850	79	100	1
OS05G0176100	OGLUM05G04870	100	100	1
OS05G0176300	OGLUM05G04880	98	77	1
OS05G0176400	OGLUM05G04890	99	99	1
OS05G0176500	OGLUM05G04900	100	100	1
OS05G0176600	OGLUM05G04910	99	89	0
OS05G0176700	OGLUM05G05770	54	85	0
OS05G0176800	OGLUM05G04930	92	97	0
OS05G0177000	OGLUM05G04940	71	96	1
OS05G0177100	OGLUM05G04950	90	98	1
OS05G0177400	OGLUM05G04960	100	100	1
OS05G0177500	OGLUM05G04980	92	96	1
OS05G0177800	OGLUM05G05030	94	51	0
OS05G0178000	OGLUM05G05050	75	96	1
OS05G0178100	OGLUM05G05060	97	96	1
OS05G0178600	OGLUM05G05100	88	66	1
OS05G0178900	OGLUM05G05120	97	98	1
OS05G0179000	OGLUM05G05130	100	100	1
OS05G0179100	OGLUM05G05140	97	97	1
OS05G0179300	OGLUM05G05150	84	98	1
OS05G0179800	OGLUM05G05180	93	100	1
OS05G0179900	OGLUM05G05190	44	49	0
OS05G0179950	OGLUM05G05200	93	100	1
OS05G0180300	OGLUM05G05220	99	99	1
OS05G0180400	OGLUM05G05240	96	96	0
OS05G0180500	OGLUM05G05250	97	95	1
OS05G0180600	OGLUM05G05260	99	99	1
OS05G0180700	OGLUM05G05270	98	96	1
OS05G0181000	OGLUM05G05300	99	99	0
OS05G0181200	OGLUM05G05310	90	89	1
OS05G0181250	OGLUM01G05900	11	10	1
OS05G0181300	OGLUM05G05340	88	51	0
OS05G0182000	OGLUM05G05360	94	96	1
OS05G0182100	OGLUM05G05370	92	92	1
OS05G0182201	OGLUM05G05380	98	99	1
OS05G0182500	OGLUM05G05390	80	99	1
OS05G0182600	OGLUM05G05400	100	87	1
OS05G0182700	OGLUM05G05410	100	100	1
OS05G0182800	OGLUM05G05420	94	95	1
OS05G0182900	OGLUM05G05430	99	99	1
OS05G0183100	OGLUM05G05440	86	96	1
OS05G0183300	OGLUM05G05460	98	56	0
OS05G0183566	OGLUM05G05480	41	97	1
OS05G0183900	OGLUM05G05500	55	69	0
OS05G0184500	OGLUM05G05490	48	56	1
OS05G0184901	OGLUM05G05500	67	82	0
OS05G0185650	OGLUM05G05520	97	8	0
OS05G0185700	OGLUM05G05530	97	68	1
OS05G0185800	OGLUM05G05540	100	100	1
OS05G0186000	OGLUM05G05550	100	100	1
OS05G0186300	OGLUM05G05600	100	100	1
OS05G0187000	OGLUM05G05640	100	100	1
OS05G0187100	OGLUM05G05650	95	75	1
OS05G0187500	OGLUM05G05660	87	92	1
OS05G0187800	OGLUM05G05690	85	78	0
OS05G0188100	OGLUM05G05710	94	94	1
OS05G0188300	OGLUM05G05720	96	96	1
OS05G0188500	OGLUM05G05730	97	98	1
OS05G0188600	OGLUM05G05740	98	63	1
OS05G0189300	OGLUM05G05790	93	88	1
OS05G0189900	OGLUM05G05810	84	26	1
OS05G0190300	OGLUM05G05850	93	100	1
