Gene stable ID	Oryza rufipogon gene stable ID	% identity	Oryza rufipogon % identity	Orthology confidence [0 low, 1 high]
OS05G0160800	ORUFI05G04400	93	94	1
OS05G0161200	ORUFI05G04460	99	99	1
OS05G0161400	ORUFI05G04480	78	97	1
OS05G0161500	ORUFI05G04490	97	99	1
OS05G0161800	ORUFI05G04500	93	93	1
OS05G0162200	ORUFI05G04530	94	87	1
OS05G0162600	ORUFI05G04550	100	100	1
OS05G0162800	ORUFI05G04560	100	84	1
OS05G0163000	ORUFI05G04580	100	91	1
OS05G0163100	ORUFI05G04590	56	58	0
OS05G0163250	ORUFI05G04600	95	23	0
OS05G0163300	ORUFI05G04610	96	100	1
OS05G0163400	ORUFI05G04620	99	86	0
OS05G0163500	ORUFI04G13600	52	5	0
OS05G0163600	ORUFI05G04630	49	41	1
OS05G0163700	ORUFI05G04650	100	100	1
OS05G0163900	ORUFI05G04670	99	99	1
OS05G0164100	ORUFI05G04680	100	100	1
OS05G0164200	ORUFI05G04690	100	100	1
OS05G0164800	ORUFI05G04730	100	100	1
OS05G0164900	ORUFI05G04740	80	87	1
OS05G0165200	ORUFI05G04750	100	100	1
OS05G0165400	ORUFI05G04760	69	68	0
OS05G0165450	ORUFI05G04770	84	100	0
OS05G0165500	ORUFI05G04780	100	100	1
OS05G0165900	ORUFI05G04810	92	100	1
OS05G0166300	ORUFI05G04830	100	53	1
OS05G0166900	ORUFI04G13600	36	2	0
OS05G0167300	ORUFI05G04840	88	100	1
OS05G0167600	ORUFI05G04850	100	100	1
OS05G0168200	ORUFI05G04890	100	100	1
OS05G0168300	ORUFI05G04900	83	95	0
OS05G0168400	ORUFI05G04910	100	100	1
OS05G0168500	ORUFI05G04920	100	100	1
OS05G0168700	ORUFI05G04930	100	100	1
OS05G0168800	ORUFI05G04940	100	100	1
OS05G0169000	ORUFI05G04950	100	100	0
OS05G0169200	ORUFI05G04960	88	58	0
OS05G0169300	ORUFI05G04970	96	97	0
OS05G0169400	ORUFI05G04980	87	87	1
OS05G0169700	ORUFI05G05000	33	87	0
OS05G0169800	ORUFI05G05010	88	82	1
OS05G0170000	ORUFI05G05020	100	100	1
OS05G0170200	ORUFI05G05040	92	86	1
OS05G0170250	ORUFI04G01790	24	23	0
OS05G0170300	ORUFI05G05060	93	98	1
OS05G0170600	ORUFI05G05080	93	100	1
OS05G0170700	ORUFI05G05090	69	24	0
OS05G0170800	ORUFI05G05100	100	100	1
OS05G0170950	ORUFI05G05110	100	22	1
OS05G0171000	ORUFI05G05120	99	100	1
OS05G0171200	ORUFI05G05140	100	100	1
OS05G0171300	ORUFI05G05150	100	100	1
OS05G0171900	ORUFI05G05180	100	100	1
OS05G0172100	ORUFI05G05200	59	85	1
OS05G0172300	ORUFI05G05210	97	100	1
OS05G0172400	ORUFI05G05230	96	60	1
OS05G0172500	ORUFI05G05240	100	100	1
OS05G0173500	ORUFI05G05260	100	100	1
OS05G0173800	ORUFI05G05280	94	32	1
OS05G0175450	ORUFI05G05300	93	49	0
OS05G0175800	ORUFI05G05310	97	69	1
OS05G0176000	ORUFI05G05320	100	100	1
OS05G0176100	ORUFI05G05340	100	100	1
OS05G0176300	ORUFI05G05350	98	77	0
OS05G0176400	ORUFI05G05360	100	100	1
OS05G0176500	ORUFI05G05370	100	100	1
OS05G0176600	ORUFI05G05380	99	86	0
OS05G0176700	ORUFI05G05390	96	97	1
OS05G0176800	ORUFI05G05400	92	97	0
OS05G0177100	ORUFI05G05410	96	52	1
OS05G0177400	ORUFI05G05420	82	97	0
OS05G0177500	ORUFI05G05430	91	93	0
OS05G0177800	ORUFI05G05450	94	51	0
OS05G0178000	ORUFI05G05460	100	100	1
OS05G0178100	ORUFI05G05470	97	96	0
OS05G0178300	ORUFI05G05490	100	100	0
OS05G0178600	ORUFI05G05510	71	55	1
OS05G0178900	ORUFI05G05550	99	98	1
OS05G0179000	ORUFI05G05560	100	100	0
OS05G0179100	ORUFI05G05570	98	98	1
OS05G0179300	ORUFI05G05580	100	100	1
OS05G0179800	ORUFI05G05600	100	100	1
OS05G0179900	ORUFI05G05610	44	48	0
OS05G0179950	ORUFI05G05620	93	100	1
OS05G0180300	ORUFI05G05650	99	100	1
OS05G0180400	ORUFI05G05670	96	96	0
OS05G0180500	ORUFI05G05680	96	95	1
OS05G0180600	ORUFI05G05690	100	100	0
OS05G0180700	ORUFI05G05700	98	94	0
OS05G0181000	ORUFI05G05720	99	99	1
OS05G0181200	ORUFI05G05730	91	88	0
OS05G0181250	ORUFI01G05830	49	40	1
OS05G0181300	ORUFI05G05750	84	52	0
OS05G0182000	ORUFI05G05790	99	99	0
OS05G0182100	ORUFI05G05800	96	96	0
OS05G0182201	ORUFI05G05810	74	95	1
OS05G0182600	ORUFI05G05850	100	100	0
OS05G0182700	ORUFI05G05860	96	100	1
OS05G0182800	ORUFI05G05870	100	100	0
OS05G0183100	ORUFI05G05890	92	100	1
OS05G0183300	ORUFI05G05910	98	36	0
OS05G0185650	ORUFI05G06050	97	8	0
OS05G0185700	ORUFI05G06060	97	67	1
OS05G0185800	ORUFI05G06070	100	100	1
OS05G0186000	ORUFI05G06080	92	79	0
OS05G0186100	ORUFI05G06090	85	48	0
OS05G0186300	ORUFI05G06110	100	100	0
OS05G0187000	ORUFI05G06150	100	100	0
OS05G0187100	ORUFI05G06160	95	75	0
OS05G0187500	ORUFI05G06170	99	99	1
OS05G0187800	ORUFI05G06200	55	70	0
OS05G0188100	ORUFI05G06220	100	100	0
OS05G0188300	ORUFI05G06240	98	43	0
OS05G0188500	ORUFI05G06250	97	98	1
OS05G0188600	ORUFI05G06260	98	61	1
OS05G0188700	ORUFI05G06270	99	98	1
OS05G0188800	ORUFI05G06280	96	65	1
OS05G0189300	ORUFI05G06300	98	100	1
OS05G0189900	ORUFI05G06330	75	31	1
OS05G0190300	ORUFI05G06350	86	95	0
OS05G0190500	ORUFI05G06360	100	100	1
OS05G0191700	ORUFI05G06420	64	63	1
OS05G0192500	ORUFI05G06470	86	32	1
OS05G0193700	ORUFI05G06490	76	67	0
OS05G0193800	ORUFI04G17790	35	40	0
OS05G0193800	ORUFI07G09650	42	58	0
OS05G0193900	ORUFI05G06510	32	35	0
OS05G0194500	ORUFI05G06530	91	90	0
OS05G0194600	ORUFI05G06540	99	96	1
OS05G0194900	ORUFI05G06550	97	51	1
OS05G0195200	ORUFI05G06580	100	86	1
OS05G0195500	ORUFI05G06590	87	98	1
OS05G0195700	ORUFI05G06600	100	100	1
OS05G0196100	ORUFI05G06620	100	100	1
OS05G0196200	ORUFI05G06630	100	92	1
OS05G0196400	ORUFI11G10230	29	12	1
OS05G0196500	ORUFI05G06660	98	93	1
OS05G0196600	ORUFI05G06670	100	100	1
OS05G0196700	ORUFI05G06690	91	97	0
OS05G0196800	ORUFI05G06700	94	100	1
OS05G0197900	ORUFI05G06780	99	82	1
OS05G0198400	ORUFI05G06810	100	100	1
OS05G0198700	ORUFI05G06820	75	29	0
OS05G0199100	ORUFI05G06850	100	100	1
OS05G0199500	ORUFI05G06860	87	96	1
OS05G0199800	ORUFI05G06870	95	94	1
OS05G0200100	ORUFI05G06880	100	100	1
OS05G0200280	ORUFI05G06900	83	78	0
OS05G0200400	ORUFI05G06910	100	74	1
OS05G0200500	ORUFI05G06920	92	93	1
OS05G0200700	ORUFI05G06940	96	100	1
OS05G0201700	ORUFI05G06970	98	99	1
OS05G0202200	ORUFI05G06990	53	74	0
OS05G0202300	ORUFI05G07000	100	100	1
OS05G0202500	ORUFI04G09130	68	50	1
OS05G0202600	ORUFI05G07030	91	84	0
OS05G0202800	ORUFI05G07050	94	75	1
OS05G0203000	ORUFI05G07060	100	100	1
OS05G0203400	ORUFI02G15880	2	2	0
OS05G0203800	ORUFI05G07100	92	78	1
OS05G0203900	ORUFI05G07110	94	90	0
OS05G0203912	ORUFI09G08680	29	48	0
OS05G0204600	ORUFI05G07170	100	100	1
OS05G0204900	ORUFI05G07180	100	100	1
OS05G0205050	ORUFI05G07200	83	68	1
OS05G0205100	ORUFI05G07210	100	100	1
OS05G0205400	ORUFI05G07220	93	99	0
OS05G0206000	ORUFI05G07240	100	100	1
OS05G0206100	ORUFI05G07250	100	100	1
OS05G0206200	ORUFI05G07260	84	95	1
OS05G0207200	ORUFI05G07300	100	100	1
OS05G0207300	ORUFI05G07310	100	100	1
OS05G0207400	ORUFI05G07320	91	91	0
OS05G0207500	ORUFI05G07330	100	100	1
OS05G0207700	ORUFI05G07350	88	82	1
OS05G0207900	ORUFI05G07360	89	98	0
OS05G0208000	ORUFI05G07370	94	91	1
OS05G0208100	ORUFI05G07380	99	99	1
OS05G0208550	ORUFI05G07410	60	53	0
OS05G0208600	ORUFI05G07420	31	59	1
OS05G0209100	ORUFI05G07440	98	97	0
OS05G0209400	ORUFI05G07460	100	100	1
OS05G0209500	ORUFI05G07470	100	100	1
OS05G0209600	ORUFI05G07480	100	100	1
OS05G0210100	ORUFI05G07510	93	93	1
OS05G0210400	ORUFI05G07530	86	99	1
OS05G0210500	ORUFI05G07540	96	95	1
OS05G0210525	ORUFI12G03000	52	26	0
OS05G0210600	ORUFI05G07550	92	54	1
OS05G0210700	ORUFI05G07560	99	99	1
OS05G0211100	ORUFI05G07590	94	93	1
OS05G0212100	ORUFI05G07640	100	100	1
OS05G0212200	ORUFI05G07650	80	100	1
OS05G0212300	ORUFI05G07660	100	100	1
OS05G0212400	ORUFI05G07670	97	98	1
OS05G0212900	ORUFI05G07690	98	36	1
OS05G0213100	ORUFI05G07710	96	100	1
OS05G0213500	ORUFI05G07730	100	100	1
OS05G0213900	ORUFI05G07760	85	98	0
OS05G0214300	ORUFI05G07790	86	97	1
OS05G0214400	ORUFI05G07780	100	100	1
OS05G0214900	ORUFI05G07800	99	58	0
OS05G0215066	ORUFI05G07820	96	100	1
OS05G0215183	ORUFI05G07830	100	100	1
OS05G0215300	ORUFI05G07840	100	100	1
OS05G0215600	ORUFI05G07850	99	99	1
OS05G0215700	ORUFI05G07860	100	100	1
OS05G0215800	ORUFI05G07870	100	100	1
OS05G0216950	ORUFI05G07940	84	70	1
OS05G0217000	ORUFI05G07950	100	100	1
OS05G0217800	ORUFI05G07980	96	65	1
OS05G0218100	ORUFI05G08000	100	100	1
OS05G0218400	ORUFI05G08010	100	100	1
OS05G0219800	ORUFI05G08100	97	99	1
OS05G0219900	ORUFI05G08110	100	100	1
OS05G0220100	ORUFI05G08130	78	100	1
OS05G0220300	ORUFI05G08150	79	79	1
OS05G0220500	ORUFI05G08160	87	100	1
OS05G0220600	ORUFI05G08170	100	100	1
OS05G0220900	ORUFI05G08180	100	100	1
OS05G0221200	ORUFI05G08190	86	53	1
OS05G0221900	ORUFI05G08250	74	81	1
OS05G0222200	ORUFI05G08280	100	100	1
OS05G0223000	ORUFI05G08300	100	100	1
OS05G0223300	ORUFI05G08310	77	38	1
OS05G0224800	ORUFI05G08370	100	22	1
OS05G0225800	ORUFI05G08430	63	43	0
OS05G0226000	ORUFI05G08430	62	43	0
OS05G0226300	ORUFI05G08450	8	8	0
OS05G0226900	ORUFI05G08460	100	100	1
OS05G0227600	ORUFI05G08470	94	92	1
OS05G0227700	ORUFI05G08480	100	100	1
OS05G0228000	ORUFI05G08500	99	88	0
OS05G0228400	ORUFI05G08520	81	80	1
OS05G0230600	ORUFI05G08620	98	98	1
OS05G0230900	ORUFI05G08640	97	81	1
OS05G0231100	ORUFI05G08650	91	69	0
OS05G0231700	ORUFI05G08670	80	100	1
OS05G0232200	ORUFI05G08690	87	72	1
OS05G0232500	ORUFI05G08710	100	98	1
OS05G0232700	ORUFI05G08730	100	100	1
OS05G0233000	ORUFI05G08740	100	70	0
OS05G0235300	ORUFI05G08830	89	55	1
OS05G0235600	ORUFI05G08840	82	43	0
OS05G0235701	ORUFI05G08850	90	50	1
OS05G0235800	ORUFI05G08860	97	99	0
OS05G0236600	ORUFI05G08870	54	76	0
OS05G0237100	ORUFI05G08890	99	44	0
OS05G0237200	ORUFI05G08900	91	70	0
OS05G0237400	ORUFI05G08910	91	91	0
OS05G0237800	ORUFI05G08970	91	100	1
OS05G0238200	ORUFI05G08990	100	100	1
OS05G0238400	ORUFI05G09000	85	90	1
OS05G0239400	ORUFI05G09080	73	43	1
OS05G0240200	ORUFI05G09100	96	91	0
OS05G0241000	ORUFI05G09130	100	100	1
OS05G0241100	ORUFI05G09140	1	1	0
OS05G0241100	ORUFI05G09150	0	0	0
OS05G0241200	ORUFI05G09160	100	100	1
OS05G0241300	ORUFI05G09170	100	40	0
OS05G0241400	ORUFI05G09180	79	81	0
OS05G0242000	ORUFI01G22270	41	65	0
OS05G0242600	ORUFI05G09190	96	96	0
OS05G0243300	ORUFI05G09210	99	63	0
OS05G0244500	ORUFI05G09260	100	100	1
OS05G0244600	ORUFI05G09270	100	100	1
OS05G0244700	ORUFI05G09280	89	100	1
OS05G0244900	ORUFI05G09290	74	45	0
OS05G0245300	ORUFI05G09320	100	100	1
OS05G0245700	ORUFI05G09330	54	49	0
OS05G0246200	ORUFI05G09340	99	99	1
OS05G0246300	ORUFI05G09350	100	100	1
OS05G0246600	ORUFI05G09370	31	26	0
OS05G0247100	ORUFI05G09400	100	100	0
OS05G0247800	ORUFI05G09450	96	97	0
OS05G0247900	ORUFI05G09460	96	96	1
OS05G0248200	ORUFI05G09490	100	100	1
OS05G0249100	ORUFI05G09550	95	84	0
OS05G0249800	ORUFI05G09520	52	52	0
OS05G0250200	ORUFI05G09580	80	98	1
OS05G0250700	ORUFI05G09610	95	44	1
OS05G0251200	ORUFI05G09630	96	20	0
OS05G0251400	ORUFI05G09640	76	99	0
OS05G0251500	ORUFI05G09650	100	100	1
OS05G0251900	ORUFI05G09670	96	93	1
OS05G0252000	ORUFI05G09680	95	100	1
OS05G0252100	ORUFI05G09690	100	100	1
OS05G0253700	ORUFI06G10910	54	87	1
OS05G0255600	ORUFI05G09820	100	100	1
OS05G0255800	ORUFI05G09830	100	66	1
OS05G0256000	ORUFI05G09840	99	97	1
OS05G0256500	ORUFI05G09860	97	68	0
OS05G0258400	ORUFI05G09910	94	63	0
OS05G0261700	ORUFI05G10010	13	29	0
OS05G0263100	ORUFI05G09970	76	71	0
OS05G0264200	ORUFI05G09990	98	80	1
OS05G0267800	ORUFI05G10080	100	100	1
OS05G0267850	ORUFI05G10090	98	94	1
OS05G0268500	ORUFI05G10120	100	99	1
OS05G0269100	ORUFI05G10150	99	99	1
OS05G0269200	ORUFI05G10160	99	99	1
OS05G0269500	ORUFI05G10170	93	99	1
OS05G0270000	ORUFI05G10200	100	100	1
OS05G0270200	ORUFI05G10210	97	100	0
OS05G0270400	ORUFI05G10220	100	100	1
OS05G0270500	ORUFI05G10230	93	71	0
OS05G0270800	ORUFI05G10250	84	76	1
OS05G0271300	ORUFI05G10290	100	85	1
OS05G0271900	ORUFI05G10330	79	100	1
OS05G0272300	ORUFI05G10370	86	52	1
OS05G0272800	ORUFI05G10360	99	48	1
OS05G0272900	ORUFI05G10380	100	100	1
OS05G0273500	ORUFI05G10400	91	89	0
OS05G0273800	ORUFI05G10430	98	89	0
OS05G0274200	ORUFI05G10440	100	100	1
OS05G0274300	ORUFI05G10450	100	100	1
OS05G0275000	ORUFI05G10480	100	100	1
OS05G0275100	ORUFI05G10490	98	97	1
OS05G0275600	ORUFI05G10500	98	91	1
OS05G0275700	ORUFI05G10510	80	95	0
OS05G0276100	ORUFI05G10520	100	93	1
OS05G0276500	ORUFI05G10530	98	100	0
OS05G0277000	ORUFI05G10540	100	100	1
OS05G0277200	ORUFI05G10550	100	100	1
OS05G0277300	ORUFI05G10560	100	81	1
OS05G0277500	ORUFI05G10590	100	100	1
OS05G0278500	ORUFI05G10610	100	100	1
OS05G0279300	ORUFI05G10640	92	36	1
OS05G0279400	ORUFI05G10650	99	100	0
OS05G0279600	ORUFI05G10660	73	36	0
OS05G0279900	ORUFI05G10680	100	63	1
OS05G0280500	ORUFI05G10710	100	98	1
OS05G0280700	ORUFI05G10720	100	100	1
OS05G0281400	ORUFI05G10730	55	100	1
OS05G0282900	ORUFI05G13320	56	21	0
OS05G0283200	ORUFI05G10790	100	100	1
OS05G0286100	ORUFI05G10920	100	100	1
OS05G0287800	ORUFI05G10960	75	100	0
OS05G0289100	ORUFI05G10980	89	71	0
OS05G0289400	ORUFI05G10990	100	100	1
OS05G0289700	ORUFI05G11010	100	100	0
OS05G0290300	ORUFI05G11030	99	29	1
OS05G0291700	ORUFI05G11050	99	89	0
OS05G0292200	ORUFI05G11070	82	90	0
OS05G0292800	ORUFI05G11080	100	100	1
OS05G0293500	ORUFI05G11110	100	100	1
OS05G0294600	ORUFI05G11120	100	100	1
OS05G0295100	ORUFI05G11160	87	97	0
OS05G0295200	ORUFI05G11170	79	41	0
OS05G0295700	ORUFI05G11190	87	42	0
OS05G0295800	ORUFI05G11200	98	78	0
OS05G0295900	ORUFI05G11210	100	100	0
OS05G0297300	ORUFI05G11260	78	45	0
OS05G0297400	ORUFI05G11270	100	100	0
OS05G0297850	ORUFI05G11290	97	31	1
OS05G0297900	ORUFI05G11300	100	100	1
OS05G0298050	ORUFI09G03730	72	60	1
OS05G0298200	ORUFI05G11310	97	77	1
OS05G0299000	ORUFI01G19100	46	62	0
OS05G0299200	ORUFI05G11370	88	95	0
OS05G0299300	ORUFI05G11390	85	20	1
OS05G0299500	ORUFI05G11400	96	97	1
OS05G0299700	ORUFI05G11430	100	100	1
OS05G0300700	ORUFI05G11470	80	85	0
OS05G0301500	ORUFI05G11520	100	100	1
OS05G0301600	ORUFI05G11530	99	78	1
OS05G0301700	ORUFI05G11540	100	100	1
OS05G0302300	ORUFI05G11580	100	100	1
OS05G0302600	ORUFI05G11590	100	100	1
OS05G0302700	ORUFI05G11600	99	85	0
OS05G0303000	ORUFI05G11620	100	67	0
OS05G0303700	ORUFI05G11650	100	100	1
OS05G0304100	ORUFI05G11690	95	85	0
OS05G0304200	ORUFI05G11700	42	35	0
OS05G0304400	ORUFI05G11710	100	100	1
OS05G0304600	ORUFI05G11720	98	100	1
OS05G0304800	ORUFI05G11730	100	100	1
OS05G0304900	ORUFI05G11740	95	80	0
OS05G0305100	ORUFI05G11750	90	96	0
OS05G0305700	ORUFI05G11790	100	100	1
OS05G0305900	ORUFI05G11800	94	94	0
OS05G0306000	ORUFI05G11810	95	97	0
OS05G0307100	ORUFI05G11830	99	20	0
OS05G0307200	ORUFI05G11840	78	78	1
OS05G0307400	ORUFI05G11850	97	53	0
OS05G0310600	ORUFI05G11940	89	89	1
OS05G0311000	ORUFI05G11970	97	49	1
OS05G0311500	ORUFI05G11990	85	85	0
OS05G0311801	ORUFI05G12000	100	100	1
OS05G0312000	ORUFI05G12010	98	98	1
OS05G0312500	ORUFI05G12060	100	100	1
OS05G0312600	ORUFI05G12070	100	100	1
OS05G0313100	ORUFI03G08910	41	15	0
OS05G0313500	ORUFI05G12100	100	97	1
OS05G0313600	ORUFI05G12110	100	100	1
OS05G0313700	ORUFI05G12130	99	99	1
OS05G0315100	ORUFI05G12200	97	48	1
OS05G0315200	ORUFI05G12210	100	100	1
OS05G0315700	ORUFI05G12230	100	100	1
OS05G0316000	ORUFI05G12240	100	100	1
OS05G0316100	ORUFI05G12250	100	100	1
OS05G0316200	ORUFI05G12260	99	92	1
OS05G0316800	ORUFI05G12300	98	100	1
OS05G0317200	ORUFI05G12320	100	100	1
OS05G0317700	ORUFI05G12350	95	100	1
OS05G0317900	ORUFI05G12370	95	100	1
OS05G0318100	ORUFI05G12400	54	99	1
OS05G0318300	ORUFI05G12450	100	100	1
OS05G0318600	ORUFI05G12460	93	59	0
OS05G0318700	ORUFI05G12470	97	100	1
OS05G0319100	ORUFI05G12500	100	94	1
OS05G0319200	ORUFI05G12510	100	100	1
OS05G0319700	ORUFI05G12550	69	93	0
OS05G0319800	ORUFI05G12560	95	92	1
OS05G0319900	ORUFI05G12570	100	39	1
OS05G0320100	ORUFI05G12580	98	94	1
OS05G0320500	ORUFI05G12620	88	64	0
OS05G0320700	ORUFI05G12630	52	100	1
OS05G0320800	ORUFI05G12640	100	100	1
OS05G0321600	ORUFI05G12680	92	100	1
OS05G0321900	ORUFI05G12690	76	76	0
OS05G0322900	ORUFI05G12710	100	100	1
OS05G0323100	ORUFI05G12720	98	99	1
OS05G0323400	ORUFI05G12730	100	45	1
OS05G0323800	ORUFI05G12770	100	71	0
OS05G0323900	ORUFI05G12780	93	84	1
OS05G0324000	ORUFI05G12790	100	100	1
OS05G0324100	ORUFI05G12800	100	27	0
OS05G0324200	ORUFI05G12800	100	56	0
OS05G0324300	ORUFI05G12810	100	100	1
OS05G0324600	ORUFI05G12820	100	100	1
OS05G0324700	ORUFI05G12830	100	100	1
OS05G0325200	ORUFI05G12840	100	100	1
OS05G0327100	ORUFI05G12880	46	5	0
OS05G0328300	ORUFI05G12910	87	36	1
OS05G0328333	ORUFI05G12920	75	48	1
OS05G0328466	ORUFI05G12930	61	44	1
OS05G0328632	ORUFI05G12930	95	57	1
OS05G0328901	ORUFI05G12940	99	69	1
OS05G0329001	ORUFI05G12940	99	69	1
OS05G0329400	ORUFI05G12940	88	89	1
OS05G0330150	ORUFI05G12940	97	97	1
OS05G0330600	ORUFI05G12950	99	99	1
OS05G0331200	ORUFI05G12970	100	100	1
OS05G0331532	ORUFI05G13000	100	100	1
OS05G0331800	ORUFI05G13010	99	99	1
OS05G0332250	ORUFI05G13040	100	77	1
OS05G0332300	ORUFI05G13050	100	100	1
OS05G0332600	ORUFI05G13070	100	73	1
OS05G0333100	ORUFI05G13100	54	44	0
OS05G0333200	ORUFI05G13110	73	96	0
OS05G0333500	ORUFI06G02020	74	97	0
OS05G0334000	ORUFI06G02020	74	97	0
OS05G0334400	ORUFI06G02020	74	97	0
OS05G0334750	ORUFI05G13120	67	54	1
OS05G0335401	ORUFI05G13140	88	36	0
OS05G0335500	ORUFI05G13150	88	94	0
OS05G0336200	ORUFI05G13160	87	97	1
OS05G0337200	ORUFI05G13180	100	100	1
OS05G0337400	ORUFI05G13190	98	100	1
OS05G0337500	ORUFI05G13210	85	24	0
OS05G0338900	ORUFI05G13250	100	35	0
OS05G0339000	ORUFI05G13260	100	100	1
OS05G0339200	ORUFI05G13270	40	100	0
OS05G0339300	ORUFI05G13280	76	81	1
OS05G0340000	ORUFI09G01730	53	58	0
OS05G0341100	ORUFI05G13300	100	100	1
OS05G0341300	ORUFI05G13330	16	8	0
OS05G0341600	ORUFI05G13340	100	100	1
OS05G0341900	ORUFI05G13370	98	98	1
OS05G0342000	ORUFI05G13380	91	73	1
OS05G0342100	ORUFI05G13390	89	89	0
OS05G0343400	ORUFI09G08210	92	89	0
OS05G0343800	ORUFI07G06280	18	2	0
OS05G0344200	ORUFI05G13440	100	100	0
OS05G0344400	ORUFI05G13450	99	99	1
OS05G0345100	ORUFI05G13480	91	66	0
OS05G0345175	ORUFI05G13480	100	18	0
OS05G0345400	ORUFI05G13490	95	100	1
OS05G0345500	ORUFI05G13500	93	99	0
OS05G0345700	ORUFI05G13510	100	100	1
OS05G0346100	ORUFI05G13550	100	100	1
OS05G0346300	ORUFI05G13570	100	72	1
OS05G0346400	ORUFI05G13580	100	85	1
OS05G0346500	ORUFI05G13590	100	99	1
OS05G0346800	ORUFI05G13610	97	100	1
OS05G0347000	ORUFI05G13630	79	89	0
OS05G0347400	ORUFI05G13650	98	99	1
OS05G0348100	ORUFI05G13670	82	49	0
OS05G0349000	ORUFI03G14660	6	13	0
OS05G0349200	ORUFI05G13740	84	39	0
OS05G0349400	ORUFI11G10880	39	48	0
OS05G0349500	ORUFI05G13750	100	100	1
OS05G0349700	ORUFI05G13770	96	100	1
OS05G0349800	ORUFI05G13780	98	100	0
OS05G0350150	ORUFI05G13790	92	82	1
OS05G0350500	ORUFI05G13810	96	84	0
OS05G0350600	ORUFI05G13820	100	100	1
OS05G0350700	ORUFI05G13830	53	93	0
OS05G0350900	ORUFI05G13850	91	64	0
OS05G0351200	ORUFI05G13870	35	47	1
OS05G0351500	ORUFI05G13880	100	100	1
OS05G0352700	ORUFI05G13900	90	22	0
OS05G0353100	ORUFI05G13920	98	98	1
OS05G0353300	ORUFI05G13930	100	100	1
OS05G0353400	ORUFI05G13940	100	100	1
OS05G0353500	ORUFI05G13950	99	83	1
OS05G0353600	ORUFI05G13960	59	77	1
OS05G0354300	ORUFI05G14000	89	54	0
OS05G0354400	ORUFI05G14020	73	87	1
OS05G0355133	ORUFI05G14040	100	100	1
OS05G0355200	ORUFI05G14050	64	100	1
OS05G0355300	ORUFI05G14060	98	97	1
OS05G0355400	ORUFI05G14070	97	60	0
OS05G0355500	ORUFI05G14080	100	100	0
OS05G0355700	ORUFI05G14090	88	78	0
OS05G0355900	ORUFI05G14100	99	99	0
OS05G0356500	ORUFI05G14130	92	73	0
OS05G0356600	ORUFI05G14110	79	84	1
OS05G0356600	ORUFI05G14120	91	92	1
OS05G0356600	ORUFI05G14140	75	82	1
OS05G0356700	ORUFI05G14150	92	89	0
OS05G0356800	ORUFI05G14160	36	68	0
OS05G0357100	ORUFI05G14180	94	100	0
OS05G0357200	ORUFI05G14190	100	100	1
OS05G0357500	ORUFI05G14210	51	57	0
OS05G0357525	ORUFI05G14220	99	99	1
OS05G0357600	ORUFI05G14230	98	100	1
OS05G0357700	ORUFI05G14240	85	65	0
OS05G0357800	ORUFI05G14250	96	93	0
OS05G0357850	ORUFI05G14260	98	71	1
OS05G0358000	ORUFI05G14280	89	73	0
OS05G0358200	ORUFI05G14310	77	22	0
OS05G0358400	ORUFI05G14320	100	97	1
OS05G0358500	ORUFI05G14330	100	100	1
OS05G0358900	ORUFI05G14370	70	100	1
OS05G0359833	ORUFI05G14390	22	26	1
OS05G0360400	ORUFI05G14430	100	100	1
OS05G0360900	ORUFI05G14440	99	99	1
OS05G0361000	ORUFI05G14450	98	100	1
OS05G0361200	ORUFI05G14460	88	84	0
OS05G0361500	ORUFI05G14470	100	100	1
OS05G0361700	ORUFI05G14490	100	100	1
OS05G0361900	ORUFI05G14500	100	92	1
OS05G0362000	ORUFI05G14530	68	21	0
OS05G0362100	ORUFI05G14540	93	60	0
OS05G0362300	ORUFI05G14550	98	98	1
OS05G0362500	ORUFI05G14560	100	100	1
OS05G0362600	ORUFI05G14570	68	85	0
OS05G0363100	ORUFI05G14590	100	100	1
OS05G0363200	ORUFI05G14600	87	97	1
OS05G0363500	ORUFI05G14620	95	81	0
OS05G0363600	ORUFI05G14640	91	98	1
OS05G0364500	ORUFI05G14660	93	100	1
OS05G0364600	ORUFI05G14670	57	95	0
OS05G0364650	ORUFI01G23670	81	39	1
OS05G0364700	ORUFI05G14690	86	33	0
OS05G0365000	ORUFI05G14720	100	100	1
OS05G0365200	ORUFI05G14730	99	98	0
OS05G0365300	ORUFI05G14740	96	65	1
OS05G0365500	ORUFI05G14780	100	100	0
OS05G0366000	ORUFI05G14800	91	76	1
OS05G0366300	ORUFI05G14810	100	100	1
OS05G0366600	ORUFI05G14820	88	90	0
OS05G0366800	ORUFI05G14830	70	61	1
OS05G0366900	ORUFI05G14840	82	68	0
OS05G0367000	ORUFI05G14850	100	100	0
OS05G0367100	ORUFI05G14870	100	100	1
OS05G0367200	ORUFI05G14880	85	26	0
OS05G0367400	ORUFI05G14900	82	94	1
OS05G0367800	ORUFI05G14920	100	100	1
OS05G0367900	ORUFI05G14930	100	100	1
OS05G0368100	ORUFI05G14940	34	17	0
OS05G0368300	ORUFI05G14960	100	100	1
OS05G0368600	ORUFI05G14980	100	100	0
OS05G0368700	ORUFI05G14990	99	43	1
OS05G0369300	ORUFI05G15030	90	94	1
OS05G0369500	ORUFI05G15050	100	99	1
OS05G0369900	ORUFI05G15090	99	72	0
