Gene stable ID	Brassica oleracea gene stable ID	% identity	Brassica oleracea % identity	Orthology confidence [0 low, 1 high]
OS04G0495400	Bo5g141370	25	25	1
OS04G0495800	Bo3g036620	38	41	0
OS04G0495800	Bo4g019840	37	42	0
OS04G0495800	Bo4g020860	5	37	0
OS04G0495800	Bo4g194380	35	41	0
OS04G0495800	Bo6g076560	38	41	0
OS04G0495900	Bo8g094500	31	36	1
OS04G0496000	Bo6g076610	47	25	1
OS04G0496000	Bo8g094520	46	23	1
OS04G0496150	Bo6g076610	34	20	1
OS04G0496150	Bo8g094520	37	20	1
OS04G0496300	Bo3g010920	49	52	1
OS04G0496300	Bo4g136180	44	46	1
OS04G0496300	Bo6g092800	27	47	1
OS04G0496300	Bo7g048490	19	47	1
OS04G0496400	Bo2g127150	8	47	1
OS04G0496400	Bo7g113890	9	55	1
OS04G0496400	Bo9g066960	10	49	1
OS04G0496400	Bo9g163310	56	53	1
OS04G0496700	Bo01279s010	28	19	1
OS04G0496700	Bo1g010520	24	20	1
OS04G0496700	Bo2g097310	24	16	1
OS04G0496700	Bo3g014080	26	20	1
OS04G0496700	Bo6g125700	26	18	1
OS04G0496700	Bo6g125720	26	18	1
OS04G0496700	Bo9g152120	27	19	1
OS04G0496800	Bo4g106490	63	64	1
OS04G0496800	Bo6g099330	66	66	1
OS04G0496800	Bo8g094590	62	63	1
OS04G0497000	Bo2g013380	63	62	0
OS04G0497000	Bo3g012330	65	53	0
OS04G0497000	Bo5g042890	61	60	0
OS04G0497000	Bo5g150260	63	56	0
OS04G0497000	Bo8g094600	56	11	0
OS04G0497200	Bo2g051390	42	58	1
OS04G0497350	Bo5g141450	44	39	1
OS04G0497400	Bo3g037060	57	57	1
OS04G0497400	Bo4g194780	57	58	1
OS04G0497600	Bo1g010050	47	46	1
OS04G0497600	Bo3g171140	47	47	1
OS04G0497900	Bo5g127620	44	45	1
OS04G0498000	Bo2g029080	47	13	1
OS04G0498000	Bo9g133500	46	13	1
OS04G0498200	Bo1g051160	81	79	1
OS04G0498200	Bo7g111840	81	57	1
OS04G0498600	Bo1g119250	29	36	0
OS04G0498600	Bo1g157340	46	51	0
OS04G0498600	Bo3g010810	45	49	0
OS04G0498600	Bo3g055620	46	50	0
OS04G0498600	Bo5g152620	45	50	0
OS04G0498600	Bo9g163640	45	49	0
OS04G0498700	Bo8g099570	31	48	1
OS04G0498800	Bo9g074370	60	57	1
OS04G0498900	Bo3g173970	44	47	1
OS04G0498900	Bo7g115100	44	41	1
OS04G0499100	Bo2g159050	50	53	1
OS04G0499100	Bo6g124090	48	51	1
OS04G0499100	Bo7g096270	50	52	1
OS04G0499300	Bo1g011930	49	54	0
OS04G0499300	Bo2g029000	50	52	0
OS04G0499300	Bo7g114720	50	55	0
OS04G0500200	Bo4g108290	29	8	0
OS04G0500200	Bo6g075980	29	7	0
OS04G0500200	Bo8g092790	27	8	0
OS04G0500200	Bo8g114620	26	12	0
OS04G0500700	Bo1g055210	53	55	1
OS04G0500700	Bo7g003460	59	61	1
OS04G0501000	Bo3g034340	82	81	0
OS04G0501000	Bo4g026350	82	81	0
OS04G0501000	Bo4g116910	82	81	0
OS04G0501000	Bo4g188210	82	81	0
OS04G0501000	Bo4g188230	18	42	0
OS04G0501000	Bo6g068560	81	79	0
OS04G0501000	Bo8g089590	82	81	0
OS04G0501100	Bo2g095580	60	30	1
OS04G0501100	Bo5g021470	60	30	1
OS04G0501100	Bo6g124160	60	33	1
OS04G0501200	Bo1g094480	27	65	1
OS04G0501200	Bo8g066620	38	42	1
OS04G0501500	Bo8g099950	64	62	1
OS04G0501600	Bo1g010870	22	22	1
OS04G0501600	Bo5g021440	20	20	1
OS04G0501600	Bo6g055970	18	22	1
OS04G0501600	Bo6g080700	21	27	1
OS04G0501600	Bo6g124210	21	24	1
OS04G0501600	Bo7g115480	25	21	1
OS04G0501600	Bo8g066610	21	19	1
OS04G0501600	Bo8g105710	22	18	1
OS04G0501700	Bo3g012620	64	67	1
OS04G0501700	Bo9g160300	57	63	1
OS04G0501800	Bo1g011700	58	66	1
OS04G0501800	Bo3g175240	55	63	1
OS04G0501800	Bo7g114900	56	63	1
OS04G0502200	Bo9g171580	64	64	1
OS04G0502300	Bo1g078560	86	29	0
OS04G0502300	Bo2g045960	42	85	0
OS04G0502300	Bo2g160800	86	86	0
OS04G0502300	Bo3g110940	64	85	0
OS04G0502300	Bo4g027520	66	50	0
OS04G0502300	Bo6g053680	59	41	0
OS04G0502300	Bo8g077370	86	87	0
OS04G0502300	Bo9g013950	86	87	0
OS04G0502800	Bo5g021250	8	54	0
OS04G0502800	Bo6g080480	53	54	0
OS04G0502800	Bo6g080500	51	52	0
OS04G0502800	Bo6g124460	52	53	0
OS04G0502900	Bo1g010730	54	52	1
OS04G0503500	Bo5g021170	66	62	1
OS04G0503700	Bo3g001860	45	44	1
OS04G0503700	Bo3g184630	9	30	1
OS04G0503700	Bo9g184610	46	42	1
OS04G0503800	Bo4g064700	42	48	0
OS04G0504000	Bo2g010270	57	53	1
OS04G0504000	Bo6g080140	59	54	1
OS04G0504000	Bo6g125770	57	32	1
OS04G0504000	Bo9g171500	57	53	1
OS04G0504200	Bo6g054710	22	25	1
OS04G0504200	Bo8g039570	24	28	1
OS04G0504500	Bo1g108580	34	40	1
OS04G0504500	Bo5g081310	34	40	1
OS04G0504500	Bo5g105180	33	40	1
OS04G0504500	Bo6g024850	35	41	1
OS04G0504600	Bo3g036450	49	51	1
OS04G0504800	Bo1g007650	61	65	0
OS04G0504800	Bo3g088720	61	66	0
OS04G0504800	Bo3g169150	62	66	0
OS04G0504800	Bo4g151470	59	61	0
OS04G0504800	Bo5g115250	15	48	0
OS04G0504800	Bo6g018400	65	66	0
OS04G0504800	Bo7g021560	63	65	0
OS04G0504800	Bo8g100500	58	59	0
OS04G0505000	Bo4g151560	23	21	1
OS04G0505000	Bo5g115240	14	15	1
OS04G0505000	Bo8g100490	22	20	1
OS04G0505200	Bo5g076410	40	35	1
OS04G0505200	Bo8g011260	40	38	1
OS04G0505200	Bo9g080730	39	46	1
OS04G0505400	Bo01023s060	35	68	1
OS04G0505400	Bo7g099210	56	59	1
OS04G0505400	Bo7g099230	50	48	1
OS04G0505400	Bo7g099250	49	47	1
OS04G0505400	Bo7g099260	49	53	1
OS04G0505400	Bo8g079560	56	58	1
OS04G0505400	Bo8g079570	34	47	1
OS04G0505700	Bo1g083530	42	34	1
OS04G0505700	Bo5g071030	46	37	1
OS04G0505700	Bo7g063900	46	17	1
OS04G0505700	Bo9g020320	45	36	1
OS04G0506000	Bo9g169250	39	39	0
OS04G0506300	Bo4g181710	49	47	1
OS04G0506800	Bo5g008870	40	38	1
OS04G0506900	Bo1g017140	28	31	1
OS04G0506900	Bo7g003860	25	32	1
OS04G0506900	Bo7g065800	26	31	1
OS04G0506900	Bo9g059340	23	29	1
OS04G0507000	Bo7g033240	59	60	0
OS04G0507100	Bo7g113290	52	35	0
OS04G0507400	Bo3g012650	22	32	0
OS04G0507400	Bo3g012660	18	50	0
OS04G0507400	Bo5g149860	41	41	0
OS04G0507400	Bo5g149890	41	39	0
OS04G0507500	Bo7g003880	71	31	0
OS04G0507500	Bo9g028080	70	31	0
OS04G0507700	Bo1g017120	60	61	1
OS04G0507700	Bo2g014360	58	59	1
OS04G0507700	Bo2g016480	61	61	1
OS04G0507700	Bo3g057300	64	64	1
OS04G0507700	Bo5g148280	64	57	1
OS04G0507700	Bo8g030940	61	62	1
OS04G0507800	Bo8g073780	71	22	1
OS04G0507900	Bo3g105810	56	58	1
OS04G0508000	Bo9g043730	34	44	1
OS04G0508100	Bo3g001480	51	50	1
OS04G0508200	Bo6g036060	6	34	0
OS04G0508300	Bo4g140060	69	69	1
OS04G0508300	Bo4g145540	62	44	1
OS04G0508500	Bo1g098860	38	39	1
OS04G0508500	Bo3g083130	37	38	1
OS04G0508500	Bo7g033260	38	40	1
OS04G0508500	Bo7g088650	37	39	1
OS04G0508500	Bo9g009020	35	36	1
OS04G0508751	Bo2g119300	0	0	0
OS04G0508800	Bo2g024660	50	47	1
OS04G0508800	Bo4g026790	47	51	1
OS04G0508800	Bo9g146940	49	50	1
OS04G0508900	Bo8g004410	58	68	1
OS04G0509000	Bo7g003710	57	25	1
OS04G0509000	Bo8g102410	56	25	1
OS04G0509000	Bo9g028160	57	25	1
OS04G0509100	Bo4g130980	40	39	1
OS04G0509200	Bo7g061380	42	43	1
OS04G0509200	Bo8g070370	41	45	1
OS04G0509300	Bo9g151990	44	29	1
OS04G0509400	Bo1g017280	49	46	1
OS04G0509400	Bo3g057310	50	57	1
OS04G0509400	Bo5g148270	49	56	1
OS04G0509600	Bo1g017290	70	70	1
OS04G0509600	Bo1g099890	70	71	1
OS04G0509600	Bo1g099980	11	37	1
OS04G0509600	Bo1g099990	26	77	1
OS04G0509600	Bo3g078840	19	40	1
OS04G0509600	Bo3g083120	68	68	1
OS04G0509600	Bo6g056210	73	73	1
OS04G0509600	Bo7g034260	68	67	1
OS04G0509600	Bo7g113260	70	68	1
OS04G0509600	Bo8g035420	73	73	1
OS04G0509600	Bo9g003840	73	71	1
OS04G0510400	Bo1g123010	48	48	1
OS04G0510500	Bo7g066870	26	26	0
OS04G0510500	Bo9g059440	28	29	0
OS04G0510600	Bo5g004660	22	21	0
OS04G0510600	Bo8g115500	13	19	0
OS04G0510700	Bo6g056260	44	45	1
OS04G0510900	Bo1g046650	47	60	0
OS04G0510900	Bo8g051390	49	54	0
OS04G0510900	Bo9g120290	30	55	0
OS04G0511200	Bo3g027260	46	62	1
OS04G0511200	Bo4g181860	59	61	1
OS04G0511400	Bo1g053700	64	64	1
OS04G0511400	Bo4g184590	58	59	1
OS04G0511400	Bo7g104460	40	59	1
OS04G0511600	Bo5g004910	18	23	0
OS04G0511600	Bo6g018200	18	22	0
OS04G0511700	Bo4g043730	17	31	1
OS04G0511700	Bo4g181900	14	25	1
OS04G0511700	Bo7g066980	25	29	1
OS04G0512300	Bo4g043760	38	37	1
OS04G0512300	Bo4g181870	15	44	1
OS04G0512400	Bo8g115770	29	18	1
OS04G0512500	Bo3g081810	28	31	1
OS04G0512500	Bo5g004260	34	29	1
OS04G0512500	Bo7g040480	24	27	1
OS04G0512500	Bo7g066990	32	30	1
OS04G0512500	Bo8g115790	38	32	1
OS04G0512500	Bo9g059530	33	28	1
OS04G0513000	Bo4g133210	34	28	1
OS04G0513100	Bo1g025520	44	46	0
OS04G0513100	Bo1g098650	32	44	0
OS04G0513100	Bo1g098660	48	48	0
OS04G0513100	Bo7g107560	47	48	0
OS04G0513100	Bo7g107570	40	45	0
OS04G0513400	Bo00934s010	1	1	0
OS04G0513700	Bo00934s010	0	0	0
OS04G0513900	Bo11478s010	14	42	0
OS04G0513900	Bo4g022800	13	48	0
OS04G0514400	Bo4g130830	50	48	1
OS04G0514500	Bo3g062240	37	37	1
OS04G0514600	Bo1g041880	24	8	1
OS04G0514800	Bo01215s010	68	71	0
OS04G0514800	Bo1g017370	70	65	0
OS04G0514800	Bo2g119250	69	66	0
OS04G0514800	Bo3g149090	67	68	0
OS04G0514800	Bo4g127040	62	72	0
OS04G0514800	Bo5g004600	67	64	0
OS04G0514800	Bo7g067060	69	66	0
OS04G0514800	Bo7g113200	72	68	0
OS04G0514800	Bo8g115570	68	66	0
OS04G0514800	Bo8g115820	67	67	0
OS04G0514800	Bo9g059030	68	64	0
OS04G0514800	Bo9g059580	69	62	0
OS04G0515300	Bo1g047930	81	81	1
OS04G0515300	Bo7g006080	55	76	1
OS04G0515300	Bo8g052640	83	83	1
OS04G0515400	Bo7g031080	58	60	0
OS04G0515900	Bo1g017380	44	35	1
OS04G0515900	Bo7g113180	42	33	1
OS04G0515900	Bo8g054390	42	34	1
OS04G0516200	Bo1g102040	64	66	1
OS04G0516200	Bo1g152070	55	59	1
OS04G0516200	Bo2g152940	58	62	1
OS04G0516200	Bo3g057460	54	58	1
OS04G0516200	Bo4g052380	61	57	1
OS04G0516200	Bo4g176000	62	58	1
OS04G0516200	Bo5g148130	56	57	1
OS04G0516200	Bo7g040710	62	63	1
OS04G0516200	Bo7g093200	59	63	1
OS04G0516200	Bo9g009940	58	61	1
OS04G0516300	Bo2g155790	9	13	1
OS04G0516300	Bo7g095100	6	14	1
OS04G0516600	Bo00891s060	37	74	0
OS04G0516600	Bo31048s010	11	71	0
OS04G0516600	Bo5g009130	65	67	0
OS04G0516600	Bo5g148120	62	64	0
OS04G0516600	Bo8g056930	54	63	0
OS04G0516600	Bo8g112380	63	66	0
OS04G0517300	Bo4g176040	61	61	1
OS04G0517400	Bo1g152110	46	25	1
OS04G0517400	Bo2g016530	45	25	1
OS04G0517400	Bo3g013180	45	25	1
OS04G0517500	Bo00891s030	34	28	1
OS04G0517500	Bo24898s010	13	34	1
OS04G0517500	Bo5g009150	34	28	1
OS04G0517500	Bo5g148110	35	29	1
OS04G0517500	Bo8g056940	31	29	1
OS04G0517600	Bo2g096080	11	9	1
OS04G0517600	Bo2g096100	26	15	1
OS04G0517600	Bo3g162410	24	14	1
OS04G0517600	Bo5g021060	26	15	1
OS04G0517600	Bo6g125640	18	29	1
OS04G0517600	Bo8g105980	25	15	1
OS04G0517900	Bo2g003970	28	32	1
OS04G0517900	Bo3g031470	31	32	1
OS04G0517900	Bo3g054650	30	19	1
OS04G0517900	Bo4g030930	32	33	1
OS04G0517900	Bo4g186580	33	36	1
OS04G0517900	Bo6g067240	29	32	1
OS04G0517900	Bo8g082610	30	34	1
OS04G0517900	Bo9g183030	29	35	1
OS04G0518000	Bo1g144260	78	78	1
OS04G0518000	Bo3g002270	80	80	1
OS04G0518100	Bo00703s080	70	64	0
OS04G0518100	Bo03123s010	19	65	0
OS04G0518100	Bo2g005490	13	47	0
OS04G0518100	Bo4g030910	71	70	0
OS04G0518100	Bo4g145690	55	67	0
OS04G0518100	Bo4g186590	71	69	0
OS04G0518100	Bo5g137560	58	74	0
OS04G0518100	Bo5g137600	9	54	0
OS04G0518100	Bo6g067250	70	69	0
OS04G0518100	Bo8g082620	70	69	0
OS04G0518650	Bo8g114560	32	54	1
OS04G0518800	Bo00576s010	65	76	1
OS04G0518800	Bo3g031590	64	78	1
OS04G0518800	Bo4g071740	64	63	1
OS04G0518800	Bo4g165190	66	66	1
OS04G0518800	Bo4g186720	65	77	1
OS04G0518800	Bo6g067370	66	77	1
OS04G0518800	Bo8g082850	66	76	1
OS04G0519900	Bo1g055410	45	10	1
OS04G0519925	Bo1g055410	51	17	1
OS04G0520000	Bo5g003790	63	62	1
OS04G0520000	Bo8g001410	14	47	1
OS04G0520000	Bo8g001450	9	31	1
OS04G0520700	Bo2g024740	36	37	1
OS04G0520700	Bo3g002240	36	35	1
OS04G0520700	Bo4g165310	34	36	1
OS04G0520700	Bo9g145870	34	38	1
OS04G0520700	Bo9g183080	37	36	1
OS04G0521100	Bo2g001120	21	47	0
OS04G0521600	Bo2g012310	15	17	1
OS04G0521800	Bo9g114020	57	56	1
OS04G0522500	Bo00640s020	35	38	0
OS04G0522500	Bo10512s010	12	43	0
OS04G0522500	Bo1g023950	18	40	0
OS04G0522500	Bo1g023960	28	55	0
OS04G0522500	Bo3g162670	28	54	0
OS04G0522500	Bo3g162680	28	54	0
OS04G0522500	Bo3g162710	19	44	0
OS04G0522500	Bo7g107340	47	49	0
OS04G0523000	Bo2g052810	31	30	1
OS04G0523100	Bo1g093180	26	32	1
OS04G0523100	Bo5g013290	25	14	1
OS04G0523100	Bo6g097290	31	32	1
OS04G0523100	Bo6g106600	33	34	1
OS04G0523100	Bo8g059670	27	34	1
OS04G0523100	Bo8g088420	13	24	1
OS04G0523100	Bo8g109240	24	29	1
OS04G0523100	Bo9g043910	28	32	1
OS04G0523200	Bo3g034220	61	6	1
OS04G0523200	Bo4g188030	25	7	1
OS04G0523350	Bo3g034220	49	7	1
OS04G0523350	Bo4g188030	19	7	1
OS04G0524136	Bo00846s030	10	12	1
OS04G0524136	Bo08771s010	28	41	1
OS04G0524136	Bo3g093450	30	16	1
OS04G0524136	Bo3g153200	26	18	1
OS04G0524136	Bo3g155550	31	17	1
OS04G0524136	Bo6g067000	10	7	1
OS04G0524136	Bo7g117380	30	16	1
OS04G0524500	Bo00685s100	7	51	0
OS04G0524500	Bo1g119350	64	37	0
OS04G0524500	Bo3g069070	64	54	0
OS04G0524500	Bo3g070150	39	62	0
OS04G0524500	Bo6g099480	66	60	0
OS04G0524500	Bo8g015110	64	56	0
OS04G0524600	Bo00685s100	8	47	0
OS04G0524600	Bo1g119350	67	35	0
OS04G0524600	Bo3g069070	67	51	0
OS04G0524600	Bo3g070150	44	63	0
OS04G0524600	Bo6g099480	72	60	0
OS04G0524600	Bo8g015110	67	54	0
OS04G0524900	Bo00685s100	6	43	0
OS04G0524900	Bo1g119350	61	39	0
OS04G0524900	Bo3g069070	61	58	0
OS04G0524900	Bo3g070150	33	58	0
OS04G0524900	Bo6g099480	62	64	0
OS04G0524900	Bo8g015110	60	60	0
OS04G0525000	Bo1g112370	32	36	1
OS04G0525100	Bo01093s020	33	26	1
OS04G0525100	Bo01291s010	34	27	1
OS04G0525200	Bo01093s020	37	17	1
OS04G0525200	Bo01291s010	38	18	1
OS04G0525600	Bo7g097880	50	65	1
OS04G0525600	Bo9g174640	49	62	1
OS04G0525700	Bo3g004800	56	50	1
OS04G0525700	Bo9g174570	57	47	1
OS04G0525800	Bo2g160990	52	54	1
OS04G0525900	Bo3g101240	62	61	0
OS04G0526300	Bo2g080910	40	41	1
OS04G0526300	Bo4g120620	37	31	1
OS04G0526300	Bo4g190100	29	33	1
OS04G0526300	Bo5g025610	37	38	1
OS04G0526300	Bo6g091430	30	33	1
OS04G0526300	Bo6g091450	25	45	1
OS04G0526300	Bo6g118360	38	38	1
OS04G0526300	Bo6g118370	35	35	1
OS04G0526300	Bo6g118380	38	39	1
OS04G0526300	Bo9g028880	30	34	1
OS04G0526300	Bo9g043480	37	36	1
OS04G0526300	Bo9g043490	37	34	1
OS04G0526300	Bo9g050970	37	37	1
OS04G0526300	Bo9g051000	36	28	1
OS04G0526600	Bo17599s010	10	23	1
OS04G0526600	Bo20985s010	4	8	1
OS04G0526600	Bo2g080400	25	24	1
OS04G0526600	Bo2g080420	19	21	1
OS04G0526600	Bo2g080470	12	14	1
OS04G0526600	Bo2g080480	11	11	1
OS04G0526600	Bo2g080490	24	22	1
OS04G0526600	Bo2g080500	20	20	1
OS04G0526600	Bo2g080510	17	16	1
OS04G0526600	Bo2g080520	18	15	1
OS04G0526600	Bo6g087900	31	17	1
OS04G0526600	Bo6g116550	24	24	1
OS04G0526600	Bo6g116560	23	22	1
OS04G0526600	Bo6g116570	24	23	1
OS04G0526600	Bo6g116580	21	20	1
OS04G0526600	Bo6g116610	13	18	1
OS04G0526600	Bo6g116620	17	17	1
OS04G0526600	Bo6g116640	19	24	1
OS04G0526600	Bo6g116650	21	20	1
OS04G0526600	Bo6g116660	21	20	1
OS04G0526600	Bo8g067500	25	26	1
OS04G0526600	Bo8g070480	12	11	1
OS04G0526600	Bo9g045410	15	18	1
OS04G0526800	Bo2g160930	38	41	1
OS04G0526800	Bo2g160940	39	33	1
OS04G0526800	Bo2g160950	39	43	1
OS04G0526800	Bo3g004880	40	47	1
OS04G0526800	Bo7g097710	39	43	1
OS04G0526800	Bo7g097740	39	43	1
OS04G0526800	Bo7g097760	27	51	1
OS04G0526800	Bo9g014210	38	42	1
OS04G0527000	Bo2g160930	42	41	1
OS04G0527000	Bo2g160940	43	33	1
OS04G0527000	Bo2g160950	43	43	1
OS04G0527000	Bo3g004880	40	43	1
OS04G0527000	Bo7g097710	40	41	1
OS04G0527000	Bo7g097740	40	41	1
OS04G0527000	Bo7g097760	32	54	1
OS04G0527000	Bo9g014210	42	42	1
OS04G0527400	Bo00831s030	63	65	1
OS04G0527400	Bo6g116780	64	63	1
OS04G0527500	Bo1g057240	60	20	1
OS04G0527500	Bo6g054760	45	30	1
OS04G0527700	Bo7g097670	47	43	1
OS04G0527800	Bo3g005000	50	48	1
OS04G0527900	Bo00796s040	52	52	1
OS04G0527900	Bo6g087980	51	51	1
OS04G0528000	Bo00796s060	43	14	0
OS04G0528000	Bo00831s110	42	14	0
OS04G0528000	Bo00940s050	44	14	0
OS04G0528000	Bo5g003970	43	14	0
OS04G0528000	Bo6g087960	31	19	0
OS04G0528000	Bo6g116510	46	15	0
OS04G0528000	Bo7g111920	42	15	0
OS04G0528000	Bo8g002530	31	12	0
OS04G0528000	Bo8g067480	43	13	0
OS04G0528000	Bo9g007580	44	14	0
OS04G0528100	Bo5g053500	42	41	1
OS04G0528100	Bo7g048430	39	40	1
OS04G0528300	Bo00831s090	73	74	1
OS04G0528300	Bo8g067490	73	74	1
OS04G0528400	Bo6g039620	57	58	1
OS04G0528600	Bo4g136360	30	33	1
OS04G0528800	Bo2g160910	35	37	1
OS04G0529100	Bo1g051230	22	29	1
OS04G0529100	Bo7g111910	21	30	1
OS04G0529100	Bo8g054130	23	31	1
OS04G0529100	Bo8g102130	26	31	1
OS04G0529400	Bo3g022250	44	23	1
OS04G0529400	Bo5g127080	44	22	1
OS04G0529400	Bo9g115150	44	25	1
OS04G0529500	Bo1g024360	42	46	0
OS04G0529500	Bo3g162440	44	49	0
OS04G0529500	Bo7g107490	49	48	0
OS04G0529600	Bo6g030970	55	57	1
OS04G0529600	Bo7g003140	31	64	1
OS04G0529700	Bo1g138690	35	39	0
OS04G0529700	Bo1g144770	33	38	0
OS04G0529700	Bo4g027540	11	33	0
OS04G0529700	Bo4g086480	36	38	0
OS04G0529700	Bo5g139570	33	38	0
OS04G0529700	Bo9g043350	36	37	0
OS04G0529700	Bo9g185030	35	40	0
OS04G0529800	Bo7g016240	63	63	1
OS04G0530000	Bo9g163180	30	37	1
OS04G0530100	Bo1g051330	29	36	1
OS04G0530100	Bo7g003160	28	34	1
OS04G0530100	Bo7g111990	29	35	1
OS04G0530300	Bo9g112680	53	46	1
OS04G0530500	Bo1g049400	27	29	1
OS04G0530500	Bo1g051350	25	33	1
OS04G0530500	Bo7g112010	26	33	1
OS04G0530500	Bo8g052780	23	31	1
OS04G0530500	Bo8g054180	25	33	1
OS04G0530500	Bo9g007620	30	32	1
OS04G0530600	Bo3g029710	45	45	1
OS04G0530600	Bo4g139430	29	34	1
OS04G0530600	Bo5g127170	43	40	1
OS04G0530600	Bo6g038350	16	21	1
OS04G0530600	Bo8g116000	43	43	1
OS04G0530600	Bo9g007630	47	46	1
OS04G0530700	Bo9g171950	59	58	1
OS04G0530900	Bo5g015240	64	63	1
OS04G0531100	Bo00795s060	58	57	1
OS04G0531100	Bo9g028920	60	59	1
OS04G0531300	Bo8g077930	77	46	1
OS04G0532500	Bo4g195820	60	54	1
OS04G0532500	Bo5g001150	57	56	1
OS04G0532500	Bo6g077560	54	56	1
OS04G0532500	Bo8g118070	59	58	1
OS04G0532800	Bo1g040300	36	37	1
OS04G0532800	Bo3g023270	34	35	1
OS04G0532800	Bo7g110400	34	35	1
OS04G0532800	Bo8g077360	35	37	1
OS04G0533000	Bo3g054680	77	77	1
OS04G0533000	Bo4g195830	73	72	1
OS04G0533000	Bo6g077590	69	76	1
OS04G0533000	Bo8g095780	72	75	1
OS04G0533000	Bo9g002440	75	76	1
OS04G0533300	Bo4g024990	49	53	1
OS04G0533300	Bo4g195840	52	55	1
OS04G0533300	Bo8g095800	49	53	1
OS04G0533500	Bo2g048030	51	51	1
OS04G0533500	Bo7g110410	61	62	1
OS04G0534200	Bo4g096620	55	16	1
OS04G0534200	Bo6g065010	56	16	1
OS04G0534200	Bo9g029060	56	15	1
OS04G0534300	Bo9g001110	31	35	1
OS04G0534400	Bo3g037580	58	60	1
OS04G0534400	Bo4g104920	56	59	1
OS04G0534400	Bo4g195390	58	61	1
OS04G0534400	Bo6g074400	58	49	1
OS04G0534400	Bo6g077270	52	45	1
OS04G0534500	Bo4g104930	46	48	1
OS04G0534500	Bo8g095320	36	58	1
OS04G0534600	Bo3g134480	66	65	1
OS04G0535200	Bo1g053540	49	49	1
OS04G0535400	Bo1g053530	55	61	1
OS04G0535400	Bo7g104590	45	19	1
OS04G0535600	Bo5g017130	57	57	0
OS04G0535600	Bo8g108330	56	56	0
OS04G0535600	Bo9g028560	55	58	0
OS04G0535600	Bo9g028580	54	55	0
OS04G0535600	Bo9g037050	55	56	0
OS04G0536500	Bo2g164090	69	31	0
OS04G0536500	Bo3g107700	69	32	0
OS04G0536500	Bo5g017120	75	31	0
OS04G0536500	Bo8g062650	78	32	0
OS04G0536500	Bo8g108300	77	37	0
OS04G0536500	Bo9g014940	69	33	0
OS04G0536500	Bo9g036910	23	13	0
OS04G0537100	Bo1g028450	28	30	1
OS04G0537100	Bo2g104990	20	40	1
OS04G0537100	Bo3g037660	37	39	1
OS04G0537100	Bo3g045670	28	28	1
OS04G0537100	Bo3g153460	26	27	1
OS04G0537100	Bo3g164490	24	30	1
OS04G0537100	Bo4g104850	32	31	1
OS04G0537100	Bo7g108050	28	31	1
OS04G0537100	Bo8g095400	40	39	1
OS04G0537100	Bo9g079660	26	27	1
OS04G0537800	Bo4g104840	43	43	1
OS04G0537800	Bo8g095420	42	43	1
OS04G0537900	Bo4g094370	62	64	1
OS04G0537900	Bo9g028610	62	62	1
OS04G0538700	Bo3g109450	34	31	0
OS04G0538800	Bo1g002250	44	51	1
OS04G0538800	Bo1g037610	42	33	1
OS04G0538800	Bo2g116560	43	37	1
OS04G0538800	Bo4g145890	47	53	1
OS04G0538800	Bo7g065020	46	40	1
OS04G0538800	Bo7g100800	44	41	1
OS04G0538800	Bo7g119500	40	52	1
OS04G0538800	Bo8g081850	44	42	1
OS04G0538800	Bo8g101860	47	52	1
OS04G0539000	Bo3g153110	49	39	0
OS04G0539100	Bo5g034580	15	13	0
OS04G0539100	Bo5g141220	15	11	0
OS04G0539500	Bo1g005750	26	43	1
OS04G0539500	Bo1g007070	23	33	1
OS04G0539500	Bo1g039780	32	37	1
OS04G0539500	Bo1g060480	27	38	1
OS04G0539500	Bo3g168670	22	33	1
OS04G0539500	Bo7g100740	28	37	1
OS04G0539500	Bo7g116990	24	35	1
OS04G0539500	Bo9g022010	29	35	1
OS04G0539800	Bo1g007090	67	67	1
OS04G0539800	Bo3g168700	66	66	1
OS04G0540200	Bo1g002330	37	38	0
OS04G0540200	Bo2g084000	38	32	0
OS04G0540200	Bo3g149790	38	39	0
OS04G0540200	Bo6g086240	39	29	0
OS04G0540200	Bo6g119700	41	32	0
OS04G0540300	Bo5g010180	44	35	1
OS04G0540300	Bo8g058880	44	45	1
OS04G0540600	Bo1g005740	49	51	1
OS04G0540600	Bo3g154180	50	51	1
OS04G0540600	Bo7g117850	50	52	1
OS04G0540900	Bo6g049370	41	43	1
OS04G0541100	Bo6g083670	19	30	0
OS04G0541100	Bo9g069710	6	19	0
OS04G0541500	Bo2g160900	56	56	0
OS04G0541500	Bo7g097630	57	56	0
OS04G0541700	Bo4g007060	32	24	1
OS04G0541700	Bo4g100070	31	25	1
OS04G0541700	Bo4g197260	29	23	1
OS04G0541700	Bo8g097390	28	23	1
OS04G0541900	Bo1g027170	33	24	0
OS04G0541900	Bo7g107880	33	24	0
OS04G0541900	Bo9g078360	29	22	0
OS04G0542100	Bo00685s080	16	20	1
OS04G0542100	Bo14739s010	22	30	1
OS04G0542100	Bo20083s010	18	40	1
OS04G0542100	Bo23840s010	17	44	1
OS04G0542100	Bo28455s010	19	54	1
OS04G0542100	Bo4g075440	19	36	1
OS04G0542100	Bo6g050680	29	25	1
OS04G0542100	Bo9g021830	25	8	1
OS04G0542200	Bo04588s010	24	79	0
OS04G0542200	Bo1g037550	56	59	0
OS04G0542200	Bo2g044670	13	52	0
