Gene stable ID	Vitis vinifera gene stable ID	% identity	Vitis vinifera % identity	Orthology confidence [0 low, 1 high]
OS04G0674400	VIT_01s0010g01180	56	55	1
OS04G0674450	VIT_01s0010g01160	58	51	1
OS04G0674600	VIT_01s0011g02250	67	64	0
OS04G0674600	VIT_01s0011g02260	67	64	0
OS04G0674600	VIT_17s0053g00040	67	65	0
OS04G0674600	VIT_17s0053g00070	67	65	0
OS04G0674600	VIT_17s0053g00080	16	71	0
OS04G0674600	VIT_17s0053g00380	67	65	0
OS04G0674700	VIT_04s0069g01120	18	74	1
OS04G0674800	VIT_01s0011g02170	57	58	1
OS04G0675101	VIT_00s0125g00440	7	44	0
OS04G0675101	VIT_01s0011g02160	62	31	0
OS04G0675101	VIT_03s0038g01500	9	40	0
OS04G0675101	VIT_04s0044g00670	8	37	0
OS04G0675101	VIT_07s0005g05900	0	1	0
OS04G0675101	VIT_13s0106g00530	9	41	0
OS04G0675101	VIT_18s0122g00580	2	48	0
OS04G0675101	VIT_19s0015g02470	9	31	0
OS04G0675101	VIT_19s0027g00680	0	2	0
OS04G0675200	VIT_00s0125g00440	0	0	0
OS04G0675200	VIT_01s0011g02160	50	14	0
OS04G0675200	VIT_03s0038g01500	1	2	0
OS04G0675200	VIT_04s0044g00670	1	2	0
OS04G0675200	VIT_07s0005g05900	12	52	0
OS04G0675200	VIT_13s0106g00530	1	2	0
OS04G0675200	VIT_18s0122g00580	1	7	0
OS04G0675200	VIT_19s0015g02470	4	7	0
OS04G0675200	VIT_19s0027g00680	6	55	0
OS04G0675300	VIT_00s0125g00440	0	0	0
OS04G0675300	VIT_01s0011g02160	57	4	0
OS04G0675300	VIT_03s0038g01500	0	0	0
OS04G0675300	VIT_04s0044g00670	0	0	0
OS04G0675300	VIT_07s0005g05900	0	0	0
OS04G0675300	VIT_13s0106g00530	0	0	0
OS04G0675300	VIT_18s0122g00580	0	0	0
OS04G0675300	VIT_19s0015g02470	0	0	0
OS04G0675300	VIT_19s0027g00680	0	0	0
OS04G0675400	VIT_10s0042g00960	43	42	1
OS04G0675500	VIT_17s0053g00140	85	83	1
OS04G0675800	VIT_17s0053g00090	32	44	0
OS04G0676100	VIT_10s0042g00200	48	49	1
OS04G0676100	VIT_10s0042g00430	29	61	1
OS04G0676200	VIT_17s0053g00360	50	34	1
OS04G0676300	VIT_10s0042g00140	71	75	1
OS04G0676700	VIT_10s0071g00660	39	52	0
OS04G0677066	VIT_10s0071g00750	52	49	1
OS04G0677100	VIT_10s0071g00770	36	38	1
OS04G0677200	VIT_10s0071g00860	48	35	0
OS04G0677300	VIT_04s0069g01010	35	36	1
OS04G0677300	VIT_16s0039g00340	34	30	1
OS04G0677400	VIT_10s0071g00980	49	48	1
OS04G0677500	VIT_08s0056g00190	87	87	1
OS04G0677500	VIT_10s0071g01060	87	87	1
OS04G0677700	VIT_00s1406g00010	14	41	1
OS04G0677800	VIT_03s0017g00530	55	49	1
OS04G0678200	VIT_00s0652g00020	53	54	1
OS04G0678200	VIT_19s0014g03190	55	54	1
OS04G0678300	VIT_19s0014g03170	51	47	1
OS04G0678700	VIT_12s0059g00270	75	73	0
OS04G0678700	VIT_19s0014g03160	76	74	0
OS04G0678800	VIT_07s0005g05990	53	54	1
OS04G0679100	VIT_00s0370g00020	49	39	1
OS04G0679200	VIT_00s0370g00010	56	50	1
OS04G0679400	VIT_00s0561g00020	61	59	0
OS04G0679400	VIT_00s0586g00030	61	62	0
OS04G0679400	VIT_19s0014g03130	64	65	0
OS04G0679600	VIT_00s0587g00030	25	26	1
OS04G0679600	VIT_19s0014g03090	24	24	1
OS04G0679800	VIT_00s0583g00040	71	46	1
OS04G0679900	VIT_00s0583g00020	42	43	1
OS04G0679900	VIT_12s0059g00180	51	52	1
OS04G0680000	VIT_00s0583g00010	27	63	1
OS04G0680000	VIT_00s0978g00010	18	63	1
OS04G0680550	VIT_02s0025g03470	44	38	0
OS04G0680800	VIT_19s0014g02980	55	32	1
OS04G0681400	VIT_19s0014g02970	72	73	1
OS04G0681500	VIT_16s0098g01590	16	29	1
OS04G0681600	VIT_19s0014g02970	72	73	1
OS04G0681950	VIT_16s0098g01560	53	52	1
OS04G0682000	VIT_00s0215g00030	56	56	1
OS04G0682050	VIT_01s0010g01180	56	54	1
OS04G0682100	VIT_02s0025g04350	62	61	1
OS04G0682300	VIT_15s0046g03520	83	83	1
OS04G0682500	VIT_15s0046g03410	55	58	1
OS04G0682800	VIT_15s0046g03390	46	88	1
OS04G0682900	VIT_16s0100g01310	44	34	1
OS04G0683100	VIT_15s0046g03350	89	77	0
OS04G0683100	VIT_16s0050g00030	87	88	0
OS04G0683400	VIT_02s0025g03770	59	64	1
OS04G0683500	VIT_15s0046g03160	33	40	1
OS04G0683600	VIT_02s0025g03700	52	33	1
OS04G0683700	VIT_02s0025g03660	69	68	1
OS04G0683700	VIT_16s0050g00390	72	71	1
OS04G0683800	VIT_15s0046g03030	71	70	0
OS04G0683900	VIT_02s0025g03580	30	36	1
OS04G0684200	VIT_02s0025g03550	65	15	0
OS04G0684200	VIT_15s0046g02900	63	15	0
OS04G0684500	VIT_13s0073g00130	60	58	1
OS04G0684600	VIT_08s0007g02600	46	17	1
OS04G0684900	VIT_06s0080g01090	43	51	1
OS04G0684900	VIT_08s0007g02570	40	47	1
OS04G0685000	VIT_08s0007g02560	31	34	1
OS04G0685000	VIT_13s0073g00140	35	38	1
OS04G0685100	VIT_15s0046g01120	64	64	1
OS04G0685100	VIT_15s0048g02730	65	66	1
OS04G0685200	VIT_06s0080g01160	44	31	1
OS04G0685200	VIT_08s0007g02440	24	35	1
OS04G0685200	VIT_08s0007g02450	20	19	1
OS04G0685200	VIT_08s0007g02460	23	35	1
OS04G0685200	VIT_08s0007g02470	40	28	1
OS04G0685300	VIT_08s0007g02360	27	27	1
OS04G0685400	VIT_06s0080g01200	42	45	1
OS04G0685400	VIT_08s0007g02350	39	42	1
OS04G0685500	VIT_08s0007g02340	47	40	1
OS04G0685500	VIT_13s0073g00170	48	40	1
OS04G0685600	VIT_08s0007g02340	67	65	1
OS04G0685600	VIT_13s0073g00170	67	65	1
OS04G0685700	VIT_08s0007g02330	30	15	1
OS04G0685800	VIT_08s0056g00030	63	47	1
OS04G0685900	VIT_06s0009g00580	54	53	0
OS04G0685900	VIT_08s0007g02290	55	54	0
OS04G0686000	VIT_06s0009g00320	47	47	1
OS04G0686000	VIT_08s0105g00180	48	49	1
OS04G0686000	VIT_08s0105g00190	48	48	1
OS04G0686200	VIT_18s0166g00210	59	55	1
OS04G0686300	VIT_04s0044g00740	45	65	1
OS04G0686500	VIT_05s0049g01270	56	57	1
OS04G0686600	VIT_04s0044g00630	41	24	1
OS04G0686700	VIT_18s0076g00350	38	43	1
OS04G0686800	VIT_12s0055g00850	47	46	1
OS04G0686800	VIT_12s0055g00860	53	50	1
OS04G0686800	VIT_12s0055g00870	54	50	1
OS04G0686800	VIT_18s0076g00320	56	52	1
OS04G0687100	VIT_02s0025g02980	80	80	1
OS04G0687200	VIT_04s0044g00500	38	40	1
OS04G0687300	VIT_04s0044g00490	37	36	1
OS04G0687800	VIT_04s0044g00360	37	48	1
OS04G0687800	VIT_04s0044g00370	42	56	1
OS04G0687800	VIT_04s0044g00380	44	42	1
OS04G0687800	VIT_04s0044g00390	44	43	1
OS04G0687800	VIT_04s0044g00410	46	48	1
OS04G0687800	VIT_04s0044g00420	43	46	1
OS04G0687800	VIT_04s0044g00460	38	49	1
OS04G0687800	VIT_04s0044g00480	29	46	1
OS04G0687900	VIT_18s0072g00630	69	76	0
OS04G0688000	VIT_12s0028g01900	4	17	0
OS04G0688000	VIT_12s0055g00450	25	28	0
OS04G0689300	VIT_03s0063g00200	40	48	1
OS04G0689300	VIT_07s0031g00490	44	50	1
OS04G0689300	VIT_18s0001g08500	9	42	1
OS04G0689400	VIT_03s0063g00210	56	55	1
OS04G0689500	VIT_07s0031g00520	41	47	1
OS04G0689500	VIT_18s0001g10360	53	60	1
OS04G0689700	VIT_07s0031g03120	45	36	1
OS04G0689900	VIT_18s0001g03570	58	63	1
OS04G0690300	VIT_00s1286g00010	5	8	0
OS04G0690300	VIT_00s2851g00010	5	8	0
OS04G0690500	VIT_18s0001g02790	37	43	1
OS04G0690800	VIT_18s0001g02740	73	69	0
OS04G0691100	VIT_07s0031g03210	72	75	0
OS04G0691100	VIT_12s0035g00310	73	76	0
OS04G0691200	VIT_00s0233g00160	6	19	1
OS04G0691200	VIT_04s0008g03060	56	18	1
OS04G0691200	VIT_15s0021g02350	12	22	1
OS04G0691300	VIT_18s0072g01060	38	35	1
OS04G0691500	VIT_03s0038g02830	74	63	1
OS04G0691500	VIT_18s0001g00910	70	60	1
OS04G0691600	VIT_09s0002g04330	50	39	1
OS04G0691700	VIT_19s0014g01500	47	13	1
OS04G0691800	VIT_18s0072g01170	58	59	0
OS04G0691900	VIT_18s0086g00710	41	37	1
OS04G0692000	VIT_18s0001g02970	79	81	1
OS04G0692100	VIT_08s0007g05420	66	67	1
OS04G0692200	VIT_07s0031g02460	41	67	1
OS04G0692300	VIT_07s0031g02640	53	48	1
OS04G0692400	VIT_04s0044g01670	62	51	1
OS04G0692400	VIT_18s0001g01270	63	48	1
OS04G0692500	VIT_12s0055g00690	47	53	1
OS04G0692500	VIT_19s0027g00310	41	61	1
OS04G0692600	VIT_18s0001g01210	22	27	1
OS04G0692800	VIT_07s0031g02490	43	14	1
OS04G0693000	VIT_13s0019g04410	66	67	1
OS04G0693200	VIT_07s0031g02520	37	38	1
OS04G0693250	VIT_07s0031g02520	15	39	1
OS05G0100500	VIT_01s0026g01010	54	14	0
OS05G0100500	VIT_14s0066g02330	46	12	0
OS05G0100500	VIT_17s0000g07540	14	27	0
OS05G0100600	VIT_01s0011g02480	64	27	0
OS05G0100600	VIT_16s0013g01900	8	31	0
OS05G0100700	VIT_01s0011g02460	72	26	1
OS05G0100700	VIT_14s0083g00330	77	46	1
OS05G0100900	VIT_07s0130g00420	51	51	1
OS05G0101400	VIT_05s0049g01480	59	55	1
OS05G0101600	VIT_18s0001g12870	42	43	1
OS05G0102400	VIT_07s0031g00950	47	40	1
OS05G0102500	VIT_14s0068g00830	30	31	1
OS05G0102600	VIT_01s0150g00140	52	50	1
OS05G0102600	VIT_17s0000g00170	8	47	1
OS05G0102800	VIT_01s0150g00090	43	42	0
OS05G0102900	VIT_08s0007g02300	78	77	0
OS05G0102900	VIT_13s0073g00330	79	77	0
OS05G0102900	VIT_13s0073g00340	40	70	0
OS05G0103000	VIT_17s0000g00430	28	27	1
OS05G0103100	VIT_09s0054g00420	35	44	0
OS05G0103100	VIT_14s0068g01370	39	47	0
OS05G0103200	VIT_01s0146g00110	72	68	1
OS05G0103300	VIT_14s0068g01860	58	61	1
OS05G0103500	VIT_00s0555g00050	46	44	1
OS05G0103500	VIT_00s1227g00010	46	47	1
OS05G0103700	VIT_01s0010g03920	26	27	1
OS05G0103800	VIT_05s0094g00760	38	62	1
OS05G0104100	VIT_00s0125g00260	59	54	1
OS05G0104200	VIT_08s0007g07690	9	13	0
OS05G0104600	VIT_08s0007g07690	13	13	0
OS05G0104650	VIT_13s0019g02070	64	80	1
OS05G0104700	VIT_08s0007g07690	13	15	0
OS05G0104800	VIT_13s0019g03470	73	73	1
OS05G0104900	VIT_00s0642g00010	6	7	1
OS05G0104900	VIT_00s0669g00010	6	7	1
OS05G0104900	VIT_00s1034g00010	20	52	1
OS05G0105000	VIT_12s0035g01920	68	68	1
OS05G0105000	VIT_12s0035g02060	10	70	1
OS05G0105100	VIT_12s0035g01140	76	78	1
OS05G0105200	VIT_12s0035g01150	69	40	1
OS05G0105300	VIT_18s0001g05660	57	19	1
OS05G0105500	VIT_18s0089g00610	67	63	1
OS05G0105600	VIT_12s0035g00970	25	23	1
OS05G0105900	VIT_19s0027g00590	57	52	1
OS05G0106000	VIT_12s0035g00660	42	46	1
OS05G0106100	VIT_03s0038g00790	95	96	0
OS05G0106100	VIT_18s0001g02650	95	96	0
OS05G0106100	VIT_18s0001g13630	95	96	0
OS05G0106100	VIT_18s0001g15790	42	70	0
OS05G0106500	VIT_04s0044g00490	35	28	1
OS05G0106600	VIT_04s0044g00580	97	80	0
OS05G0106600	VIT_12s0178g00200	98	98	0
OS05G0106700	VIT_18s0166g00210	62	52	1
OS05G0107300	VIT_06s0080g00350	30	29	1
OS05G0107300	VIT_13s0147g00210	34	32	1
OS05G0107700	VIT_18s0001g07830	89	89	0
OS05G0107900	VIT_17s0000g09350	34	31	1
OS05G0108000	VIT_14s0066g00320	56	53	1
OS05G0108100	VIT_00s0187g00030	50	74	0
OS05G0108100	VIT_01s0137g00770	71	65	0
OS05G0108100	VIT_05s0077g00080	20	56	0
OS05G0108100	VIT_13s0106g00570	20	77	0
OS05G0108100	VIT_14s0066g00310	69	72	0
OS05G0108300	VIT_17s0000g09380	51	48	1
OS05G0108400	VIT_01s0137g00740	42	43	1
OS05G0108400	VIT_17s0000g09400	43	40	1
OS05G0108500	VIT_02s0025g05150	65	60	1
OS05G0108600	VIT_03s0038g04000	68	69	1
OS05G0108600	VIT_18s0122g00790	64	68	1
OS05G0108800	VIT_07s0005g06290	74	76	0
OS05G0109600	VIT_06s0004g05100	56	46	1
OS05G0109600	VIT_13s0019g02000	57	47	1
OS05G0110000	VIT_06s0004g05090	58	50	1
OS05G0110000	VIT_08s0007g00720	51	33	1
OS05G0110100	VIT_08s0007g00710	50	50	1
OS05G0110300	VIT_08s0007g00530	65	62	0
OS05G0110500	VIT_11s0016g00630	62	61	1
OS05G0110600	VIT_06s0004g04920	65	64	1
OS05G0110700	VIT_17s0000g08910	29	33	1
OS05G0110800	VIT_06s0004g04910	50	21	1
OS05G0110900	VIT_13s0019g01080	70	68	1
OS05G0111200	VIT_06s0004g04700	68	68	1
OS05G0111800	VIT_06s0004g04600	28	24	1
OS05G0111800	VIT_08s0007g00310	26	25	1
OS05G0111900	VIT_08s0007g00290	51	25	0
OS05G0112000	VIT_06s0004g04550	62	70	1
OS05G0112000	VIT_08s0007g00200	61	62	1
OS05G0112101	VIT_04s0008g05540	53	47	1
OS05G0112101	VIT_11s0016g05480	50	46	1
OS05G0112200	VIT_06s0004g04520	39	35	1
OS05G0112200	VIT_08s0007g00180	41	34	1
OS05G0112200	VIT_13s0019g01410	39	34	1
OS05G0112750	VIT_08s0007g02820	52	53	1
OS05G0112800	VIT_07s0141g00840	32	32	1
OS05G0112800	VIT_07s0141g00870	20	36	1
OS05G0112800	VIT_07s0141g00930	35	36	1
OS05G0112900	VIT_15s0021g00360	43	49	1
OS05G0113000	VIT_06s0004g04360	50	55	0
OS05G0113000	VIT_13s0019g00740	51	57	0
OS05G0113300	VIT_08s0007g00020	55	56	1
OS05G0113300	VIT_08s0007g00030	61	61	1
OS05G0113400	VIT_06s0004g04280	87	71	1
OS05G0113400	VIT_08s0040g03360	84	61	1
OS05G0113400	VIT_10s0092g00330	37	56	1
OS05G0113400	VIT_11s0103g00260	48	56	1
OS05G0113400	VIT_13s0019g00550	84	83	1
OS05G0113500	VIT_08s0040g03310	29	26	1
OS05G0113900	VIT_06s0004g04270	79	83	0
OS05G0114000	VIT_08s0040g02470	84	84	0
OS05G0114100	VIT_08s0040g02520	53	48	1
OS05G0114400	VIT_06s0004g04180	35	44	0
OS05G0114400	VIT_13s0019g00480	38	43	0
OS05G0114500	VIT_13s0019g00430	30	21	1
OS05G0114600	VIT_18s0001g14880	77	75	1
OS05G0115100	VIT_06s0004g04110	32	27	1
OS05G0115100	VIT_08s0040g02610	28	24	1
OS05G0115600	VIT_13s0019g00080	39	42	1
OS05G0115600	VIT_13s0019g00090	29	28	1
OS05G0115600	VIT_13s0019g00120	29	29	1
OS05G0115600	VIT_13s0019g00170	17	18	1
OS05G0115600	VIT_13s0019g00180	26	35	1
OS05G0115600	VIT_13s0019g00190	24	35	1
OS05G0115600	VIT_13s0019g00200	24	33	1
OS05G0115600	VIT_13s0019g00210	26	36	1
OS05G0115600	VIT_13s0019g00230	28	38	1
OS05G0115600	VIT_13s0101g00430	11	42	1
OS05G0115700	VIT_06s0004g04070	67	70	1
OS05G0115800	VIT_01s0137g00600	38	21	0
OS05G0115800	VIT_07s0185g00130	32	20	0
OS05G0115800	VIT_13s0019g00070	42	22	0
OS05G0115900	VIT_13s0019g00040	64	64	1
OS05G0116000	VIT_06s0004g04060	66	67	1
OS05G0116000	VIT_12s0059g02390	66	67	1
OS05G0116100	VIT_00s0317g00050	70	71	1
OS05G0116700	VIT_00s0317g00060	9	14	1
OS05G0116700	VIT_08s0040g02680	19	21	1
OS05G0117500	VIT_06s0004g03990	62	63	1
OS05G0117600	VIT_06s0004g03970	59	59	0
OS05G0117798	VIT_06s0004g03810	72	72	0
OS05G0117864	VIT_06s0004g03800	40	33	1
OS05G0118700	VIT_06s0004g03780	21	46	1
OS05G0118800	VIT_15s0048g00610	45	42	1
OS05G0118800	VIT_16s0022g00590	49	34	1
OS05G0119000	VIT_08s0040g02900	72	77	0
OS05G0119400	VIT_00s0483g00050	42	42	1
OS05G0119400	VIT_00s1364g00020	40	35	1
OS05G0119400	VIT_18s0001g07610	42	34	1
OS05G0119600	VIT_15s0021g00090	56	58	1
OS05G0120100	VIT_08s0040g02860	42	52	0
OS05G0120100	VIT_13s0067g03600	52	50	0
OS05G0120300	VIT_06s0004g03910	30	50	1
OS05G0120700	VIT_06s0004g03900	82	22	1
OS05G0120700	VIT_08s0040g02830	83	22	1
OS05G0120900	VIT_13s0067g03860	38	30	1
OS05G0121000	VIT_04s0008g03090	50	48	1
OS05G0121000	VIT_04s0008g03100	51	26	1
OS05G0121200	VIT_08s0040g03010	55	57	1
OS05G0121400	VIT_08s0040g00240	55	54	1
OS05G0121400	VIT_16s0050g01100	26	35	1
OS05G0121500	VIT_13s0067g03290	44	37	0
OS05G0121600	VIT_08s0040g03180	44	46	1
OS05G0121700	VIT_06s0004g03600	60	59	1
OS05G0121800	VIT_08s0040g02430	23	20	1
OS05G0121800	VIT_13s0019g03630	23	18	1
OS05G0122400	VIT_08s0040g03270	36	31	1
OS05G0122500	VIT_08s0040g02440	22	13	1
OS05G0122500	VIT_13s0019g03620	25	7	1
OS05G0122600	VIT_06s0004g03400	45	36	1
OS05G0122600	VIT_08s0040g02400	45	37	1
OS05G0122700	VIT_08s0040g02660	81	80	0
OS05G0122700	VIT_13s0019g03650	85	85	0
OS05G0122800	VIT_06s0004g03390	61	63	1
OS05G0122900	VIT_18s0001g00230	48	74	1
OS05G0123100	VIT_08s0040g02340	28	44	1
OS05G0123100	VIT_08s0040g02350	17	50	1
OS05G0123200	VIT_08s0040g02360	57	57	1
OS05G0123200	VIT_13s0019g03890	59	58	1
OS05G0123300	VIT_06s0004g03270	49	46	1
OS05G0125000	VIT_06s0004g03180	51	51	1
OS05G0125200	VIT_08s0040g02210	50	55	1
OS05G0125300	VIT_07s0005g06450	46	48	1
OS05G0125400	VIT_07s0005g06450	50	51	1
OS05G0125500	VIT_06s0004g03140	83	84	1
OS05G0126100	VIT_13s0019g04050	41	42	1
OS05G0126200	VIT_04s0023g02660	47	49	1
OS05G0126300	VIT_13s0019g04010	22	5	0
OS05G0126800	VIT_07s0031g02770	33	31	1
OS05G0126800	VIT_18s0001g02750	41	35	1
OS05G0127300	VIT_06s0004g06680	48	42	0
OS05G0127300	VIT_13s0067g00930	52	46	0
OS05G0127500	VIT_08s0105g00380	54	55	1
OS05G0127500	VIT_13s0067g01020	57	58	1
OS05G0128000	VIT_08s0105g00400	31	37	1
OS05G0128200	VIT_13s0067g01070	47	36	1
OS05G0128400	VIT_02s0025g02900	67	58	1
OS05G0128400	VIT_15s0048g02520	67	67	1
OS05G0128700	VIT_12s0028g00830	54	9	1
OS05G0128900	VIT_00s0173g00110	2	4	0
OS05G0128900	VIT_07s0005g05690	2	3	0
OS05G0128900	VIT_14s0036g01210	2	3	0
OS05G0129000	VIT_02s0025g03530	74	69	0
OS05G0129100	VIT_09s0002g08670	68	48	1
OS05G0129100	VIT_19s0027g01790	67	47	1
OS05G0129200	VIT_13s0067g01190	51	54	0
OS05G0129200	VIT_13s0067g01200	52	55	0
OS05G0129300	VIT_07s0005g01450	45	46	0
OS05G0129300	VIT_14s0060g01210	45	46	0
OS05G0129700	VIT_14s0060g01180	54	54	1
OS05G0129800	VIT_07s0005g01520	34	34	0
OS05G0129900	VIT_14s0060g01150	45	38	1
OS05G0130100	VIT_05s0077g01090	52	43	1
OS05G0131100	VIT_07s0005g01610	55	57	1
OS05G0131401	VIT_07s0005g01610	43	30	1
OS05G0131500	VIT_14s0060g01080	28	19	1
OS05G0131900	VIT_05s0077g00670	34	38	1
OS05G0131900	VIT_07s0005g01750	32	31	1
OS05G0131900	VIT_14s0060g00980	32	31	1
OS05G0132000	VIT_05s0077g00600	44	40	1
OS05G0132100	VIT_07s0005g01790	65	66	1
OS05G0132400	VIT_07s0005g01800	8	10	1
OS05G0132400	VIT_14s0060g00890	41	29	1
OS05G0132500	VIT_09s0018g02090	60	59	1
OS05G0132700	VIT_05s0077g00500	35	25	0
OS05G0132700	VIT_07s0005g01950	36	28	0
OS05G0133100	VIT_03s0088g00570	30	80	1
OS05G0133100	VIT_07s0005g02010	56	60	1
OS05G0133100	VIT_16s0100g00580	30	80	1
OS05G0133401	VIT_07s0005g02050	44	44	1
OS05G0133900	VIT_05s0020g00450	37	35	1
OS05G0134000	VIT_07s0005g02100	84	91	1
OS05G0134000	VIT_14s0060g00600	82	88	1
OS05G0134200	VIT_05s0020g00390	54	54	1
OS05G0134200	VIT_07s0005g02110	61	60	1
OS05G0134300	VIT_14s0060g00590	34	37	1
OS05G0135500	VIT_07s0005g02150	45	46	1
OS05G0135500	VIT_14s0060g00510	46	50	1
OS05G0135500	VIT_14s0060g00520	40	49	1
OS05G0135500	VIT_14s0060g00540	47	50	1
OS05G0135700	VIT_05s0020g00670	93	87	0
OS05G0135700	VIT_07s0005g02230	92	88	0
OS05G0135700	VIT_14s0060g00480	90	90	0
OS05G0135800	VIT_05s0020g00720	78	79	0
OS05G0135800	VIT_07s0005g02270	81	81	0
OS05G0135900	VIT_07s0005g02290	56	58	1
OS05G0135900	VIT_14s0060g00430	67	65	1
OS05G0136200	VIT_05s0020g00830	54	63	1
OS05G0137100	VIT_12s0055g01240	34	47	0
OS05G0137300	VIT_05s0020g00930	27	31	1
OS05G0137400	VIT_05s0020g00950	53	53	0
OS05G0137400	VIT_14s0060g00330	56	55	0
OS05G0137400	VIT_14s0060g00350	58	56	0
OS05G0137400	VIT_16s0039g02600	14	57	0
OS05G0137400	VIT_18s0041g01780	14	60	0
OS05G0137500	VIT_07s0005g02570	41	38	1
OS05G0138200	VIT_07s0005g02560	37	62	1
OS05G0139100	VIT_07s0005g02510	13	34	1
OS05G0140300	VIT_07s0005g02450	19	18	1
OS05G0140500	VIT_04s0044g01140	72	72	0
OS05G0140600	VIT_05s0020g04970	16	24	1
OS05G0140800	VIT_14s0128g00340	58	62	1
OS05G0141300	VIT_02s0033g01000	44	43	0
OS05G0141300	VIT_02s0033g01020	44	44	0
OS05G0141300	VIT_02s0033g01030	44	43	0
OS05G0141300	VIT_02s0033g01050	26	52	0
OS05G0141300	VIT_02s0033g01060	45	44	0
OS05G0141300	VIT_02s0087g00470	37	44	0
OS05G0141300	VIT_02s0087g00490	45	45	0
OS05G0141300	VIT_09s0018g01490	44	44	0
OS05G0141300	VIT_16s0039g00570	45	44	0
OS05G0141400	VIT_05s0020g02300	69	71	1
OS05G0141500	VIT_05s0020g02320	32	31	1
OS05G0141700	VIT_14s0030g00160	65	49	0
OS05G0141800	VIT_05s0020g02370	48	49	1
OS05G0143300	VIT_07s0104g00590	34	36	1
OS05G0143400	VIT_05s0077g00120	58	70	1
OS05G0143400	VIT_05s0077g00290	18	41	1
OS05G0143400	VIT_05s0077g00800	68	68	1
OS05G0143500	VIT_05s0020g02530	80	77	1
OS05G0143800	VIT_07s0104g00800	39	42	1
OS05G0144000	VIT_00s0449g00010	42	67	1
OS05G0144000	VIT_00s0507g00010	23	56	1
OS05G0144000	VIT_00s0507g00020	45	65	1
OS05G0144000	VIT_00s0559g00010	23	43	1
OS05G0144000	VIT_00s0581g00010	35	71	1
OS05G0144000	VIT_00s1281g00010	12	54	1
OS05G0144200	VIT_13s0067g02250	59	63	1
OS05G0144300	VIT_05s0020g02960	60	62	1
OS05G0144400	VIT_07s0104g01030	78	78	1
OS05G0144800	VIT_07s0104g00060	82	82	1
OS05G0144900	VIT_08s0032g00840	66	19	0
OS05G0144900	VIT_12s0055g00840	61	17	0
OS05G0145000	VIT_17s0000g08210	74	66	1
OS05G0145300	VIT_14s0066g00360	55	29	1
OS05G0145400	VIT_04s0008g04380	48	34	1
OS05G0145400	VIT_11s0016g04240	52	44	1
OS05G0145600	VIT_14s0066g00200	64	66	1
OS05G0147133	VIT_05s0020g02070	30	20	1
OS05G0147150	VIT_15s0045g01110	15	1	1
OS05G0147200	VIT_05s0049g01380	58	39	1
OS05G0147200	VIT_08s0056g01280	67	41	1
OS05G0147300	VIT_05s0029g00070	40	40	1
OS05G0147400	VIT_14s0006g03200	91	91	1
OS05G0147500	VIT_06s0004g06190	16	70	1
OS05G0147500	VIT_07s0104g01240	67	65	1
OS05G0147600	VIT_14s0128g00700	60	24	1
OS05G0148300	VIT_01s0011g01090	71	73	1
OS05G0148600	VIT_05s0020g01960	69	70	0
OS05G0148600	VIT_07s0104g01280	63	69	0
OS05G0148600	VIT_14s0030g00710	69	69	0
OS05G0148700	VIT_14s0006g00910	55	56	1
OS05G0148900	VIT_07s0104g01800	48	44	1
OS05G0148900	VIT_07s0104g01810	48	44	1
OS05G0149100	VIT_05s0020g01400	29	29	1
OS05G0149100	VIT_06s0009g01250	19	26	1
OS05G0149100	VIT_07s0104g01770	23	24	1
OS05G0149100	VIT_14s0060g02390	28	29	1
OS05G0149100	VIT_16s0050g01390	18	26	1
OS05G0149100	VIT_16s0050g01400	17	26	1
OS05G0149200	VIT_14s0060g02400	26	8	1
OS05G0149300	VIT_18s0001g01840	56	36	0
OS05G0149400	VIT_18s0001g01840	58	62	0
OS05G0149500	VIT_06s0004g06630	54	35	1
OS05G0149800	VIT_05s0020g01710	87	89	1
OS05G0149900	VIT_05s0020g01730	70	70	1
OS05G0150000	VIT_10s0116g01000	79	73	1
OS05G0150300	VIT_05s0020g01780	78	84	1
OS05G0150400	VIT_05s0020g01850	31	23	1
OS05G0150400	VIT_14s0030g01280	29	31	1
OS05G0150500	VIT_07s0104g01320	61	62	1
OS05G0150500	VIT_12s0035g00130	14	55	1
OS05G0150500	VIT_14s0030g01240	61	61	1
OS05G0150733	VIT_05s0020g01450	22	14	1
OS05G0150733	VIT_07s0005g00050	15	11	1
OS05G0150733	VIT_14s0060g02090	25	14	1
OS05G0150800	VIT_07s0005g00070	78	74	1
OS05G0150900	VIT_18s0001g03590	22	61	1
OS05G0150900	VIT_18s0001g03600	32	46	1
OS05G0151000	VIT_18s0001g00860	80	80	1
OS05G0151200	VIT_05s0020g01510	27	31	1
OS05G0151200	VIT_07s0005g00140	34	36	1
OS05G0151300	VIT_14s0060g02140	47	50	1
OS05G0152400	VIT_01s0011g04680	34	21	1
OS05G0153000	VIT_06s0004g06500	49	46	1
OS05G0153400	VIT_04s0023g02140	34	32	0
OS05G0153500	VIT_00s0173g00110	3	4	0
OS05G0153500	VIT_07s0005g05690	3	3	0
OS05G0153500	VIT_14s0036g01210	3	3	0
OS05G0153901	VIT_12s0028g00830	50	8	1
OS05G0154300	VIT_05s0062g00760	19	3	0
OS05G0154300	VIT_05s0062g01440	17	2	0
OS05G0154500	VIT_07s0005g00610	70	71	1
OS05G0154600	VIT_07s0005g00420	31	34	1
