Gene stable ID	Solanum lycopersicum str. Heinz 1706 gene stable ID	% identity	Solanum lycopersicum str. Heinz 1706 % identity	Orthology confidence [0 low, 1 high]
OS06G0229000	Solyc02g081550.2	71	20	0
OS06G0229066	Solyc02g081550.2	71	52	0
OS06G0229200	Solyc05g007930.2	62	62	1
OS06G0229300	Solyc01g107410.2	31	31	1
OS06G0229800	Solyc02g088000.2	50	53	0
OS06G0230100	Solyc05g055410.1	42	50	1
OS06G0230100	Solyc11g007600.1	42	49	1
OS06G0231050	Solyc02g067190.2	66	69	1
OS06G0231050	Solyc02g088160.2	38	30	1
OS06G0231100	Solyc02g088170.1	44	42	1
OS06G0231300	Solyc02g062410.1	40	54	1
OS06G0231300	Solyc03g083390.2	52	53	1
OS06G0231300	Solyc06g051950.2	37	37	1
OS06G0231300	Solyc09g092200.1	35	63	1
OS06G0231400	Solyc12g096510.1	45	44	1
OS06G0232000	Solyc02g067150.2	31	34	1
OS06G0232000	Solyc02g088260.2	37	39	1
OS06G0232100	Solyc03g119140.2	45	26	1
OS06G0232100	Solyc06g068980.2	46	28	1
OS06G0232200	Solyc02g091490.2	70	71	1
OS06G0232300	Solyc03g118740.2	74	72	0
OS06G0232600	Solyc11g011250.1	62	63	1
OS06G0233200	Solyc02g067680.1	37	45	1
OS06G0233200	Solyc02g087040.1	40	44	1
OS06G0233200	Solyc03g114090.1	31	44	1
OS06G0233200	Solyc05g005790.2	39	36	1
OS06G0233400	Solyc07g066650.2	76	73	1
OS06G0233400	Solyc12g017310.1	61	59	1
OS06G0233800	Solyc05g005810.2	53	49	1
OS06G0234100	Solyc12g026400.1	66	71	1
OS06G0234100	Solyc12g062290.1	66	82	1
OS06G0234200	Solyc03g114070.2	83	85	1
OS06G0234800	Solyc01g008050.2	26	12	1
OS06G0234900	Solyc01g008050.2	35	36	1
OS06G0235000	Solyc01g008050.2	37	38	1
OS06G0235100	Solyc01g008050.2	35	38	1
OS06G0235200	Solyc01g008050.2	43	48	1
OS06G0235300	Solyc03g115510.1	36	35	0
OS06G0235400	Solyc03g115510.1	0	0	0
OS06G0235800	Solyc01g086990.2	49	43	0
OS06G0235800	Solyc03g044030.1	12	26	0
OS06G0235800	Solyc03g044040.1	10	43	0
OS06G0235900	Solyc02g087420.1	31	18	1
OS06G0236300	Solyc03g114020.2	38	38	1
OS06G0236300	Solyc05g006030.2	37	42	1
OS06G0236300	Solyc06g071320.2	31	38	1
OS06G0236600	Solyc05g006050.2	37	40	1
OS06G0236900	Solyc02g068650.1	78	27	1
OS06G0237200	Solyc05g006120.2	58	58	0
OS06G0237400	Solyc05g053700.1	41	45	1
OS06G0237400	Solyc06g083400.1	33	36	1
OS06G0237400	Solyc11g017450.1	32	30	1
OS06G0237502	Solyc05g006170.2	55	56	1
OS06G0237600	Solyc02g087190.1	50	50	1
OS06G0237600	Solyc05g006230.1	52	51	1
OS06G0237600	Solyc08g007150.1	50	51	1
OS06G0237900	Solyc03g113880.2	23	15	1
OS06G0238000	Solyc02g087200.1	33	36	1
OS06G0238000	Solyc03g113870.1	32	32	1
OS06G0238200	Solyc02g087200.1	33	34	1
OS06G0238200	Solyc03g113870.1	30	28	1
OS06G0238700	Solyc03g113850.1	40	34	1
OS06G0238700	Solyc04g005020.2	41	38	1
OS06G0238700	Solyc05g006340.2	38	37	1
OS06G0238900	Solyc02g087260.1	33	31	1
OS06G0239000	Solyc03g113860.1	59	23	0
OS06G0239100	Solyc04g005040.1	38	39	1
OS06G0239100	Solyc04g005050.1	43	44	1
OS06G0239100	Solyc05g006360.1	34	35	1
OS06G0239200	Solyc03g113810.1	37	43	1
OS06G0239300	Solyc02g087280.2	50	49	1
OS06G0239500	Solyc02g087280.2	52	52	1
OS06G0239700	Solyc07g049200.2	51	54	1
OS06G0240050	Solyc01g109470.2	14	26	0
OS06G0240050	Solyc01g109500.2	16	19	0
OS06G0241400	Solyc01g080970.2	37	43	1
OS06G0241400	Solyc01g080990.2	41	43	1
OS06G0241400	Solyc10g061840.1	33	35	1
OS06G0242000	Solyc01g080970.2	39	43	1
OS06G0242000	Solyc01g080990.2	39	39	1
OS06G0242000	Solyc10g061840.1	33	33	1
OS06G0242700	Solyc01g080970.2	33	17	1
OS06G0242700	Solyc01g080990.2	42	20	1
OS06G0242700	Solyc10g061840.1	38	18	1
OS06G0243801	Solyc01g080970.2	26	20	1
OS06G0243801	Solyc01g080990.2	31	22	1
OS06G0243801	Solyc10g061840.1	32	22	1
OS06G0244000	Solyc01g080970.2	34	42	1
OS06G0244000	Solyc01g080990.2	36	40	1
OS06G0244000	Solyc10g061840.1	34	38	1
OS06G0244100	Solyc12g014090.1	26	28	1
OS06G0244200	Solyc02g087420.1	36	21	1
OS06G0244700	Solyc03g113680.2	34	29	1
OS06G0244700	Solyc05g006550.2	32	26	1
OS06G0245600	Solyc02g086250.2	22	24	1
OS06G0245700	Solyc02g087290.2	64	53	1
OS06G0245800	Solyc01g111990.2	56	16	1
OS06G0245900	Solyc02g087310.2	35	39	1
OS06G0245900	Solyc03g113760.2	42	46	1
OS06G0246000	Solyc02g087330.2	66	65	0
OS06G0246500	Solyc04g005080.2	71	73	0
OS06G0246500	Solyc05g006520.2	74	75	0
OS06G0247000	Solyc02g087350.1	47	17	1
OS06G0247000	Solyc05g006510.1	47	16	1
OS06G0247500	Solyc02g081160.2	80	80	0
OS06G0247500	Solyc07g049280.2	79	81	0
OS06G0247800	Solyc01g103120.2	20	63	1
OS06G0247800	Solyc01g103130.1	45	68	1
OS06G0247800	Solyc11g039650.1	74	73	1
OS06G0247900	Solyc07g049300.2	58	53	1
OS06G0247900	Solyc07g064870.2	56	48	1
OS06G0248500	Solyc01g005160.2	40	40	1
OS06G0248500	Solyc04g008100.1	38	39	1
OS06G0248500	Solyc11g006030.1	35	37	1
OS06G0249500	Solyc01g095110.2	44	26	1
OS06G0250600	Solyc03g097940.2	55	61	1
OS06G0250600	Solyc05g051220.2	62	65	1
OS06G0250600	Solyc11g011500.1	63	66	1
OS06G0251000	Solyc05g051230.2	54	16	0
OS06G0251100	Solyc01g005220.2	52	55	1
OS06G0251700	Solyc01g005330.2	68	66	0
OS06G0251700	Solyc04g008040.2	67	66	0
OS06G0251700	Solyc05g017980.2	69	67	0
OS06G0252300	Solyc03g118420.2	60	49	1
OS06G0252800	Solyc04g028390.1	14	20	1
OS06G0252800	Solyc05g011860.1	20	21	1
OS06G0252800	Solyc10g019200.1	16	17	1
OS06G0252800	Solyc10g019210.1	14	20	1
OS06G0252800	Solyc10g019230.1	5	6	1
OS06G0252800	Solyc11g050900.1	17	21	1
OS06G0252800	Solyc12g021150.1	23	22	1
OS06G0253100	Solyc04g014480.2	49	49	1
OS06G0254200	Solyc01g010080.2	48	46	1
OS06G0254200	Solyc08g068000.1	46	44	1
OS06G0254300	Solyc01g005400.2	28	32	1
OS06G0254300	Solyc01g005410.2	30	36	1
OS06G0254300	Solyc04g005720.2	30	35	1
OS06G0254300	Solyc04g007960.2	29	34	1
OS06G0254600	Solyc01g005400.2	28	32	1
OS06G0254600	Solyc01g005410.2	29	35	1
OS06G0254600	Solyc04g005720.2	29	34	1
OS06G0254600	Solyc04g007960.2	30	35	1
OS06G0254700	Solyc01g005400.2	47	50	1
OS06G0254700	Solyc01g005410.2	46	52	1
OS06G0254700	Solyc04g005720.2	46	51	1
OS06G0254700	Solyc04g007960.2	46	51	1
OS06G0255100	Solyc04g007980.2	44	44	1
OS06G0255400	Solyc01g005390.2	48	51	1
OS06G0255400	Solyc03g118470.2	45	32	1
OS06G0255400	Solyc04g014500.2	48	39	1
OS06G0255400	Solyc06g068900.2	47	30	1
OS06G0255400	Solyc11g011360.1	46	39	1
OS06G0255400	Solyc12g040870.1	48	42	1
OS06G0255700	Solyc01g109970.2	45	47	1
OS06G0256000	Solyc11g011370.1	44	18	1
OS06G0256200	Solyc04g014460.2	47	51	1
OS06G0256200	Solyc11g011130.1	47	49	1
OS06G0256300	Solyc05g051280.2	60	59	1
OS06G0256300	Solyc11g011120.1	60	60	1
OS06G0256500	Solyc12g014380.1	75	78	0
OS06G0256800	Solyc03g118630.2	28	30	1
OS06G0256900	Solyc09g010210.2	69	70	1
OS06G0257450	Solyc01g080210.2	68	68	0
OS06G0257450	Solyc02g094160.1	80	82	0
OS06G0257600	Solyc11g011110.1	49	52	1
OS06G0258000	Solyc04g014470.2	42	38	0
OS06G0258000	Solyc11g011050.1	46	39	0
OS06G0258900	Solyc03g118640.2	62	63	1
OS06G0259000	Solyc04g007650.2	41	15	1
OS06G0259000	Solyc05g008200.2	42	14	1
OS06G0260000	Solyc02g091360.1	24	43	1
OS06G0260000	Solyc05g008210.2	29	35	1
OS06G0260000	Solyc05g008220.2	27	33	1
OS06G0260500	Solyc02g063140.2	49	52	0
OS06G0260500	Solyc02g085870.2	50	53	0
OS06G0260500	Solyc05g009270.2	46	49	0
OS06G0260500	Solyc05g009280.2	46	47	0
OS06G0262800	Solyc02g063140.2	57	57	0
OS06G0262800	Solyc02g085870.2	59	59	0
OS06G0262800	Solyc05g009270.2	55	55	0
OS06G0262800	Solyc05g009280.2	53	51	0
OS06G0264200	Solyc03g119540.2	32	38	1
OS06G0264200	Solyc04g007210.2	32	36	1
OS06G0264200	Solyc05g009310.2	32	35	1
OS06G0264300	Solyc02g063130.2	61	66	1
OS06G0264300	Solyc02g085840.2	62	66	1
OS06G0264300	Solyc04g007120.2	58	59	1
OS06G0264500	Solyc05g009500.2	57	60	1
OS06G0264800	Solyc01g095430.2	54	49	1
OS06G0264800	Solyc10g011770.2	51	47	1
OS06G0264900	Solyc03g119710.2	38	27	1
OS06G0265000	Solyc04g055200.2	58	86	1
OS06G0265400	Solyc05g009660.2	63	50	1
OS06G0265900	Solyc04g071290.2	44	30	1
OS06G0266266	Solyc01g005470.2	32	45	0
OS06G0266266	Solyc04g007900.2	27	34	0
OS06G0267400	Solyc03g111880.2	38	30	0
OS06G0267400	Solyc03g111920.1	34	29	0
OS06G0267400	Solyc03g111930.2	31	26	0
OS06G0267400	Solyc03g111940.2	34	28	0
OS06G0267400	Solyc03g111950.2	33	28	0
OS06G0267400	Solyc03g111970.2	32	27	0
OS06G0267400	Solyc03g111990.2	31	26	0
OS06G0267400	Solyc03g112010.2	34	29	0
OS06G0267400	Solyc03g112030.1	36	30	0
OS06G0267400	Solyc03g112040.1	36	30	0
OS06G0267600	Solyc01g108160.2	56	11	1
OS06G0268700	Solyc06g069190.2	43	41	1
OS06G0268800	Solyc03g119640.2	54	34	1
OS06G0269300	Solyc02g087010.2	50	51	1
OS06G0269300	Solyc05g005760.2	49	50	1
OS06G0269300	Solyc06g048720.1	9	39	1
OS06G0269300	Solyc10g018280.1	7	49	1
OS06G0269300	Solyc10g018290.1	8	45	1
OS06G0270200	Solyc02g087000.2	66	66	1
OS06G0270200	Solyc04g025880.2	63	63	1
OS06G0270200	Solyc05g005740.2	66	65	1
OS06G0270900	Solyc02g086970.2	68	78	0
OS06G0270900	Solyc03g114150.2	77	79	0
OS06G0270900	Solyc05g005700.2	74	77	0
OS06G0270900	Solyc08g068190.2	73	75	0
OS06G0271000	Solyc02g067690.2	37	27	1
OS06G0271000	Solyc03g114180.2	40	29	1
OS06G0271300	Solyc01g111220.2	49	51	0
OS06G0271300	Solyc11g071550.1	46	49	0
OS06G0271600	Solyc02g067700.1	29	29	1
OS06G0271600	Solyc02g086950.1	25	27	1
OS06G0271600	Solyc03g114190.1	27	33	1
OS06G0273800	Solyc12g006540.1	85	85	0
OS06G0274100	Solyc05g010160.2	52	5	1
OS06G0274200	Solyc12g038980.1	81	78	1
OS06G0274300	Solyc02g089550.2	55	19	1
OS06G0274300	Solyc04g005910.2	53	18	1
OS06G0274300	Solyc05g010400.2	50	17	1
OS06G0274500	Solyc02g089550.2	66	67	1
OS06G0274500	Solyc04g005910.2	62	64	1
OS06G0274500	Solyc05g010400.2	62	64	1
OS06G0274800	Solyc05g010330.2	59	56	1
OS06G0275000	Solyc02g089520.1	43	42	1
OS06G0275000	Solyc02g089540.2	42	42	1
OS06G0275500	Solyc03g044380.2	56	55	0
OS06G0275600	Solyc01g010130.2	31	25	1
OS06G0275600	Solyc04g005220.1	23	24	1
OS06G0275600	Solyc05g010610.2	33	28	1
OS06G0275700	Solyc05g010650.2	41	38	1
OS06G0275800	Solyc02g065680.2	65	63	1
OS06G0275800	Solyc02g089400.2	67	65	1
OS06G0275900	Solyc02g089360.2	49	47	1
OS06G0281400	Solyc02g081910.1	49	37	0
OS06G0281800	Solyc01g109470.2	20	26	0
OS06G0281800	Solyc01g109500.2	22	19	0
OS06G0283200	Solyc06g069360.2	23	27	1
OS06G0283300	Solyc02g089290.2	54	56	1
OS06G0283400	Solyc04g005270.1	59	65	0
OS06G0283400	Solyc05g010810.1	62	68	0
OS06G0284200	Solyc03g114730.2	76	77	1
OS06G0284200	Solyc06g069380.2	73	75	1
OS06G0284200	Solyc12g038670.1	71	71	1
OS06G0284800	Solyc03g114760.2	36	33	1
OS06G0285100	Solyc07g045440.1	26	15	0
OS06G0285100	Solyc07g065540.1	31	18	0
OS06G0285100	Solyc10g005960.1	33	19	0
OS06G0285100	Solyc12g006110.1	25	16	0
OS06G0285100	Solyc12g015690.1	27	24	0
OS06G0285400	Solyc07g065610.1	51	54	1
OS06G0286228	Solyc10g005940.1	27	30	0
OS06G0286310	Solyc04g015080.2	32	17	0
OS06G0286310	Solyc12g056880.1	4	4	0
OS06G0286351	Solyc11g012770.1	46	43	1
OS06G0286375	Solyc07g045340.2	25	53	1
OS06G0286375	Solyc07g065640.2	28	58	1
OS06G0286375	Solyc12g006080.1	25	54	1
OS06G0288100	Solyc03g111800.2	37	32	1
OS06G0288100	Solyc06g071810.1	46	38	1
OS06G0288300	Solyc02g088500.1	37	38	1
OS06G0289200	Solyc02g088500.1	34	36	1
OS06G0289900	Solyc02g088500.1	33	35	1
OS06G0291600	Solyc04g015130.2	64	62	1
OS06G0291600	Solyc07g065710.2	65	63	1
OS06G0291600	Solyc10g005770.2	64	62	1
OS06G0297600	Solyc12g015850.1	69	27	1
OS06G0297700	Solyc07g065790.2	51	50	0
OS06G0297700	Solyc10g005790.2	49	48	0
OS06G0297700	Solyc12g015810.1	47	49	0
OS06G0297800	Solyc04g015160.2	54	56	1
OS06G0298200	Solyc05g020020.2	50	50	1
OS06G0298200	Solyc07g045180.2	50	49	1
OS06G0298200	Solyc12g006240.1	27	42	1
OS06G0298400	Solyc10g005850.2	30	31	1
OS06G0298500	Solyc02g079130.2	57	54	1
OS06G0298700	Solyc05g014140.1	2	8	1
OS06G0298700	Solyc05g014150.2	22	40	1
OS06G0299100	Solyc05g014140.1	4	18	1
OS06G0299100	Solyc05g014150.2	23	36	1
OS06G0299200	Solyc05g014140.1	6	24	1
OS06G0299200	Solyc05g014150.2	20	28	1
OS06G0299300	Solyc05g014140.1	5	24	1
OS06G0299300	Solyc05g014150.2	24	38	1
OS06G0300000	Solyc05g014140.1	6	32	1
OS06G0300000	Solyc05g014150.2	21	37	1
OS06G0300200	Solyc05g014140.1	7	31	1
OS06G0300200	Solyc05g014150.2	25	39	1
OS06G0300300	Solyc12g006250.1	69	71	1
OS06G0300500	Solyc07g045140.2	56	54	1
OS06G0300600	Solyc04g009140.2	52	57	1
OS06G0300600	Solyc09g075370.2	62	67	1
OS06G0300700	Solyc03g062680.2	34	48	1
OS06G0300800	Solyc02g005370.1	4	40	0
OS06G0300800	Solyc03g071660.1	7	51	0
OS06G0300800	Solyc07g021140.1	4	45	0
OS06G0300800	Solyc07g065950.2	47	44	0
OS06G0300800	Solyc09g055300.1	3	47	0
OS06G0300800	Solyc10g005920.2	47	45	0
OS06G0300800	Solyc11g032180.1	3	42	0
OS06G0300800	Solyc11g039850.1	3	40	0
OS06G0300800	Solyc12g062490.1	3	38	0
OS06G0301000	Solyc03g096930.2	55	55	0
OS06G0301000	Solyc06g072790.2	52	51	0
OS06G0301100	Solyc04g016440.2	29	48	1
OS06G0301100	Solyc10g079260.1	32	33	1
OS06G0301300	Solyc07g066030.2	61	23	0
OS06G0302650	Solyc01g109470.2	22	11	0
OS06G0302650	Solyc01g109500.2	21	7	0
OS06G0303700	Solyc03g019800.2	18	17	1
OS06G0303700	Solyc08g007300.1	14	21	1
OS06G0303700	Solyc08g066190.1	17	21	1
OS06G0303800	Solyc12g015970.1	35	32	1
OS06G0304500	Solyc01g105090.2	55	51	1
OS06G0305200	Solyc07g008160.2	63	63	0
OS06G0305400	Solyc08g067100.2	19	24	1
OS06G0305400	Solyc08g068860.2	15	22	1
OS06G0305400	Solyc08g068870.2	15	22	1
OS06G0306600	Solyc10g054780.1	40	41	1
OS06G0308000	Solyc07g064950.2	53	54	1
OS06G0308100	Solyc07g049410.2	59	63	1
OS06G0308100	Solyc12g005990.1	57	59	1
OS06G0308200	Solyc01g102470.2	42	43	1
OS06G0308300	Solyc07g064970.2	68	67	1
OS06G0308300	Solyc12g014490.1	64	65	1
OS06G0308800	Solyc07g064980.2	50	59	1
OS06G0308900	Solyc04g009380.1	50	13	1
OS06G0309000	Solyc07g065000.2	27	22	1
OS06G0309000	Solyc12g014540.1	28	22	1
OS06G0309200	Solyc07g065010.2	35	11	1
OS06G0310200	Solyc01g104640.2	46	29	1
OS06G0311000	Solyc05g012660.1	24	29	0
OS06G0311300	Solyc03g034450.2	28	18	1
OS06G0311300	Solyc03g034460.2	25	17	1
OS06G0311300	Solyc03g036460.1	23	26	1
OS06G0311300	Solyc03g037490.1	11	14	1
OS06G0311300	Solyc03g042520.1	20	16	1
OS06G0311300	Solyc03g042550.1	24	17	1
OS06G0311600	Solyc11g012190.1	52	50	1
OS06G0311800	Solyc01g080970.2	38	42	1
OS06G0311800	Solyc01g080990.2	37	37	1
OS06G0311800	Solyc10g061840.1	33	32	1
OS06G0313320	Solyc01g080970.2	36	41	1
OS06G0313320	Solyc01g080990.2	36	37	1
OS06G0313320	Solyc10g061840.1	33	34	1
OS06G0314000	Solyc04g078950.1	21	35	0
OS06G0314000	Solyc05g042150.1	5	13	0
OS06G0314000	Solyc07g022910.2	38	22	0
OS06G0314000	Solyc07g026880.1	4	13	0
OS06G0314000	Solyc08g015840.1	5	13	0
OS06G0314000	Solyc12g088830.1	35	21	0
OS06G0318200	Solyc07g049590.2	63	64	1
OS06G0318300	Solyc04g014760.2	49	54	1
OS06G0318300	Solyc05g054110.2	48	56	1
OS06G0318300	Solyc11g012270.1	49	50	1
OS06G0318400	Solyc06g061090.2	27	22	0
OS06G0318500	Solyc10g006080.1	61	63	1
OS06G0318600	Solyc03g059260.2	64	60	0
OS06G0318700	Solyc01g087030.2	57	58	1
OS06G0318700	Solyc10g038000.1	60	62	1
OS06G0319600	Solyc05g008630.2	53	10	1
OS06G0319700	Solyc05g008010.2	81	83	1
OS06G0319700	Solyc12g008720.1	81	83	1
OS06G0319800	Solyc12g096100.1	37	41	1
OS06G0320000	Solyc10g037980.1	53	55	1
OS06G0320100	Solyc03g059030.2	58	57	1
OS06G0320300	Solyc10g078710.1	37	40	1
OS06G0320300	Solyc10g080450.1	35	37	1
OS06G0320500	Solyc05g056050.2	74	72	0
OS06G0320500	Solyc05g056070.2	74	73	0
OS06G0320700	Solyc01g006490.2	70	76	0
OS06G0320700	Solyc12g100200.1	69	70	0
OS06G0324300	Solyc01g006440.1	51	47	1
OS06G0325500	Solyc01g112270.1	23	55	1
OS06G0325500	Solyc10g074590.1	80	80	1
OS06G0326000	Solyc02g038760.2	32	37	1
OS06G0326400	Solyc04g082880.2	79	80	0
OS06G0326400	Solyc12g095760.1	80	80	0
OS06G0326700	Solyc02g068240.2	56	57	1
OS06G0326900	Solyc04g082810.2	40	53	1
OS06G0328400	Solyc02g068300.2	41	45	0
OS06G0328400	Solyc03g031980.2	38	43	0
OS06G0328800	Solyc04g082950.2	54	63	1
OS06G0328900	Solyc03g096980.1	54	31	0
OS06G0328900	Solyc03g096990.2	57	30	0
OS06G0328900	Solyc04g010320.1	49	29	0
OS06G0328900	Solyc06g074180.1	52	30	0
OS06G0330400	Solyc01g010860.2	49	50	1
OS06G0330400	Solyc05g007460.2	50	51	1
OS06G0331300	Solyc08g081640.2	42	20	1
OS06G0331900	Solyc01g096140.2	30	40	1
OS06G0331900	Solyc08g082950.2	29	41	1
OS06G0332400	Solyc08g068370.2	48	48	1
OS06G0332400	Solyc11g071270.1	44	44	1
OS06G0332700	Solyc07g020710.2	41	22	1
OS06G0332700	Solyc12g007180.1	42	26	1
OS06G0332800	Solyc12g009440.1	52	52	1
OS06G0332900	Solyc05g018340.2	37	34	1
OS06G0334300	Solyc05g054860.1	47	49	1
OS06G0334300	Solyc06g005230.1	32	74	1
OS06G0334300	Solyc11g072910.1	57	59	1
OS06G0334400	Solyc12g007200.1	44	45	1
OS06G0335101	Solyc01g100500.2	49	13	1
OS06G0335500	Solyc03g120500.2	51	49	1
OS06G0335500	Solyc12g007230.1	49	44	1
OS06G0336200	Solyc06g066560.1	77	70	0
OS06G0336200	Solyc12g044330.1	80	80	0
OS06G0336500	Solyc05g053560.2	66	65	1
OS06G0338200	Solyc09g090490.1	43	48	1
OS06G0338700	Solyc09g090490.1	44	38	1
OS06G0338900	Solyc11g072090.1	67	66	1
OS06G0339800	Solyc02g068770.2	50	38	0
OS06G0340600	Solyc01g095990.2	56	56	0
OS06G0340600	Solyc03g083350.2	56	55	0
OS06G0340600	Solyc05g050590.2	54	54	0
OS06G0340600	Solyc08g082480.2	53	51	0
OS06G0341300	Solyc01g097960.2	25	35	0
OS06G0341300	Solyc09g065360.2	25	41	0
OS06G0341300	Solyc09g082100.2	40	42	0
OS06G0341300	Solyc09g082110.2	44	47	0
OS06G0342000	Solyc02g092840.1	36	39	1
OS06G0342000	Solyc07g044960.1	32	34	1
OS06G0342000	Solyc07g049610.1	34	39	1
OS06G0342100	Solyc08g082740.2	68	44	1
OS06G0342200	Solyc10g011780.1	31	68	1
OS06G0342500	Solyc03g082980.2	48	47	1
OS06G0342750	Solyc07g054070.2	48	40	1
OS06G0343000	Solyc07g054070.2	58	17	1
OS06G0343100	Solyc01g110990.2	69	68	1
OS06G0343100	Solyc07g039550.2	74	67	1
OS06G0343900	Solyc11g007010.1	37	15	1
OS06G0344900	Solyc07g062840.2	39	41	1
OS06G0349700	Solyc02g084570.2	44	44	1
OS06G0349700	Solyc04g011680.1	25	26	1
OS06G0349700	Solyc04g011690.2	25	27	1
OS06G0349700	Solyc04g050620.2	25	27	1
OS06G0349700	Solyc04g054220.2	23	25	1
OS06G0349700	Solyc04g054250.2	26	28	1
OS06G0349700	Solyc04g054260.2	27	29	1
OS06G0349700	Solyc04g083150.1	25	26	1
OS06G0349700	Solyc12g042480.1	25	27	1
OS06G0349700	Solyc12g045020.1	25	27	1
OS06G0351500	Solyc04g081770.2	40	45	1
OS06G0351500	Solyc04g081780.2	35	38	1
OS06G0351500	Solyc04g081790.2	42	46	1
OS06G0351500	Solyc04g081800.1	38	41	1
OS06G0351500	Solyc06g048670.2	39	42	1
OS06G0351500	Solyc12g089350.1	39	43	1
OS06G0352200	Solyc02g077640.1	41	49	1
OS06G0352200	Solyc10g008970.1	34	39	1
OS06G0352200	Solyc12g005490.1	38	42	1
OS06G0352900	Solyc07g062730.1	27	32	1
OS06G0352900	Solyc12g014040.1	9	31	1
OS06G0353400	Solyc07g062750.2	30	16	1
OS06G0354500	Solyc10g008110.2	66	66	1
OS06G0354700	Solyc01g088090.2	55	52	1
OS06G0355150	Solyc11g022380.1	74	22	0
OS06G0355500	Solyc01g103570.2	35	23	1
OS06G0359400	Solyc08g016190.2	22	53	1
OS06G0360300	Solyc02g070760.2	53	52	1
OS06G0360300	Solyc02g070770.2	57	57	1
OS06G0364500	Solyc02g080900.2	53	55	1
OS06G0367100	Solyc07g064830.2	62	62	0
OS06G0367500	Solyc02g032930.2	50	50	1
OS06G0367500	Solyc02g080870.1	24	43	1
OS06G0367500	Solyc10g053910.1	28	42	1
OS06G0367500	Solyc12g005910.1	42	43	1
OS06G0367900	Solyc07g062080.2	59	57	1
OS06G0367900	Solyc10g007500.2	60	58	1
OS06G0468400	Solyc01g104790.2	25	19	1
OS06G0470000	Solyc05g012660.1	22	28	0
OS06G0472000	Solyc07g062060.2	51	73	1
OS06G0472200	Solyc03g033970.1	54	56	1
OS06G0472400	Solyc02g062560.2	67	66	0
OS06G0472900	Solyc01g007950.2	36	16	1
OS06G0472900	Solyc05g013350.2	35	28	1
OS06G0473100	Solyc03g112450.2	56	39	1
OS06G0473100	Solyc11g043150.1	53	37	1
OS06G0473200	Solyc03g019850.2	70	48	1
OS06G0474200	Solyc03g112520.2	62	64	1
OS06G0474300	Solyc01g099330.2	54	39	1
OS06G0474300	Solyc03g026030.1	51	53	1
OS06G0474500	Solyc03g112620.2	61	65	1
OS06G0474500	Solyc06g071590.2	58	60	1
OS06G0474866	Solyc05g005020.2	90	5	1
OS06G0475400	Solyc03g118930.2	29	33	1
OS06G0475400	Solyc03g118940.2	25	29	1
OS06G0476200	Solyc05g026490.2	62	63	0
OS06G0478600	Solyc07g042990.1	41	43	1
OS06G0479400	Solyc03g033970.1	42	28	1
OS06G0480000	Solyc02g085140.2	29	31	1
OS06G0480000	Solyc03g034010.2	7	35	1
OS06G0480000	Solyc03g034020.2	27	29	1
OS06G0481850	Solyc05g056330.2	40	37	1
OS06G0482200	Solyc07g008910.2	71	71	1
OS06G0483900	Solyc10g007130.2	42	23	1
OS06G0484500	Solyc04g010190.1	31	38	1
OS06G0484600	Solyc03g097360.2	44	46	1
OS06G0484800	Solyc06g036750.1	12	26	0
OS06G0485100	Solyc10g007130.2	52	33	1
OS06G0486300	Solyc02g077570.1	26	30	0
OS06G0486300	Solyc03g095650.2	41	33	0
OS06G0486300	Solyc04g049090.2	43	36	0
OS06G0486300	Solyc06g010030.2	46	32	0
OS06G0486300	Solyc11g069220.1	40	33	0
OS06G0486400	Solyc02g086790.2	54	58	1
OS06G0486800	Solyc02g086880.2	80	79	0
OS06G0486900	Solyc02g086880.2	79	78	0
OS06G0487900	Solyc04g026200.2	28	34	1
OS06G0487900	Solyc05g005630.2	30	28	1
OS06G0488050	Solyc01g010030.2	41	39	1
OS06G0488050	Solyc02g089750.2	18	74	1
OS06G0488050	Solyc02g089760.2	15	61	1
OS06G0488050	Solyc04g006930.2	41	36	1
OS06G0488050	Solyc05g010140.2	43	40	1
OS06G0488200	Solyc11g006220.1	79	79	1
OS06G0488600	Solyc04g006940.2	61	16	0
OS06G0488600	Solyc05g010120.2	60	16	0
OS06G0488600	Solyc12g062510.1	0	0	0
OS06G0489200	Solyc03g114410.2	46	46	1
OS06G0489500	Solyc05g010100.2	14	34	1
OS06G0492000	Solyc08g005990.2	32	11	1
OS06G0493600	Solyc05g010060.2	60	64	1
OS06G0494100	Solyc08g059730.1	55	57	0
OS06G0495700	Solyc03g045060.2	41	38	1
OS06G0496000	Solyc03g119850.1	18	29	0
OS06G0496000	Solyc05g009980.2	38	44	0
OS06G0496000	Solyc06g069280.2	27	26	0
OS06G0496000	Solyc08g075300.2	21	45	0
OS06G0496400	Solyc02g091440.1	26	24	1
OS06G0496800	Solyc03g111540.1	47	30	1
OS06G0498400	Solyc05g005020.2	66	63	1
OS06G0498500	Solyc04g074090.2	51	48	1
OS06G0498800	Solyc03g119100.1	60	61	1
OS06G0498900	Solyc04g009300.2	51	53	0
OS06G0499000	Solyc05g009940.2	27	16	1
OS06G0499100	Solyc03g119810.1	24	29	1
OS06G0499100	Solyc06g069250.1	27	30	1
OS06G0499301	Solyc02g081860.1	36	32	0
OS06G0499500	Solyc10g006620.1	11	40	0
OS06G0499500	Solyc10g006630.1	15	41	0
OS06G0499500	Solyc10g050710.1	10	31	0
