Gene stable ID	Arabidopsis thaliana gene stable ID	% identity	Arabidopsis thaliana % identity	Orthology confidence [0 low, 1 high]
OS04G0662400	AT1G75590	37	36	1
OS04G0662400	AT4G34750	38	39	1
OS04G0662400	AT5G10990	33	34	1
OS04G0662600	AT3G51240	51	58	1
OS04G0662700	AT3G07270	48	37	1
OS04G0662800	AT1G19880	59	60	1
OS04G0662900	AT5G13240	59	59	1
OS04G0663100	AT1G19870	23	26	1
OS04G0663200	AT1G19860	30	28	1
OS04G0663200	AT3G51180	25	19	1
OS04G0663200	AT5G66270	25	22	1
OS04G0663300	AT1G07170	98	98	0
OS04G0663300	AT2G30000	98	98	0
OS04G0663500	AT3G07860	52	59	1
OS04G0663600	AT2G17950	27	27	1
OS04G0663700	AT5G39590	45	44	1
OS04G0663800	AT2G18040	72	44	0
OS04G0664400	AT1G19850	43	44	1
OS04G0664800	AT2G36190	43	44	1
OS04G0664800	AT3G52600	42	42	1
OS04G0664900	AT2G36190	39	23	1
OS04G0664900	AT3G52600	38	23	1
OS04G0665000	AT1G02160	40	43	1
OS04G0665200	AT5G55250	59	62	1
OS04G0665400	AT5G55280	75	70	0
OS04G0665500	AT4G22360	33	34	1
OS04G0665600	AT5G06800	25	28	1
OS04G0665666	AT2G42180	26	26	1
OS04G0665666	AT3G57950	29	27	1
OS04G0665666	AT5G06790	26	21	1
OS04G0665700	AT3G12130	43	54	0
OS04G0665700	AT5G06770	42	55	0
OS04G0665800	AT2G42130	51	52	1
OS04G0665800	AT3G58010	51	50	1
OS04G0665900	AT2G44340	22	19	1
OS04G0665900	AT3G60090	20	20	1
OS04G0666900	AT5G65930	73	69	1
OS04G0667000	AT1G78690	57	32	1
OS04G0667200	AT2G44800	41	38	1
OS04G0667200	AT3G60290	43	39	1
OS04G0667200	AT5G07480	41	40	1
OS04G0667400	AT2G44800	40	37	1
OS04G0667400	AT3G60290	42	39	1
OS04G0667400	AT5G07480	41	40	1
OS04G0667500	AT4G17510	42	17	1
OS04G0667600	AT1G01490	47	31	0
OS04G0667700	AT5G56180	50	21	1
OS04G0667800	AT3G08700	75	74	0
OS04G0667800	AT5G56150	87	87	0
OS04G0667900	AT3G13226	34	25	1
OS04G0668600	AT5G15710	66	62	1
OS04G0668700	AT1G13640	59	58	0
OS04G0668700	AT1G26270	60	58	0
OS04G0668700	AT2G03890	61	57	0
OS04G0668800	AT5G50100	52	50	1
OS04G0668900	AT4G22260	60	58	1
OS04G0669100	AT1G04985	45	45	1
OS04G0669200	AT1G50640	48	40	1
OS04G0669200	AT3G20310	49	38	1
OS04G0669300	AT3G20290	73	73	1
OS04G0669300	AT4G05520	71	70	1
OS04G0669475	AT1G12020	31	31	1
OS04G0669475	AT1G62422	28	35	1
OS04G0669500	AT4G22300	59	60	0
OS04G0669500	AT4G22305	54	63	0
OS04G0669800	AT1G49820	68	70	1
OS04G0669900	AT1G49820	69	69	1
OS04G0670000	AT2G15280	42	42	1
OS04G0670000	AT3G19460	44	40	1
OS04G0670200	AT1G47128	55	58	1
OS04G0670200	AT5G43060	55	58	1
OS04G0670400	AT5G67170	53	33	1
OS04G0670500	AT1G47128	50	53	1
OS04G0670500	AT5G43060	52	55	1
OS04G0670600	AT1G34270	59	56	1
OS04G0670700	AT5G04490	57	19	1
OS04G0670800	AT1G14570	51	50	1
OS04G0670800	AT1G59550	24	36	1
OS04G0670800	AT3G23605	12	36	1
OS04G0670800	AT4G14250	32	18	1
OS04G0671100	AT2G39270	75	35	1
OS04G0671200	AT1G65840	59	58	1
OS04G0671300	AT1G65840	63	63	1
OS04G0671700	AT3G02720	77	77	1
OS04G0671800	AT2G02160	24	26	1
OS04G0671900	AT5G37020	59	60	1
OS04G0672100	AT2G02220	50	50	1
OS04G0672600	AT2G02220	41	29	1
OS04G0672700	AT3G50420	41	37	1
OS04G0672900	AT2G24330	40	44	1
OS04G0672900	AT4G31080	42	42	1
OS04G0673000	AT1G10820	28	34	1
OS04G0673000	AT1G60670	24	30	1
OS04G0673000	AT1G68160	23	27	1
OS04G0673400	AT3G18630	58	53	1
OS04G0673800	AT1G48940	39	40	1
OS04G0673800	AT3G18590	41	39	1
OS04G0674100	AT3G17670	38	39	1
OS04G0674200	AT2G03690	76	76	1
OS04G0674300	AT1G50280	39	42	1
OS04G0674300	AT3G19850	42	43	1
OS04G0674400	AT5G18362	26	38	1
OS04G0674400	AT5G18400	48	47	1
OS04G0674450	AT3G18620	52	45	1
OS04G0674600	AT1G48370	67	64	0
OS04G0674600	AT1G65730	69	69	0
OS04G0674600	AT3G17650	66	64	0
OS04G0674600	AT5G45450	20	64	0
OS04G0674700	AT1G21530	57	58	1
OS04G0674700	AT1G21540	60	61	1
OS04G0674700	AT1G75960	59	61	1
OS04G0674700	AT1G77240	58	59	1
OS04G0674700	AT5G16340	63	64	1
OS04G0674700	AT5G16370	64	64	1
OS04G0674800	AT1G48930	55	55	1
OS04G0675101	AT5G23110	59	30	0
OS04G0675200	AT5G23110	48	13	0
OS04G0675300	AT5G23110	53	3	0
OS04G0675400	AT5G23240	40	42	1
OS04G0675500	AT1G34130	84	83	1
OS04G0675800	AT3G19180	30	41	0
OS04G0676100	AT1G50320	48	47	1
OS04G0676300	AT5G23300	75	76	1
OS04G0676700	AT5G08520	37	49	0
OS04G0677066	AT3G20020	53	48	1
OS04G0677100	AT3G20015	34	37	1
OS04G0677200	AT5G23400	46	34	0
OS04G0677300	AT1G54540	32	34	1
OS04G0677300	AT1G65690	35	35	1
OS04G0677300	AT5G36970	35	36	1
OS04G0677400	AT5G23390	43	42	1
OS04G0677500	AT5G08570	83	83	1
OS04G0677500	AT5G63680	83	83	1
OS04G0677700	AT5G08390	45	48	0
OS04G0677700	AT5G23430	46	49	0
OS04G0677800	AT5G10630	48	49	1
OS04G0678200	AT1G52910	45	47	1
OS04G0678200	AT1G61065	38	38	1
OS04G0678200	AT3G15480	46	48	1
OS04G0678200	AT4G27435	49	52	1
OS04G0678300	AT3G15470	48	44	1
OS04G0678300	AT5G54200	49	49	1
OS04G0678700	AT4G27440	74	72	1
OS04G0678700	AT5G54190	75	72	1
OS04G0678800	AT2G27340	45	46	1
OS04G0678800	AT3G58130	46	47	1
OS04G0679100	AT2G20760	45	40	1
OS04G0679400	AT3G15450	59	60	0
OS04G0679400	AT4G27450	62	64	0
OS04G0679600	AT4G27460	22	23	1
OS04G0679600	AT5G53750	21	21	1
OS04G0679800	AT3G47160	59	36	0
OS04G0679800	AT5G01520	62	40	0
OS04G0679800	AT5G58787	60	39	0
OS04G0679900	AT2G20740	44	43	1
OS04G0680000	AT4G17020	69	65	1
OS04G0680300	AT4G21720	59	59	1
OS04G0680400	AT4G04955	61	38	0
OS04G0680550	AT1G28350	37	17	0
OS04G0680550	AT2G33840	43	37	0
OS04G0680700	AT1G65070	41	23	1
OS04G0680800	AT1G26700	53	31	1
OS04G0680800	AT5G53760	55	31	1
OS04G0681400	AT3G15380	70	71	1
OS04G0681500	AT4G27790	35	37	1
OS04G0681600	AT3G15380	70	71	1
OS04G0681950	AT5G24318	49	48	1
OS04G0682000	AT2G44140	50	51	1
OS04G0682000	AT3G59950	50	50	1
OS04G0682050	AT5G18362	26	38	1
OS04G0682050	AT5G18400	49	47	1
OS04G0682100	AT1G63220	59	59	1
OS04G0682300	AT2G45790	81	81	0
OS04G0682500	AT4G00590	48	52	1
OS04G0682800	AT1G01790	63	62	1
OS04G0682800	AT4G00630	64	63	1
OS04G0682900	AT4G25540	42	33	1
OS04G0683100	AT4G25550	84	85	0
OS04G0683500	AT1G01760	45	40	1
OS04G0683600	AT1G63430	43	26	1
OS04G0683600	AT5G41180	42	26	1
OS04G0683700	AT3G48990	69	70	1
OS04G0683800	AT3G61300	54	56	0
OS04G0683800	AT4G00700	57	57	0
OS04G0683800	AT4G11610	68	68	0
OS04G0683900	AT1G63470	29	32	1
OS04G0683900	AT1G63480	23	27	1
OS04G0684200	AT1G01740	54	13	0
OS04G0684200	AT1G63500	66	16	0
OS04G0684200	AT4G00710	59	14	0
OS04G0684200	AT5G41260	64	15	0
OS04G0684500	AT5G04810	54	51	1
OS04G0684600	AT3G11600	43	30	1
OS04G0684600	AT5G06270	46	30	1
OS04G0684900	AT3G44260	42	49	1
OS04G0684900	AT5G22250	43	51	1
OS04G0685000	AT2G36050	28	27	1
OS04G0685000	AT3G52540	30	27	1
OS04G0685000	AT5G04820	32	30	1
OS04G0685100	AT2G37990	59	61	1
OS04G0685200	AT3G52500	41	29	1
OS04G0685300	AT2G35460	34	29	1
OS04G0685300	AT2G35980	33	30	1
OS04G0685300	AT3G11650	35	30	1
OS04G0685300	AT5G06320	35	31	1
OS04G0685400	AT2G35960	38	40	1
OS04G0685400	AT2G35970	34	36	1
OS04G0685400	AT3G11660	39	41	1
OS04G0685400	AT3G44220	41	44	1
OS04G0685400	AT3G52470	40	42	1
OS04G0685400	AT4G09590	34	36	1
OS04G0685400	AT5G05657	22	35	1
OS04G0685400	AT5G06330	38	41	1
OS04G0685400	AT5G22200	41	43	1
OS04G0685500	AT5G03540	46	38	1
OS04G0685500	AT5G52340	43	37	1
OS04G0685500	AT5G52350	34	32	1
OS04G0685600	AT5G03540	66	63	1
OS04G0685600	AT5G52340	62	63	1
OS04G0685600	AT5G52350	42	45	1
OS04G0685800	AT3G10620	63	50	1
OS04G0685800	AT5G06340	65	49	1
OS04G0686000	AT2G35930	45	45	1
OS04G0686000	AT3G52450	44	42	1
OS04G0686200	AT1G76950	56	53	1
OS04G0686200	AT5G42140	55	54	1
OS04G0686300	AT1G49170	60	61	1
OS04G0686500	AT3G15130	48	49	1
OS04G0686600	AT1G49180	35	13	1
OS04G0686700	AT1G76920	38	44	1
OS04G0686800	AT1G21140	54	56	1
OS04G0686800	AT1G76800	54	58	1
OS04G0686800	AT3G25190	51	48	1
OS04G0686800	AT3G43630	53	55	1
OS04G0686800	AT3G43660	51	54	1
OS04G0687100	AT1G01050	83	83	1
OS04G0687100	AT2G46860	83	81	1
OS04G0687100	AT4G01480	79	78	1
OS04G0687200	AT3G18800	41	40	1
OS04G0687300	AT2G18465	28	28	1
OS04G0687800	AT1G25270	32	37	1
OS04G0687800	AT1G68170	33	38	1
OS04G0687900	AT1G25280	65	68	0
OS04G0688000	AT1G18740	25	31	0
OS04G0688000	AT1G43630	24	28	0
OS04G0688000	AT1G74450	25	30	0
OS04G0689300	AT1G49740	38	49	1
OS04G0689300	AT3G19310	38	43	1
OS04G0689300	AT4G36945	40	46	1
OS04G0689400	AT1G49730	49	47	1
OS04G0689400	AT3G19300	51	52	1
OS04G0689500	AT1G45688	51	53	1
OS04G0689500	AT5G42860	45	50	1
OS04G0689700	AT1G05970	36	37	1
OS04G0689900	AT1G77700	56	48	1
OS04G0690300	AT4G08320	29	32	0
OS04G0690500	AT1G21830	34	37	1
OS04G0690500	AT1G44608	22	28	1
OS04G0690600	AT1G77850	30	27	1
OS04G0690800	AT1G44575	73	70	0
OS04G0691100	AT1G10940	71	71	0
OS04G0691100	AT1G60940	70	72	0
OS04G0691100	AT2G23030	66	72	0
OS04G0691100	AT5G08590	68	71	0
OS04G0691100	AT5G63650	69	71	0
OS04G0691200	AT4G31160	49	17	1
OS04G0691300	AT1G71930	39	35	1
OS04G0691500	AT2G16950	69	59	1
OS04G0691600	AT1G79850	48	47	1
OS04G0691700	AT3G14980	44	15	1
OS04G0691800	AT1G22610	57	57	0
OS04G0691900	AT1G34260	35	33	1
OS04G0692000	AT1G21870	77	79	1
OS04G0692000	AT1G77610	79	82	1
OS04G0692100	AT3G10220	64	65	1
OS04G0692200	AT4G33480	47	44	1
OS04G0692300	AT5G08750	51	45	1
OS04G0692300	AT5G63780	49	44	1
OS04G0692400	AT1G29470	60	53	1
OS04G0692400	AT2G34300	60	52	1
OS04G0692400	AT5G64030	64	52	1
OS04G0692500	AT2G32230	45	44	1
OS04G0692600	AT1G44000	23	25	1
OS04G0692800	AT5G63910	45	15	1
OS04G0693000	AT2G01720	60	61	1
OS04G0693200	AT5G64010	36	16	1
OS04G0693250	AT5G64010	31	34	1
OS05G0100500	AT1G27220	11	21	1
OS05G0100500	AT1G27250	12	32	1
OS05G0100600	AT1G13210	62	26	0
OS05G0100600	AT1G26130	61	26	0
OS05G0100600	AT1G68710	63	26	0
OS05G0100600	AT3G25610	63	26	0
OS05G0100700	AT1G26150	70	24	1
OS05G0100700	AT1G68690	69	26	1
OS05G0100700	AT5G38560	71	27	1
OS05G0100900	AT5G08440	42	41	1
OS05G0100900	AT5G23490	45	47	1
OS05G0100900	AT5G23510	19	46	1
OS05G0101400	AT2G33450	63	60	1
OS05G0101600	AT1G19630	39	42	1
OS05G0102400	AT4G39810	42	42	1
OS05G0102600	AT1G57800	43	52	1
OS05G0102600	AT1G57820	49	60	1
OS05G0102600	AT1G66040	45	57	1
OS05G0102600	AT1G66050	45	57	1
OS05G0102600	AT4G08590	29	49	1
OS05G0102600	AT5G39550	46	58	1
OS05G0102800	AT5G07290	34	36	0
OS05G0102800	AT5G61960	35	37	0
OS05G0102900	AT3G10640	79	78	0
OS05G0102900	AT5G04850	80	68	0
OS05G0103000	AT5G50915	25	29	0
OS05G0103100	AT5G14030	34	39	0
OS05G0103200	AT5G13120	65	63	0
OS05G0103300	AT5G08391	51	54	1
OS05G0103500	AT4G12340	40	42	1
OS05G0103700	AT1G24265	25	24	1
OS05G0103700	AT1G24267	28	30	1
OS05G0103800	AT2G43780	41	61	1
OS05G0104000	AT3G07540	24	24	1
OS05G0104000	AT5G48360	27	29	1
OS05G0104100	AT1G22860	52	51	1
OS05G0104200	AT3G12145	9	13	1
OS05G0104600	AT3G12145	12	13	1
OS05G0104650	AT1G74260	70	70	1
OS05G0104700	AT3G12145	11	14	1
OS05G0104800	AT2G39990	69	67	1
OS05G0104900	AT3G07370	41	27	1
OS05G0105000	AT5G49810	64	65	1
OS05G0105100	AT1G09630	76	77	1
OS05G0105200	AT3G11730	62	35	1
OS05G0105300	AT1G71440	49	16	1
OS05G0105500	AT1G33490	62	62	1
OS05G0105500	AT4G10140	59	56	1
OS05G0105600	AT1G09810	23	31	1
OS05G0105800	AT1G22630	89	35	1
OS05G0105900	AT1G16610	61	54	1
OS05G0106000	AT4G06634	40	42	1
OS05G0106100	AT1G19910	95	96	0
OS05G0106100	AT1G75630	96	80	0
OS05G0106100	AT2G16510	95	96	0
OS05G0106100	AT4G34720	95	96	0
OS05G0106100	AT4G38920	95	96	0
OS05G0106500	AT2G18465	32	27	1
OS05G0106600	AT1G49240	93	93	0
OS05G0106600	AT3G18780	92	92	0
OS05G0106600	AT5G09810	98	98	0
OS05G0106700	AT1G76950	57	49	1
OS05G0106700	AT5G42140	57	50	1
OS05G0107000	AT3G51320	32	33	1
OS05G0107300	AT5G22450	23	24	1
OS05G0107600	AT4G39850	75	64	0
OS05G0107700	AT4G24440	86	86	0
OS05G0108000	AT5G14460	58	52	1
OS05G0108100	AT1G13000	59	59	0
OS05G0108100	AT1G24570	55	58	0
OS05G0108100	AT1G67850	66	66	0
OS05G0108100	AT3G26440	58	59	0
OS05G0108100	AT3G27470	62	62	0
OS05G0108300	AT3G48260	48	58	1
OS05G0108500	AT1G12400	60	55	1
OS05G0108500	AT1G62886	45	40	1
OS05G0108600	AT1G20850	67	67	1
OS05G0108600	AT4G35350	66	66	1
OS05G0108800	AT2G32720	74	76	1
OS05G0109600	AT2G29140	50	45	1
OS05G0109600	AT2G29190	49	44	1
OS05G0109600	AT2G29200	50	45	1
OS05G0110000	AT2G39720	43	35	1
OS05G0110000	AT3G46620	40	34	1
OS05G0110000	AT5G59550	41	34	1
OS05G0110100	AT5G02160	60	61	1
OS05G0110300	AT2G37660	66	64	0
OS05G0110500	AT2G40700	58	56	1
OS05G0110600	AT2G29020	62	59	1
OS05G0110600	AT5G59410	65	63	1
OS05G0110700	AT3G48210	25	29	1
OS05G0110800	AT5G59400	52	21	1
OS05G0110900	AT2G39660	60	60	1
OS05G0110900	AT3G55450	58	54	1
OS05G0111100	AT3G46560	43	44	1
OS05G0111200	AT2G28900	60	59	1
OS05G0111800	AT1G07630	28	26	1
OS05G0111800	AT2G28890	28	27	1
OS05G0111800	AT3G09400	26	24	1
OS05G0111800	AT5G02400	25	23	1
OS05G0111900	AT3G09405	46	23	0
OS05G0111900	AT3G09410	49	23	0
OS05G0112000	AT2G28840	61	60	1
OS05G0112101	AT2G25430	51	45	1
OS05G0112101	AT4G32285	51	47	1
OS05G0112200	AT1G07640	29	25	1
OS05G0112200	AT2G28810	29	25	1
OS05G0112200	AT2G37590	30	27	1
OS05G0112200	AT3G55370	33	26	1
OS05G0112200	AT5G02460	34	25	1
OS05G0112750	AT5G06240	50	51	1
OS05G0112800	AT5G48540	33	35	1
OS05G0113000	AT2G39570	48	53	0
OS05G0113300	AT3G53720	60	60	1
OS05G0113400	AT3G45990	57	59	1
OS05G0113400	AT3G46000	78	79	1
OS05G0113400	AT3G46010	80	74	1
OS05G0113400	AT5G59880	76	76	1
OS05G0113400	AT5G59890	81	81	1
OS05G0113900	AT5G02560	76	67	0
OS05G0114000	AT3G53620	83	83	0
OS05G0114100	AT2G37440	49	44	1
OS05G0114400	AT2G28710	31	39	0
OS05G0114400	AT3G46070	25	29	0
OS05G0114400	AT3G46080	26	32	0
OS05G0114400	AT3G46090	26	30	0
OS05G0114400	AT5G59820	28	35	0
OS05G0114500	AT3G55340	24	12	1
OS05G0114600	AT4G22000	74	73	1
OS05G0115100	AT2G28690	30	35	1
OS05G0115100	AT5G59760	24	28	1
OS05G0115700	AT3G46180	63	65	1
OS05G0115700	AT5G59740	64	67	1
OS05G0115800	AT3G55270	38	23	0
OS05G0115900	AT3G55260	62	62	1
OS05G0116000	AT1G07750	69	69	1
OS05G0116000	AT2G28680	70	70	1
OS05G0116100	AT1G19550	40	56	1
OS05G0116100	AT1G19570	64	64	1
OS05G0116100	AT1G75270	69	69	1
OS05G0116700	AT2G39435	8	17	1
OS05G0116700	AT3G53540	20	21	1
OS05G0117500	AT3G46200	59	57	1
OS05G0117600	AT3G46220	57	57	0
OS05G0117798	AT2G28620	61	62	0
OS05G0117798	AT3G45850	69	69	0
OS05G0117864	AT3G45830	36	32	1
OS05G0118000	AT5G59560	29	30	1
OS05G0118700	AT2G28610	25	30	1
OS05G0118800	AT2G35736	44	43	1
OS05G0118800	AT4G25225	49	48	1
OS05G0119000	AT2G37330	68	71	0
OS05G0119400	AT1G09720	38	34	1
OS05G0119400	AT1G58210	36	24	1
OS05G0119400	AT2G22560	41	36	1
OS05G0119400	AT5G10500	36	35	1
OS05G0119600	AT2G44580	48	51	1
OS05G0120100	AT2G37340	49	54	0
OS05G0120100	AT3G53500	46	52	0
OS05G0120300	AT5G02640	33	45	1
OS05G0120700	AT1G07670	81	22	1
OS05G0120700	AT1G07810	81	22	1
OS05G0120900	AT2G37380	28	26	1
OS05G0120900	AT2G39370	33	30	1
OS05G0121000	AT4G31130	52	51	1
OS05G0121200	AT5G12130	54	54	1
OS05G0121400	AT1G72050	47	44	1
OS05G0121500	AT3G12370	35	39	1
OS05G0121500	AT5G13510	43	38	1
OS05G0121600	AT2G28550	44	48	0
OS05G0121600	AT2G39250	25	39	0
OS05G0121600	AT3G54990	27	40	0
OS05G0121600	AT5G60120	34	34	0
OS05G0121700	AT2G28560	56	55	1
OS05G0121800	AT2G37070	19	22	1
OS05G0121800	AT3G53320	22	24	1
OS05G0122400	AT5G02880	34	31	1
OS05G0122500	AT3G09670	19	14	1
OS05G0122500	AT3G54760	12	8	1
OS05G0122500	AT5G02950	20	17	1
OS05G0122600	AT2G37080	39	40	1
OS05G0122600	AT3G53350	28	43	1
OS05G0122600	AT5G60210	35	38	1
OS05G0122800	AT3G45600	61	62	1
OS05G0122800	AT5G60220	58	52	1
OS05G0122900	AT1G76200	64	75	0
OS05G0123100	AT2G37090	42	44	1
OS05G0123200	AT2G26410	32	29	1
OS05G0123200	AT3G09710	43	44	1
OS05G0123200	AT3G52290	42	47	1
OS05G0123200	AT5G03040	48	49	1
OS05G0123300	AT5G60370	41	38	1
OS05G0125000	AT5G60410	50	50	1
OS05G0125200	AT3G53380	47	50	1
OS05G0125200	AT5G03140	49	53	1
OS05G0125300	AT3G07070	48	51	1
OS05G0125300	AT3G24790	45	55	1
OS05G0125300	AT4G13190	42	48	1
OS05G0125400	AT3G07070	53	56	1
OS05G0125400	AT3G24790	46	56	1
OS05G0125400	AT4G13190	45	51	1
OS05G0125500	AT3G45300	80	80	1
OS05G0126100	AT3G12090	36	37	1
OS05G0126100	AT4G23410	31	32	1
OS05G0126200	AT3G51010	42	43	1
OS05G0126300	AT3G52250	11	3	0
OS05G0126800	AT4G08330	35	30	1
OS05G0127300	AT3G55950	47	41	0
OS05G0127500	AT2G38240	50	52	1
OS05G0127500	AT3G11180	52	47	1
OS05G0127500	AT3G55970	51	51	1
OS05G0127500	AT5G05600	54	53	1
OS05G0128000	AT2G38250	31	36	1
OS05G0128000	AT5G01380	30	31	1
OS05G0128200	AT2G40140	39	40	1
OS05G0128200	AT3G55980	40	41	1
OS05G0128400	AT2G46800	66	70	1
OS05G0128400	AT3G58810	63	61	1
OS05G0128400	AT3G61940	53	67	1
OS05G0128700	AT2G30880	56	9	1
OS05G0129000	AT4G23100	74	70	0
OS05G0129100	AT1G80600	65	46	1
OS05G0129200	AT2G44540	49	51	0
OS05G0129200	AT2G44550	49	51	0
OS05G0129200	AT2G44560	47	49	0
OS05G0129200	AT2G44570	48	50	0
OS05G0129300	AT3G62420	45	46	0
OS05G0129700	AT1G62360	41	34	0
OS05G0129900	AT1G56440	43	34	1
OS05G0130100	AT1G70520	43	37	0
OS05G0130100	AT4G28670	35	32	0
OS05G0131100	AT4G01995	53	55	1
OS05G0131401	AT4G01995	41	29	1
OS05G0131500	AT5G26820	26	17	1
OS05G0131900	AT1G02380	26	28	1
OS05G0131900	AT3G17120	23	26	1
OS05G0131900	AT4G01960	27	28	1
OS05G0132000	AT3G48810	38	37	1
OS05G0132100	AT2G47240	61	62	1
OS05G0132400	AT1G09320	34	14	1
OS05G0132400	AT3G06520	30	14	1
OS05G0132500	AT3G03810	59	58	1
OS05G0133100	AT4G01900	52	57	1
OS05G0133401	AT3G62280	40	40	1
OS05G0133900	AT3G17310	31	30	1
OS05G0134000	AT3G05840	83	84	1
OS05G0134000	AT5G26751	84	85	1
OS05G0134200	AT1G48040	51	51	1
OS05G0134200	AT3G17250	48	45	1
OS05G0134200	AT3G62260	56	57	1
OS05G0134300	AT5G26760	32	31	1
OS05G0135700	AT1G02500	91	91	1
OS05G0135700	AT4G01850	89	90	1
OS05G0135800	AT1G48210	74	74	0
OS05G0135800	AT1G48220	65	64	0
OS05G0135800	AT2G47060	78	71	0
OS05G0135800	AT3G17410	76	76	0
OS05G0135800	AT3G62220	76	76	0
OS05G0135900	AT1G09470	52	53	1
OS05G0135900	AT1G09483	13	41	1
OS05G0135900	AT3G05830	52	52	1
OS05G0135900	AT5G26770	57	58	1
OS05G0136200	AT1G48260	54	56	1
OS05G0136200	AT3G17510	57	59	1
OS05G0137300	AT1G48300	23	33	1
OS05G0137500	AT4G01720	33	32	1
OS05G0138200	AT1G02360	58	63	1
OS05G0138200	AT4G01700	57	60	1
OS05G0139100	AT1G09530	22	21	1
OS05G0139100	AT2G46970	14	17	1
OS05G0139100	AT3G62090	13	18	1
OS05G0140100	AT1G09540	36	42	1
OS05G0140100	AT1G57560	35	48	1
OS05G0140100	AT5G26660	33	41	1
OS05G0140300	AT2G46940	16	18	1
OS05G0140300	AT3G62070	15	19	1
OS05G0140300	AT4G01670	18	20	1
OS05G0140500	AT1G51510	58	59	0
OS05G0140600	AT5G42670	23	21	0
OS05G0140600	AT5G52070	25	25	0
OS05G0140800	AT1G54870	53	58	1
OS05G0140800	AT3G05260	50	63	1
OS05G0141300	AT3G03480	45	44	0
OS05G0141300	AT5G17540	45	43	0
OS05G0141400	AT4G15520	65	65	1
OS05G0141500	AT1G03365	26	27	1
OS05G0141500	AT4G03000	26	27	1
OS05G0141700	AT1G08940	60	63	0
OS05G0141700	AT3G05170	62	58	0
OS05G0141800	AT5G18930	43	45	1
OS05G0143200	AT5G27400	38	11	1
OS05G0143300	AT1G03340	25	29	1
OS05G0143300	AT4G02920	28	30	1
OS05G0143400	AT5G49010	53	53	1
OS05G0143500	AT5G19010	76	73	1
OS05G0144000	AT1G57600	61	60	1
OS05G0144200	AT2G40430	52	44	1
OS05G0144300	AT3G06010	56	57	1
OS05G0144300	AT5G19310	54	58	1
OS05G0144400	AT1G03445	48	54	1
OS05G0144400	AT4G03080	76	76	1
OS05G0144800	AT1G03190	77	77	1
OS05G0144900	AT1G51420	60	17	0
OS05G0144900	AT2G35840	64	18	0
OS05G0144900	AT3G52340	59	17	0
OS05G0144900	AT3G54270	58	16	0
OS05G0145000	AT3G47990	66	71	1
OS05G0145300	AT3G27550	53	60	1
OS05G0145400	AT3G24440	38	39	1
OS05G0145600	AT4G35850	57	58	1
OS05G0147133	AT3G21480	25	20	1
OS05G0147133	AT4G03130	20	21	1
OS05G0147150	AT1G52325	3	4	1
OS05G0147150	AT1G80930	15	3	1
OS05G0147200	AT5G17930	62	34	1
OS05G0147300	AT3G24110	37	40	1
OS05G0147400	AT3G02530	88	88	1
OS05G0147400	AT5G16070	88	88	1
OS05G0147500	AT2G47940	65	64	1
OS05G0147600	AT3G05340	57	19	1
OS05G0148300	AT5G44710	63	65	1
OS05G0148600	AT3G05030	67	67	0
OS05G0148600	AT3G06370	61	66	0
OS05G0148600	AT5G27150	66	67	0
OS05G0148700	AT1G66330	52	57	1
OS05G0148900	AT3G62760	44	40	1
OS05G0149100	AT1G09070	26	23	1
OS05G0149100	AT3G16510	26	20	1
OS05G0149100	AT3G62780	19	17	1
OS05G0149100	AT4G15740	20	12	1
OS05G0149100	AT4G15755	21	20	1
OS05G0149200	AT3G05430	25	10	1
OS05G0149200	AT5G27650	26	9	1
OS05G0149300	AT1G77330	57	35	0
OS05G0149400	AT1G77330	61	61	0
OS05G0149500	AT1G07220	54	32	1
OS05G0149800	AT5G18580	85	86	1
OS05G0149900	AT2G39090	62	62	1
OS05G0150000	AT1G11930	76	72	1
OS05G0150300	AT3G06400	75	82	1
OS05G0150300	AT5G18620	75	81	1
OS05G0150500	AT3G62980	60	59	1
OS05G0150500	AT4G03190	59	59	1
OS05G0150600	AT5G27680	47	46	1
OS05G0150733	AT1G56210	20	11	1
OS05G0150733	AT5G27690	22	12	1
OS05G0150800	AT3G12290	78	76	1
OS05G0150900	AT3G02760	49	50	1
OS05G0151000	AT4G35800	77	77	1
OS05G0151200	AT2G47770	31	31	1
OS05G0151300	AT3G05500	45	46	1
OS05G0152400	AT1G71070	33	20	1
OS05G0153000	AT2G29890	43	39	1
OS05G0153901	AT2G30880	51	8	1
OS05G0154300	AT3G23750	19	3	0
OS05G0154500	AT3G53760	65	66	1
OS05G0154600	AT2G47700	28	34	1
OS05G0154600	AT3G05545	33	34	1
OS05G0154700	AT3G16630	63	37	0
OS05G0154700	AT4G15885	18	73	0
OS05G0154800	AT2G47580	67	68	1
OS05G0154900	AT3G52860	62	58	1
OS05G0155000	AT3G06860	66	66	0
OS05G0155100	AT2G47570	53	73	0
OS05G0155100	AT3G05590	81	81	0
OS05G0155100	AT5G27850	81	82	0
OS05G0155200	AT2G40940	68	58	1
OS05G0155300	AT1G51390	63	62	0
OS05G0155300	AT3G20970	65	63	0
OS05G0155400	AT3G06740	22	28	1
OS05G0155400	AT3G16870	24	25	1
OS05G0155400	AT4G16141	26	25	1
OS05G0155400	AT5G49300	22	31	1
OS05G0155601	AT1G02690	71	71	0
OS05G0155601	AT4G02150	70	71	0
OS05G0155800	AT3G03480	37	41	0
