Gene stable ID	Oryza rufipogon gene stable ID	%id. target Oryza rufipogon gene identical to query gene	%id. query gene identical to target Oryza rufipogon gene
Os04g0523350	ORUFI04G20610	83.3333	19.1176
Os04g0523500	ORUFI04G20620	99.2481	99.2481
Os04g0523600	ORUFI04G20630	98.2072	98.4032
Os04g0524136	ORUFI04G20670	90.9548	100
Os04g0524300	ORUFI04G20680	100	100
Os04g0524400	ORUFI04G20690	99.4987	99.4987
Os04g0524500	ORUFI04G20700	92.6868	84.127
Os04g0524900	ORUFI04G20710	99.5787	52.1707
Os04g0525000	ORUFI04G20720	100	100
Os04g0525200	ORUFI04G20730	90.8654	35.3271
Os04g0525600	ORUFI04G20740	83.8188	100
Os04g0525700	ORUFI04G20750	91.1628	83.7607
Os04g0525800	ORUFI04G20760	100	100
Os04g0525900	ORUFI04G20770	100	79.1946
Os04g0526000	ORUFI04G20780	80.0971	99.3976
Os04g0526200	ORUFI04G20790	73.9496	44
Os04g0526300	ORUFI04G20800	99.422	99.422
Os04g0526600	ORUFI04G20810	100	100
Os04g0526800	ORUFI04G20820	100	100
Os04g0527000	ORUFI04G20830	100	100
Os04g0527400	ORUFI04G20860	100	93.8636
Os04g0527500	ORUFI04G20870	100	33.4232
Os04g0527700	ORUFI04G20880	100	100
Os04g0527800	ORUFI04G20890	99.7041	99.7041
Os04g0527900	ORUFI04G20900	100	100
Os04g0528000	ORUFI04G20910	39.3939	15.0579
Os04g0528100	ORUFI04G20920	100	100
Os04g0528200	ORUFI04G20930	92.2078	100
Os04g0528300	ORUFI04G20940	99.8594	99.8594
Os04g0528400	ORUFI04G20950	98.4663	90.678
Os04g0528800	ORUFI04G20970	93.2927	100
Os04g0529100	ORUFI04G20990	99.7347	80.6867
Os04g0529300	ORUFI04G21000	100	100
Os04g0529400	ORUFI04G21020	94.3396	53.5475
Os04g0529500	ORUFI04G21030	93.9979	98.4287
Os04g0529600	ORUFI04G21040	100	100
Os04g0529700	ORUFI04G21050	95.9052	100
Os04g0529800	ORUFI04G21060	94.2639	90.128
Os04g0530000	ORUFI04G21070	100	100
Os04g0530300	ORUFI04G21090	93.8375	97.6676
Os04g0530400	ORUFI04G21100	87.0253	85.4037
Os04g0530600	ORUFI04G21120	100	100
Os04g0530700	ORUFI04G21130	95.8442	100
Os04g0530900	ORUFI04G21140	100	100
Os04g0531100	ORUFI04G21150	100	100
Os04g0531200	ORUFI04G21160	100	100
Os04g0531300	ORUFI04G21170	99.373	99.0625
Os04g0531400	ORUFI04G21180	97.6415	93.2432
Os04g0531500	ORUFI04G21190	84.9185	97.5039
Os04g0531700	ORUFI04G21200	85.3211	15.3465
Os04g0531750	ORUFI04G21200	67.6737	36.9637
Os04g0532100	ORUFI04G21210	100	72.1963
Os04g0532500	ORUFI04G21250	100	100
Os04g0532800	ORUFI04G21270	99.2674	99.2674
Os04g0533000	ORUFI04G21290	90.7631	94.1667
Os04g0533200	ORUFI01G06430	25.6579	24.5283
Os04g0533300	ORUFI04G21330	74.6412	75.7282
Os04g0533500	ORUFI04G21350	99.1525	93.6
Os04g0533700	ORUFI04G21370	96.4286	94.0299
Os04g0533800	ORUFI04G21380	99.1379	29.8701
Os04g0533900	ORUFI04G21400	98.7952	94.2529
Os04g0534000	ORUFI04G21410	99.4094	99.4094
Os04g0534100	ORUFI04G21420	96.347	76.867
Os04g0534200	ORUFI04G21430	84.6995	24.4866
Os04g0534300	ORUFI04G21440	100	100
Os04g0534400	ORUFI04G21450	94	88.6792
Os04g0534500	ORUFI04G21460	97.619	81.592
Os04g0534600	ORUFI04G21470	100	100
Os04g0535200	ORUFI04G21520	95.3252	95.1318
Os04g0535400	ORUFI04G21540	95.6522	99.3548
Os04g0535600	ORUFI04G21560	99.3902	99.8469
Os04g0536300	ORUFI04G21570	99.2481	99.6226
Os04g0536500	ORUFI04G21580	92.5926	45.3172
Os04g0537100	ORUFI04G21590	100	100
Os04g0537800	ORUFI04G21610	99.6377	98.5663
Os04g0537900	ORUFI04G21620	99.7988	99.7988
Os04g0538000	ORUFI04G21640	92.7512	92.144
Os04g0538100	ORUFI04G21650	100	50
Os04g0538166	ORUFI04G21650	88.6525	16.1917
Os04g0538300	ORUFI04G21670	100	92.9204
Os04g0538400	ORUFI04G21680	81.3765	76.1364
Os04g0538700	ORUFI04G21710	100	100
Os04g0538800	ORUFI04G21730	99.5767	99.5767
Os04g0538900	ORUFI04G21740	77.3333	99.4286
Os04g0539000	ORUFI04G21750	100	100
Os04g0539100	ORUFI04G21760	99.6979	99.6979
Os04g0539300	ORUFI04G21780	72.2008	39.4515
Os04g0539500	ORUFI04G21800	99.4872	81.6842
Os04g0539800	ORUFI04G21810	99.729	97.6127
Os04g0540200	ORUFI04G21820	100	98.4252
Os04g0540300	ORUFI04G21830	85.1936	97.9058
Os04g0540600	ORUFI04G21850	98.1964	100
Os04g0540900	ORUFI04G21860	98.892	98.892
Os04g0541100	ORUFI04G21880	100	81.8674
Os04g0541500	ORUFI04G21900	99.8663	99.8663
Os04g0541700	ORUFI04G21910	100	100
Os04g0541900	ORUFI04G21920	100	100
Os04g0542000	ORUFI04G21930	100	100
Os04g0542200	ORUFI04G21940	93.1469	94.8718
Os04g0542800	ORUFI04G21970	98.6667	81.3187
Os04g0542900	ORUFI04G21980	93.4489	100
Os04g0543000	ORUFI04G21990	100	95.2183
Os04g0543200	ORUFI04G22000	98.9664	97.3316
Os04g0543500	ORUFI04G22010	100	27.3171
Os04g0543600	ORUFI04G22020	99.0991	78.4314
Os04g0543700	ORUFI04G22030	98.4049	94.9112
Os04g0543900	ORUFI04G22040	100	100
Os04g0544100	ORUFI04G22060	99.6433	89.8178
Os04g0544200	ORUFI04G22070	99.5283	99.5283
Os04g0544400	ORUFI04G22080	100	100
Os04g0544500	ORUFI04G22090	99.5556	99.5556
Os04g0544900	ORUFI04G22100	83.7022	99.7602
Os04g0545000	ORUFI04G22110	98.4	99.5951
Os04g0545100	ORUFI04G22120	93.985	100
Os04g0545200	ORUFI04G22130	89.2405	98.1439
Os04g0545300	ORUFI04G22140	99.6587	99.6587
Os04g0545400	ORUFI04G22150	100	47.6804
Os04g0545700	ORUFI04G22160	99.7389	99.7389
Os04g0546100	ORUFI04G22180	99.2611	99.2611
Os04g0546300	ORUFI04G22190	99.8561	99.8561
Os04g0546500	ORUFI04G22210	100	100
Os04g0546800	ORUFI04G22230	99.0566	99.0566
Os04g0547600	ORUFI04G22260	100	100
Os04g0547900	ORUFI04G22270	99.7283	99.7283
Os04g0548000	ORUFI04G22280	100	100
Os04g0548300	ORUFI04G22300	100	10.856
Os04g0548400	ORUFI04G22310	100	40.4313
Os04g0548500	ORUFI04G22320	72.9885	30.9002
Os04g0548700	ORUFI04G22350	100	100
Os04g0549300	ORUFI04G22360	94.3152	99.7268
Os04g0549400	ORUFI04G22370	100	100
Os04g0549600	ORUFI04G22390	99.7596	99.7596
Os04g0549700	ORUFI04G22400	100	100
Os04g0549800	ORUFI04G22410	99.1903	79.5455
Os04g0550200	ORUFI04G22430	99.5392	99.5392
Os04g0550300	ORUFI04G22440	63.1579	92.3077
Os04g0550400	ORUFI04G22450	93.8914	97.076
Os04g0550500	ORUFI04G22460	99.7085	99.7085
Os04g0550600	ORUFI04G22470	100	95.4545
Os04g0550700	ORUFI04G22480	100	100
Os04g0550800	ORUFI04G22490	96.6543	100
Os04g0550900	ORUFI04G22500	89.4366	52.9167
Os04g0551200	ORUFI04G22520	100	100
Os04g0551300	ORUFI04G22530	99.6785	62.1242
Os04g0551500	ORUFI04G22540	99.4444	99.4444
Os04g0551600	ORUFI04G22550	100	100
Os04g0551700	ORUFI04G22560	74.8837	54.5763
Os04g0551800	ORUFI04G22570	100	100
Os04g0552200	ORUFI04G22580	99.6364	48.3245
Os04g0552300	ORUFI04G22590	86.1751	68.2482
Os04g0552400	ORUFI04G22600	98.4211	91.8167
Os04g0552700	ORUFI04G22610	99.6785	99.6785
Os04g0553000	ORUFI04G22620	74.3935	77.9661
Os04g0553300	ORUFI04G22640	90.604	64.2857
Os04g0553500	ORUFI04G22650	98.0296	56.3739
Os04g0553800	ORUFI04G22660	93.2584	91.6115
Os04g0554000	ORUFI04G22670	100	88.8252
Os04g0554200	ORUFI04G22680	100	100
Os04g0554300	ORUFI04G22690	100	100
Os04g0554800	ORUFI04G22710	99.2701	35.0515
Os04g0554900	ORUFI04G22730	91.8919	100
Os04g0555000	ORUFI04G22740	99.8594	99.8594
Os04g0555300	ORUFI04G22760	96.6229	100
Os04g0555400	ORUFI04G22770	93.1818	68.9602
Os04g0555800	ORUFI04G22790	82.2581	25.3102
Os04g0555900	ORUFI04G22800	100	100
Os04g0556000	ORUFI04G22810	100	100
Os04g0556300	ORUFI04G22820	99.4048	97.6608
Os04g0556550	ORUFI04G22830	61.7647	33.871
Os04g0556600	ORUFI04G22840	100	100
Os04g0556900	ORUFI04G22860	95.9276	83.4646
Os04g0557000	ORUFI04G22870	99.4286	83.8554
Os04g0557200	ORUFI04G22890	97.6744	99.635
Os04g0557500	ORUFI01G22970	55	68.2759
Os04g0557500	ORUFI01G22990	2.77778	1.51515
Os04g0558200	ORUFI04G22940	100	100
Os04g0558400	ORUFI04G22950	97.8972	100
Os04g0558500	ORUFI04G22960	100	93.3333
Os04g0558700	ORUFI04G22970	92.5926	85.6164
Os04g0558900	ORUFI04G22980	100	100
Os04g0559000	ORUFI04G22990	99.2105	99.3412
Os04g0559100	ORUFI04G23000	81.8681	32.6039
Os04g0559200	ORUFI04G23010	99.6528	99.6528
Os04g0559400	ORUFI04G23020	89.0244	60.7321
Os04g0559550	ORUFI04G23030	97.619	98.7952
Os04g0559700	ORUFI04G23040	100	100
Os04g0559800	ORUFI04G23050	78.0761	100
Os04g0560100	ORUFI04G23060	100	100
Os04g0560200	ORUFI04G23070	100	100
Os04g0560300	ORUFI04G23080	100	100
Os04g0560400	ORUFI04G23090	99.6124	99.4197
Os04g0560500	ORUFI04G23100	85.1648	100
Os04g0560600	ORUFI04G23110	100	96.7332
Os04g0560700	ORUFI04G23120	92.1053	70.9459
Os04g0561200	ORUFI04G23150	92.6829	90.0474
Os04g0561500	ORUFI04G23170	100	100
Os04g0561600	ORUFI04G23180	97.8633	66.7638
Os04g0561700	ORUFI04G23190	91.6045	100
Os04g0561900	ORUFI04G23210	100	91.4191
Os04g0562000	ORUFI04G23220	45.245	67.382
Os04g0562100	ORUFI04G23230	99.8047	93.7615
Os04g0562500	ORUFI04G23240	43.8479	55.8405
Os04g0562800	ORUFI04G23260	100	70.8926
Os04g0563000	ORUFI04G23280	92.5725	96.0526
Os04g0563100	ORUFI04G23290	78.7234	99.4624
Os04g0563300	ORUFI04G23310	37.7143	22
Os04g0563350	ORUFI04G23320	36.9186	46.0145
Os04g0563401	ORUFI04G23310	2.5974	1.33333
Os04g0563700	ORUFI04G23360	99.5238	99.5238
Os04g0563801	ORUFI04G23370	67.191	52.4561
Os04g0563900	ORUFI09G04800	100	93.6884
Os04g0564000	ORUFI09G04820	90.8284	95.3416
Os04g0564500	ORUFI04G23390	99.0446	99.0446
Os04g0564600	ORUFI04G23400	100	100
Os04g0564700	ORUFI04G23410	94.6341	99.7942
Os04g0565200	ORUFI04G23420	100	100
Os04g0565400	ORUFI04G23440	100	100
Os04g0565500	ORUFI04G23450	98.5882	98.5882
Os04g0565900	ORUFI04G23490	99.2823	96.0648
Os04g0566000	ORUFI04G23500	100	38.843
Os04g0566100	ORUFI04G23510	99.6524	93.3768
Os04g0566400	ORUFI04G23520	94.9429	90.3727
Os04g0566500	ORUFI04G23530	84.9228	78.4396
Os04g0566600	ORUFI04G23540	99.0196	99.0196
Os04g0566700	ORUFI04G23550	52.9412	51.8325
Os04g0566800	ORUFI04G23560	100	21.809
Os04g0566900	ORUFI04G23560	95.3795	24.4294
Os04g0567200	ORUFI04G23580	99.8051	99.8051
Os04g0567700	ORUFI04G23610	100	100
Os04g0567800	ORUFI04G23630	96.4187	99.4318
Os04g0568400	ORUFI04G23660	100	96.4088
Os04g0568600	ORUFI04G23670	100	100
Os04g0568700	ORUFI04G23680	100	99.6732
Os04g0568800	ORUFI04G23690	86.1386	15.508
Os04g0568900	ORUFI04G23700	100	80.7895
Os04g0569000	ORUFI04G23710	99.1045	96.5116
Os04g0569100	ORUFI04G23720	100	96.4115
Os04g0569300	ORUFI04G23730	99.4152	96.5909
Os04g0569400	ORUFI04G23740	99.4881	99.8288
Os04g0569900	ORUFI04G23750	99.7845	99.7845
Os04g0570000	ORUFI04G23760	100	100
Os04g0570500	ORUFI04G23790	100	48.1518
Os04g0570600	ORUFI04G23790	97.5309	47.3526
Os04g0570800	ORUFI04G23800	100	100
Os04g0571200	ORUFI04G23820	99.2126	99.2126
Os04g0571300	ORUFI04G23830	99.6711	99.6711
Os04g0571600	ORUFI04G23850	99.8214	99.8214
Os04g0571800	ORUFI04G23860	98.5149	98.5149
Os04g0572200	ORUFI04G23880	100	100
Os04g0572400	ORUFI04G23890	100	100
Os04g0572500	ORUFI04G23900	81.761	99.2366
Os04g0572600	ORUFI04G23920	77.827	25.7331
Os04g0572700	ORUFI04G23930	53.9535	32.0442
Os04g0572800	ORUFI04G23940	87.395	92.0354
Os04g0573000	ORUFI04G23950	100	93.1727
Os04g0573100	ORUFI04G23960	100	100
Os04g0573200	ORUFI04G23970	98.3974	97.4603
Os04g0573300	ORUFI04G23980	80.678	92.0103
Os04g0573900	ORUFI04G24000	100	100
Os04g0574100	ORUFI04G24020	99.1561	60.8021
Os04g0574200	ORUFI04G24030	100	100
Os04g0574500	ORUFI04G24060	100	100
Os04g0574600	ORUFI04G24070	88.7387	79.8649
Os04g0574700	ORUFI04G24080	96.7128	99.1135
Os04g0574800	ORUFI04G24090	96.2857	85.533
Os04g0576300	ORUFI04G24150	100	84.322
Os04g0576400	ORUFI04G24140	100	38.9286
Os04g0576500	ORUFI04G24160	100	100
Os04g0576700	ORUFI04G24180	75.1196	78.3042
Os04g0576800	ORUFI04G24200	100	100
Os04g0576900	ORUFI04G24210	99.6785	53.5869
Os04g0577000	ORUFI04G24220	87.8125	88.0878
Os04g0577200	ORUFI04G24230	99.5825	94.6429
Os04g0577500	ORUFI04G24270	90.6752	82.2157
Os04g0577700	ORUFI04G24280	100	100
Os04g0577800	ORUFI04G24300	100	92.4855
Os04g0578000	ORUFI04G24310	99.793	99.793
Os04g0578200	ORUFI04G24320	87.0445	88.4774
Os04g0578300	ORUFI04G24330	100	100
Os04g0578400	ORUFI04G24340	100	58.0827
Os04g0578550	ORUFI04G24350	91.358	52.8571
Os04g0578600	ORUFI04G24360	85.3007	69.8905
Os04g0578700	ORUFI04G24370	97.1374	94.2593
Os04g0578800	ORUFI04G24380	100	100
Os04g0578900	ORUFI04G24400	97.4359	43.3048
Os04g0579200	ORUFI04G24420	99.5283	99.5283
Os04g0579700	ORUFI04G24430	100	89.1304
Os04g0580300	ORUFI04G24440	100	100
Os04g0580400	ORUFI04G24450	76.259	66.25
Os04g0580500	ORUFI04G24460	48.6647	51.735
Os04g0580700	ORUFI04G24470	100	100
Os04g0580800	ORUFI04G24480	99.3827	99.3827
Os04g0580866	ORUFI04G24500	99.4186	99.4186
Os04g0581000	ORUFI04G24520	99.7059	99.7059
Os04g0581100	ORUFI04G24530	99.4318	98.3146
Os04g0581300	ORUFI04G24550	94.186	15.0278
Os04g0581400	ORUFI04G24570	66.5529	61.5142
Os04g0581600	ORUFI04G24590	94.5205	62.3494
Os04g0581700	ORUFI04G24600	95.3846	66.6667
Os04g0581800	ORUFI04G24610	100	100
Os04g0582600	ORUFI04G24620	91.3529	18.4819
Os04g0582700	ORUFI04G24620	96.2264	15.8296
Os04g0582900	ORUFI04G24620	78.0303	2.90632
Os04g0583000	ORUFI04G24640	41.7544	35.6287
Os04g0583101	ORUFI04G24630	99.67	99.3421
Os04g0583200	ORUFI04G24650	57.0732	64.6409
Os04g0583500	ORUFI04G24690	100	100
Os04g0583700	ORUFI04G24710	99.8066	99.1354
Os04g0583800	ORUFI04G24720	45.7627	58.6957
Os04g0583900	ORUFI04G24740	98.9201	98.9201
Os04g0584100	ORUFI04G24750	100	49.6307
Os04g0584500	ORUFI04G24770	95.5182	74.5355
Os04g0584600	ORUFI04G24780	100	96.3287
Os04g0584700	ORUFI04G24790	99.2674	31.3295
Os04g0584800	ORUFI04G24800	99.7608	99.7608
Os04g0584900	ORUFI04G24810	99.6865	99.6865
Os04g0585100	ORUFI04G24830	89.2857	100
Os04g0585200	ORUFI04G24840	99.6296	57.3561
Os04g0585300	ORUFI04G24850	99.4915	99.6604
Os04g0585400	ORUFI04G24860	90.6077	84.3188
Os04g0585600	ORUFI04G24880	99.5833	92.278
Os04g0585700	ORUFI04G24890	98.6667	99.3289
Os04g0585900	ORUFI04G24900	99.1597	81.3793
Os04g0586000	ORUFI04G24910	100	100
Os04g0586100	ORUFI04G24930	95.8763	46.5
Os04g0586500	ORUFI05G28670	100	100
Os04g0586700	ORUFI05G28680	100	100
Os04g0587200	ORUFI04G24950	92.5926	46.2963
Os04g0588000	ORUFI04G24990	92.7632	49.8233
Os04g0588200	ORUFI04G25000	95.9403	92.7885
Os04g0588350	ORUFI04G25010	99.1007	85.0309
Os04g0588700	ORUFI04G25020	59.0398	51.3038
Os04g0589200	ORUFI04G25050	100	100
Os04g0589500	ORUFI04G25070	78.2609	68.7023
Os04g0589600	ORUFI04G25080	100	100
Os04g0589700	ORUFI04G25090	99.7625	99.7625
Os04g0589800	ORUFI04G25100	96.7213	100
Os04g0589900	ORUFI04G25110	99.7361	99.7361
Os04g0590100	ORUFI04G25120	96.3636	85.4839
Os04g0590200	ORUFI04G25130	100	100
Os04g0590366	ORUFI01G20210	38.3562	74.8663
Os04g0590400	ORUFI04G25140	100	100
Os04g0590900	ORUFI04G25170	100	100
Os04g0591000	ORUFI04G25180	99.3127	99.6552
Os04g0591100	ORUFI04G25190	100	100
Os04g0591232	ORUFI04G11160	29.8507	30.7692
Os04g0591232	ORUFI12G07080	47.7612	34.0426
Os04g0591300	ORUFI04G25210	100	100
Os04g0591900	ORUFI04G25250	98.8235	98.8235
Os04g0592400	ORUFI04G25260	99.7375	99.7375
Os04g0592500	ORUFI04G25270	94.2779	71.4876
Os04g0592600	ORUFI04G25280	79.1339	95.2607
Os04g0592700	ORUFI04G25300	100	100
Os04g0593200	ORUFI04G25320	100	100
Os04g0593400	ORUFI04G25340	100	100
Os04g0593500	ORUFI04G25350	99.4152	99.4152
Os04g0593600	ORUFI04G25360	100	33.9775
Os04g0593700	ORUFI04G25370	80.1948	79.1667
Os04g0593700	ORUFI04G25380	39.6104	24.5968
Os04g0593800	ORUFI04G25370	53.211	18.5897
Os04g0593800	ORUFI04G25380	76.1468	16.7339
Os04g0594100	ORUFI04G25410	100	100
Os04g0594400	ORUFI04G25430	100	100
Os04g0594500	ORUFI04G25440	99.7396	35.7944
Os04g0594800	ORUFI04G25450	99.7286	99.7286
Os04g0596300	ORUFI04G25460	100	100
Os04g0596400	ORUFI04G25470	44.3038	100
Os04g0596500	ORUFI04G25480	98.3232	81.1321
Os04g0596900	ORUFI04G25520	100	99.505
Os04g0597000	ORUFI04G25530	100	100
Os04g0597800	ORUFI04G25550	100	50.5541
Os04g0597900	ORUFI04G25560	36.1538	12.5
Os04g0598000	ORUFI04G25580	100	100
Os04g0598200	ORUFI04G25600	100	100
Os04g0598300	ORUFI04G25610	100	100
Os04g0598500	ORUFI04G25630	83.8384	42.132
Os04g0598600	ORUFI04G25620	93.1677	51.4286
Os04g0598800	ORUFI04G25640	67.2603	58.9436
Os04g0598900	ORUFI04G25650	70.7895	84.4584
Os04g0599000	ORUFI04G25660	98.0337	97.8962
Os04g0599300	ORUFI04G25690	100	100
Os04g0599400	ORUFI04G25710	95.8333	100
Os04g0599650	ORUFI04G25720	99.5238	91.9692
Os04g0599800	ORUFI04G25730	87.6984	54.9751
Os04g0599900	ORUFI04G25740	96.9697	99.4819
Os04g0600100	ORUFI04G25760	84.6154	29.6496
Os04g0600300	ORUFI04G25770	48.0597	92
Os04g0600400	ORUFI04G25780	88.9968	39.5115
Os04g0600800	ORUFI04G25790	99.1453	87.8788
Os04g0600900	ORUFI04G25800	100	100
Os04g0601400	ORUFI04G25810	100	100
Os04g0601500	ORUFI04G25820	80.303	57.8182
Os04g0601700	ORUFI04G25840	100	100
Os04g0602100	ORUFI04G25850	98.5836	100
Os04g0602200	ORUFI04G25860	99.7275	68.1564
Os04g0602300	ORUFI04G25870	94.0887	68.9531
Os04g0602400	ORUFI04G25880	85.213	68.8259
Os04g0602500	ORUFI04G25890	99.7854	99.7854
Os04g0602600	ORUFI04G25900	99.8756	99.8756
Os04g0602700	ORUFI04G25910	99.4253	98.017
Os04g0602800	ORUFI04G25920	94.697	98.7585
Os04g0602900	ORUFI04G25930	100	84.8485
Os04g0603000	ORUFI04G25940	92.6254	64.6091
Os04g0603200	ORUFI04G25950	98.7842	89.2857
Os04g0603300	ORUFI04G25960	80.5556	96.6667
Os04g0603400	ORUFI04G25970	98.913	98.913
Os04g0603900	ORUFI04G26000	98.8764	98.8764
Os04g0604000	ORUFI04G25980	95.5603	96.1702
Os04g0604200	ORUFI04G25990	97.2696	63.1929
Os04g0604300	ORUFI04G26010	100	98.5916
Os04g0604500	ORUFI04G26020	99.422	70.4918
Os04g0604600	ORUFI04G26030	95.1923	46.2617
Os04g0604800	ORUFI04G26040	99.3197	89.5705
Os04g0604900	ORUFI04G26050	100	100
Os04g0605100	ORUFI04G26070	100	100
Os04g0605200	ORUFI04G26090	70.8108	84.5161
Os04g0605300	ORUFI04G26100	100	83.0189
Os04g0605500	ORUFI04G26130	99.1728	96.4254
Os04g0605900	ORUFI04G26150	100	100
Os04g0606000	ORUFI04G26170	93.9914	79.7814
Os04g0606200	ORUFI04G26190	100	100
Os04g0606400	ORUFI04G26200	100	100
Os04g0606500	ORUFI04G26220	96.0581	85.5823
Os04g0606700	ORUFI04G26250	88.2353	92.5926
Os04g0606800	ORUFI04G26260	100	89.6774
Os04g0607000	ORUFI04G26270	87.2146	60.443
Os04g0607100	ORUFI04G26280	100	54.4503
Os04g0607150	ORUFI04G26290	97.8082	86.4407
Os04g0607200	ORUFI04G26300	67.6923	17.5299
Os04g0607400	ORUFI04G26310	60.6811	71.7949
Os04g0607500	ORUFI04G26330	93.2971	77.5602
Os04g0607600	ORUFI04G26340	94.4	54.0046
Os04g0608100	ORUFI04G26350	82.7907	91.5167
Os04g0608300	ORUFI04G26360	60.2273	100
Os04g0608400	ORUFI04G26370	88.2955	90.5594
Os04g0608500	ORUFI04G26380	86.039	27.4896
Os04g0608600	ORUFI11G07340	9.04523	11.8421
Os04g0608800	ORUFI04G26410	100	98.9547
Os04g0608900	ORUFI04G26420	73.4597	100
Os04g0609100	ORUFI04G26440	89.0288	61.6438
Os04g0609100	ORUFI11G04410	1.79856	5.78035
Os04g0609200	ORUFI04G26450	94.1176	23.3577
Os04g0609300	ORUFI04G26460	96.5665	49.0731
Os04g0609600	ORUFI04G26480	98.4424	98.4424
Os04g0610400	ORUFI04G26530	99.0991	99.0991
Os04g0610500	ORUFI04G26540	100	100
Os04g0610600	ORUFI04G26550	100	100
Os04g0610700	ORUFI04G26560	98.5006	100
Os04g0610800	ORUFI04G26570	100	77.6942
Os04g0610900	ORUFI04G26580	97.8149	98.3204
Os04g0611200	ORUFI04G26590	100	100
Os04g0611300	ORUFI04G26600	100	100
Os04g0611400	ORUFI04G26610	99.3671	94.721
Os04g0611500	ORUFI04G26620	100	59.292
Os04g0612000	ORUFI04G26630	93.895	31.7244
Os04g0612500	ORUFI04G26650	71.9101	31.6832
Os04g0612600	ORUFI04G26680	100	100
Os04g0612700	ORUFI04G26690	100	100
Os04g0612800	ORUFI04G26700	100	100
Os04g0613000	ORUFI04G26720	99.7253	99.7253
Os04g0613200	ORUFI04G26730	99.4	99.4
Os04g0613300	ORUFI04G26740	93.5943	93.2624
Os04g0613400	ORUFI07G19670	100	100
Os04g0613600	ORUFI07G19660	60.2484	88.1818
Os04g0613700	ORUFI04G26770	97.7169	42.0432
Os04g0613800	ORUFI04G26780	100	84.188
Os04g0613900	ORUFI04G26790	100	100
Os04g0614000	ORUFI04G26800	85.6187	100
Os04g0614100	ORUFI04G26810	90.4494	64.9194
Os04g0614300	ORUFI04G26830	46.0396	36.7589
Os04g0614600	ORUFI04G26840	90.5039	46.2834
Os04g0614650	ORUFI04G26850	96.5427	80.0433
Os04g0615000	ORUFI04G26860	99.4845	97.3109
Os04g0615100	ORUFI04G26870	92.4953	99.7976
Os04g0615500	ORUFI04G26890	99.7642	99.7642
Os04g0615700	ORUFI04G26910	98.5493	47.6391
Os04g0616000	ORUFI04G26950	91.9872	75.1309
Os04g0616100	ORUFI04G26960	97.6636	65.5172
Os04g0616700	ORUFI04G26970	86.9863	19.0079
Os04g0616800	ORUFI04G26980	99.359	81.5789
Os04g0616900	ORUFI04G26990	89.3939	95.1613
Os04g0617050	ORUFI04G27000	100	55.1587
Os04g0617350	ORUFI04G27010	90.625	42.233
Os04g0617600	ORUFI04G27020	100	100
Os04g0617700	ORUFI04G27030	100	25.6303
Os04g0617800	ORUFI04G27040	100	100
Os04g0618050	ORUFI04G27060	98.0716	88.7781
Os04g0618200	ORUFI04G27070	99.7442	97.7444
Os04g0618400	ORUFI04G27090	100	100
Os04g0618500	ORUFI04G27100	83.557	92.5651
Os04g0618600	ORUFI04G27110	97.7901	68.6047
Os04g0618700	ORUFI04G27120	97.126	99.8262
Os04g0618950	ORUFI04G27150	97.3451	97.0588
Os04g0619200	ORUFI04G27170	22.093	5.919
Os04g0619300	ORUFI04G27180	95.5882	100
Os04g0619400	ORUFI04G27190	100	100
Os04g0619500	ORUFI04G27200	99.6904	99.6904
Os04g0619600	ORUFI04G27210	99.8815	99.8815
Os04g0619700	ORUFI04G27220	99.8239	83.0161
Os04g0619800	ORUFI04G27230	100	68.0952
Os04g0619900	ORUFI04G27240	35.6125	45.9559
Os04g0620000	ORUFI04G27250	100	98.6061
Os04g0620200	ORUFI04G27270	99.812	100
Os04g0620400	ORUFI04G27290	76.3994	80.2862
Os04g0620600	ORUFI04G27300	100	100
Os04g0620700	ORUFI04G27310	98.8685	96.0165
Os04g0620800	ORUFI04G07440	23.8889	19.7248
Os04g0621100	ORUFI04G27330	100	100
Os04g0621500	ORUFI04G27320	87.6932	33.5685
Os04g0622000	ORUFI04G27360	80.814	86.0681
Os04g0622800	ORUFI04G27420	88.4244	75.9669
Os04g0623066	ORUFI04G07430	24.4533	9.375
Os04g0623066	ORUFI04G27410	81.5109	22.5523
Os04g0623100	ORUFI04G27450	89.9123	82.1643
Os04g0623300	ORUFI04G27470	99.7934	96.4072
Os04g0623400	ORUFI04G27480	89.7163	97.3077
Os04g0623500	ORUFI04G27490	99.455	100
Os04g0623700	ORUFI04G27510	99.2424	99.2424
Os04g0623800	ORUFI04G27520	98.7745	98.533
Os04g0624000	ORUFI04G27530	100	100
Os04g0624100	ORUFI04G27540	54.9383	44.9495
Os04g0624400	ORUFI04G27550	88.2629	65.5052
Os04g0624450	ORUFI04G27550	3.5533	2.43902
Os04g0624500	ORUFI04G27560	98.9474	64.6048
Os04g0624600	ORUFI04G27570	96.9572	99.8307
Os04g0624701	ORUFI04G27580	97.8102	99.2593
Os04g0624800	ORUFI04G27600	92.5532	89.0026
Os04g0625000	ORUFI04G27620	99.7126	100
Os04g0625100	ORUFI04G27630	99.681	99.681
Os04g0625200	ORUFI04G27640	99.3151	98.6395
Os04g0625300	ORUFI04G27650	92.6901	12.2299
Os04g0625350	ORUFI04G27650	90.1786	7.79321
Os04g0625500	ORUFI04G27660	100	24.818
Os04g0625800	ORUFI04G27680	100	99.7653
