Gene stable ID	Oryza sativa Indica gene stable ID	%id. target Oryza sativa Indica gene identical to query gene	%id. query gene identical to target Oryza sativa Indica gene
Os04g0283800	BGIOSGA016059	99.2974	99.2974
Os04g0284100	BGIOSGA015424	24.0741	9.35252
Os04g0284500	BGIOSGA016060	97.5369	62.6582
Os04g0284600	BGIOSGA015423	99.1597	76.7896
Os04g0284900	BGIOSGA015421	98.2143	81.3953
Os04g0286300	BGIOSGA016066	85.1111	67.7876
Os04g0286366	BGIOSGA016067	54.5455	91.5254
Os04g0286400	BGIOSGA016072	100	100
Os04g0286500	BGIOSGA008071	16.0671	54.4715
Os04g0287400	BGIOSGA009380	98.4663	97.2727
Os04g0288500	BGIOSGA015415	94.2359	97.9109
Os04g0289500	BGIOSGA016074	97.1591	89.0625
Os04g0289600	BGIOSGA016076	75.7895	71.6418
Os04g0289700	BGIOSGA016077	95.2128	94.709
Os04g0289800	BGIOSGA016079	97.6064	60.3618
Os04g0290000	BGIOSGA016080	11.2994	9.90099
Os04g0290800	BGIOSGA016081	92.9174	65.9091
Os04g0291000	BGIOSGA016082	62.5	88.8889
Os04g0291100	BGIOSGA016084	86.6242	95.7747
Os04g0292150	BGIOSGA014354	53.6842	13.1783
Os04g0292150	BGIOSGA019504	0	0
Os04g0293300	BGIOSGA016086	100	100
Os04g0295000	BGIOSGA015405	89.8305	78.5185
Os04g0295100	BGIOSGA040653	77.1605	50
Os04g0295400	BGIOSGA016094	97.3333	97.3333
Os04g0296700	BGIOSGA015397	4.54545	3.7037
Os04g0297800	BGIOSGA016097	95.3368	95.3368
Os04g0297800	BGIOSGA016098	47.1503	75.8333
Os04g0298200	BGIOSGA015395	98.9407	98.9407
Os04g0298501	BGIOSGA005626	38.4984	32.4361
Os04g0298501	BGIOSGA011020	36.1022	33.432
Os04g0298600	BGIOSGA016100	83.3515	85.6823
Os04g0298700	BGIOSGA015394	66.4474	83.6686
Os04g0300600	BGIOSGA015389	78.6441	81.4035
Os04g0301500	BGIOSGA040642	98.0645	99.0228
Os04g0301700	BGIOSGA015386	99.0025	99.0025
Os04g0303900	BGIOSGA016104	97.2973	100
Os04g0303950	BGIOSGA015376	73.2394	48.5981
Os04g0304000	BGIOSGA015374	97.1631	100
Os04g0304200	BGIOSGA015373	98.0545	74.4828
Os04g0304400	BGIOSGA016105	92.9515	88.2845
Os04g0304400	BGIOSGA016106	28.1938	90.1408
Os04g0305700	BGIOSGA016109	43.7247	85.0394
Os04g0305700	BGIOSGA016110	52.0243	96.9811
Os04g0306300	BGIOSGA015371	42.1569	98.8506
Os04g0306400	BGIOSGA016111	61.0909	96.5517
Os04g0306750	BGIOSGA015367	85.5	86.3636
Os04g0306750	BGIOSGA015368	87	87
Os04g0306800	BGIOSGA015366	56.2404	99.7268
Os04g0307200	BGIOSGA016112	99.8532	99.8532
Os04g0307500	BGIOSGA038125	67.2087	48.3431
Os04g0308400	BGIOSGA016115	92.2018	99.0148
Os04g0308500	BGIOSGA015484	60.4762	98.4496
Os04g0308600	BGIOSGA015360	99.7238	99.7238
Os04g0309100	BGIOSGA038772	1.69492	0.446429
Os04g0309500	BGIOSGA015479	22.9665	42.4779
Os04g0309600	BGIOSGA015483	99.4076	98.1287
Os04g0309900	BGIOSGA015360	99.1713	99.1713
Os04g0310100	BGIOSGA015484	60.4762	98.4496
Os04g0310200	BGIOSGA016115	92.2018	99.0148
Os04g0310400	BGIOSGA016116	54.7753	49.6183
Os04g0310500	BGIOSGA015358	69	69.697
Os04g0310800	BGIOSGA015357	95.3153	95.1439
Os04g0311400	BGIOSGA016118	69.0104	76.1494
Os04g0312100	BGIOSGA015355	57.3705	99.654
Os04g0313500	BGIOSGA015348	56.6914	90.2367
Os04g0313500	BGIOSGA015349	92.3792	93.597
Os04g0313600	BGIOSGA016125	97.9798	97.9798
Os04g0313900	BGIOSGA015347	72	51.7986
Os04g0314100	BGIOSGA015346	90.2564	70.825
Os04g0314500	BGIOSGA015345	54.4643	95.3125
Os04g0316200	BGIOSGA015343	99.2366	92.5267
Os04g0317300	BGIOSGA005150	98.2869	99.5662
Os04g0319600	BGIOSGA001722	100	100
Os04g0319600	BGIOSGA001724	99.0826	99.3865
Os04g0319700	BGIOSGA001725	98.7395	95.5285
Os04g0320100	BGIOSGA010917	98.7768	64.2147
Os04g0320200	BGIOSGA012430	100	100
Os04g0320700	BGIOSGA026039	97.6424	100
Os04g0321100	BGIOSGA028635	59.6117	92.4699
Os04g0321600	BGIOSGA015344	16.572	98.8701
Os04g0321700	BGIOSGA016129	100	100
Os04g0321800	BGIOSGA016128	73.2609	100
Os04g0322100	BGIOSGA040708	100	100
Os04g0323500	BGIOSGA015345	56.25	98.4375
Os04g0324100	BGIOSGA015346	94.6746	96.5795
Os04g0324400	BGIOSGA015347	71	51.0791
Os04g0324550	BGIOSGA016125	97.9798	97.9798
Os04g0325300	BGIOSGA015350	70.8108	37.2159
Os04g0325300	BGIOSGA015351	69.4595	33.5509
Os04g0326000	BGIOSGA015336	83.6292	74.7795
Os04g0326100	BGIOSGA016136	99.1936	99.1936
Os04g0326201	BGIOSGA040160	87.931	54.371
Os04g0329500	BGIOSGA005149	93.3619	48.2301
Os04g0329650	BGIOSGA005148	61.9048	17.8694
Os04g0330200	BGIOSGA015342	100	62.3762
Os04g0330400	BGIOSGA016131	92.1127	97.3214
Os04g0330900	BGIOSGA032333	52.2634	95.4887
Os04g0331600	BGIOSGA015337	89.2157	52.2989
Os04g0332700	BGIOSGA001624	100	100
Os04g0333300	BGIOSGA007856	30.7692	23.9521
Os04g0333300	BGIOSGA015489	28.4615	26.8116
Os04g0333300	BGIOSGA018288	30.7692	26.8456
Os04g0333300	BGIOSGA018458	32.3077	15.4412
Os04g0333300	BGIOSGA018509	99.2308	99.2308
Os04g0333300	BGIOSGA024294	23.8462	30.3922
Os04g0333300	BGIOSGA032132	31.5385	16.8724
Os04g0333300	BGIOSGA032163	36.1538	18.5039
Os04g0333300	BGIOSGA037898	33.8462	8.97959
Os04g0334951	BGIOSGA015333	94.4573	96.9194
Os04g0337000	BGIOSGA015332	87.8505	68.9487
Os04g0337201	BGIOSGA016140	94.3991	78.62
Os04g0337500	BGIOSGA016141	98.5714	100
Os04g0337800	BGIOSGA016142	99.6124	74.4928
Os04g0338000	BGIOSGA016143	99.7151	99.7151
Os04g0339400	BGIOSGA016147	99.7183	99.7183
Os04g0340100	BGIOSGA015328	100	100
Os04g0340300	BGIOSGA015327	98.1636	98.1636
Os04g0340800	BGIOSGA007455	47.191	16.8
Os04g0341100	BGIOSGA016153	100	100
Os04g0341500	BGIOSGA019590	55.102	16.7183
Os04g0344100	BGIOSGA015313	99.6317	99.6317
Os04g0345400	BGIOSGA016155	100	94.0959
Os04g0345800	BGIOSGA016156	90	82.3729
Os04g0346000	BGIOSGA016157	100	100
Os04g0346100	BGIOSGA016158	100	100
Os04g0346800	BGIOSGA016159	82.5581	84.0237
Os04g0347200	BGIOSGA015304	100	100
Os04g0347400	BGIOSGA016160	75.7322	41.7051
Os04g0347700	BGIOSGA016161	56.4593	6.63667
Os04g0347800	BGIOSGA016161	100	23.9595
Os04g0347900	BGIOSGA016162	100	100
Os04g0348000	BGIOSGA016163	100	100
Os04g0348100	BGIOSGA015303	100	95.9322
Os04g0348300	BGIOSGA016164	68.0041	93.2299
Os04g0348400	BGIOSGA015302	98.0392	98.0392
Os04g0348600	BGIOSGA016166	95.6044	31.4079
Os04g0348800	BGIOSGA016167	93.125	38.2051
Os04g0349401	BGIOSGA015301	86.5854	80.1354
Os04g0349500	BGIOSGA015295	99.5475	99.5475
Os04g0349600	BGIOSGA016172	40.3101	57.5646
Os04g0349700	BGIOSGA015293	96.5859	82.814
Os04g0350100	BGIOSGA015291	80.7947	80.7947
Os04g0350300	BGIOSGA016171	73.6091	99.8066
Os04g0350700	BGIOSGA015290	88.2129	57.5682
Os04g0351333	BGIOSGA015296	85.6655	87.1528
Os04g0351800	BGIOSGA015289	71.0843	100
Os04g0351933	BGIOSGA015288	100	100
Os04g0352066	BGIOSGA016176	87.8788	100
Os04g0352200	BGIOSGA016177	100	100
Os04g0352400	BGIOSGA015287	100	100
Os04g0353600	BGIOSGA016179	58.3501	97.973
Os04g0354200	BGIOSGA031321	4.3038	18.9944
Os04g0354400	BGIOSGA016180	24.6575	90
Os04g0354600	BGIOSGA016181	100	100
Os04g0355500	BGIOSGA040744	66.092	92
Os04g0356600	BGIOSGA016185	84.2365	98.987
Os04g0357000	BGIOSGA016186	100	100
Os04g0357300	BGIOSGA015280	99.7732	31.1615
Os04g0357500	BGIOSGA016188	100	100
Os04g0357700	BGIOSGA016189	100	100
Os04g0358000	BGIOSGA016190	98.4227	24.9002
Os04g0359100	BGIOSGA033377	100	100
Os04g0359300	BGIOSGA031481	98.895	100
Os04g0359700	BGIOSGA016191	88.6427	64.7773
Os04g0363700	BGIOSGA015273	94.5946	20.8748
Os04g0364800	BGIOSGA016199	100	100
Os04g0365550	BGIOSGA012288	0	0
Os04g0367000	BGIOSGA039400	66.09	67.4912
Os04g0367201	BGIOSGA015267	44.9686	81.25
Os04g0367400	BGIOSGA015413	95.3052	84.2324
Os04g0367900	BGIOSGA015265	76.9517	42.418
Os04g0368000	BGIOSGA015264	62.3816	94.4672
Os04g0368300	BGIOSGA015263	99.0437	99.0437
Os04g0368800	BGIOSGA015260	25.2538	90.4545
Os04g0368800	BGIOSGA015261	12.0558	40.7725
Os04g0368800	BGIOSGA015262	31.3452	98.4064
Os04g0370100	BGIOSGA040528	70.8877	84.8438
Os04g0370300	BGIOSGA016207	0	0
Os04g0370500	BGIOSGA040262	37.5519	97.8378
Os04g0370600	BGIOSGA016209	96.0334	99.5671
Os04g0370900	BGIOSGA015249	93.395	92.6606
Os04g0371100	BGIOSGA015252	0	0
Os04g0371100	BGIOSGA015253	90.4762	73.7864
Os04g0371200	BGIOSGA015252	82.448	96.748
Os04g0371200	BGIOSGA015253	1.84758	2.589
Os04g0371600	BGIOSGA016212	95.6667	94.7195
Os04g0372700	BGIOSGA016214	87.5969	33.631
Os04g0372800	BGIOSGA015244	80.8642	96.088
Os04g0373000	BGIOSGA016215	96.8531	87.3817
Os04g0373400	BGIOSGA016217	100	100
Os04g0374400	BGIOSGA027893	72.1429	64.1949
Os04g0374601	BGIOSGA027892	56.4417	84.4037
Os04g0375300	BGIOSGA016221	33.642	70.4741
Os04g0375750	BGIOSGA009150	7.16846	7.38007
Os04g0375900	BGIOSGA015237	38.7052	94.6128
Os04g0375900	BGIOSGA015238	94.2149	94.7368
Os04g0376000	BGIOSGA015235	99.187	98.3871
Os04g0376100	BGIOSGA015230	75.1269	97.3684
Os04g0376200	BGIOSGA016222	86.2162	68.8985
Os04g0376300	BGIOSGA015233	94.0476	51.2987
Os04g0376400	BGIOSGA015232	71.3988	99.7085
Os04g0376500	BGIOSGA015229	100	100
Os04g0376600	BGIOSGA015228	82.8402	45.4545
Os04g0376700	BGIOSGA015227	99.5349	99.5349
Os04g0377932	BGIOSGA015225	96.2406	96.9697
Os04g0378200	BGIOSGA027847	69.7674	94.9367
Os04g0378575	BGIOSGA016228	95.5047	95.5047
Os04g0379300	BGIOSGA016230	98	98.3936
Os04g0379400	BGIOSGA015220	86.5031	31.7568
Os04g0379600	BGIOSGA016234	94.6429	96.3636
Os04g0379700	BGIOSGA015219	99.177	58.2126
Os04g0379800	BGIOSGA016235	99.2647	99.2647
Os04g0379900	BGIOSGA015217	99.2308	98.977
Os04g0379933	BGIOSGA016236	89.9329	63.8095
Os04g0380200	BGIOSGA016238	49.4774	73.9583
Os04g0380200	BGIOSGA016239	49.1289	73.822
Os04g0380300	BGIOSGA015216	97.0667	96.5517
Os04g0380500	BGIOSGA016240	82.1029	98.3914
Os04g0380800	BGIOSGA015214	92	97.3545
Os04g0381000	BGIOSGA015213	84.7291	99.422
Os04g0381100	BGIOSGA016248	70.6897	99.308
Os04g0381400	BGIOSGA016245	6.25	4.24528
Os04g0381500	BGIOSGA016246	83.7037	86.9231
Os04g0381600	BGIOSGA016250	71.068	97.0822
Os04g0381700	BGIOSGA016251	99.7159	91.6449
Os04g0382100	BGIOSGA016253	100	87.1537
Os04g0382200	BGIOSGA016254	99.8547	99.8547
Os04g0382300	BGIOSGA015211	100	89.4737
Os04g0382400	BGIOSGA015210	99.005	99.005
Os04g0382700	BGIOSGA016256	99.8944	99.8944
Os04g0382800	BGIOSGA016257	88.7916	86.5188
Os04g0382900	BGIOSGA016258	98.5075	98.5075
Os04g0383100	BGIOSGA016260	81.4159	95.8333
Os04g0383700	BGIOSGA016261	100	100
Os04g0384200	BGIOSGA015208	99.4536	99.4536
Os04g0385600	BGIOSGA015205	99.7468	99.7468
Os04g0385650	BGIOSGA008365	46.9697	37.3494
Os04g0385700	BGIOSGA016263	68.8022	36.1111
Os04g0385900	BGIOSGA016264	98.2906	98.2906
Os04g0386300	BGIOSGA016266	62.963	45.9459
Os04g0386500	BGIOSGA016267	74.1463	83.0601
Os04g0386600	BGIOSGA015202	100	100
Os04g0386700	BGIOSGA016268	81.3869	91.7695
Os04g0386900	BGIOSGA015201	100	97.4227
Os04g0387300	BGIOSGA016270	48.4848	65.7534
Os04g0387600	BGIOSGA015199	100	100
Os04g0387900	BGIOSGA016272	100	100
Os04g0388000	BGIOSGA016273	70.8502	80.6452
Os04g0388500	BGIOSGA016274	89.0329	97.5956
Os04g0388601	BGIOSGA015198	98.8095	84.264
Os04g0388700	BGIOSGA016275	100	100
Os04g0388800	BGIOSGA016276	100	81.3605
Os04g0388900	BGIOSGA015197	100	100
Os04g0389600	BGIOSGA016277	42.0091	62.1622
Os04g0389800	BGIOSGA016278	100	100
Os04g0389901	BGIOSGA015194	100	100
Os04g0390000	BGIOSGA016279	100	100
Os04g0390100	BGIOSGA016280	96.3636	96.114
Os04g0390500	BGIOSGA016283	99.2625	99.2625
Os04g0390600	BGIOSGA016283	6.44391	3.9823
Os04g0390700	BGIOSGA016285	99.7283	99.7283
Os04g0390800	BGIOSGA016286	87.2576	88.7324
Os04g0391000	BGIOSGA015193	73.6715	42.5978
Os04g0391500	BGIOSGA016287	100	100
Os04g0391900	BGIOSGA016288	75.6098	60.6522
Os04g0393100	BGIOSGA016295	94.7977	96.1877
Os04g0393200	BGIOSGA016296	98.6755	98.6755
Os04g0393500	BGIOSGA016298	100	100
Os04g0393900	BGIOSGA016299	90.5286	78.4351
Os04g0394100	BGIOSGA016300	43.4568	46.3158
Os04g0394200	BGIOSGA015187	43.4091	99.4792
Os04g0394300	BGIOSGA016303	15.9468	79.1209
Os04g0394500	BGIOSGA039198	24.5791	100
Os04g0394500	BGIOSGA040453	30.6397	95.7895
Os04g0394700	BGIOSGA016301	96.1538	90.6344
Os04g0395100	BGIOSGA015188	86.4615	44.6741
Os04g0395600	BGIOSGA015185	99.8261	99.8261
Os04g0395700	BGIOSGA015184	82.7103	96.1957
Os04g0395800	BGIOSGA016308	99.4681	99.4681
Os04g0395900	BGIOSGA015183	99.4465	99.4465
Os04g0396800	BGIOSGA016309	99.7872	99.7872
Os04g0397000	BGIOSGA016310	100	100
Os04g0397700	BGIOSGA016312	95.0704	98.5401
Os04g0398000	BGIOSGA016313	100	99.6283
Os04g0398300	BGIOSGA016314	98.9726	45.3689
Os04g0398500	BGIOSGA016315	100	100
Os04g0398600	BGIOSGA016316	100	100
Os04g0398700	BGIOSGA015177	98.7879	98.7879
Os04g0398800	BGIOSGA015176	84.0686	69.363
Os04g0398900	BGIOSGA015175	99.1071	99.1071
Os04g0399000	BGIOSGA016317	22.9167	51.1628
Os04g0399300	BGIOSGA016319	98.6487	99.5455
Os04g0399600	BGIOSGA016320	72.9097	37.265
Os04g0399800	BGIOSGA016321	96.2329	94.2953
Os04g0400000	BGIOSGA015174	79.2253	72.8155
Os04g0400600	BGIOSGA015172	85.0679	74.9004
Os04g0400800	BGIOSGA015170	75.8865	66.6667
Os04g0401000	BGIOSGA015169	91.7293	92.7757
Os04g0401100	BGIOSGA015168	100	100
Os04g0401200	BGIOSGA016323	67.4897	100
Os04g0401300	BGIOSGA015167	71.2	19.7339
Os04g0401700	BGIOSGA016324	100	98.8764
Os04g0401800	BGIOSGA015166	81.7048	94.0191
Os04g0401900	BGIOSGA015165	95.5128	27.9026
Os04g0402100	BGIOSGA015163	99.4413	99.4413
Os04g0402200	BGIOSGA015162	97.2538	98.6551
Os04g0402300	BGIOSGA016325	99.5614	99.5614
Os04g0402500	BGIOSGA015161	99.3671	94.5783
Os04g0403200	BGIOSGA016327	100	100
Os04g0403400	BGIOSGA016329	93.8675	97.4333
Os04g0403500	BGIOSGA016330	99.0385	94.7853
Os04g0403600	BGIOSGA015159	100	100
Os04g0403701	BGIOSGA015158	99.8077	99.8077
Os04g0404400	BGIOSGA015155	91.1475	86.0681
Os04g0404800	BGIOSGA016334	99.5984	99.5984
Os04g0404900	BGIOSGA015154	100	99.7768
Os04g0405100	BGIOSGA015153	100	100
Os04g0405300	BGIOSGA015151	100	100
Os04g0405500	BGIOSGA015150	95.6522	72.4051
Os04g0405600	BGIOSGA015149	99.5624	99.5624
Os04g0405700	BGIOSGA016337	83.3724	96.477
Os04g0405800	BGIOSGA016339	85.1485	53.8622
Os04g0406600	BGIOSGA016340	99.3119	99.0847
Os04g0407300	BGIOSGA015146	100	100
Os04g0407800	BGIOSGA016341	99.7024	99.7024
Os04g0408600	BGIOSGA015144	100	100
Os04g0408700	BGIOSGA015143	100	100
Os04g0408900	BGIOSGA015145	73.1959	54.1985
Os04g0409100	BGIOSGA015141	98.6985	100
Os04g0409200	BGIOSGA040525	0	0
Os04g0409500	BGIOSGA015139	93.1889	84.3137
Os04g0409600	BGIOSGA016344	75.5319	33.0233
Os04g0409900	BGIOSGA016345	99.8258	99.8258
Os04g0410200	BGIOSGA001156	0.198807	0.8
Os04g0410250	BGIOSGA015137	63.0435	80.5556
Os04g0410300	BGIOSGA016346	98.8827	98.8827
Os04g0410400	BGIOSGA016348	98.3099	98.3099
Os04g0410600	BGIOSGA015136	99.7788	99.7788
Os04g0410700	BGIOSGA016351	40.3846	48.8372
Os04g0411200	BGIOSGA016352	95.9596	98.9583
Os04g0411400	BGIOSGA015135	99.422	99.422
Os04g0411800	BGIOSGA016353	99.7093	94.4904
Os04g0412000	BGIOSGA016354	91.8367	99.4475
Os04g0412100	BGIOSGA016356	87.0968	93.1034
Os04g0412200	BGIOSGA016357	98.6842	98.6842
Os04g0412300	BGIOSGA016358	83.5381	91.8919
Os04g0412500	BGIOSGA016030	100	100
Os04g0412700	BGIOSGA016360	99.2337	99.2337
Os04g0412800	BGIOSGA016361	100	100
Os04g0412900	BGIOSGA016362	99.8647	99.8647
Os04g0413000	BGIOSGA015456	25.2351	100
Os04g0413100	BGIOSGA015131	99.4505	88.2927
Os04g0413200	BGIOSGA016363	100	100
Os04g0413500	BGIOSGA016364	99.8328	99.8328
Os04g0413600	BGIOSGA015130	100	100
Os04g0413900	BGIOSGA016365	100	100
Os04g0414000	BGIOSGA016366	25.1029	71.7647
Os04g0414100	BGIOSGA016368	99.6364	99.6364
Os04g0414100	BGIOSGA016369	69.0909	100
Os04g0414300	BGIOSGA016371	48.9051	65.6863
Os04g0414300	BGIOSGA016372	75.1825	91.1504
Os04g0414500	BGIOSGA015129	96.6102	37.7483
Os04g0414700	BGIOSGA016373	98.5916	98.5916
Os04g0415000	BGIOSGA016374	100	100
Os04g0415100	BGIOSGA016375	62.6911	59.593
Os04g0415200	BGIOSGA016376	100	100
Os04g0415800	BGIOSGA016377	86.8217	96.5517
Os04g0415800	BGIOSGA016380	86.8217	96.5517
Os04g0416000	BGIOSGA016379	100	100
Os04g0416100	BGIOSGA015126	67.7116	59.6685
Os04g0416500	BGIOSGA016383	78.2895	100
Os04g0416700	BGIOSGA015125	100	100
Os04g0417000	BGIOSGA015123	50.5494	100
Os04g0417000	BGIOSGA015124	77.1429	96.1644
Os04g0417600	BGIOSGA016385	59.8558	80.8442
Os04g0417800	BGIOSGA015119	99.7059	99.7059
Os04g0418000	BGIOSGA016387	100	90.2344
Os04g0418100	BGIOSGA015118	98.9247	98.9247
Os04g0418500	BGIOSGA016388	59.867	93.1034
Os04g0418600	BGIOSGA016389	97.4359	97.4359
Os04g0419100	BGIOSGA016391	98.6667	98.6667
Os04g0419700	BGIOSGA016393	99.3804	99.3804
Os04g0419900	BGIOSGA016394	97.4392	94.0667
Os04g0420033	BGIOSGA016395	93.253	98.8506
Os04g0420300	BGIOSGA016396	96.2871	98.731
Os04g0420600	BGIOSGA016398	98.2456	98.2456
Os04g0420900	BGIOSGA016401	41.8634	92.0765
Os04g0421700	BGIOSGA015115	97.8659	97.5684
Os04g0421800	BGIOSGA015114	100	64.5514
Os04g0421900	BGIOSGA016408	99.9092	98.9209
Os04g0422000	BGIOSGA016409	78.4173	97.3214
Os04g0422200	BGIOSGA015112	99.2701	99.2701
Os04g0422300	BGIOSGA015111	98.9305	98.9305
Os04g0422500	BGIOSGA016410	98.8304	98.8304
Os04g0422600	BGIOSGA016411	72.619	34.8571
Os04g0422700	BGIOSGA015109	46.1078	85.5556
Os04g0423100	BGIOSGA016415	99.5565	95.7356
Os04g0423200	BGIOSGA016416	92.6346	92.6346
Os04g0423400	BGIOSGA015105	44.1048	42.9787
Os04g0423600	BGIOSGA015103	98.752	96.2006
Os04g0423700	BGIOSGA015102	99.5546	94.3038
Os04g0423800	BGIOSGA016419	99.7101	99.7101
Os04g0425100	BGIOSGA016418	99.7712	92.766
Os04g0428300	BGIOSGA016422	99.4872	48.8665
Os04g0428500	BGIOSGA016423	100	100
Os04g0428900	BGIOSGA015099	100	100
Os04g0428950	BGIOSGA015098	100	100
Os04g0429050	BGIOSGA015096	83.6066	88.6957
Os04g0429100	BGIOSGA016424	87.8378	96.3983
Os04g0429200	BGIOSGA016425	56.5517	17.7106
Os04g0429300	BGIOSGA016426	87.1369	98.5916
Os04g0429400	BGIOSGA016427	98.4985	93.7143
Os04g0429450	BGIOSGA015095	100	100
Os04g0429800	BGIOSGA016430	100	100
Os04g0430000	BGIOSGA016431	100	59.1255
Os04g0430100	BGIOSGA016433	100	100
Os04g0430200	BGIOSGA015091	100	100
Os04g0430400	BGIOSGA016434	99.8221	81.3043
Os04g0430600	BGIOSGA016435	95.8457	100
Os04g0430700	BGIOSGA016436	73.7452	100
Os04g0430800	BGIOSGA015090	99.4286	97.2067
Os04g0430900	BGIOSGA016437	99.5305	96.3636
Os04g0431000	BGIOSGA016438	99.6109	40.96
Os04g0431100	BGIOSGA015089	97.931	98.6111
Os04g0431200	BGIOSGA016439	95.302	43.4251
Os04g0431300	BGIOSGA015088	71.875	100
Os04g0431700	BGIOSGA016440	63.9918	59.6929
Os04g0431700	BGIOSGA016441	57.716	59.7444
Os04g0431800	BGIOSGA015086	100	100
Os04g0432000	BGIOSGA016442	92.4791	82.1782
Os04g0432200	BGIOSGA015084	100	5.07297
Os04g0432300	BGIOSGA016443	99.1228	99.1228
Os04g0432400	BGIOSGA015083	100	100
Os04g0432500	BGIOSGA015762	36.643	98.7261
Os04g0432600	BGIOSGA015081	79.5918	67.8261
Os04g0432800	BGIOSGA015078	99.3255	89.9237
Os04g0433000	BGIOSGA015076	18.0233	56.8807
Os04g0433200	BGIOSGA016445	86	44.9477
Os04g0433300	BGIOSGA016446	54.4521	70.354
Os04g0433600	BGIOSGA015072	99.8192	99.8192
Os04g0433900	BGIOSGA015071	94.1432	51.976
Os04g0434300	BGIOSGA015068	99.3559	98.0922
Os04g0434500	BGIOSGA015069	61.6197	63.1769
Os04g0434600	BGIOSGA015066	93.7938	80.9853
Os04g0434800	BGIOSGA015065	98.3287	99.1573
Os04g0434900	BGIOSGA016448	99.3976	64.2023
Os04g0435100	BGIOSGA016449	100	100
Os04g0435475	BGIOSGA015064	67.5926	57.4803
Os04g0435500	BGIOSGA015063	100	100
Os04g0435700	BGIOSGA016450	100	100
Os04g0436000	BGIOSGA016451	99.654	100
Os04g0436100	BGIOSGA015060	100	100
Os04g0436300	BGIOSGA015059	95.2218	58.4906
Os04g0436700	BGIOSGA009150	10.1796	6.27306
Os04g0436800	BGIOSGA015056	100	100
Os04g0437000	BGIOSGA016453	80	100
Os04g0437300	BGIOSGA016455	89.9061	94.802
Os04g0437500	BGIOSGA016456	100	100
Os04g0437600	BGIOSGA015055	89.8305	99.843
Os04g0438101	BGIOSGA015052	98.8166	99.4048
Os04g0438200	BGIOSGA006481	100	100
Os04g0438200	BGIOSGA015051	99.3631	99.3631
Os04g0438300	BGIOSGA015050	99.6942	99.6942
Os04g0438400	BGIOSGA016457	98.939	77.7083
Os04g0438500	BGIOSGA015049	99.7067	99.7067
Os04g0438500	BGIOSGA015053	47.8006	85.7895
Os04g0438600	BGIOSGA015048	61.2245	42.4028
Os04g0438700	BGIOSGA015047	89.3064	97.7848
Os04g0439100	BGIOSGA016459	99.2828	86.4407
Os04g0439200	BGIOSGA016460	98.3831	98.5056
Os04g0439300	BGIOSGA015045	89.5425	22.1683
Os04g0439400	BGIOSGA015045	93.3333	15.8576
Os04g0439600	BGIOSGA015044	68.3698	99.469
Os04g0439900	BGIOSGA015043	100	100
Os04g0440000	BGIOSGA015042	100	100
Os04g0440100	BGIOSGA015041	100	100
Os04g0440300	BGIOSGA015039	89.5692	99.7475
Os04g0440400	BGIOSGA015036	79.7342	68.1818
Os04g0441600	BGIOSGA016465	98.2249	68.595
Os04g0441800	BGIOSGA015029	100	100
Os04g0441900	BGIOSGA015028	96.0784	96.8699
Os04g0442000	BGIOSGA016467	97.474	99.3939
Os04g0442100	BGIOSGA016468	100	100
Os04g0442200	BGIOSGA016469	93.1106	77.2964
Os04g0442300	BGIOSGA015027	99.5671	99.5671
Os04g0443000	BGIOSGA013033	25.3256	100
Os04g0443200	BGIOSGA010342	98.1818	100
Os04g0443300	BGIOSGA010825	99.2	97.446
Os04g0443500	BGIOSGA016470	89.5044	95.9375
Os04g0443700	BGIOSGA015025	75.0594	99.3711
Os04g0443750	BGIOSGA015019	96.8254	45.0739
Os04g0443900	BGIOSGA034997	99.8299	99.8299
Os04g0444100	BGIOSGA016473	100	100
Os04g0444200	BGIOSGA016474	99.8466	99.8466
Os04g0444300	BGIOSGA016475	98.8764	99.435
Os04g0444400	BGIOSGA015017	97.6987	95.8932
Os04g0444600	BGIOSGA016476	72	98.7097
Os04g0444800	BGIOSGA016479	99.7361	99.7361
Os04g0444900	BGIOSGA016480	99.6094	99.6094
Os04g0445000	BGIOSGA015014	100	62.8809
Os04g0445000	BGIOSGA016478	33.2599	95.5696
Os04g0445100	BGIOSGA016481	100	100
Os04g0445200	BGIOSGA015013	99.3506	99.3506
Os04g0445300	BGIOSGA016482	97.9167	100
Os04g0445400	BGIOSGA016483	100	100
Os04g0445700	BGIOSGA015012	98.9177	98.9177
Os04g0445800	BGIOSGA016485	100	100
Os04g0445900	BGIOSGA015011	98.7261	96.2733
Os04g0446000	BGIOSGA016486	100	26.6332
Os04g0446100	BGIOSGA015010	97.2556	96.7577
Os04g0446200	BGIOSGA016487	86.2903	53.5
Os04g0446300	BGIOSGA015009	100	100
Os04g0446401	BGIOSGA015008	52.4096	82.8571
Os04g0446500	BGIOSGA016488	92.5714	82.6531
Os04g0446600	BGIOSGA016489	73.6585	67.4107
Os04g0447100	BGIOSGA016491	98.1156	87.458
Os04g0447400	BGIOSGA015005	100	100
Os04g0447500	BGIOSGA016492	100	100
Os04g0447600	BGIOSGA016493	99.6904	99.6904
Os04g0447700	BGIOSGA016494	90.4762	100
Os04g0447800	BGIOSGA016495	100	100
Os04g0447900	BGIOSGA015004	100	100
Os04g0448000	BGIOSGA016496	100	58.5973
Os04g0448100	BGIOSGA015003	100	100
Os04g0448200	BGIOSGA016497	96.063	93.415
