Gene stable ID	Amborella trichopoda gene stable ID	%id. target Amborella trichopoda gene identical to query gene	%id. query gene identical to target Amborella trichopoda gene
Os07g0183200	AMTR_s00017p00182820	23.8329	16.0596
Os07g0183200	AMTR_s00155p00067370	20.6388	24.8521
Os07g0183350	AMTR_s00017p00182820	12.2047	15.3974
Os07g0183350	AMTR_s00155p00067370	9.18635	20.7101
Os07g0183700	AMTR_s00017p00182820	16.7939	14.5695
Os07g0183700	AMTR_s00155p00067370	15.2672	23.6686
Os07g0184800	AMTR_s00002p00264270	33.4532	38.4298
Os07g0184900	AMTR_s00020p00070810	61.0577	60.96
Os07g0185000	AMTR_s00068p00045320	44.7587	34.2675
Os07g0185200	AMTR_s00002p00263850	58.9873	53.8106
Os07g0185300	AMTR_s00024p00200150	30.8571	20.6107
Os07g0185300	AMTR_s00064p00211620	14.8571	44.0678
Os07g0185432	AMTR_s00002p00263250	34.3931	27.8689
Os07g0185700	AMTR_s00049p00193100	49.5017	48.3766
Os07g0185800	AMTR_s00002p00244150	66.6667	62.2642
Os07g0185900	AMTR_s00025p00238090	43.75	47.2973
Os07g0185900	AMTR_s00025p00239240	47.5	42.2222
Os07g0186200	AMTR_s00024p00153080	37.7539	40.0507
Os07g0186200	AMTR_s00024p00153540	20.5496	56.5789
Os07g0186200	AMTR_s00072p00040840	31.1828	44.0878
Os07g0186200	AMTR_s00072p00045010	40.0239	41.7706
Os07g0186200	AMTR_s00072p00048160	28.4349	47.2222
Os07g0186400	AMTR_s00002p00245890	45.8716	67.5676
Os07g0186500	AMTR_s00044p00196010	19.426	32.1755
Os07g0186500	AMTR_s00058p00097500	33.6645	34.0782
Os07g0186500	AMTR_s00061p00152710	29.0287	31.3842
Os07g0186500	AMTR_s00088p00057720	24.7241	28.535
Os07g0186500	AMTR_s00088p00134370	34.106	34.2952
Os07g0186500	AMTR_s00088p00152700	33.7748	33.5159
Os07g0186500	AMTR_s00190p00027950	30.6843	30.4491
Os07g0186500	AMTR_s00190p00029950	26.7108	24.8971
Os07g0186500	AMTR_s00202p00037220	31.3466	30.9706
Os07g0187200	AMTR_s00002p00236270	66.9811	13.0275
Os07g0187300	AMTR_s00002p00251200	11.4173	12.1339
Os07g0187400	AMTR_s00002p00251390	57.7969	57.8797
Os07g0187700	AMTR_s00002p00251590	56.0723	58.9674
Os07g0187900	AMTR_s00002p00250920	52.8846	55.9322
Os07g0188000	AMTR_s00002p00265690	47.0532	51.8868
Os07g0188000	AMTR_s00024p00238500	46.5779	47.3888
Os07g0188700	AMTR_s00005p00255230	39.604	62.5
Os07g0188800	AMTR_s00033p00213930	74.7191	74.8593
Os07g0189700	AMTR_s00016p00017300	40	45.9184
Os07g0189800	AMTR_s00016p00017300	41.5929	47.9592
Os07g0190000	AMTR_s00033p00220630	78.6816	77.9167
Os07g0190150	AMTR_s00079p00118940	38.7234	25.419
Os07g0190650	AMTR_s00002p00259450	47.411	52.3214
Os07g0190800	AMTR_s00002p00259670	39.8551	37.6712
Os07g0190800	AMTR_s00002p00259770	38.4058	36.3014
Os07g0190900	AMTR_s00007p00247780	26.0116	24.6981
Os07g0191000	AMTR_s00082p00120830	55.2941	69.6296
Os07g0191200	AMTR_s00002p00260210	89.0282	89.1213
Os07g0191600	AMTR_s00046p00226870	62.9683	61.1189
Os07g0191700	AMTR_s00080p00141940	63.5112	61.7057
Os07g0192300	AMTR_s00014p00248230	78.0702	78.7611
Os07g0192900	AMTR_s00055p00026270	62.8378	34.5725
Os07g0193600	AMTR_s00129p00094430	13.6824	58.6957
Os07g0193600	AMTR_s00133p00076510	54.0541	46.3097
Os07g0193800	AMTR_s00133p00027110	47.1154	39.6761
Os07g0194000	AMTR_s00199p00019940	20	59.4595
Os07g0194800	AMTR_s00002p00239510	56.1832	55.5891
Os07g0195100	AMTR_s00168p00045970	59.3407	75
Os07g0195100	AMTR_s00168p00058210	55.3114	75.5
Os07g0195200	AMTR_s00002p00239510	59.8793	59.9698
Os07g0195400	AMTR_s00048p00161770	59.9644	60.7207
Os07g0195400	AMTR_s00182p00037030	10.4982	41.5493
Os07g0196200	AMTR_s00045p00154890	39.5918	41.2766
Os07g0197100	AMTR_s00254p00018780	66.9725	30.1031
Os07g0198300	AMTR_s00002p00240480	31.8841	34.7368
Os07g0198300	AMTR_s00007p00185590	20.7729	47.2527
Os07g0198300	AMTR_s00008p00146780	20.7729	30.9353
Os07g0198300	AMTR_s00048p00225010	21.7391	34.6154
Os07g0198300	AMTR_s00236p00018010	20.7729	25.4438
Os07g0198300	AMTR_s00236p00020140	19.3237	45.977
Os07g0198300	AMTR_s00236p00023830	22.7053	30.5195
Os07g0198300	AMTR_s00964p00010390	22.2222	42.2018
Os07g0198300	AMTR_s01773p00009760	12.0773	23.8095
Os07g0200000	AMTR_s00066p00194420	65.8629	67.141
Os07g0200700	AMTR_s00003p00232080	63.4146	63.8821
Os07g0201100	AMTR_s00059p00069290	85.7143	85.9076
Os07g0202100	AMTR_s00133p00101570	71.4734	73.43
Os07g0202300	AMTR_s00029p00063040	98.5916	98.5916
Os07g0202900	AMTR_s00007p00199090	58.9873	56.2802
Os07g0203275	AMTR_s00068p00137340	48.5106	5.82524
Os07g0203300	AMTR_s00068p00137340	52.3948	18.4466
Os07g0203700	AMTR_s00002p00260810	51.5015	24.5702
Os07g0203900	AMTR_s00012p00252800	44.3662	40.1914
Os07g0203925	AMTR_s00030p00101370	60.6838	26.055
Os07g0204000	AMTR_s00068p00102110	33.4586	32.2464
Os07g0204100	AMTR_s00068p00073260	25.3275	20.2797
Os07g0204400	AMTR_s00068p00032310	59.375	53.5211
Os07g0204500	AMTR_s00068p00035490	42.623	47.1014
Os07g0204900	AMTR_s00068p00029180	75.7785	76.4398
Os07g0205000	AMTR_s00068p00053420	53.1429	75.6098
Os07g0205200	AMTR_s00065p00194240	64.8221	24.5509
Os07g0205500	AMTR_s00068p00062100	73.0392	71.8072
Os07g0205700	AMTR_s00103p00064920	60.585	58.5464
Os07g0205900	AMTR_s00103p00108190	50.5629	51.6284
Os07g0206700	AMTR_s00103p00092610	40.6977	63.0631
Os07g0206800	AMTR_s00070p00082830	24.8032	18.6391
Os07g0206900	AMTR_s00141p00085330	41.8367	11.1111
Os07g0206900	AMTR_s00141p00087190	42.8571	25
Os07g0207100	AMTR_s00103p00101340	53.7736	56.6225
Os07g0207400	AMTR_s00002p00212950	81.8182	48.5611
Os07g0207700	AMTR_s00013p00187300	45.2381	42.0523
Os07g0207800	AMTR_s00019p00055750	8.43806	25.5435
Os07g0207800	AMTR_s00026p00071010	11.6697	27.0833
Os07g0207800	AMTR_s00051p00052510	5.386	27.5229
Os07g0207800	AMTR_s00154p00060510	9.87433	40.7407
Os07g0207800	AMTR_s00179p00030770	8.61759	26.6667
Os07g0208000	AMTR_s00010p00192110	93.8462	93.8462
Os07g0208000	AMTR_s00168p00026690	93.0769	72.4551
Os07g0208100	AMTR_s00019p00055750	27.3408	39.6739
Os07g0208100	AMTR_s00026p00071010	30.7116	34.1667
Os07g0208100	AMTR_s00051p00052510	13.1086	32.1101
Os07g0208100	AMTR_s00154p00060510	20.5993	40.7407
Os07g0208100	AMTR_s00179p00030770	25.4682	37.7778
Os07g0208500	AMTR_s00103p00124340	84.8289	84.2831
Os07g0208600	AMTR_s00103p00141030	39.6947	42.2764
Os07g0208801	AMTR_s00017p00195640	14.2132	27.3171
Os07g0208900	AMTR_s00059p00134890	68.1013	59.9109
Os07g0209000	AMTR_s00059p00133780	71.754	72.4138
Os07g0209100	AMTR_s00103p00156250	68.152	67.0103
Os07g0209800	AMTR_s00059p00094730	31.701	30.5211
Os07g0211101	AMTR_s00025p00107390	32.5581	3.16503
Os07g0211200	AMTR_s00025p00107390	61.2299	17.257
Os07g0211400	AMTR_s00025p00246480	47.6015	48.6792
Os07g0211500	AMTR_s00025p00048410	33.4728	22.8245
Os07g0211700	AMTR_s00025p00094380	40.634	42.4699
Os07g0211800	AMTR_s00025p00096270	53.0899	69.2308
Os07g0211900	AMTR_s00010p00207960	40.0271	42.5685
Os07g0212200	AMTR_s00025p00246210	43.3673	69.6721
Os07g0212300	AMTR_s00053p00229450	63.7363	61.3757
Os07g0213300	AMTR_s00159p00058480	60.2659	48.5714
Os07g0213400	AMTR_s00007p00226410	39.4737	28.1501
Os07g0214900	AMTR_s00039p00070110	64.7643	69.6
Os07g0222300	AMTR_s00102p00062980	76.9932	77.169
Os07g0222800	AMTR_s00095p00035180	35.1145	48.4211
Os07g0222900	AMTR_s00101p00094970	40.8163	12.8617
Os07g0223700	AMTR_s00119p00085670	40.7767	46.1538
Os07g0224000	AMTR_s00069p00095150	63.2287	76.2162
Os07g0224000	AMTR_s00119p00055300	62.3318	84.7561
Os07g0224900	AMTR_s00006p00242700	44.2777	45.2975
Os07g0225100	AMTR_s00135p00092550	49.4949	36.7041
Os07g0225300	AMTR_s00119p00026870	45.6522	40.1274
Os07g0227300	AMTR_s00077p00179840	39.5455	41.0377
Os07g0227400	AMTR_s00077p00149420	70.2797	72.043
Os07g0227700	AMTR_s00066p00115970	50.4192	35.8909
Os07g0227800	AMTR_s00077p00122240	64.5051	71.8631
Os07g0229700	AMTR_s00077p00115030	49.6042	52.2222
Os07g0229800	AMTR_s00077p00099870	40.2985	17.0526
Os07g0229900	AMTR_s00155p00085360	0.606061	0.203666
Os07g0230500	AMTR_s00007p00225130	30.2905	29.9795
Os07g0231400	AMTR_s00022p00073190	56.2327	49.0338
Os07g0231800	AMTR_s00023p00065960	38.3838	36.1217
Os07g0232200	AMTR_s00029p00072440	44.9541	31.7152
Os07g0232800	AMTR_s00062p00183790	25.7703	40.3509
Os07g0232900	AMTR_s00025p00176690	37.6494	37.3518
Os07g0232900	AMTR_s00038p00036580	37.1514	42.4829
Os07g0233300	AMTR_s00007p00077270	72.541	74.0586
Os07g0235200	AMTR_s00009p00189120	46.5608	33.5878
Os07g0235800	AMTR_s00058p00216470	43.8073	52.1858
Os07g0236700	AMTR_s00012p00176640	26.6289	31.1258
Os07g0236800	AMTR_s00012p00151310	83.1111	83.8565
Os07g0238700	AMTR_s00204p00040220	23.6264	63.2353
Os07g0238700	AMTR_s00423p00011960	23.6264	63.2353
Os07g0240200	AMTR_s00012p00207210	39.7206	41.3721
Os07g0240200	AMTR_s00012p00207850	25.1497	47.9087
Os07g0240300	AMTR_s00012p00265130	56.4334	58.4112
Os07g0240600	AMTR_s00165p00023150	13.2911	53.8462
Os07g0240600	AMTR_s00165p00024090	35.2321	37.3602
Os07g0240600	AMTR_s00165p00025190	35.865	35.4906
Os07g0240600	AMTR_s00165p00026750	24.6835	34.7181
Os07g0240600	AMTR_s00165p00031780	31.8565	37.9397
Os07g0241500	AMTR_s00165p00023150	12.474	51.2821
Os07g0241500	AMTR_s00165p00024090	36.3825	39.1499
Os07g0241500	AMTR_s00165p00025190	37.6299	37.7871
Os07g0241500	AMTR_s00165p00026750	26.4033	37.6855
Os07g0241500	AMTR_s00165p00031780	29.5218	35.6784
Os07g0241600	AMTR_s00165p00022240	18.7023	28.655
Os07g0241600	AMTR_s02479p00005300	19.084	29.2398
Os07g0241700	AMTR_s00165p00023150	13.9381	53.8462
Os07g0241700	AMTR_s00165p00024090	18.3628	18.5682
Os07g0241700	AMTR_s00165p00025190	18.5841	17.5365
Os07g0241700	AMTR_s00165p00026750	11.5044	15.4303
Os07g0241700	AMTR_s00165p00031780	14.3805	16.3317
Os07g0241800	AMTR_s00165p00023150	13.9738	54.7009
Os07g0241800	AMTR_s00165p00024090	37.3362	38.255
Os07g0241800	AMTR_s00165p00025190	36.6812	35.0731
Os07g0241800	AMTR_s00165p00026750	25.5459	34.7181
Os07g0241800	AMTR_s00165p00031780	32.9694	37.9397
Os07g0243000	AMTR_s00165p00022240	11.6923	22.2222
Os07g0243000	AMTR_s02479p00005300	12	22.807
Os07g0243200	AMTR_s00003p00152830	66.9941	64.2185
Os07g0243800	AMTR_s00029p00197310	37.5	40
Os07g0243800	AMTR_s00029p00197600	35.7955	45.6522
Os07g0244100	AMTR_s00029p00197310	25.8824	40
Os07g0244100	AMTR_s00029p00197600	25.098	46.3768
Os07g0244300	AMTR_s00003p00174480	65.5087	67.1756
Os07g0244400	AMTR_s00003p00175270	22.2989	29.6636
Os07g0245100	AMTR_s00045p00129600	84.4086	84.4086
Os07g0245200	AMTR_s00045p00118570	56.0538	53.4188
Os07g0246200	AMTR_s00003p00024290	68.5315	75.1918
Os07g0248800	AMTR_s00065p00106950	57.1776	57.1776
Os07g0249100	AMTR_s00045p00208290	62.3583	61.6592
Os07g0249200	AMTR_s00057p00217050	62.9032	70.5882
Os07g0249600	AMTR_s00114p00117470	52.0942	54.5205
Os07g0249700	AMTR_s00030p00245020	52.4229	54.3379
Os07g0249700	AMTR_s00030p00246690	19.6035	46.5969
Os07g0249700	AMTR_s00114p00147940	18.5022	48.5549
Os07g0249700	AMTR_s00501p00011790	18.7225	50.5952
Os07g0249800	AMTR_s00030p00245020	54.0636	34.9315
Os07g0249800	AMTR_s00030p00246690	32.1555	47.644
Os07g0249800	AMTR_s00114p00147940	29.682	48.5549
Os07g0249800	AMTR_s00501p00011790	30.3887	51.1905
Os07g0249900	AMTR_s00030p00245020	50.9434	18.4932
Os07g0249900	AMTR_s00030p00246690	50.9434	42.4084
Os07g0249900	AMTR_s00114p00147940	48.4277	44.5087
Os07g0249900	AMTR_s00501p00011790	49.6855	47.0238
Os07g0250100	AMTR_s00165p00029520	26.4188	44.5545
Os07g0250100	AMTR_s00165p00031520	24.4618	41.2541
Os07g0250300	AMTR_s00030p00240050	40.1869	44.7917
Os07g0251500	AMTR_s00002p00263090	66	43.1373
Os07g0251500	AMTR_s00031p00053820	67	44.0789
Os07g0252000	AMTR_s00031p00030320	56.3739	55.8989
Os07g0252400	AMTR_s00022p00086120	83.2418	83.0137
Os07g0255900	AMTR_s00088p00112880	34.7253	33.1237
Os07g0256200	AMTR_s00002p00267440	8.74126	50
Os07g0256200	AMTR_s00002p00267480	9.90676	41.8719
Os07g0256300	AMTR_s00017p00195640	23.4114	34.1463
Os07g0256700	AMTR_s00088p00112880	36.8182	33.9623
Os07g0257200	AMTR_s00203p00031460	16.9145	65.4676
Os07g0258400	AMTR_s00203p00031460	17.3745	64.7482
Os07g0258700	AMTR_s00202p00021010	53.252	50.5792
Os07g0259100	AMTR_s00009p00192200	39.897	40.9511
Os07g0259400	AMTR_s00078p00067180	39.1555	41.2121
Os07g0259700	AMTR_s00071p00043690	31.0284	42.7873
Os07g0260300	AMTR_s00071p00090710	59.9206	47.6341
Os07g0260400	AMTR_s00071p00126030	69.6897	68.8679
Os07g0262200	AMTR_s00071p00140730	66.09	71.0037
Os07g0262600	AMTR_s00002p00253940	32.8467	23.3766
Os07g0262600	AMTR_s00012p00254560	22.9927	32.1429
Os07g0262600	AMTR_s00012p00255190	31.3869	33.9921
Os07g0262600	AMTR_s00012p00255610	35.7664	23.7288
Os07g0263400	AMTR_s00071p00182560	46.4789	38.8235
Os07g0263400	AMTR_s00071p00183090	45.4225	34.5844
Os07g0264100	AMTR_s00071p00182560	43.8503	48.2353
Os07g0264100	AMTR_s00071p00183090	43.5829	43.6997
Os07g0264800	AMTR_s00071p00185160	41.4966	40
Os07g0265100	AMTR_s00099p00065170	27.9412	29.4574
Os07g0265600	AMTR_s00008p00203090	70.5502	27.7707
Os07g0270900	AMTR_s00049p00209260	54.1379	52.5084
Os07g0270900	AMTR_s00204p00025120	47.931	39.2655
Os07g0270950	AMTR_s00109p00074660	74.9469	77.0742
Os07g0271000	AMTR_s00066p00096020	82.0628	82.4324
Os07g0271600	AMTR_s00049p00209260	41.0256	26.7559
Os07g0271600	AMTR_s00204p00025120	33.8462	18.6441
Os07g0272400	AMTR_s00106p00011660	57.5453	60.4651
Os07g0273301	AMTR_s00066p00154510	31.672	19.3327
Os07g0274100	AMTR_s00049p00017460	46.6757	41.0012
Os07g0274400	AMTR_s00005p00190110	58.427	57.1429
Os07g0274400	AMTR_s00055p00220460	57.3034	56.044
Os07g0274700	AMTR_s00005p00190110	59.1837	63.7363
Os07g0274700	AMTR_s00055p00220460	59.1837	63.7363
Os07g0275100	AMTR_s00057p00103160	55.6863	74.7368
Os07g0275300	AMTR_s00049p00088720	58.498	60.1626
Os07g0275801	AMTR_s00057p00103160	53.75	22.6316
Os07g0275901	AMTR_s00057p00103160	71.0526	28.4211
Os07g0278400	AMTR_s00066p00115140	64.486	16.9951
Os07g0280200	AMTR_s00023p00136980	17.0251	54.2857
Os07g0280200	AMTR_s00049p00100040	44.086	45.8101
Os07g0280200	AMTR_s00049p00103270	20.2509	59.4737
Os07g0281000	AMTR_s00017p00206780	48.7654	65.2893
Os07g0281000	AMTR_s00017p00207950	72.0165	74.1525
Os07g0281800	AMTR_s00004p00128030	58.1152	29.1721
Os07g0281800	AMTR_s00004p00128400	60.2094	16.129
Os07g0281800	AMTR_s00086p00086980	0	0
Os07g0281800	AMTR_s00086p00087080	12.3037	35.8779
Os07g0281800	AMTR_s00086p00087150	39.0052	56.015
Os07g0281800	AMTR_s00086p00087880	59.1623	16.0397
Os07g0281800	AMTR_s00106p00082530	57.8534	16.2142
Os07g0281800	AMTR_s03216p00000480	0	0
Os07g0282300	AMTR_s00004p00128030	16.3507	18.134
Os07g0282300	AMTR_s00004p00128400	53.7915	31.8373
Os07g0282300	AMTR_s00086p00086980	15.2844	41.7476
Os07g0282300	AMTR_s00086p00087080	0	0
Os07g0282300	AMTR_s00086p00087150	0	0
Os07g0282300	AMTR_s00086p00087880	52.1327	31.2278
Os07g0282300	AMTR_s00106p00082530	50.237	31.1079
Os07g0282300	AMTR_s03216p00000480	37.3223	48.913
Os07g0282401	AMTR_s00004p00128030	57.0533	23.9159
Os07g0282401	AMTR_s00004p00128400	61.442	13.7447
Os07g0282401	AMTR_s00086p00086980	9.40439	9.70874
Os07g0282401	AMTR_s00086p00087080	22.5705	54.9618
Os07g0282401	AMTR_s00086p00087150	12.2257	14.6617
Os07g0282401	AMTR_s00086p00087880	57.0533	12.917
Os07g0282401	AMTR_s00106p00082530	57.6803	13.4996
Os07g0282401	AMTR_s03216p00000480	0	0
Os07g0282500	AMTR_s00004p00128030	48.3871	5.91327
Os07g0282500	AMTR_s00004p00128400	50.5376	3.29593
Os07g0282500	AMTR_s00086p00086980	0	0
Os07g0282500	AMTR_s00086p00087080	0	0
Os07g0282500	AMTR_s00086p00087150	41.9355	14.6617
Os07g0282500	AMTR_s00086p00087880	52.6882	3.47764
Os07g0282500	AMTR_s00106p00082530	51.6129	3.52164
Os07g0282500	AMTR_s03216p00000480	5.37634	0.776398
Os07g0283050	AMTR_s00012p00253510	45.142	44.9405
Os07g0283050	AMTR_s00012p00253570	46.0389	46.2462
Os07g0283050	AMTR_s00012p00253790	41.704	42.2727
Os07g0283050	AMTR_s00012p00253990	41.8535	40.521
Os07g0283050	AMTR_s00012p00254300	40.3587	41.1585
Os07g0283050	AMTR_s00012p00254470	41.5546	41.7417
Os07g0283050	AMTR_s00012p00254690	41.1061	41.6036
Os07g0283050	AMTR_s00012p00254900	42.1525	42.406
Os07g0283050	AMTR_s00012p00255090	43.3483	44.4785
Os07g0283125	AMTR_s00012p00253510	46.4873	46.2798
Os07g0283125	AMTR_s00012p00253570	48.281	48.4985
Os07g0283125	AMTR_s00012p00253790	43.4978	44.0909
Os07g0283125	AMTR_s00012p00253990	43.1988	41.8234
Os07g0283125	AMTR_s00012p00254300	43.4978	44.3598
Os07g0283125	AMTR_s00012p00254470	43.3483	43.5435
Os07g0283125	AMTR_s00012p00254690	44.2451	44.7806
Os07g0283125	AMTR_s00012p00254900	43.3483	43.609
Os07g0283125	AMTR_s00012p00255090	43.9462	45.092
Os07g0283200	AMTR_s00079p00134600	56.1644	59.2486
Os07g0286950	AMTR_s00142p00018440	41.9355	11.9084
Os07g0287100	AMTR_s00163p00031970	34.2857	16.8224
Os07g0287400	AMTR_s00055p00181150	32.6923	23.1293
Os07g0288700	AMTR_s00008p00014220	14.952	55.3299
Os07g0288700	AMTR_s00008p00021210	50.2058	50.7628
Os07g0288700	AMTR_s00038p00239660	14.6776	59.4444
Os07g0288700	AMTR_s00215p00017850	24.0055	56.2701
Os07g0288700	AMTR_s00216p00024260	34.7051	55.4825
Os07g0288700	AMTR_s00325p00017780	12.7572	58.4906
Os07g0288700	AMTR_s00429p00012440	30.3155	61.9048
Os07g0288700	AMTR_s01072p00000950	15.2263	68.0982
Os07g0288700	AMTR_s01903p00008330	14.6776	69.4805
Os07g0288700	AMTR_s02407p00009140	9.46502	61.6071
Os07g0288700	AMTR_s03052p00000290	25.6516	60.5178
Os07g0288700	AMTR_s04354p00001030	15.0892	62.8571
Os07g0290200	AMTR_s00055p00181150	29.8077	21.0884
Os07g0290500	AMTR_s00055p00181150	26.4706	12.2449
Os07g0290800	AMTR_s00013p00248340	46.9178	41.2651
Os07g0291100	AMTR_s00051p00093590	69.1429	68.75
Os07g0291200	AMTR_s00117p00045900	55	35
Os07g0292800	AMTR_s00065p00210880	58.8957	56.4706
Os07g0292800	AMTR_s00103p00131250	59.5092	57.0588
Os07g0293000	AMTR_s00030p00127540	28.4848	18.3594
Os07g0294600	AMTR_s00099p00036710	5.19481	1.51803
Os07g0294800	AMTR_s00013p00228040	34.2365	41.0029
Os07g0295000	AMTR_s00078p00165690	75.3521	68.3706
Os07g0295200	AMTR_s00013p00226180	80.6034	81.6594
Os07g0295400	AMTR_s00013p00234790	52.1092	62.6866
Os07g0295800	AMTR_s00013p00220950	57.1263	58.2742
Os07g0296200	AMTR_s00029p00107550	69.5431	65.7074
Os07g0297300	AMTR_s00069p00083920	56.0498	56.0498
Os07g0298900	AMTR_s00013p00034640	22.2488	30.7947
Os07g0299600	AMTR_s00032p00235520	40.5172	39.8305
Os07g0300200	AMTR_s00106p00044940	37.9072	36.8522
Os07g0300200	AMTR_s00106p00049030	29.9112	37.5931
Os07g0300900	AMTR_s00016p00169310	63.3043	78.4483
Os07g0301200	AMTR_s00048p00130950	72.0703	60.8911
Os07g0404300	AMTR_s00057p00189360	44.6677	33.5656
Os07g0405100	AMTR_s00143p00072740	67.7477	67.3835
Os07g0406300	AMTR_s00016p00230570	77.0408	76.2626
Os07g0406800	AMTR_s00013p00151060	70.4104	72.1239
Os07g0407300	AMTR_s00018p00024220	43.4426	23.7668
Os07g0407900	AMTR_s00019p00255550	40.8397	47.9821
Os07g0408100	AMTR_s00138p00023960	40.7583	38.2222
Os07g0408500	AMTR_s00057p00129680	46.6119	48.9224
Os07g0408700	AMTR_s00006p00268590	34.9845	84.3284
Os07g0408700	AMTR_s00006p00268680	56.0372	75.4167
Os07g0408700	AMTR_s00061p00133330	77.709	75.3754
Os07g0409100	AMTR_s00001p00267880	71.2621	72.2441
Os07g0409200	AMTR_s00001p00203320	63.1206	44.1687
Os07g0409400	AMTR_s00027p00242620	21.5652	21.831
Os07g0409400	AMTR_s00029p00163040	21.913	19.3846
Os07g0409400	AMTR_s00029p00164640	22.9565	23.1579
Os07g0409400	AMTR_s00033p00200750	20.8696	20.5128
Os07g0409500	AMTR_s00029p00153350	34.7368	42.0382
Os07g0409700	AMTR_s00067p00028100	53.8947	53.3333
Os07g0409900	AMTR_s00041p00225300	77.1484	73.1481
Os07g0410100	AMTR_s00170p00040980	61.9224	60.0358
Os07g0410700	AMTR_s00009p00143340	39.3305	34.8148
Os07g0411300	AMTR_s00182p00053650	53.0864	67.8233
Os07g0412100	AMTR_s00100p00051890	66.9408	66.5033
Os07g0412400	AMTR_s00010p00084640	73.8889	68.5567
Os07g0413700	AMTR_s00009p00184050	48.2088	55.477
Os07g0413800	AMTR_s00048p00219370	53.6842	40.0524
Os07g0414200	AMTR_s00009p00189830	53.8217	51.682
Os07g0414700	AMTR_s00013p00243430	45.3608	34.0426
Os07g0414800	AMTR_s00045p00212510	73.9535	51.7915
Os07g0415200	AMTR_s00003p00269610	32.7511	45.1807
Os07g0416600	AMTR_s00040p00158690	41.3793	7.3922
Os07g0416600	AMTR_s00040p00161230	35.6322	7.94872
Os07g0416900	AMTR_s00022p00172860	59.7436	62.1333
Os07g0417200	AMTR_s00022p00172860	58.9005	60
Os07g0417400	AMTR_s00012p00258620	33.9806	17.4129
Os07g0417800	AMTR_s00009p00193920	48.9297	51.4469
Os07g0418000	AMTR_s00009p00222660	54.7619	55.7093
Os07g0418200	AMTR_s00009p00223610	19.1126	17.6101
Os07g0419200	AMTR_s00009p00225120	37.1069	25.2137
Os07g0419500	AMTR_s00039p00192430	60.1724	63.3394
Os07g0419800	AMTR_s00039p00208080	23.5821	19.2683
Os07g0420700	AMTR_s00048p00176710	65.3398	63.4307
Os07g0421300	AMTR_s00048p00176710	63.5714	58.7182
Os07g0421800	AMTR_s00001p00271850	41.1111	25
Os07g0422100	AMTR_s00039p00166770	69.3642	67.0391
Os07g0424400	AMTR_s00022p00086120	84.9954	84.8402
Os07g0425000	AMTR_s00039p00163600	52.9231	34.4
Os07g0434500	AMTR_s00002p00244460	53.5714	32.9068
Os07g0435100	AMTR_s00021p00218440	81.2734	81.2734
Os07g0435300	AMTR_s00039p00131500	65.8228	38.5185
Os07g0435400	AMTR_s00007p00157460	19.0265	69.3548
Os07g0435900	AMTR_s00039p00046970	45.4678	36.4596
Os07g0436100	AMTR_s00039p00057090	69.0549	68.018
Os07g0436600	AMTR_s00029p00062590	33.8521	27.84
Os07g0436600	AMTR_s00039p00210570	40.0778	30.5638
Os07g0437000	AMTR_s00039p00215960	59.799	58.7654
Os07g0437500	AMTR_s00039p00176550	68.8129	71.25
Os07g0438500	AMTR_s00004p00270220	16.9374	14.5129
Os07g0438550	AMTR_s00004p00270220	29.3333	2.18688
Os07g0438600	AMTR_s00017p00136200	32.4786	25.1656
Os07g0438600	AMTR_s00027p00243150	29.0598	29.5652
Os07g0438700	AMTR_s00039p00231770	34.6505	35.9621
Os07g0438800	AMTR_s00142p00049490	41.0798	36.3825
Os07g0439100	AMTR_s00033p00221750	23.6052	8.62069
Os07g0442900	AMTR_s00057p00159510	34.2995	38.587
Os07g0443500	AMTR_s00029p00021500	33.7079	18.8679
Os07g0443500	AMTR_s00044p00109210	34.8315	22.1429
Os07g0443500	AMTR_s00045p00096080	34.8315	28.1818
Os07g0443500	AMTR_s00085p00034650	40.4494	21.5569
Os07g0443500	AMTR_s00085p00035990	41.573	23.871
Os07g0443500	AMTR_s00085p00036550	33.7079	20.8333
Os07g0444000	AMTR_s00067p00143520	72.4771	24.0854
Os07g0445600	AMTR_s00067p00089960	42.1376	25.2763
Os07g0445800	AMTR_s00067p00099770	74.7525	74.7525
Os07g0446000	AMTR_s00067p00100470	22.7092	19.322
Os07g0446100	AMTR_s00067p00047970	45.2242	49.5727
Os07g0446600	AMTR_s00059p00105020	29	36.7089
Os07g0446800	AMTR_s00056p00151260	57.8313	57.6
Os07g0446900	AMTR_s00059p00105020	44	41.7722
Os07g0447800	AMTR_s00148p00044300	76.4273	69.6309
Os07g0448100	AMTR_s00148p00023270	78.6713	79.5053
Os07g0448100	AMTR_s00155p00061840	76.9231	77.193
Os07g0448200	AMTR_s00148p00023270	65.343	63.9576
Os07g0448200	AMTR_s00155p00061840	63.8989	62.1053
Os07g0448400	AMTR_s00148p00023270	77.7778	37.1025
Os07g0448400	AMTR_s00155p00061840	77.037	36.4912
Os07g0448800	AMTR_s00148p00023270	81.0345	83.0389
Os07g0448800	AMTR_s00155p00061840	76.2069	77.5439
Os07g0449700	AMTR_s00029p00125630	38.3495	47.5904
Os07g0450000	AMTR_s00040p00107140	56.1905	53.6364
Os07g0452400	AMTR_s00069p00051250	46.507	43.4701
Os07g0452500	AMTR_s00012p00233130	73.1707	72.2892
Os07g0452500	AMTR_s00069p00050010	73.7805	73.3333
