Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	%id. target Beta vulgaris subsp. vulgaris gene identical to query gene	%id. query gene identical to target Beta vulgaris subsp. vulgaris gene
Os04g0539000	BVRB_1g010290	54.0909	57.4879
Os04g0539300	BVRB_6g129780	34.749	30.4054
Os04g0539500	BVRB_6g129760	27.4359	34.0764
Os04g0539800	BVRB_9g216600	71.0027	70.8108
Os04g0540200	BVRB_1g006240	40.8	31.1927
Os04g0540200	BVRB_9g216790	37.2	35.6322
Os04g0540300	BVRB_4g090600	42.1412	49.2021
Os04g0540600	BVRB_4g072550	46.2926	47.8261
Os04g0540600	BVRB_6g129700	48.8978	54.2222
Os04g0540900	BVRB_5g107980	38.7812	39.886
Os04g0541100	BVRB_1g011500	36.1983	29.5547
Os04g0541100	BVRB_6g133250	25.4545	30.9859
Os04g0541500	BVRB_3g050420	61.631	60.8179
Os04g0541700	BVRB_000370	26.087	29.3878
Os04g0541700	BVRB_1g002480	25.7246	33.8095
Os04g0541900	BVRB_1g002490	39.3082	45.2899
Os04g0542000	BVRB_7g159040	34.4498	36
Os04g0542000	BVRB_7g170740	32.0574	33.1683
Os04g0542200	BVRB_3g051190	65.1748	70.3927
Os04g0542200	BVRB_5g103930	58.1818	62.5564
Os04g0542200	BVRB_5g103940	55.5245	61.171
Os04g0542800	BVRB_3g051190	65.3333	66.6163
Os04g0542800	BVRB_5g103930	61.9259	62.8571
Os04g0542800	BVRB_5g103940	60	62.4037
Os04g0542900	BVRB_5g105610	37.9576	60.8025
Os04g0543000	BVRB_1g017380	46.0699	48.8426
Os04g0543000	BVRB_5g124900	43.0131	49.8734
Os04g0543200	BVRB_1g017470	58.3979	56.927
Os04g0543600	BVRB_5g105290	65.991	57.3386
Os04g0543700	BVRB_5g105250	52.1472	51.5777
Os04g0544200	BVRB_1g017520	43.8679	42.8571
Os04g0544400	BVRB_1g017540	36.0078	45.098
Os04g0544500	BVRB_5g105170	42.4444	34.854
Os04g0544900	BVRB_1g017550	60.161	60.5263
Os04g0545000	BVRB_1g017620	39.6	38.9764
Os04g0545000	BVRB_6g133580	34	34.413
Os04g0545100	BVRB_1g017590	72.5564	72.8302
Os04g0545200	BVRB_1g017610	58.4388	53.3719
Os04g0545700	BVRB_5g105060	24.282	25
Os04g0545700	BVRB_5g105070	25.3264	25.9358
Os04g0546100	BVRB_3g068670	43.3498	41.2178
Os04g0546300	BVRB_1g017720	70.0719	69.5714
Os04g0546400	BVRB_5g104910	34.5133	16.9565
Os04g0546500	BVRB_3g068090	53.3784	51.2987
Os04g0546800	BVRB_5g104900	36.478	42.4908
Os04g0547600	BVRB_5g104890	27.7439	26.1494
Os04g0547900	BVRB_5g104880	51.087	55.4572
Os04g0548000	BVRB_5g104860	57.0048	52.4444
Os04g0548300	BVRB_4g093530	59.9119	6.58915
Os04g0548400	BVRB_3g068060	42	17.1196
Os04g0548700	BVRB_5g104730	50.2024	33.8798
Os04g0549300	BVRB_3g067970	47.8036	69.2884
Os04g0549400	BVRB_1g018060	41.5842	37.1681
Os04g0549600	BVRB_1g018140	74.7596	74.0476
Os04g0549700	BVRB_1g018210	33.4507	30.8442
Os04g0549700	BVRB_5g104600	35.2113	41.4938
Os04g0549800	BVRB_1g018210	35.2227	28.2468
Os04g0549800	BVRB_5g104600	36.0324	36.9295
Os04g0550200	BVRB_1g018210	40.553	28.5714
Os04g0550200	BVRB_5g104600	46.5438	41.9087
Os04g0550400	BVRB_1g018250	46.0407	46.0929
Os04g0550500	BVRB_1g006010	64.723	63.6103
Os04g0550600	BVRB_1g018290	48.4401	48.0456
Os04g0550700	BVRB_1g018320	15.8602	24.4813
Os04g0550700	BVRB_3g067880	21.2366	22.9651
Os04g0550800	BVRB_3g067710	48.6989	51.3725
Os04g0550900	BVRB_5g104450	68.3099	38.9558
Os04g0551300	BVRB_5g104410	64.9518	35.0694
Os04g0551600	BVRB_1g018390	34.6774	26.3804
Os04g0551700	BVRB_1g018400	47.907	45.5752
Os04g0551800	BVRB_6g146260	87.5229	88.1701
Os04g0552300	BVRB_1g018480	38.2488	49.7006
Os04g0552400	BVRB_1g018510	28.7719	31.3576
Os04g0553000	BVRB_9g216060	54.1779	55.2198
Os04g0553300	BVRB_6g141470	42.2819	28.8991
Os04g0553300	BVRB_9g211740	10.7383	14.4144
Os04g0553500	BVRB_5g123090	75.3695	43.9655
Os04g0553800	BVRB_5g123100	65.8427	62.7409
Os04g0554200	BVRB_1g018660	43.8525	45.7265
Os04g0554500	BVRB_5g097740	44.6154	52.2523
Os04g0554600	BVRB_5g097740	43.5115	51.3514
Os04g0554800	BVRB_5g097740	37.9562	46.8468
Os04g0555000	BVRB_5g122850	32.7707	27.9042
Os04g0555300	BVRB_3g067670	59.4747	59.6987
Os04g0555400	BVRB_2g033520	44.2149	58.1522
Os04g0555400	BVRB_3g060520	43.595	48.8426
Os04g0555400	BVRB_3g069400	22.5207	42.4125
Os04g0555400	BVRB_6g149090	50.6198	76.087
Os04g0555500	BVRB_1g005590	19.7065	3.00896
Os04g0555600	BVRB_1g005590	15.2529	6.27401
Os04g0555700	BVRB_1g006090	74.1007	74.1007
Os04g0555800	BVRB_3g055410	50.8064	23.3333
Os04g0555900	BVRB_5g100500	66.0767	67.2673
Os04g0556000	BVRB_5g100470	66.1677	67.3096
Os04g0556000	BVRB_5g100480	67.2655	67.5351
Os04g0556300	BVRB_5g123260	82.1429	81.1765
Os04g0556400	BVRB_014800	35.8289	27.9749
Os04g0556400	BVRB_3g052160	38.5027	30.1887
Os04g0556400	BVRB_3g061740	39.8396	30.8489
Os04g0556400	BVRB_3g061750	38.7701	30.8511
Os04g0556400	BVRB_3g061760	37.4332	30.0429
Os04g0556400	BVRB_3g061790	39.8396	31.4346
Os04g0556400	BVRB_3g061800	38.5027	30.444
Os04g0556400	BVRB_3g061810	23.262	25.5132
Os04g0556400	BVRB_3g061820	40.6417	32.0675
Os04g0556400	BVRB_3g061830	38.5027	31.929
Os04g0556400	BVRB_3g061840	38.5027	30.3797
Os04g0556400	BVRB_3g061850	39.5722	32.3851
Os04g0556400	BVRB_3g061860	38.5027	30.3797
Os04g0556500	BVRB_014800	37.365	36.1169
Os04g0556500	BVRB_3g052160	40.3888	39.2034
Os04g0556500	BVRB_3g061740	41.6847	39.9586
Os04g0556500	BVRB_3g061750	39.9568	39.3617
Os04g0556500	BVRB_3g061760	39.3089	39.0558
Os04g0556500	BVRB_3g061790	40.6048	39.6624
Os04g0556500	BVRB_3g061800	39.7408	38.9006
Os04g0556500	BVRB_3g061810	28.0778	38.1232
Os04g0556500	BVRB_3g061820	42.1166	41.1392
Os04g0556500	BVRB_3g061830	40.1728	41.2417
Os04g0556500	BVRB_3g061840	39.7408	38.8186
Os04g0556500	BVRB_3g061850	41.4687	42.0131
Os04g0556500	BVRB_3g061860	39.5248	38.6076
Os04g0556600	BVRB_014800	36.7171	35.4906
Os04g0556600	BVRB_3g052160	39.3089	38.1551
Os04g0556600	BVRB_3g061740	41.0367	39.3375
Os04g0556600	BVRB_3g061750	39.5248	38.9362
Os04g0556600	BVRB_3g061760	38.6609	38.412
Os04g0556600	BVRB_3g061790	40.3888	39.4515
Os04g0556600	BVRB_3g061800	39.3089	38.4778
Os04g0556600	BVRB_3g061810	27.8618	37.8299
Os04g0556600	BVRB_3g061820	41.9006	40.9283
Os04g0556600	BVRB_3g061830	40.1728	41.2417
Os04g0556600	BVRB_3g061840	39.7408	38.8186
Os04g0556600	BVRB_3g061850	41.0367	41.5755
Os04g0556600	BVRB_3g061860	39.5248	38.6076
Os04g0556900	BVRB_1g004820	22.1719	22.6852
Os04g0558200	BVRB_3g059930	33.8624	24.1055
Os04g0558400	BVRB_1g004750	59.1121	30.967
Os04g0558400	BVRB_1g004760	57.0093	56.6125
Os04g0559100	BVRB_1g004680	47.8022	18.6695
Os04g0559200	BVRB_1g004640	21.2963	20.2198
Os04g0559400	BVRB_6g137390	54.3902	53.8647
Os04g0559800	BVRB_7g178890	57.7181	57.0166
Os04g0560100	BVRB_1g004480	64.5872	66.7932
Os04g0560100	BVRB_5g100400	66.6055	69.0114
Os04g0560200	BVRB_3g062470	58.9147	63.3333
Os04g0560300	BVRB_2g035630	68.434	56.9231
Os04g0560400	BVRB_9g205580	58.9147	55.9853
Os04g0560500	BVRB_9g213700	49.6337	51.7176
Os04g0560600	BVRB_008780	60.0375	59.9251
Os04g0560700	BVRB_9g213600	27.193	19.375
Os04g0561200	BVRB_6g152520	39.5122	39.7059
Os04g0561500	BVRB_008170	60.2165	60.9589
Os04g0561500	BVRB_008180	62.5169	56.3415
Os04g0561600	BVRB_9g213220	61.5385	62.6087
Os04g0561700	BVRB_008190	47.5746	49.5146
Os04g0561800	BVRB_000670	12.9199	14.5349
Os04g0561800	BVRB_000690	20.9302	22.3757
Os04g0561900	BVRB_5g100590	63.3574	63.9344
Os04g0561900	BVRB_8g185960	59.3863	60.5893
Os04g0562000	BVRB_6g152490	8.06916	47.4576
Os04g0562100	BVRB_014030	30.6641	57.9336
Os04g0562100	BVRB_9g213160	57.8125	52.2968
Os04g0562100	BVRB_9g213170	41.0156	44.2105
Os04g0562100	BVRB_9g213180	46.4844	45.0758
Os04g0562500	BVRB_1g022880	11.8568	16.7192
Os04g0562800	BVRB_9g212840	36.3139	23.1665
Os04g0563000	BVRB_1g022770	59.7826	57.5916
Os04g0563000	BVRB_9g225850	58.5145	52.8642
Os04g0563100	BVRB_9g212610	60.6383	58.5216
Os04g0563700	BVRB_6g130760	50	50.1193
Os04g0563700	BVRB_6g130770	50	49.6454
Os04g0563801	BVRB_1g020980	67.4157	46.5116
Os04g0563801	BVRB_9g212490	70	48.5959
Os04g0563900	BVRB_1g020940	43.3684	51.5
Os04g0563900	BVRB_6g130810	48	56.5757
Os04g0563900	BVRB_9g212460	49.2632	57.9208
Os04g0564600	BVRB_1g023310	36.3636	33.1034
Os04g0564700	BVRB_6g154190	40.9756	40.2685
Os04g0565200	BVRB_014800	36.8534	35.6994
Os04g0565200	BVRB_3g052160	40.3017	39.2034
Os04g0565200	BVRB_3g061740	40.9483	39.3375
Os04g0565200	BVRB_3g061750	39.6552	39.1489
Os04g0565200	BVRB_3g061760	38.7931	38.6266
Os04g0565200	BVRB_3g061790	40.0862	39.2405
Os04g0565200	BVRB_3g061800	38.3621	37.6321
Os04g0565200	BVRB_3g061810	26.5086	36.0704
Os04g0565200	BVRB_3g061820	41.8103	40.9283
Os04g0565200	BVRB_3g061830	40.0862	41.2417
Os04g0565200	BVRB_3g061840	40.0862	39.2405
Os04g0565200	BVRB_3g061850	39.6552	40.2626
Os04g0565200	BVRB_3g061860	39.4397	38.6076
Os04g0565400	BVRB_014800	36.8534	35.6994
Os04g0565400	BVRB_3g052160	40.7328	39.6226
Os04g0565400	BVRB_3g061740	42.4569	40.7868
Os04g0565400	BVRB_3g061750	39.8707	39.3617
Os04g0565400	BVRB_3g061760	38.7931	38.6266
Os04g0565400	BVRB_3g061790	40.5172	39.6624
Os04g0565400	BVRB_3g061800	39.0086	38.2664
Os04g0565400	BVRB_3g061810	26.9397	36.6569
Os04g0565400	BVRB_3g061820	41.5948	40.7173
Os04g0565400	BVRB_3g061830	39.6552	40.7982
Os04g0565400	BVRB_3g061840	39.4397	38.6076
Os04g0565400	BVRB_3g061850	39.6552	40.2626
Os04g0565400	BVRB_3g061860	39.6552	38.8186
Os04g0565500	BVRB_6g135770	54.8235	54.8235
Os04g0566000	BVRB_8g188480	70.2128	27.7311
Os04g0566100	BVRB_6g131620	59.3279	66.58
Os04g0566400	BVRB_6g131640	39.6411	38.88
Os04g0566500	BVRB_8g188600	44.6866	66.218
Os04g0566600	BVRB_6g131690	25.4902	18.932
Os04g0566700	BVRB_004230	30.4813	30.9783
Os04g0566800	BVRB_7g171570	44.9612	9.56307
Os04g0566900	BVRB_7g171570	35.6436	8.90355
Os04g0567200	BVRB_1g002690	42.6901	44.1532
Os04g0567700	BVRB_1g002700	79.6178	79.6178
Os04g0567700	BVRB_5g103630	71.9745	71.0692
Os04g0567800	BVRB_1g002710	36.0882	37.4286
Os04g0568400	BVRB_1g002720	40.1146	37.5839
Os04g0568400	BVRB_3g051500	40.2579	40.1429
Os04g0568400	BVRB_5g103590	34.0974	33.2402
Os04g0568600	BVRB_3g066840	57.4359	56.2814
Os04g0568700	BVRB_3g061640	32.1311	16.9257
Os04g0568800	BVRB_5g100900	32.6733	5.82524
Os04g0568900	BVRB_1g005710	59.9349	45.5446
Os04g0568900	BVRB_5g100910	52.443	46.2644
Os04g0569000	BVRB_5g100920	81.791	83.0303
Os04g0569300	BVRB_3g066290	40.3509	46.4646
Os04g0569300	BVRB_5g100930	54.6784	56.8389
Os04g0569400	BVRB_1g005660	43.5154	68.5484
Os04g0569900	BVRB_3g066270	33.1897	34.8416
Os04g0569900	BVRB_5g100940	46.9828	42.7451
Os04g0570000	BVRB_5g100960	59.144	63.2017
Os04g0570800	BVRB_1g020180	59.2879	61.1821
Os04g0570800	BVRB_3g066390	59.5975	61.2083
Os04g0570800	BVRB_3g066400	64.0867	64.486
Os04g0571200	BVRB_3g066420	30.315	33.0472
Os04g0571300	BVRB_1g020160	54.9342	54.7541
Os04g0571300	BVRB_3g066430	41.4474	49.8024
Os04g0571300	BVRB_5g101050	51.9737	54.4828
Os04g0571600	BVRB_3g066530	49.4643	62.1076
Os04g0571600	BVRB_5g101100	52.5	57.874
Os04g0571800	BVRB_1g020100	33.1683	34.8958
Os04g0572200	BVRB_017190	44.1748	44.3902
Os04g0572400	BVRB_3g066590	50.2283	49.7738
Os04g0572600	BVRB_5g101150	34.3681	10.7341
Os04g0572700	BVRB_013870	7.90698	8.01887
Os04g0572700	BVRB_019070	13.4884	12.8319
Os04g0572700	BVRB_1g020020	22.3256	10.643
Os04g0572700	BVRB_3g066240	28.8372	13.9013
Os04g0572700	BVRB_8g191380	19.5349	10.1695
Os04g0572700	BVRB_8g191390	20.4651	9.90991
Os04g0572800	BVRB_3g066210	45.3782	46.1538
Os04g0573000	BVRB_015070	26.1494	60.8696
Os04g0573000	BVRB_1g020040	65.8046	65.5222
Os04g0573000	BVRB_5g101160	68.9655	67.9887
Os04g0573000	BVRB_5g101180	40.2299	52.1415
Os04g0573000	BVRB_7g161990	38.6494	65.9314
Os04g0573100	BVRB_5g101170	62.6058	63.6833
Os04g0573200	BVRB_5g101550	60.8974	58.104
Os04g0573300	BVRB_3g067390	49.9435	62.7841
Os04g0574100	BVRB_3g067490	43.6709	41.5663
Os04g0574200	BVRB_1g019720	52.2042	55.1471
Os04g0574500	BVRB_1g019700	25	13.2287
Os04g0574600	BVRB_1g019730	51.3514	50.1466
Os04g0574700	BVRB_5g101630	59.8616	61.5658
Os04g0574800	BVRB_3g053090	71.7143	68.5792
Os04g0574800	BVRB_7g175850	72.2857	69.1257
Os04g0576300	BVRB_7g174020	74.8744	26.1404
Os04g0576800	BVRB_011620	52.2599	54.7337
Os04g0576900	BVRB_1g004920	61.254	33.5979
Os04g0576900	BVRB_1g004930	61.5756	33.7743
Os04g0577200	BVRB_1g002410	44.8852	45.2632
Os04g0577300	BVRB_5g104080	47.2093	53.8462
Os04g0577500	BVRB_8g199700	61.0932	60.7029
Os04g0577700	BVRB_7g158340	12.8065	41.5929
Os04g0578000	BVRB_1g004040	60.8696	59.1549
Os04g0578000	BVRB_5g099920	60.2484	60
Os04g0578200	BVRB_1g004130	48.1781	47.9839
Os04g0578400	BVRB_3g053400	61.165	57.9755
Os04g0578600	BVRB_1g004230	44.9889	27.9778
Os04g0578600	BVRB_3g053570	40.98	28.6604
Os04g0578700	BVRB_1g004200	43.1298	42.0074
Os04g0578800	BVRB_1g004210	44.4656	47.3577
Os04g0579200	BVRB_1g004250	27.3585	33.7209
Os04g0579200	BVRB_5g100240	33.0189	40.2299
Os04g0579700	BVRB_5g100210	65.2908	59.4872
Os04g0580300	BVRB_3g053610	38.4491	30.7891
Os04g0580400	BVRB_6g127260	51.0791	44.375
Os04g0580500	BVRB_5g101440	19.2878	19.174
Os04g0580700	BVRB_1g019790	49.6063	47.9087
Os04g0581000	BVRB_3g050970	63.2353	63.4218
Os04g0581300	BVRB_5g104320	70.9302	68.5393
Os04g0581700	BVRB_4g095690	55.3846	52.9412
Os04g0582000	BVRB_3g050200	26.5332	23.1441
Os04g0582000	BVRB_3g050210	25.1564	18.4404
Os04g0582600	BVRB_3g050200	27.6151	21.6157
Os04g0582600	BVRB_3g050210	26.3598	17.3394
Os04g0582700	BVRB_3g050200	10.4631	6.65939
Os04g0582700	BVRB_3g050210	9.43396	5.04587
Os04g0582900	BVRB_3g050200	1.51515	0.218341
Os04g0582900	BVRB_3g050210	0.757576	0.0917431
Os04g0583101	BVRB_2g031940	40.429	39.7083
Os04g0583500	BVRB_4g084770	60.7004	58.427
Os04g0583900	BVRB_4g084740	29.5896	30.9255
Os04g0584700	BVRB_1g014120	36.2637	12.2981
Os04g0584800	BVRB_3g051400	46.6507	50.1285
Os04g0584900	BVRB_015690	45.768	43.3234
Os04g0585100	BVRB_1g014230	58.4416	54.9618
Os04g0585200	BVRB_1g014290	50.7407	29.4307
Os04g0585200	BVRB_6g135930	47.5926	28.0262
Os04g0585200	BVRB_6g135940	47.037	28.0044
Os04g0585200	BVRB_9g215640	46.4815	26.6738
Os04g0585200	BVRB_9g215660	46.6667	28.3465
Os04g0585300	BVRB_9g215620	51.1864	49.9174
Os04g0585400	BVRB_6g131650	44.1989	59.0406
Os04g0585400	BVRB_9g218990	42.2652	42.8571
Os04g0585600	BVRB_5g103900	35.4167	33.0739
Os04g0586500	BVRB_013260	34.5029	42.9612
Os04g0586700	BVRB_1g017250	27.8552	28.8184
Os04g0588000	BVRB_1g017130	30.2632	17.4242
Os04g0588200	BVRB_004770	54.5982	46.7045
Os04g0588700	BVRB_1g017090	56.2641	50.6415
Os04g0589200	BVRB_1g017080	46.9697	35.2273
Os04g0589600	BVRB_005720	67.7033	70.75
Os04g0589600	BVRB_010730	67.4641	70.5
Os04g0589900	BVRB_5g106120	40.6332	34.9206
Os04g0590100	BVRB_1g016920	25.4545	24.1379
Os04g0590366	BVRB_001730	21.0959	42.0765
Os04g0590366	BVRB_5g104040	12.6027	24.2105
Os04g0590366	BVRB_5g125260	29.0411	34.0836
Os04g0590366	BVRB_8g194330	27.3973	30.2115
Os04g0590400	BVRB_2g024970	43.5535	34.8428
Os04g0590400	BVRB_7g173610	38.9937	35.7349
Os04g0590400	BVRB_7g173630	40.2516	37.5918
Os04g0590400	BVRB_7g173640	41.0377	37.9913
Os04g0590400	BVRB_7g173650	40.4088	37.409
Os04g0590400	BVRB_7g173660	40.2516	36.7816
Os04g0590400	BVRB_7g173670	36.0063	30.656
Os04g0590400	BVRB_7g173680	46.6981	39.4947
Os04g0590900	BVRB_5g125650	35.248	36.4865
Os04g0591000	BVRB_5g125670	40.5498	37.1069
Os04g0591100	BVRB_3g049560	57.4297	57.2
Os04g0591100	BVRB_5g125710	64.6586	66.2551
Os04g0591300	BVRB_5g125730	29.0503	29.0503
Os04g0591300	BVRB_5g125740	29.6089	28.9617
Os04g0592500	BVRB_3g049640	47.9564	40.4598
Os04g0592600	BVRB_5g125520	73.2283	72.6562
Os04g0592700	BVRB_1g012450	61.5039	62.2727
Os04g0593200	BVRB_3g049670	34.4118	32.5
Os04g0593200	BVRB_5g106630	37.9412	20.0622
Os04g0593200	BVRB_5g125450	36.1765	36.8263
Os04g0593600	BVRB_5g106710	11.3744	4.89796
Os04g0593700	BVRB_5g106710	34.4156	21.6327
Os04g0593800	BVRB_5g106710	27.5229	6.12245
Os04g0594400	BVRB_3g049740	48.0892	57.197
Os04g0594400	BVRB_5g106850	54.7771	59.1065
Os04g0594800	BVRB_9g222060	66.8928	66.0858
Os04g0596200	BVRB_8g194240	18.4713	20.5189
Os04g0596300	BVRB_5g107160	46.1728	45.0602
Os04g0596400	BVRB_5g107200	38.6076	87.1429
Os04g0596500	BVRB_2g034750	54.2683	47.8495
Os04g0596900	BVRB_5g107370	73.1343	72.9529
Os04g0597000	BVRB_5g107390	63.7363	67.9688
Os04g0597300	BVRB_8g200770	40.5797	37.1681
Os04g0597900	BVRB_3g050050	22.6923	6.52655
Os04g0598000	BVRB_3g050220	45.3782	42.8571
Os04g0598200	BVRB_7g162160	90.9639	90.9639
Os04g0598200	BVRB_9g207930	92.1687	92.1687
Os04g0598300	BVRB_006040	54.2416	41.8651
Os04g0598600	BVRB_4g075080	32.0911	52.5424
Os04g0598600	BVRB_4g075100	29.8137	32.7273
Os04g0598600	BVRB_5g104630	37.4741	52.3121
Os04g0598600	BVRB_6g131350	40.3727	51.8617
Os04g0598800	BVRB_4g075080	17.3973	43.0508
Os04g0598800	BVRB_4g075100	23.6986	39.3182
Os04g0598800	BVRB_5g104630	21.6438	45.6647
Os04g0598800	BVRB_6g131350	23.0137	44.6809
Os04g0598900	BVRB_3g058140	30.3947	33.5756
Os04g0598900	BVRB_4g075370	33.9474	35.6846
Os04g0598900	BVRB_4g075400	38.6842	39.0957
Os04g0598900	BVRB_4g075430	32.3684	40.1305
Os04g0598900	BVRB_4g075440	30.6579	32.5419
Os04g0598900	BVRB_4g075450	33.0263	33.6913
Os04g0598900	BVRB_4g075460	31.0526	33.6182
Os04g0598900	BVRB_4g075470	36.3158	36.5563
Os04g0598900	BVRB_4g075550	35.7895	35.9313
Os04g0598900	BVRB_4g075560	28.5526	33.3333
Os04g0598900	BVRB_4g075570	37.5	38.7228
Os04g0598900	BVRB_4g075600	35.3947	38.9291
Os04g0598900	BVRB_4g075610	37.5	38.7228
Os04g0598900	BVRB_4g075620	37.1053	38.3152
Os04g0598900	BVRB_6g141530	28.1579	31.3324
Os04g0599000	BVRB_3g058140	33.1461	34.3023
Os04g0599000	BVRB_4g075370	36.236	35.6846
Os04g0599000	BVRB_4g075400	41.0112	38.8298
Os04g0599000	BVRB_4g075430	35.5337	41.2724
Os04g0599000	BVRB_4g075440	33.427	33.2402
Os04g0599000	BVRB_4g075450	35.6742	34.094
Os04g0599000	BVRB_4g075460	31.882	32.3362
Os04g0599000	BVRB_4g075470	37.5	35.3642
Os04g0599000	BVRB_4g075550	37.5	35.2708
Os04g0599000	BVRB_4g075560	30.1966	33.0261
Os04g0599000	BVRB_4g075570	39.0449	37.7717
Os04g0599000	BVRB_4g075600	38.0618	39.2185
Os04g0599000	BVRB_4g075610	38.6236	37.3641
Os04g0599000	BVRB_4g075620	37.7809	36.5489
Os04g0599000	BVRB_6g141530	31.4607	32.7965
Os04g0599300	BVRB_1g016750	26.7241	23.0483
Os04g0599300	BVRB_3g056380	23.2759	24
Os04g0599400	BVRB_3g050090	49.7024	44.5333
Os04g0599650	BVRB_1g004880	27.1429	34.1658
Os04g0599650	BVRB_1g006020	36.6667	33.1777
Os04g0599700	BVRB_5g107790	63.5037	61.1241
Os04g0599800	BVRB_3g050110	64.4841	73.8636
Os04g0599800	BVRB_3g059510	56.5476	65.5172
Os04g0599900	BVRB_2g033020	44.7811	46.9136
Os04g0600100	BVRB_1g003270	79.2308	46.3964
Os04g0600200	BVRB_5g108110	65.9639	62.2159
Os04g0600300	BVRB_5g108110	58.5075	55.6818
Os04g0600400	BVRB_5g107470	38.835	37.2671
Os04g0600500	BVRB_5g107610	43.1925	25.9887
Os04g0600800	BVRB_3g049480	83.547	83.7259
Os04g0601400	BVRB_1g016670	54.6512	57.3171
Os04g0601700	BVRB_4g092050	75.4545	75.4545
Os04g0601800	BVRB_7g165540	88.0435	33.0612
Os04g0602100	BVRB_1g008510	65.4391	66.3793
Os04g0602200	BVRB_5g108350	43.5967	59.7015
Os04g0602300	BVRB_5g108320	45.8128	30.5921
Os04g0602400	BVRB_3g056650	58.8972	55.5556
Os04g0602500	BVRB_5g108510	46.5665	55.7841
Os04g0602600	BVRB_6g132310	45.8955	43.8242
Os04g0602700	BVRB_5g102160	55.7471	54.9575
Os04g0602800	BVRB_3g049430	43.5065	42.0502
Os04g0604000	BVRB_8g198290	64.6934	64.0167
Os04g0605100	BVRB_2g045310	51.4563	45.1705
Os04g0605200	BVRB_2g045330	51.3514	50.2645
Os04g0605300	BVRB_005850	58.2386	54.0897
Os04g0605500	BVRB_7g177670	68.1985	68.1359
Os04g0605500	BVRB_8g189800	68.75	69.6462
Os04g0605900	BVRB_2g044840	76.2295	76.2295
Os04g0605900	BVRB_5g115370	77.0492	77.0492
Os04g0606200	BVRB_2g033670	36.6197	38.806
Os04g0606400	BVRB_7g177650	58.3916	70.1681
Os04g0606500	BVRB_6g146680	10.5809	53.125
Os04g0606500	BVRB_8g189890	72.8216	73.431
Os04g0606700	BVRB_4g093570	24.7059	27.8146
Os04g0606700	BVRB_8g198000	34.7059	38.5621
Os04g0606800	BVRB_8g198020	40.6475	38.4354
Os04g0606900	BVRB_2g034960	58.1633	60
Os04g0607000	BVRB_2g034920	59.8174	56.2232
Os04g0607100	BVRB_2g034910	54.3269	30.1333
Os04g0607100	BVRB_8g191620	54.8077	29.2308
Os04g0607150	BVRB_2g035080	31.5068	25.9009
Os04g0607500	BVRB_8g198240	23.3696	46.0714
Os04g0607500	BVRB_9g212770	35.8696	38.7476
Os04g0607500	BVRB_9g212780	35.3261	38.6139
Os04g0607583	BVRB_8g198240	1.71821	1.78571
Os04g0607583	BVRB_9g212770	26.4605	15.0685
Os04g0607583	BVRB_9g212780	26.1168	15.0495
Os04g0608100	BVRB_8g198230	58.6047	57.1429
Os04g0608300	BVRB_2g035160	44.3182	33.7662
Os04g0608300	BVRB_7g177800	51.1364	45.6853
Os04g0608400	BVRB_2g023910	41.4773	44.458
Os04g0608500	BVRB_3g065940	74.6753	22.977
Os04g0608600	BVRB_004460	15.5779	5.16667
Os04g0608600	BVRB_004470	9.04523	11.0429
Os04g0608600	BVRB_004480	14.5729	3.7037
Os04g0608600	BVRB_004500	16.0804	4.10256
Os04g0608600	BVRB_6g136720	8.0402	2.55183
Os04g0608600	BVRB_6g155680	17.0854	4.91329
Os04g0608600	BVRB_7g179520	19.598	4.91184
Os04g0608800	BVRB_2g036020	32.5704	32.1181
Os04g0608900	BVRB_2g036000	76.5403	78.9731
Os04g0609100	BVRB_2g035560	15.2878	11.9048
Os04g0609200	BVRB_018560	48.0392	69.0141
Os04g0609200	BVRB_4g085370	56.8627	11.3949
Os04g0609200	BVRB_4g085390	59.8039	12.2984
Os04g0609200	BVRB_4g085410	60.7843	12.7049
Os04g0609200	BVRB_7g178070	60.7843	12.5
Os04g0609700	BVRB_2g038380	70.3163	45.3689
Os04g0610400	BVRB_4g086670	35.1351	42.623
Os04g0610600	BVRB_8g182880	16.7883	20.0873
Os04g0610600	BVRB_8g182890	21.5328	23.9837
Os04g0610800	BVRB_3g066410	83.5484	65.736
Os04g0610900	BVRB_1g005600	52.5707	44.0733
Os04g0611200	BVRB_3g065570	35.9268	34.6578
Os04g0611300	BVRB_7g163300	52.9412	54.7826
Os04g0611400	BVRB_7g163250	63.7658	63.5647
Os04g0611500	BVRB_040500	5.59701	16.0428
Os04g0611700	BVRB_9g216050	42.6252	39.4243
Os04g0611800	BVRB_9g216050	45.1058	42.6783
Os04g0612000	BVRB_9g216050	36.8742	37.7972
Os04g0612500	BVRB_6g132350	39.3258	6.32911
Os04g0612600	BVRB_8g201190	75.6098	75.0865
Os04g0612700	BVRB_6g133970	53.8259	56.5097
Os04g0612700	BVRB_6g133980	56.9921	60
Os04g0612800	BVRB_014230	57.4713	55.0122
Os04g0612900	BVRB_1g018240	47.6636	49.5146
Os04g0612900	BVRB_9g211400	45.7944	48.0392
Os04g0613000	BVRB_5g098330	45.8791	46.0055
Os04g0613000	BVRB_9g221160	43.956	44.8179
Os04g0613000	BVRB_9g221170	50	51.1236
