A0A0P0X5U4	Jaiswal:GAKM01128495.1
Q7XMA8	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q7XN11	Jaiswal:GAKM01070895.1 Jaiswal:GAKM01013456.1 Jaiswal:GAKM01070434.1 Jaiswal:GAKM01082971.1 Jaiswal:GAKM01135477.1 Jaiswal:GAKM01104934.1
Q7XNX6	Jaiswal:GAKM01093868.1 Jaiswal:GAKM01057824.1
Q7XPB5	Jaiswal:GAKM01055450.1 Jaiswal:GAKM01049194.1 Jaiswal:GAKM01018952.1 Jaiswal:GAKM01127733.1
Q7XPR4	Jaiswal:GAKM01136264.1 Jaiswal:GAKM01085029.1 Jaiswal:GAKM01031099.1
Q7XPR5	Jaiswal:GAKM01077241.1
Q7XPW5	Jaiswal:GAKM01022282.1 Jaiswal:GAKM01015422.1 Jaiswal:GAKM01133225.1 Jaiswal:GAKM01010133.1
Q7XQ85	Jaiswal:GAKM01126720.1 Jaiswal:GAKM01048757.1 Jaiswal:GAKM01013671.1
Q7XQN1	Jaiswal:GAKM01125442.1
Q7XR02	Jaiswal:GAKM01022654.1 Jaiswal:GAKM01090774.1
Q7XR52	Jaiswal:GAKM01077037.1 Jaiswal:GAKM01009071.1 Jaiswal:GAKM01108380.1 Jaiswal:GAKM01070392.1 Jaiswal:GAKM01066706.1
Q7XR60	Jaiswal:GAKM01072650.1 Jaiswal:GAKM01112369.1 Jaiswal:GAKM01025895.1
Q7XR61	Jaiswal:GAKM01072650.1 Jaiswal:GAKM01112369.1 Jaiswal:GAKM01025895.1
Q7XRA1	Jaiswal:GAKM01067314.1 Jaiswal:GAKM01059971.1 Jaiswal:GAKM01080502.1
Q7XRT0	Jaiswal:GAKM01132080.1
Q7XRX3	Jaiswal:GAKM01042216.1 Jaiswal:GAKM01104672.1 Jaiswal:GAKM01075586.1 Jaiswal:GAKM01093619.1 Jaiswal:GAKM01041830.1
Q7XSS9	Jaiswal:GAKM01048048.1 Jaiswal:GAKM01055623.1 Jaiswal:GAKM01005119.1 Jaiswal:GAKM01116106.1 Jaiswal:GAKM01011034.1 Jaiswal:GAKM01020348.1 Jaiswal:GAKM01052423.1 Jaiswal:GAKM01064231.1 Jaiswal:GAKM01038474.1
Q7XTB2	Jaiswal:GAKM01088493.1 Jaiswal:GAKM01052498.1 Jaiswal:GAKM01012460.1 Jaiswal:GAKM01017465.1
Q7XTE8	Jaiswal:GAKM01079573.1 Jaiswal:GAKM01071910.1 Jaiswal:GAKM01132812.1 Jaiswal:GAKM01089688.1 Jaiswal:GAKM01063321.1
Q7XTH0	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q7XTK3	Jaiswal:GAKM01129654.1
Q7XTX7	Jaiswal:GAKM01092160.1 Jaiswal:GAKM01004858.1 Jaiswal:GAKM01134490.1 Jaiswal:GAKM01068274.1 Jaiswal:GAKM01077258.1 Jaiswal:GAKM01132046.1 Jaiswal:GAKM01073807.1 Jaiswal:GAKM01013032.1
Q7XU28	Jaiswal:GAKM01027701.1 Jaiswal:GAKM01124878.1 Jaiswal:GAKM01127199.1
Q7XU29	Jaiswal:GAKM01041598.1 Jaiswal:GAKM01015548.1
Q7XUA8	Jaiswal:GAKM01016973.1 Jaiswal:GAKM01018933.1 Jaiswal:GAKM01036317.1 Jaiswal:GAKM01082845.1
Q7XUH5	Jaiswal:GAKM01052686.1 Jaiswal:GAKM01008029.1
Q7XUK6	Jaiswal:GAKM01021264.1 Jaiswal:GAKM01109662.1 Jaiswal:GAKM01078312.1
Q7XUS2	Jaiswal:GAKM01119867.1 Jaiswal:GAKM01022318.1 Jaiswal:GAKM01096250.1 Jaiswal:GAKM01038544.1 Jaiswal:GAKM01120972.1
Q7XV13	Jaiswal:GAKM01037532.1 Jaiswal:GAKM01029987.1 Jaiswal:GAKM01075651.1 Jaiswal:GAKM01045725.1 Jaiswal:GAKM01086438.1
Q7XV18	Jaiswal:GAKM01048343.1 Jaiswal:GAKM01118172.1
Q7XV42	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q7XVM2	Jaiswal:GAKM01084776.1 Jaiswal:GAKM01118714.1
Q7XVM8	Jaiswal:GAKM01058661.1 Jaiswal:GAKM01077617.1 Jaiswal:GAKM01083115.1 Jaiswal:GAKM01070380.1 Jaiswal:GAKM01125722.1
Q7XVP0	Jaiswal:GAKM01082248.1 Jaiswal:GAKM01065306.1 Jaiswal:GAKM01115758.1
Q7XWP9	Jaiswal:GAKM01051847.1 Jaiswal:GAKM01126067.1 Jaiswal:GAKM01127772.1
Q7XX31	Jaiswal:GAKM01117079.1 Jaiswal:GAKM01044305.1
Q7XX32	Jaiswal:GAKM01117079.1 Jaiswal:GAKM01044305.1
Q7XXL2	Jaiswal:GAKM01098904.1
Q7XXQ9	Jaiswal:GAKM01040191.1 Jaiswal:GAKM01119866.1
Q7XYS3	Jaiswal:GAKM01006273.1
Q7XZH5	Jaiswal:GAKM01005796.1 Jaiswal:GAKM01110130.1 Jaiswal:GAKM01009606.1 Jaiswal:GAKM01078634.1 Jaiswal:GAKM01060225.1
Q7Y0B9	Jaiswal:GAKM01022795.1 Jaiswal:GAKM01065128.1 Jaiswal:GAKM01101825.1
Q7Y0C8	Jaiswal:GAKM01006273.1
Q7Y0W5	Jaiswal:GAKM01036108.1 Jaiswal:GAKM01007561.1 Jaiswal:GAKM01027741.1
Q7Y0Y6	Jaiswal:GAKM01009854.1 Jaiswal:GAKM01062093.1 Jaiswal:GAKM01093921.1 Jaiswal:GAKM01108130.1
Q7Y0Y8	Jaiswal:GAKM01009854.1 Jaiswal:GAKM01062093.1 Jaiswal:GAKM01093921.1 Jaiswal:GAKM01108130.1
Q7Y152	Jaiswal:GAKM01108948.1 Jaiswal:GAKM01106959.1
Q7Y1H9	Jaiswal:GAKM01045612.1 Jaiswal:GAKM01041217.1 Jaiswal:GAKM01031022.1 Jaiswal:GAKM01008451.1 Jaiswal:GAKM01046056.1
Q7Y1I6	Jaiswal:GAKM01045612.1 Jaiswal:GAKM01041217.1 Jaiswal:GAKM01031022.1 Jaiswal:GAKM01008451.1 Jaiswal:GAKM01046056.1
Q7Y1I9	Jaiswal:GAKM01045612.1 Jaiswal:GAKM01041217.1 Jaiswal:GAKM01031022.1 Jaiswal:GAKM01008451.1 Jaiswal:GAKM01046056.1
Q7Y1J1	Jaiswal:GAKM01045612.1 Jaiswal:GAKM01041217.1 Jaiswal:GAKM01031022.1 Jaiswal:GAKM01008451.1 Jaiswal:GAKM01046056.1
Q84JH5	Jaiswal:GAKM01047462.1 Jaiswal:GAKM01056086.1
Q84JI0	Jaiswal:GAKM01009770.1 Jaiswal:GAKM01095219.1 Jaiswal:GAKM01020712.1 Jaiswal:GAKM01072164.1
Q84LF7	Jaiswal:GAKM01092447.1 Jaiswal:GAKM01034582.1 Jaiswal:GAKM01087533.1 Jaiswal:GAKM01091953.1 Jaiswal:GAKM01072878.1 Jaiswal:GAKM01002604.1 Jaiswal:GAKM01120334.1 Jaiswal:GAKM01030532.1 Jaiswal:GAKM01110987.1 Jaiswal:GAKM01020515.1 Jaiswal:GAKM01050233.1 Jaiswal:GAKM01122534.1 Jaiswal:GAKM01136475.1 Jaiswal:GAKM01123486.1 Jaiswal:GAKM01132379.1
Q84LK3	Jaiswal:GAKM01069557.1
Q84M43	Jaiswal:GAKM01123141.1 Jaiswal:GAKM01134465.1
Q84ME6	Jaiswal:GAKM01036655.1
Q84MN8	Jaiswal:GAKM01122115.1 Jaiswal:GAKM01073487.1 Jaiswal:GAKM01028316.1 Jaiswal:GAKM01093367.1 Jaiswal:GAKM01117685.1 Jaiswal:GAKM01087612.1
Q84NP3	Jaiswal:GAKM01109180.1 Jaiswal:GAKM01029070.1 Jaiswal:GAKM01014413.1 Jaiswal:GAKM01125138.1 Jaiswal:GAKM01028636.1 Jaiswal:GAKM01106584.1 Jaiswal:GAKM01037135.1
Q84Q89	Jaiswal:GAKM01092747.1 Jaiswal:GAKM01023668.1
Q84QA7	Jaiswal:GAKM01114729.1 Jaiswal:GAKM01069995.1
Q84QC0	Jaiswal:GAKM01071430.1 Jaiswal:GAKM01003272.1 Jaiswal:GAKM01120191.1 Jaiswal:GAKM01131773.1 Jaiswal:GAKM01129425.1 Jaiswal:GAKM01061968.1 Jaiswal:GAKM01122320.1 Jaiswal:GAKM01012426.1
Q84R94	Jaiswal:GAKM01043549.1 Jaiswal:GAKM01082018.1 Jaiswal:GAKM01070022.1
Q84RX6	Jaiswal:GAKM01097958.1
Q84U04	Jaiswal:GAKM01132186.1
Q84VC7	Jaiswal:GAKM01104177.1 Jaiswal:GAKM01042142.1
Q84VK7	Jaiswal:GAKM01108782.1 Jaiswal:GAKM01072789.1
Q84YK8	Jaiswal:GAKM01117634.1 Jaiswal:GAKM01010241.1
Q84ZN6	Jaiswal:GAKM01123141.1 Jaiswal:GAKM01134465.1
Q84ZY2	Jaiswal:GAKM01051847.1 Jaiswal:GAKM01126067.1 Jaiswal:GAKM01127772.1
Q851L5	Jaiswal:GAKM01016973.1 Jaiswal:GAKM01018933.1 Jaiswal:GAKM01036317.1 Jaiswal:GAKM01082845.1
Q851L6	Jaiswal:GAKM01016973.1 Jaiswal:GAKM01018933.1 Jaiswal:GAKM01036317.1 Jaiswal:GAKM01082845.1
Q851Z6	Jaiswal:GAKM01072444.1 Jaiswal:GAKM01056478.1 Jaiswal:GAKM01050911.1
Q852C2	Jaiswal:GAKM01016158.1 Jaiswal:GAKM01069632.1 Jaiswal:GAKM01061978.1 Jaiswal:GAKM01088621.1 Jaiswal:GAKM01123098.1 Jaiswal:GAKM01111056.1 Jaiswal:GAKM01068899.1 Jaiswal:GAKM01099960.1 Jaiswal:GAKM01114974.1 Jaiswal:GAKM01010055.1
Q852M1	Jaiswal:GAKM01015510.1 Jaiswal:GAKM01039603.1 Jaiswal:GAKM01014107.1 Jaiswal:GAKM01114757.1 Jaiswal:GAKM01011530.1 Jaiswal:GAKM01113314.1 Jaiswal:GAKM01025621.1 Jaiswal:GAKM01103124.1 Jaiswal:GAKM01029389.1
Q852M2	Jaiswal:GAKM01015510.1 Jaiswal:GAKM01039603.1 Jaiswal:GAKM01014107.1 Jaiswal:GAKM01114757.1 Jaiswal:GAKM01011530.1 Jaiswal:GAKM01113314.1 Jaiswal:GAKM01025621.1 Jaiswal:GAKM01103124.1 Jaiswal:GAKM01029389.1
Q852Q1	Jaiswal:GAKM01121135.1 Jaiswal:GAKM01002880.1 Jaiswal:GAKM01009088.1 Jaiswal:GAKM01122406.1 Jaiswal:GAKM01006533.1 Jaiswal:GAKM01038712.1
Q8GRS2	Jaiswal:GAKM01005488.1 Jaiswal:GAKM01091639.1 Jaiswal:GAKM01080595.1
Q8GRU7	Jaiswal:GAKM01051193.1 Jaiswal:GAKM01069622.1 Jaiswal:GAKM01063431.1
Q8GSD9	Jaiswal:GAKM01059095.1 Jaiswal:GAKM01039962.1 Jaiswal:GAKM01023830.1 Jaiswal:GAKM01071337.1 Jaiswal:GAKM01046416.1
Q8GSI0	Jaiswal:GAKM01003920.1 Jaiswal:GAKM01091408.1 Jaiswal:GAKM01046447.1 Jaiswal:GAKM01083882.1 Jaiswal:GAKM01032677.1 Jaiswal:GAKM01100787.1
Q8GT01	Jaiswal:GAKM01053408.1 Jaiswal:GAKM01026045.1 Jaiswal:GAKM01004798.1 Jaiswal:GAKM01017675.1 Jaiswal:GAKM01072675.1
Q8GTK1	Jaiswal:GAKM01083363.1 Jaiswal:GAKM01011609.1 Jaiswal:GAKM01032958.1 Jaiswal:GAKM01133233.1 Jaiswal:GAKM01127672.1 Jaiswal:GAKM01094478.1
Q8GVJ4	Jaiswal:GAKM01054704.1 Jaiswal:GAKM01058828.1 Jaiswal:GAKM01103675.1 Jaiswal:GAKM01010165.1
Q8GVN6	Jaiswal:GAKM01075732.1 Jaiswal:GAKM01070737.1 Jaiswal:GAKM01074303.1
Q8GVZ0	Jaiswal:GAKM01134219.1 Jaiswal:GAKM01074506.1 Jaiswal:GAKM01016131.1 Jaiswal:GAKM01123497.1 Jaiswal:GAKM01059250.1 Jaiswal:GAKM01116265.1
Q8GZY1	Jaiswal:GAKM01133003.1 Jaiswal:GAKM01071192.1 Jaiswal:GAKM01056920.1 Jaiswal:GAKM01037051.1 Jaiswal:GAKM01099741.1 Jaiswal:GAKM01023011.1 Jaiswal:GAKM01055769.1 Jaiswal:GAKM01088049.1 Jaiswal:GAKM01041032.1 Jaiswal:GAKM01018631.1
Q8H016	Jaiswal:GAKM01037532.1 Jaiswal:GAKM01029987.1 Jaiswal:GAKM01075651.1 Jaiswal:GAKM01045725.1 Jaiswal:GAKM01086438.1
Q8H038	Jaiswal:GAKM01071096.1 Jaiswal:GAKM01017436.1 Jaiswal:GAKM01030311.1 Jaiswal:GAKM01126256.1 Jaiswal:GAKM01088760.1 Jaiswal:GAKM01062440.1 Jaiswal:GAKM01038420.1 Jaiswal:GAKM01029353.1
Q8H051	Jaiswal:GAKM01118759.1 Jaiswal:GAKM01014690.1
Q8H0B2	Jaiswal:GAKM01070843.1 Jaiswal:GAKM01000247.1 Jaiswal:GAKM01131880.1
Q8H0B6	Jaiswal:GAKM01070843.1 Jaiswal:GAKM01000247.1 Jaiswal:GAKM01131880.1
Q8H273	Jaiswal:GAKM01130387.1 Jaiswal:GAKM01032880.1 Jaiswal:GAKM01112933.1 Jaiswal:GAKM01074396.1
Q8H2J9	Jaiswal:GAKM01083685.1 Jaiswal:GAKM01122206.1 Jaiswal:GAKM01095468.1
Q8H395	Jaiswal:GAKM01043549.1 Jaiswal:GAKM01082018.1 Jaiswal:GAKM01070022.1
Q8H3A4	Jaiswal:GAKM01083490.1
Q8H3C8	Jaiswal:GAKM01016973.1 Jaiswal:GAKM01018933.1 Jaiswal:GAKM01036317.1 Jaiswal:GAKM01082845.1
Q8H3C9	Jaiswal:GAKM01016973.1 Jaiswal:GAKM01018933.1 Jaiswal:GAKM01036317.1 Jaiswal:GAKM01082845.1
Q8H3L0	Jaiswal:GAKM01031828.1 Jaiswal:GAKM01034935.1
Q8H3Q7	Jaiswal:GAKM01025070.1 Jaiswal:GAKM01089898.1
Q8H4L3	Jaiswal:GAKM01045033.1 Jaiswal:GAKM01008356.1 Jaiswal:GAKM01034910.1 Jaiswal:GAKM01094540.1 Jaiswal:GAKM01130557.1 Jaiswal:GAKM01023721.1 Jaiswal:GAKM01117498.1 Jaiswal:GAKM01045278.1 Jaiswal:GAKM01110295.1
Q8H530	Jaiswal:GAKM01006362.1
Q8H539	Jaiswal:GAKM01100550.1 Jaiswal:GAKM01037423.1 Jaiswal:GAKM01107495.1
Q8H6G8	Jaiswal:GAKM01059095.1 Jaiswal:GAKM01039962.1 Jaiswal:GAKM01023830.1 Jaiswal:GAKM01071337.1 Jaiswal:GAKM01046416.1
Q8H7P5	Jaiswal:GAKM01040167.1 Jaiswal:GAKM01070872.1 Jaiswal:GAKM01086893.1
Q8H7S6	Jaiswal:GAKM01104928.1 Jaiswal:GAKM01126127.1 Jaiswal:GAKM01064472.1 Jaiswal:GAKM01069424.1 Jaiswal:GAKM01059908.1 Jaiswal:GAKM01026183.1
Q8H825	Jaiswal:GAKM01121533.1 Jaiswal:GAKM01093991.1
Q8H8U0	Jaiswal:GAKM01122703.1
Q8H930	Jaiswal:GAKM01070843.1 Jaiswal:GAKM01000247.1 Jaiswal:GAKM01131880.1
Q8LGZ9	Jaiswal:GAKM01037381.1 Jaiswal:GAKM01091176.1 Jaiswal:GAKM01044926.1 Jaiswal:GAKM01046949.1 Jaiswal:GAKM01095707.1
Q8LHD1	Jaiswal:GAKM01104576.1
Q8LI89	Jaiswal:GAKM01092665.1
Q8LJJ2	Jaiswal:GAKM01053011.1
Q8LM92	Jaiswal:GAKM01075581.1 Jaiswal:GAKM01046861.1 Jaiswal:GAKM01095413.1 Jaiswal:GAKM01062821.1 Jaiswal:GAKM01077705.1 Jaiswal:GAKM01054175.1 Jaiswal:GAKM01021039.1 Jaiswal:GAKM01100340.1 Jaiswal:GAKM01025655.1 Jaiswal:GAKM01128946.1 Jaiswal:GAKM01032481.1 Jaiswal:GAKM01083866.1 Jaiswal:GAKM01052014.1
Q8LNU2	Jaiswal:GAKM01122045.1 Jaiswal:GAKM01133908.1
Q8LRJ3	Jaiswal:GAKM01128495.1
Q8RU95	Jaiswal:GAKM01088588.1 Jaiswal:GAKM01129535.1
Q8RV06	Jaiswal:GAKM01041001.1 Jaiswal:GAKM01083189.1 Jaiswal:GAKM01015270.1
Q8RV34	Jaiswal:GAKM01044979.1 Jaiswal:GAKM01079161.1
Q8RYL0	Jaiswal:GAKM01107340.1 Jaiswal:GAKM01007959.1
Q8RZV7	Jaiswal:GAKM01126705.1 Jaiswal:GAKM01024823.1
Q8S0G4	Jaiswal:GAKM01093070.1 Jaiswal:GAKM01081642.1 Jaiswal:GAKM01005564.1 Jaiswal:GAKM01107212.1
Q8S2G0	Jaiswal:GAKM01115835.1 Jaiswal:GAKM01120213.1
Q8S2G5	Jaiswal:GAKM01093070.1 Jaiswal:GAKM01081642.1 Jaiswal:GAKM01005564.1 Jaiswal:GAKM01107212.1
Q8S3R0	Jaiswal:GAKM01091377.1
Q8S5M6	Jaiswal:GAKM01035462.1 Jaiswal:GAKM01097510.1
Q8S5N2	Jaiswal:GAKM01034905.1
Q8S5T1	Jaiswal:GAKM01046073.1 Jaiswal:GAKM01081342.1
Q8S601	Jaiswal:GAKM01010723.1 Jaiswal:GAKM01117946.1 Jaiswal:GAKM01036776.1
Q8S919	Jaiswal:GAKM01128348.1 Jaiswal:GAKM01001626.1 Jaiswal:GAKM01002593.1 Jaiswal:GAKM01086519.1 Jaiswal:GAKM01121141.1 Jaiswal:GAKM01084678.1 Jaiswal:GAKM01048531.1 Jaiswal:GAKM01060650.1
Q8S920	Jaiswal:GAKM01128348.1 Jaiswal:GAKM01001626.1 Jaiswal:GAKM01002593.1 Jaiswal:GAKM01086519.1 Jaiswal:GAKM01121141.1 Jaiswal:GAKM01084678.1 Jaiswal:GAKM01048531.1 Jaiswal:GAKM01060650.1
Q8S983	Jaiswal:GAKM01053032.1 Jaiswal:GAKM01059405.1
Q8S985	Jaiswal:GAKM01068086.1 Jaiswal:GAKM01018241.1 Jaiswal:GAKM01019097.1 Jaiswal:GAKM01031311.1
Q8S9S4	Jaiswal:GAKM01055822.1 Jaiswal:GAKM01114877.1
Q8S9Z2	Jaiswal:GAKM01026466.1
Q8VWH2	Jaiswal:GAKM01040896.1 Jaiswal:GAKM01010867.1 Jaiswal:GAKM01088850.1
Q8W0B6	Jaiswal:GAKM01119526.1 Jaiswal:GAKM01005416.1 Jaiswal:GAKM01031656.1 Jaiswal:GAKM01030825.1 Jaiswal:GAKM01059642.1 Jaiswal:GAKM01047562.1
Q8W1L6	Jaiswal:GAKM01124281.1 Jaiswal:GAKM01028923.1
Q8W250	Jaiswal:GAKM01075608.1 Jaiswal:GAKM01057151.1 Jaiswal:GAKM01055059.1 Jaiswal:GAKM01068258.1 Jaiswal:GAKM01086478.1
Q8W3F9	Jaiswal:GAKM01137056.1
Q8W3G2	Jaiswal:GAKM01016441.1 Jaiswal:GAKM01066999.1
Q8W3J0	Jaiswal:GAKM01031768.1
Q8W3L9	Jaiswal:GAKM01095550.1 Jaiswal:GAKM01009989.1 Jaiswal:GAKM01074098.1 Jaiswal:GAKM01124437.1 Jaiswal:GAKM01082544.1 Jaiswal:GAKM01109079.1 Jaiswal:GAKM01061576.1 Jaiswal:GAKM01071060.1 Jaiswal:GAKM01013627.1
Q8W3M0	Jaiswal:GAKM01095550.1 Jaiswal:GAKM01009989.1 Jaiswal:GAKM01074098.1 Jaiswal:GAKM01124437.1 Jaiswal:GAKM01082544.1 Jaiswal:GAKM01109079.1 Jaiswal:GAKM01061576.1 Jaiswal:GAKM01071060.1 Jaiswal:GAKM01013627.1
Q8W5G9	Jaiswal:GAKM01079798.1 Jaiswal:GAKM01034684.1 Jaiswal:GAKM01031255.1
Q93VC3	Jaiswal:GAKM01134718.1 Jaiswal:GAKM01122281.1 Jaiswal:GAKM01100571.1 Jaiswal:GAKM01049646.1 Jaiswal:GAKM01038748.1
Q93VD5	Jaiswal:GAKM01107287.1
Q93WI9	Jaiswal:GAKM01040896.1 Jaiswal:GAKM01010867.1 Jaiswal:GAKM01088850.1
Q93X08	Jaiswal:GAKM01030263.1
Q93XI4	Jaiswal:GAKM01025572.1 Jaiswal:GAKM01052056.1
Q93Y73	Jaiswal:GAKM01024630.1
Q941W8	Jaiswal:GAKM01037379.1 Jaiswal:GAKM01040760.1 Jaiswal:GAKM01073206.1 Jaiswal:GAKM01042085.1
Q942X4	Jaiswal:GAKM01096014.1 Jaiswal:GAKM01021990.1 Jaiswal:GAKM01036746.1
Q945X3	Jaiswal:GAKM01016458.1 Jaiswal:GAKM01017627.1 Jaiswal:GAKM01046761.1 Jaiswal:GAKM01080583.1 Jaiswal:GAKM01051632.1 Jaiswal:GAKM01119329.1 Jaiswal:GAKM01076949.1
Q948T6	Jaiswal:GAKM01128517.1 Jaiswal:GAKM01057347.1 Jaiswal:GAKM01022653.1 Jaiswal:GAKM01136651.1 Jaiswal:GAKM01065462.1
Q94E75	Jaiswal:GAKM01015826.1 Jaiswal:GAKM01103140.1 Jaiswal:GAKM01136995.1 Jaiswal:GAKM01059611.1
Q94GF1	Jaiswal:GAKM01077859.1 Jaiswal:GAKM01130646.1 Jaiswal:GAKM01015773.1 Jaiswal:GAKM01136154.1
Q94HG3	Jaiswal:GAKM01095897.1 Jaiswal:GAKM01051645.1
Q94HG6	Jaiswal:GAKM01024769.1 Jaiswal:GAKM01030922.1
Q94IW5	Jaiswal:GAKM01088860.1
Q94J90	Jaiswal:GAKM01008439.1 Jaiswal:GAKM01051177.1
Q94JA2	Jaiswal:GAKM01063327.1 Jaiswal:GAKM01114608.1
Q94JJ0	Jaiswal:GAKM01070120.1 Jaiswal:GAKM01004279.1
Q94LU9	Jaiswal:GAKM01110277.1 Jaiswal:GAKM01100531.1
Q9ASD3	Jaiswal:GAKM01065660.1 Jaiswal:GAKM01035398.1
Q9ASK5	Jaiswal:GAKM01101727.1
Q9AUQ4	Jaiswal:GAKM01054035.1 Jaiswal:GAKM01025362.1
Q9AUV6	Jaiswal:GAKM01106629.1 Jaiswal:GAKM01121706.1 Jaiswal:GAKM01070245.1 Jaiswal:GAKM01108185.1
Q9AV47	Jaiswal:GAKM01099969.1 Jaiswal:GAKM01030364.1 Jaiswal:GAKM01080137.1 Jaiswal:GAKM01106137.1 Jaiswal:GAKM01043385.1
Q9AV71	Jaiswal:GAKM01086762.1 Jaiswal:GAKM01011695.1
Q9AWL7	Jaiswal:GAKM01018316.1
Q9AWZ7	Jaiswal:GAKM01037259.1
Q9AWZ8	Jaiswal:GAKM01037259.1
Q9AY73	Jaiswal:GAKM01014694.1 Jaiswal:GAKM01061497.1 Jaiswal:GAKM01031057.1 Jaiswal:GAKM01135899.1 Jaiswal:GAKM01035963.1 Jaiswal:GAKM01024111.1 Jaiswal:GAKM01000975.1
Q9FDX8	Jaiswal:GAKM01027418.1 Jaiswal:GAKM01132648.1 Jaiswal:GAKM01112766.1 Jaiswal:GAKM01122256.1 Jaiswal:GAKM01108651.1 Jaiswal:GAKM01079139.1 Jaiswal:GAKM01098285.1 Jaiswal:GAKM01088094.1
Q9FDY4	Jaiswal:GAKM01001544.1 Jaiswal:GAKM01068997.1 Jaiswal:GAKM01021938.1 Jaiswal:GAKM01053599.1
Q9FRX7	Jaiswal:GAKM01136784.1
Q9FTN5	Jaiswal:GAKM01029140.1 Jaiswal:GAKM01050917.1 Jaiswal:GAKM01061332.1 Jaiswal:GAKM01120064.1
