A2X747	Phytozome_Cs:orange1.1g036315m
Q93X08	Phytozome_Cs:orange1.1g012172m Phytozome_Cs:orange1.1g019770m Phytozome_Cs:orange1.1g013550m
Q93XI4	Phytozome_Cs:orange1.1g022243m Phytozome_Cs:orange1.1g031422m Phytozome_Cs:orange1.1g027914m Phytozome_Cs:orange1.1g022174m Phytozome_Cs:orange1.1g027467m Phytozome_Cs:orange1.1g029167m
Q93Y73	Phytozome_Cs:orange1.1g023678m Phytozome_Cs:orange1.1g017153m
Q941W8	Phytozome_Cs:orange1.1g038201m
Q945X3	Phytozome_Cs:orange1.1g028226m Phytozome_Cs:orange1.1g027737m Phytozome_Cs:orange1.1g029374m Phytozome_Cs:orange1.1g030456m Phytozome_Cs:orange1.1g028190m Phytozome_Cs:orange1.1g029352m Phytozome_Cs:orange1.1g030554m Phytozome_Cs:orange1.1g028170m Phytozome_Cs:orange1.1g028193m Phytozome_Cs:orange1.1g028176m
Q948T6	Phytozome_Cs:orange1.1g022831m Phytozome_Cs:orange1.1g022840m Phytozome_Cs:orange1.1g022818m Phytozome_Cs:orange1.1g022835m Phytozome_Cs:orange1.1g022851m Phytozome_Cs:orange1.1g022871m
Q94E75	Phytozome_Cs:orange1.1g016019m Phytozome_Cs:orange1.1g014649m Phytozome_Cs:orange1.1g014608m Phytozome_Cs:orange1.1g014638m
Q94EE9	Phytozome_Cs:orange1.1g037144m Phytozome_Cs:orange1.1g038818m Phytozome_Cs:orange1.1g048643m Phytozome_Cs:orange1.1g010125m Phytozome_Cs:orange1.1g048438m Phytozome_Cs:orange1.1g046506m
Q94GF1	Phytozome_Cs:orange1.1g012578m Phytozome_Cs:orange1.1g007699m
Q94HG3	Phytozome_Cs:orange1.1g007705m
Q94HG6	Phytozome_Cs:orange1.1g019878m Phytozome_Cs:orange1.1g027007m Phytozome_Cs:orange1.1g022832m Phytozome_Cs:orange1.1g028444m Phytozome_Cs:orange1.1g021565m Phytozome_Cs:orange1.1g026744m Phytozome_Cs:orange1.1g020468m
Q94IW5	Phytozome_Cs:orange1.1g012417m Phytozome_Cs:orange1.1g012422m Phytozome_Cs:orange1.1g012040m Phytozome_Cs:orange1.1g023238m Phytozome_Cs:orange1.1g010923m Phytozome_Cs:orange1.1g017749m Phytozome_Cs:orange1.1g020090m Phytozome_Cs:orange1.1g013673m
Q94J90	Phytozome_Cs:orange1.1g014320m Phytozome_Cs:orange1.1g020079m Phytozome_Cs:orange1.1g009282m Phytozome_Cs:orange1.1g009410m
Q94JA2	Phytozome_Cs:orange1.1g022546m Phytozome_Cs:orange1.1g022263m Phytozome_Cs:orange1.1g018314m Phytozome_Cs:orange1.1g019519m Phytozome_Cs:orange1.1g025206m
Q94JJ0	Phytozome_Cs:orange1.1g018580m Phytozome_Cs:orange1.1g021290m Phytozome_Cs:orange1.1g016568m Phytozome_Cs:orange1.1g015888m
Q94LU9	Phytozome_Cs:orange1.1g043376m Phytozome_Cs:orange1.1g041678m
Q94LV4	Phytozome_Cs:orange1.1g027646m Phytozome_Cs:orange1.1g025084m
Q9ASD3	Phytozome_Cs:orange1.1g026663m Phytozome_Cs:orange1.1g026670m Phytozome_Cs:orange1.1g023693m Phytozome_Cs:orange1.1g026676m
Q9ASP4	Phytozome_Cs:orange1.1g010573m Phytozome_Cs:orange1.1g011787m
Q9AUQ4	Phytozome_Cs:orange1.1g046205m
Q9AUV6	Phytozome_Cs:orange1.1g011650m Phytozome_Cs:orange1.1g017997m Phytozome_Cs:orange1.1g011654m Phytozome_Cs:orange1.1g011641m
Q9AV47	Phytozome_Cs:orange1.1g004898m Phytozome_Cs:orange1.1g004896m Phytozome_Cs:orange1.1g005799m Phytozome_Cs:orange1.1g005296m Phytozome_Cs:orange1.1g005075m Phytozome_Cs:orange1.1g005482m
Q9AV71	Phytozome_Cs:orange1.1g001574m Phytozome_Cs:orange1.1g039678m Phytozome_Cs:orange1.1g001576m
Q9AWL7	Phytozome_Cs:orange1.1g001216m
Q9AWZ7	Phytozome_Cs:orange1.1g016682m Phytozome_Cs:orange1.1g022677m Phytozome_Cs:orange1.1g026125m
Q9AWZ8	Phytozome_Cs:orange1.1g016682m Phytozome_Cs:orange1.1g022677m Phytozome_Cs:orange1.1g026125m
Q9AY73	Phytozome_Cs:orange1.1g029727m Phytozome_Cs:orange1.1g026611m Phytozome_Cs:orange1.1g041340m Phytozome_Cs:orange1.1g023817m Phytozome_Cs:orange1.1g026617m
Q9FDX8	Phytozome_Cs:orange1.1g019028m Phytozome_Cs:orange1.1g017738m Phytozome_Cs:orange1.1g017166m Phytozome_Cs:orange1.1g017819m
Q9FDY4	Phytozome_Cs:orange1.1g007923m
Q9FRX7	Phytozome_Cs:orange1.1g017060m Phytozome_Cs:orange1.1g017066m Phytozome_Cs:orange1.1g012802m Phytozome_Cs:orange1.1g014515m Phytozome_Cs:orange1.1g012658m Phytozome_Cs:orange1.1g009035m Phytozome_Cs:orange1.1g011130m Phytozome_Cs:orange1.1g016240m Phytozome_Cs:orange1.1g014543m Phytozome_Cs:orange1.1g014508m
Q9FTN5	Phytozome_Cs:orange1.1g039623m Phytozome_Cs:orange1.1g021737m Phytozome_Cs:orange1.1g021596m
Q9FTN6	Phytozome_Cs:orange1.1g039623m Phytozome_Cs:orange1.1g021737m Phytozome_Cs:orange1.1g021596m
Q9FTR6	Phytozome_Cs:orange1.1g014147m Phytozome_Cs:orange1.1g013464m
Q9FTZ2	Phytozome_Cs:orange1.1g027873m Phytozome_Cs:orange1.1g027889m Phytozome_Cs:orange1.1g040128m
Q9FU67	Phytozome_Cs:orange1.1g037640m Phytozome_Cs:orange1.1g048562m Phytozome_Cs:orange1.1g039701m Phytozome_Cs:orange1.1g013951m Phytozome_Cs:orange1.1g011142m Phytozome_Cs:orange1.1g010988m Phytozome_Cs:orange1.1g011490m Phytozome_Cs:orange1.1g039413m Phytozome_Cs:orange1.1g046605m Phytozome_Cs:orange1.1g038151m Phytozome_Cs:orange1.1g046582m Phytozome_Cs:orange1.1g010940m Phytozome_Cs:orange1.1g044823m Phytozome_Cs:orange1.1g011339m Phytozome_Cs:orange1.1g044012m Phytozome_Cs:orange1.1g010093m Phytozome_Cs:orange1.1g042970m
Q9FU68	Phytozome_Cs:orange1.1g037640m Phytozome_Cs:orange1.1g048562m Phytozome_Cs:orange1.1g039701m Phytozome_Cs:orange1.1g013951m Phytozome_Cs:orange1.1g011142m Phytozome_Cs:orange1.1g010988m Phytozome_Cs:orange1.1g011490m Phytozome_Cs:orange1.1g039413m Phytozome_Cs:orange1.1g046605m Phytozome_Cs:orange1.1g038151m Phytozome_Cs:orange1.1g046582m Phytozome_Cs:orange1.1g010940m Phytozome_Cs:orange1.1g044823m Phytozome_Cs:orange1.1g011339m Phytozome_Cs:orange1.1g044012m Phytozome_Cs:orange1.1g010093m Phytozome_Cs:orange1.1g042970m
Q9FU69	Phytozome_Cs:orange1.1g037640m Phytozome_Cs:orange1.1g048562m Phytozome_Cs:orange1.1g039701m Phytozome_Cs:orange1.1g013951m Phytozome_Cs:orange1.1g011142m Phytozome_Cs:orange1.1g010988m Phytozome_Cs:orange1.1g011490m Phytozome_Cs:orange1.1g039413m Phytozome_Cs:orange1.1g046605m Phytozome_Cs:orange1.1g038151m Phytozome_Cs:orange1.1g046582m Phytozome_Cs:orange1.1g010940m Phytozome_Cs:orange1.1g044823m Phytozome_Cs:orange1.1g011339m Phytozome_Cs:orange1.1g044012m Phytozome_Cs:orange1.1g010093m Phytozome_Cs:orange1.1g042970m
Q9FUE1	Phytozome_Cs:orange1.1g028226m Phytozome_Cs:orange1.1g027737m Phytozome_Cs:orange1.1g029374m Phytozome_Cs:orange1.1g030456m Phytozome_Cs:orange1.1g028190m Phytozome_Cs:orange1.1g029352m Phytozome_Cs:orange1.1g030554m Phytozome_Cs:orange1.1g028170m Phytozome_Cs:orange1.1g028193m Phytozome_Cs:orange1.1g028176m
Q9FWC1	Phytozome_Cs:orange1.1g047407m Phytozome_Cs:orange1.1g041103m Phytozome_Cs:orange1.1g037772m
Q9FWQ2	Phytozome_Cs:orange1.1g016635m Phytozome_Cs:orange1.1g015439m Phytozome_Cs:orange1.1g016671m Phytozome_Cs:orange1.1g016672m Phytozome_Cs:orange1.1g016649m Phytozome_Cs:orange1.1g020273m Phytozome_Cs:orange1.1g017025m Phytozome_Cs:orange1.1g015453m Phytozome_Cs:orange1.1g020285m
Q9FXQ3	Phytozome_Cs:orange1.1g009339m Phytozome_Cs:orange1.1g008462m Phytozome_Cs:orange1.1g008483m Phytozome_Cs:orange1.1g007895m Phytozome_Cs:orange1.1g009337m Phytozome_Cs:orange1.1g008490m Phytozome_Cs:orange1.1g015898m Phytozome_Cs:orange1.1g017960m Phytozome_Cs:orange1.1g008475m Phytozome_Cs:orange1.1g012614m
Q9LD61	Phytozome_Cs:orange1.1g026841m Phytozome_Cs:orange1.1g026861m
Q9LDB7	Phytozome_Cs:orange1.1g024324m Phytozome_Cs:orange1.1g024273m Phytozome_Cs:orange1.1g019083m Phytozome_Cs:orange1.1g016756m
Q9LG86	Phytozome_Cs:orange1.1g025433m Phytozome_Cs:orange1.1g023966m Phytozome_Cs:orange1.1g020493m Phytozome_Cs:orange1.1g025406m Phytozome_Cs:orange1.1g022921m Phytozome_Cs:orange1.1g020479m
Q9LGL5	Phytozome_Cs:orange1.1g044559m Phytozome_Cs:orange1.1g007917m Phytozome_Cs:orange1.1g007800m Phytozome_Cs:orange1.1g009060m
Q9LGU6	Phytozome_Cs:orange1.1g016192m Phytozome_Cs:orange1.1g016895m Phytozome_Cs:orange1.1g015873m Phytozome_Cs:orange1.1g016843m Phytozome_Cs:orange1.1g016575m Phytozome_Cs:orange1.1g016215m Phytozome_Cs:orange1.1g044516m
Q9LHZ0	Phytozome_Cs:orange1.1g029435m Phytozome_Cs:orange1.1g025413m Phytozome_Cs:orange1.1g027878m
Q9LHZ7	Phytozome_Cs:orange1.1g001213m
Q9LIZ8	Phytozome_Cs:orange1.1g043341m
Q9LRI6	Phytozome_Cs:orange1.1g017060m Phytozome_Cs:orange1.1g017066m Phytozome_Cs:orange1.1g012802m Phytozome_Cs:orange1.1g014515m Phytozome_Cs:orange1.1g012658m Phytozome_Cs:orange1.1g009035m Phytozome_Cs:orange1.1g011130m Phytozome_Cs:orange1.1g016240m Phytozome_Cs:orange1.1g014543m Phytozome_Cs:orange1.1g014508m
Q9LWJ2	Phytozome_Cs:orange1.1g019543m Phytozome_Cs:orange1.1g021783m Phytozome_Cs:orange1.1g016612m Phytozome_Cs:orange1.1g027424m Phytozome_Cs:orange1.1g022194m
Q9LWU9	Phytozome_Cs:orange1.1g005954m
Q9LWV3	Phytozome_Cs:orange1.1g027107m
Q9S7D3	Phytozome_Cs:orange1.1g023670m Phytozome_Cs:orange1.1g045926m Phytozome_Cs:orange1.1g026956m
Q9SDG5	Phytozome_Cs:orange1.1g017413m Phytozome_Cs:orange1.1g023218m
Q9SMB1	Phytozome_Cs:orange1.1g020933m Phytozome_Cs:orange1.1g019187m
Q9SNK3	Phytozome_Cs:orange1.1g012940m Phytozome_Cs:orange1.1g015291m
Q9SNN0	Phytozome_Cs:orange1.1g004438m Phytozome_Cs:orange1.1g005135m
Q9SNQ6	Phytozome_Cs:orange1.1g005516m Phytozome_Cs:orange1.1g016509m Phytozome_Cs:orange1.1g017841m Phytozome_Cs:orange1.1g017850m Phytozome_Cs:orange1.1g004928m Phytozome_Cs:orange1.1g013854m Phytozome_Cs:orange1.1g004483m Phytozome_Cs:orange1.1g017662m
Q9XEA6	Phytozome_Cs:orange1.1g024208m Phytozome_Cs:orange1.1g024252m Phytozome_Cs:orange1.1g027405m Phytozome_Cs:orange1.1g023227m Phytozome_Cs:orange1.1g020528m Phytozome_Cs:orange1.1g020805m Phytozome_Cs:orange1.1g027338m Phytozome_Cs:orange1.1g020501m Phytozome_Cs:orange1.1g023695m Phytozome_Cs:orange1.1g023801m
Q9XEA8	Phytozome_Cs:orange1.1g024208m Phytozome_Cs:orange1.1g024252m Phytozome_Cs:orange1.1g027405m Phytozome_Cs:orange1.1g023227m Phytozome_Cs:orange1.1g020528m Phytozome_Cs:orange1.1g020805m Phytozome_Cs:orange1.1g027338m Phytozome_Cs:orange1.1g020501m Phytozome_Cs:orange1.1g023695m Phytozome_Cs:orange1.1g023801m
Q9XFE5	Phytozome_Cs:orange1.1g025533m Phytozome_Cs:orange1.1g023135m Phytozome_Cs:orange1.1g020938m
Q9XG80	Phytozome_Cs:orange1.1g023650m Phytozome_Cs:orange1.1g036054m Phytozome_Cs:orange1.1g042006m Phytozome_Cs:orange1.1g041129m
Q9XHL5	Phytozome_Cs:orange1.1g007956m Phytozome_Cs:orange1.1g011423m Phytozome_Cs:orange1.1g011933m
Q9XJ03	Phytozome_Cs:orange1.1g038167m Phytozome_Cs:orange1.1g017611m
Q9XJ29	Phytozome_Cs:orange1.1g012578m Phytozome_Cs:orange1.1g007699m
Q9XJ60	Phytozome_Cs:orange1.1g027656m Phytozome_Cs:orange1.1g028858m Phytozome_Cs:orange1.1g028923m Phytozome_Cs:orange1.1g030748m Phytozome_Cs:orange1.1g027684m Phytozome_Cs:orange1.1g027691m Phytozome_Cs:orange1.1g028911m Phytozome_Cs:orange1.1g028363m Phytozome_Cs:orange1.1g028864m Phytozome_Cs:orange1.1g031392m Phytozome_Cs:orange1.1g028889m Phytozome_Cs:orange1.1g028641m Phytozome_Cs:orange1.1g027667m Phytozome_Cs:orange1.1g031012m Phytozome_Cs:orange1.1g027658m Phytozome_Cs:orange1.1g030981m Phytozome_Cs:orange1.1g031002m
Q9ZTP5	Phytozome_Cs:orange1.1g025927m Phytozome_Cs:orange1.1g023494m Phytozome_Cs:orange1.1g023503m
UPI00000AA151	Phytozome_Cs:orange1.1g024324m Phytozome_Cs:orange1.1g024273m Phytozome_Cs:orange1.1g019083m Phytozome_Cs:orange1.1g016756m
UPI0001C7A9C3	Phytozome_Cs:orange1.1g009291m Phytozome_Cs:orange1.1g012198m Phytozome_Cs:orange1.1g009275m Phytozome_Cs:orange1.1g042501m Phytozome_Cs:orange1.1g009295m Phytozome_Cs:orange1.1g005244m Phytozome_Cs:orange1.1g005251m Phytozome_Cs:orange1.1g005247m Phytozome_Cs:orange1.1g006703m
