Gene stable ID	Setaria italica gene stable ID	% identity	Setaria italica % identity	Orthology confidence [0 low, 1 high]
OS07G0197000	Si032882m.g	31	23	1
OS07G0197000	Si033285m.g	32	21	1
OS07G0198300	Si030789m.g	57	44	1
OS07G0200000	Si028976m.g	93	93	1
OS07G0201100	Si028874m.g	96	96	1
OS07G0201300	Si029638m.g	69	50	0
OS07G0201300	Si029677m.g	69	51	0
OS07G0201300	Si033256m.g	64	49	0
OS07G0201500	Si029638m.g	62	38	0
OS07G0201500	Si029677m.g	65	41	0
OS07G0201500	Si033256m.g	57	38	0
OS07G0201800	Si029638m.g	61	58	0
OS07G0201800	Si029677m.g	62	60	0
OS07G0201800	Si033256m.g	56	56	0
OS07G0202000	Si029576m.g	63	62	1
OS07G0202100	Si029176m.g	88	87	1
OS07G0202300	Si037950m.g	100	100	1
OS07G0202900	Si029744m.g	89	75	1
OS07G0203275	Si028645m.g	66	8	0
OS07G0203300	Si028645m.g	77	28	0
OS07G0203700	Si028707m.g	75	38	1
OS07G0203925	Si009795m.g	74	33	1
OS07G0204000	Si033237m.g	48	44	1
OS07G0204100	Si030977m.g	57	55	1
OS07G0204400	Si033353m.g	91	57	1
OS07G0204500	Si030546m.g	83	79	1
OS07G0204900	Si029336m.g	90	90	1
OS07G0205000	Si031473m.g	63	82	1
OS07G0205500	Si029978m.g	90	88	1
OS07G0205700	Si029282m.g	71	85	1
OS07G0205900	Si008441m.g	67	73	0
OS07G0206400	Si023603m.g	34	39	1
OS07G0206500	Si023603m.g	35	40	1
OS07G0206600	Si029562m.g	79	80	1
OS07G0206700	Si030398m.g	92	93	1
OS07G0206900	Si036092m.g	57	14	1
OS07G0206900	Si036989m.g	57	20	1
OS07G0207100	Si028868m.g	78	82	1
OS07G0207700	Si010082m.g	69	71	1
OS07G0207800	Si032233m.g	30	40	1
OS07G0208000	Si007499m.g	98	98	1
OS07G0208100	Si032233m.g	70	45	1
OS07G0208500	Si028770m.g	97	97	1
OS07G0208801	Si037406m.g	19	34	1
OS07G0208900	Si029912m.g	85	78	1
OS07G0209000	Si029854m.g	91	90	1
OS07G0209100	Si029000m.g	82	80	1
OS07G0209700	Si011740m.g	44	31	1
OS07G0209700	Si012109m.g	54	39	1
OS07G0209800	Si030123m.g	82	82	1
OS07G0210000	Si004054m.g	30	28	0
OS07G0210000	Si005067m.g	28	33	0
OS07G0210100	Si004130m.g	23	27	0
OS07G0210800	Si008005m.g	34	36	0
OS07G0210800	Si019742m.g	29	31	0
OS07G0211000	Si004130m.g	18	25	0
OS07G0211101	Si028696m.g	73	7	0
OS07G0211200	Si028696m.g	86	24	0
OS07G0211400	Si029313m.g	79	73	1
OS07G0211500	Si029106m.g	39	27	1
OS07G0211700	Si032044m.g	64	71	1
OS07G0211800	Si030361m.g	82	84	1
OS07G0211900	Si029050m.g	68	68	1
OS07G0212200	Si030078m.g	74	73	1
OS07G0212300	Si031295m.g	79	84	1
OS07G0212400	Si015288m.g	12	28	0
OS07G0213300	Si028944m.g	83	69	1
OS07G0213400	Si023024m.g	76	79	1
OS07G0213400	Si030899m.g	74	78	1
OS07G0214900	Si009991m.g	71	60	1
OS07G0214900	Si009992m.g	71	60	1
OS07G0214900	Si010275m.g	71	72	1
OS07G0217600	Si012089m.g	55	57	0
OS07G0217600	Si026245m.g	56	57	0
OS07G0217600	Si026247m.g	56	57	0
OS07G0217600	Si028131m.g	54	55	0
OS07G0217600	Si035299m.g	58	59	0
OS07G0217600	Si035773m.g	43	51	0
OS07G0218200	Si012574m.g	45	49	1
OS07G0218700	Si012089m.g	54	56	0
OS07G0218700	Si026245m.g	55	56	0
OS07G0218700	Si026247m.g	55	56	0
OS07G0218700	Si028131m.g	54	55	0
OS07G0218700	Si035299m.g	56	58	0
OS07G0218700	Si035773m.g	46	54	0
OS07G0219250	Si023603m.g	29	32	1
OS07G0219300	Si023603m.g	29	32	1
OS07G0219400	Si023603m.g	30	33	1
OS07G0220000	Si023603m.g	30	33	1
OS07G0220466	Si008200m.g	42	12	1
OS07G0220466	Si015488m.g	43	45	1
OS07G0220466	Si019702m.g	60	51	1
OS07G0220466	Si019961m.g	53	30	1
OS07G0220466	Si025062m.g	34	24	1
OS07G0220466	Si028227m.g	56	51	1
OS07G0220466	Si032826m.g	52	19	1
OS07G0222000	Si031402m.g	49	49	1
OS07G0222200	Si024308m.g	48	48	1
OS07G0222300	Si029863m.g	90	90	0
OS07G0222300	Si029875m.g	77	78	0
OS07G0222700	Si031214m.g	31	33	1
OS07G0222800	Si031487m.g	92	90	1
OS07G0222900	Si030742m.g	54	19	1
OS07G0223100	Si031236m.g	100	100	1
OS07G0223400	Si031236m.g	100	100	1
OS07G0223700	Si030906m.g	68	83	1
OS07G0224000	Si031346m.g	68	94	1
OS07G0224900	Si009841m.g	73	75	1
OS07G0224900	Si027814m.g	41	60	1
OS07G0225100	Si029599m.g	71	57	1
OS07G0225300	Si030752m.g	63	63	1
OS07G0227300	Si032645m.g	79	77	1
OS07G0227400	Si032846m.g	75	92	1
OS07G0227700	Si029663m.g	49	84	1
OS07G0227800	Si029403m.g	80	85	1
OS07G0228000	Si032461m.g	30	33	1
OS07G0228400	Si032461m.g	2	4	1
OS07G0228900	Si032461m.g	2	2	1
OS07G0229100	Si032461m.g	11	39	1
OS07G0229200	Si032461m.g	4	9	1
OS07G0229800	Si029916m.g	62	29	1
OS07G0229900	Si018640m.g	53	62	0
OS07G0229900	Si023589m.g	53	63	0
OS07G0229900	Si031453m.g	53	63	0
OS07G0230500	Si029281m.g	41	33	1
OS07G0230600	Si033413m.g	39	52	1
OS07G0230700	Si032629m.g	41	47	1
OS07G0231400	Si030354m.g	83	86	1
OS07G0231500	Si007212m.g	51	54	1
OS07G0231500	Si007915m.g	51	54	1
OS07G0231900	Si024865m.g	48	62	1
OS07G0232200	Si031089m.g	68	69	1
OS07G0232200	Si037565m.g	61	66	1
OS07G0232800	Si030104m.g	81	73	1
OS07G0232900	Si028881m.g	57	65	1
OS07G0232900	Si033111m.g	52	65	1
OS07G0233300	Si030965m.g	78	79	1
OS07G0235200	Si032606m.g	55	41	1
OS07G0235800	Si029636m.g	73	69	1
OS07G0236800	Si031041m.g	95	96	1
OS07G0237100	Si030831m.g	49	63	1
OS07G0239400	Si032151m.g	74	82	1
OS07G0239500	Si012034m.g	59	58	1
OS07G0239500	Si033179m.g	83	35	1
OS07G0239600	Si033420m.g	71	70	1
OS07G0240200	Si033013m.g	64	63	1
OS07G0240300	Si029297m.g	80	60	1
OS07G0240400	Si032975m.g	81	71	1
OS07G0240600	Si029735m.g	67	67	1
OS07G0241500	Si029717m.g	61	62	1
OS07G0241500	Si029739m.g	62	64	1
OS07G0241500	Si029803m.g	56	59	1
OS07G0241500	Si032090m.g	61	64	1
OS07G0241600	Si029717m.g	54	30	1
OS07G0241600	Si029739m.g	50	28	1
OS07G0241600	Si029803m.g	44	25	1
OS07G0241600	Si032090m.g	50	28	1
OS07G0241700	Si032401m.g	35	39	1
OS07G0241800	Si032617m.g	69	69	1
OS07G0241800	Si033228m.g	66	65	1
OS07G0242400	Si024440m.g	27	29	1
OS07G0242400	Si024791m.g	19	26	1
OS07G0242400	Si025189m.g	25	28	1
OS07G0242400	Si032587m.g	18	24	1
OS07G0242400	Si032729m.g	27	30	1
OS07G0242400	Si033118m.g	26	27	1
OS07G0242400	Si033327m.g	24	27	1
OS07G0242600	Si030057m.g	55	55	1
OS07G0242600	Si032363m.g	35	43	1
OS07G0242600	Si032644m.g	38	46	1
OS07G0242600	Si032690m.g	37	45	1
OS07G0242600	Si032806m.g	48	47	1
OS07G0242700	Si011746m.g	37	39	1
OS07G0242700	Si029893m.g	36	37	1
OS07G0242700	Si030638m.g	22	33	1
OS07G0242700	Si031965m.g	38	37	1
OS07G0242700	Si031981m.g	25	40	1
OS07G0242700	Si032244m.g	40	37	1
OS07G0242700	Si032783m.g	38	41	1
OS07G0242700	Si033143m.g	27	36	1
OS07G0242700	Si033296m.g	41	40	1
OS07G0242900	Si029948m.g	40	40	1
OS07G0242900	Si031899m.g	34	38	1
OS07G0242900	Si032609m.g	35	38	1
OS07G0243100	Si031695m.g	86	93	1
OS07G0243150	Si031536m.g	60	52	1
OS07G0243200	Si030089m.g	71	91	1
OS07G0244300	Si029450m.g	83	62	1
OS07G0244400	Si029844m.g	63	61	1
OS07G0244600	Si025253m.g	54	40	0
OS07G0244800	Si032657m.g	47	55	1
OS07G0244900	Si032953m.g	57	52	1
OS07G0245100	Si030550m.g	94	54	1
OS07G0245200	Si032032m.g	83	78	1
OS07G0246200	Si040864m.g	75	87	0
OS07G0246600	Si029908m.g	68	72	1
OS07G0247000	Si030852m.g	32	44	1
OS07G0247000	Si032399m.g	32	69	1
OS07G0247100	Si030328m.g	66	67	1
OS07G0248600	Si033009m.g	35	71	1
OS07G0248800	Si035927m.g	83	84	1
OS07G0248900	Si008023m.g	25	38	1
OS07G0249100	Si033422m.g	85	86	1
OS07G0249200	Si030911m.g	88	87	1
OS07G0249600	Si030149m.g	83	83	1
OS07G0249700	Si029793m.g	74	73	1
OS07G0249800	Si029909m.g	78	52	1
OS07G0249900	Si029896m.g	71	26	1
OS07G0249900	Si029924m.g	59	22	1
OS07G0249900	Si031918m.g	65	24	1
OS07G0250100	Si029654m.g	56	58	1
OS07G0250501	Si033346m.g	60	57	1
OS07G0250900	Si031059m.g	72	74	1
OS07G0252000	Si030342m.g	86	86	1
OS07G0252400	Si028762m.g	93	93	1
OS07G0255200	Si015269m.g	61	25	1
OS07G0255900	Si007895m.g	70	74	1
OS07G0255900	Si008303m.g	68	71	1
OS07G0256200	Si029413m.g	27	43	1
OS07G0256300	Si033033m.g	41	59	1
OS07G0256700	Si007895m.g	73	75	1
OS07G0256700	Si008303m.g	71	71	1
OS07G0257200	Si029632m.g	75	82	1
OS07G0257600	Si008200m.g	30	4	1
OS07G0257600	Si015488m.g	16	7	1
OS07G0257600	Si019702m.g	48	17	1
OS07G0257600	Si019961m.g	40	10	1
OS07G0257600	Si025062m.g	36	11	1
OS07G0257600	Si028227m.g	44	17	1
OS07G0257600	Si032826m.g	38	6	1
OS07G0257800	Si008200m.g	32	4	1
OS07G0257800	Si015488m.g	42	21	1
OS07G0257800	Si019702m.g	44	17	1
OS07G0257800	Si019961m.g	44	11	1
OS07G0257800	Si025062m.g	28	9	1
OS07G0257800	Si028227m.g	43	18	1
OS07G0257800	Si032826m.g	44	8	1
OS07G0258100	Si021037m.g	7	2	1
OS07G0258100	Si032516m.g	3	10	1
OS07G0258100	Si032976m.g	7	6	1
OS07G0258400	Si032084m.g	57	72	1
OS07G0258700	Si030873m.g	90	87	1
OS07G0259100	Si016376m.g	45	45	0
OS07G0259100	Si032462m.g	46	42	0
OS07G0259400	Si012233m.g	61	66	1
OS07G0259700	Si029369m.g	64	64	1
OS07G0260000	Si032423m.g	70	57	1
OS07G0260300	Si030949m.g	82	84	1
OS07G0260300	Si030954m.g	81	84	1
OS07G0260400	Si028927m.g	88	88	1
OS07G0262200	Si036890m.g	91	91	1
OS07G0262600	Si032127m.g	45	23	0
OS07G0262800	Si035473m.g	67	37	0
OS07G0263400	Si036116m.g	78	57	1
OS07G0264100	Si036116m.g	74	72	1
OS07G0264800	Si036863m.g	64	65	1
OS07G0264900	Si025126m.g	54	38	0
OS07G0264900	Si037233m.g	57	42	0
OS07G0265100	Si037716m.g	50	38	1
OS07G0265600	Si004216m.g	91	33	1
OS07G0265600	Si012936m.g	24	74	1
OS07G0265600	Si028918m.g	90	33	1
OS07G0269800	Si025215m.g	53	37	1
OS07G0270900	Si018008m.g	83	85	1
OS07G0270900	Si019653m.g	66	74	1
OS07G0270950	Si035683m.g	89	93	1
OS07G0271000	Si035698m.g	93	93	1
OS07G0271500	Si029992m.g	70	68	1
OS07G0271500	Si032624m.g	69	68	1
OS07G0271600	Si018008m.g	60	41	1
OS07G0271600	Si019653m.g	51	39	1
OS07G0272400	Si029612m.g	79	79	1
OS07G0273150	Si020834m.g	38	38	1
OS07G0273301	Si028950m.g	48	36	1
OS07G0273700	Si032201m.g	24	57	1
OS07G0274300	Si030494m.g	41	39	1
OS07G0274400	Si031659m.g	82	80	1
OS07G0274700	Si031132m.g	72	35	1
OS07G0274800	Si029550m.g	70	71	1
OS07G0275100	Si023012m.g	75	74	1
OS07G0275100	Si040185m.g	56	75	1
OS07G0275300	Si030878m.g	93	93	1
OS07G0275801	Si023012m.g	64	20	1
OS07G0275801	Si040185m.g	46	20	1
OS07G0275901	Si023012m.g	82	24	1
OS07G0275901	Si040185m.g	59	24	1
OS07G0276000	Si007913m.g	21	26	1
OS07G0276000	Si008278m.g	28	26	1
OS07G0276000	Si008657m.g	35	29	1
OS07G0276000	Si008792m.g	28	25	1
OS07G0277000	Si007913m.g	46	29	1
OS07G0277000	Si008278m.g	47	23	1
OS07G0277000	Si008657m.g	39	16	1
OS07G0277000	Si008792m.g	35	16	1
OS07G0277500	Si033117m.g	19	22	1
OS07G0277500	Si040155m.g	36	26	1
OS07G0280200	Si023300m.g	28	80	1
OS07G0280200	Si024032m.g	42	68	1
OS07G0280200	Si026881m.g	28	78	1
OS07G0280200	Si027567m.g	42	68	1
OS07G0281000	Si006017m.g	89	65	0
OS07G0281200	Si032687m.g	47	45	1
OS07G0281700	Si032986m.g	58	66	1
OS07G0281800	Si028688m.g	82	23	1
OS07G0281800	Si028698m.g	82	24	1
OS07G0282300	Si028688m.g	73	44	1
OS07G0282300	Si028698m.g	73	46	1
OS07G0282401	Si028688m.g	80	18	1
OS07G0282401	Si028698m.g	81	19	1
OS07G0282500	Si028688m.g	60	4	1
OS07G0282500	Si028698m.g	58	4	1
OS07G0283200	Si001949m.g	92	92	1
OS07G0284700	Si038918m.g	42	50	1
OS07G0285800	Si028371m.g	41	41	1
OS07G0285800	Si032630m.g	35	42	1
OS07G0285800	Si032652m.g	36	40	1
OS07G0285800	Si033004m.g	40	41	1
OS07G0285800	Si033124m.g	29	42	1
OS07G0285800	Si033252m.g	40	41	1
OS07G0285800	Si033378m.g	39	41	1
OS07G0285800	Si035838m.g	35	37	1
OS07G0286950	Si000607m.g	54	15	1
OS07G0287000	Si033081m.g	62	62	1
OS07G0287100	Si031225m.g	60	69	1
OS07G0287100	Si033397m.g	1	1	1
OS07G0287400	Si031611m.g	56	57	0
OS07G0288700	Si029098m.g	69	72	1
OS07G0290200	Si031605m.g	66	67	1
OS07G0290200	Si032010m.g	64	65	1
OS07G0290500	Si031598m.g	71	46	1
OS07G0290500	Si031681m.g	56	45	1
OS07G0291100	Si023427m.g	91	91	1
OS07G0292800	Si037803m.g	84	82	1
OS07G0293000	Si029496m.g	65	41	1
OS07G0294100	Si028023m.g	23	27	0
OS07G0294600	Si032069m.g	85	19	1
OS07G0294800	Si029892m.g	65	60	1
OS07G0295000	Si032837m.g	67	90	1
OS07G0295200	Si031000m.g	97	97	1
OS07G0295400	Si029939m.g	85	81	1
OS07G0295800	Si032797m.g	82	81	1
OS07G0296200	Si022263m.g	83	83	1
OS07G0296200	Si028264m.g	81	84	1
OS07G0297300	Si035203m.g	81	88	1
OS07G0297500	Si039700m.g	38	50	1
OS07G0298100	Si032969m.g	38	56	1
OS07G0298400	Si033163m.g	90	91	1
OS07G0298900	Si031972m.g	39	43	1
OS07G0299600	Si031582m.g	62	66	1
OS07G0299800	Si029143m.g	81	81	1
OS07G0300200	Si005769m.g	69	69	1
OS07G0300900	Si029364m.g	82	83	1
OS07G0301200	Si029524m.g	78	77	1
OS07G0302100	Si012325m.g	23	13	1
OS07G0404300	Si028980m.g	66	54	1
OS07G0405100	Si009740m.g	91	91	1
OS07G0406300	Si009666m.g	87	86	1
OS07G0406600	Si013211m.g	45	5	1
OS07G0406800	Si010050m.g	90	91	1
OS07G0407300	Si037430m.g	55	30	1
OS07G0407900	Si004587m.g	62	63	1
OS07G0408100	Si001554m.g	78	77	1
OS07G0408500	Si029692m.g	64	65	1
OS07G0408700	Si030459m.g	92	89	1
OS07G0409100	Si029556m.g	88	89	1
OS07G0409200	Si029943m.g	71	48	1
OS07G0409400	Si033248m.g	73	73	1
OS07G0409500	Si032396m.g	36	22	0
OS07G0409500	Si032579m.g	34	33	0
OS07G0409700	Si035495m.g	82	82	0
OS07G0409900	Si029530m.g	92	92	1
OS07G0410100	Si016850m.g	84	85	1
OS07G0411200	Si040206m.g	95	93	1
OS07G0411300	Si031885m.g	88	87	1
OS07G0412100	Si029257m.g	86	86	1
OS07G0412400	Si031248m.g	87	87	1
OS07G0412400	Si037721m.g	87	88	1
OS07G0413700	Si029380m.g	49	85	1
OS07G0413800	Si019277m.g	78	79	1
OS07G0414000	Si017118m.g	72	73	1
OS07G0414200	Si032944m.g	73	71	1
OS07G0414700	Si032035m.g	24	37	1
OS07G0414700	Si032306m.g	53	52	1
OS07G0414700	Si032388m.g	40	53	1
OS07G0414700	Si032467m.g	54	54	1
OS07G0414800	Si030208m.g	88	51	1
OS07G0415200	Si037330m.g	82	81	1
OS07G0416600	Si029620m.g	57	10	1
OS07G0416700	Si008635m.g	33	19	0
OS07G0416900	Si008635m.g	60	60	0
OS07G0417400	Si032478m.g	52	53	1
OS07G0417600	Si032157m.g	55	63	1
OS07G0417600	Si033028m.g	61	62	1
OS07G0417800	Si030580m.g	72	75	1
OS07G0418000	Si030578m.g	62	57	0
OS07G0418000	Si036521m.g	68	59	0
OS07G0418100	Si007859m.g	7	19	1
OS07G0418200	Si030889m.g	46	54	1
OS07G0418500	Si029531m.g	78	79	1
OS07G0418500	Si029539m.g	77	78	1
OS07G0419200	Si029688m.g	77	51	1
OS07G0419300	Si032564m.g	63	69	1
OS07G0419500	Si029583m.g	77	89	1
OS07G0419800	Si029937m.g	66	52	1
OS07G0420700	Si028815m.g	84	88	1
OS07G0421000	Si030402m.g	54	60	1
OS07G0421866	Si028647m.g	49	9	0
OS07G0422100	Si031294m.g	87	88	1
OS07G0422700	Si038781m.g	26	25	1
OS07G0423000	Si014179m.g	39	55	1
OS07G0423000	Si028074m.g	35	52	1
OS07G0424400	Si028764m.g	94	95	1
OS07G0425000	Si029910m.g	85	64	1
OS07G0429600	Si027096m.g	64	66	1
OS07G0429600	Si027105m.g	69	75	1
OS07G0429600	Si027106m.g	71	76	1
OS07G0429600	Si027107m.g	69	75	1
OS07G0429600	Si027110m.g	69	75	1
OS07G0429600	Si027111m.g	71	76	1
OS07G0429600	Si027112m.g	67	73	1
OS07G0429600	Si027114m.g	69	75	1
OS07G0429600	Si027115m.g	69	75	1
OS07G0429600	Si027116m.g	71	76	1
OS07G0429600	Si027117m.g	69	75	1
OS07G0429600	Si027118m.g	67	73	1
OS07G0429600	Si027119m.g	69	75	1
OS07G0429600	Si027120m.g	65	71	1
OS07G0429600	Si027159m.g	42	51	1
OS07G0429600	Si027390m.g	55	76	1
OS07G0429600	Si027941m.g	57	73	1
OS07G0429700	Si027096m.g	66	68	1
OS07G0429700	Si027105m.g	73	78	1
OS07G0429700	Si027106m.g	74	80	1
OS07G0429700	Si027107m.g	73	78	1
OS07G0429700	Si027110m.g	73	78	1
OS07G0429700	Si027111m.g	74	80	1
OS07G0429700	Si027112m.g	71	76	1
OS07G0429700	Si027114m.g	72	77	1
OS07G0429700	Si027115m.g	73	78	1
OS07G0429700	Si027116m.g	74	80	1
OS07G0429700	Si027117m.g	73	78	1
OS07G0429700	Si027118m.g	68	74	1
OS07G0429700	Si027119m.g	73	78	1
OS07G0429700	Si027120m.g	67	74	1
OS07G0429700	Si027159m.g	43	53	1
OS07G0429700	Si027390m.g	57	79	1
OS07G0429700	Si027941m.g	60	77	1
OS07G0430501	Si027096m.g	60	38	1
OS07G0430501	Si027105m.g	67	44	1
OS07G0430501	Si027106m.g	69	45	1
OS07G0430501	Si027107m.g	67	44	1
OS07G0430501	Si027110m.g	67	44	1
OS07G0430501	Si027111m.g	67	44	1
OS07G0430501	Si027112m.g	64	42	1
OS07G0430501	Si027114m.g	67	44	1
OS07G0430501	Si027115m.g	67	44	1
OS07G0430501	Si027116m.g	67	44	1
OS07G0430501	Si027117m.g	67	44	1
OS07G0430501	Si027118m.g	60	40	1
OS07G0430501	Si027119m.g	67	44	1
OS07G0430501	Si027120m.g	60	40	1
OS07G0430501	Si027159m.g	24	18	1
OS07G0430501	Si027390m.g	40	34	1
OS07G0430501	Si027941m.g	66	51	1
OS07G0431160	Si027096m.g	53	61	1
OS07G0431160	Si027105m.g	50	60	1
OS07G0431160	Si027106m.g	50	60	1
OS07G0431160	Si027107m.g	50	60	1
OS07G0431160	Si027110m.g	50	60	1
OS07G0431160	Si027111m.g	50	59	1
OS07G0431160	Si027112m.g	49	58	1
OS07G0431160	Si027114m.g	50	59	1
OS07G0431160	Si027115m.g	50	60	1
OS07G0431160	Si027116m.g	50	59	1
OS07G0431160	Si027117m.g	50	60	1
OS07G0431160	Si027118m.g	48	57	1
OS07G0431160	Si027119m.g	50	60	1
OS07G0431160	Si027120m.g	47	56	1
OS07G0431160	Si027159m.g	34	46	1
OS07G0431160	Si027390m.g	50	78	1
OS07G0431160	Si027941m.g	39	55	1
OS07G0432201	Si027096m.g	68	71	1
OS07G0432201	Si027105m.g	74	80	1
OS07G0432201	Si027106m.g	75	81	1
OS07G0432201	Si027107m.g	74	80	1
OS07G0432201	Si027110m.g	74	80	1
OS07G0432201	Si027111m.g	75	81	1
OS07G0432201	Si027112m.g	72	77	1
OS07G0432201	Si027114m.g	73	78	1
OS07G0432201	Si027115m.g	74	80	1
OS07G0432201	Si027116m.g	75	81	1
OS07G0432201	Si027117m.g	74	80	1
OS07G0432201	Si027118m.g	71	76	1
OS07G0432201	Si027119m.g	74	80	1
OS07G0432201	Si027120m.g	68	75	1
OS07G0432201	Si027159m.g	44	54	1
OS07G0432201	Si027390m.g	59	82	1
OS07G0432201	Si027941m.g	61	78	1
OS07G0432333	Si027096m.g	74	70	1
OS07G0432333	Si027105m.g	81	80	1
OS07G0432333	Si027106m.g	83	81	1
OS07G0432333	Si027107m.g	81	80	1
OS07G0432333	Si027110m.g	81	80	1
OS07G0432333	Si027111m.g	84	82	1
OS07G0432333	Si027112m.g	78	76	1
OS07G0432333	Si027114m.g	80	78	1
OS07G0432333	Si027115m.g	81	80	1
OS07G0432333	Si027116m.g	84	82	1
OS07G0432333	Si027117m.g	81	80	1
OS07G0432333	Si027118m.g	76	74	1
OS07G0432333	Si027119m.g	81	80	1
OS07G0432333	Si027120m.g	76	75	1
OS07G0432333	Si027159m.g	49	54	1
OS07G0432333	Si027390m.g	64	81	1
OS07G0432333	Si027941m.g	69	80	1
OS07G0434125	Si020066m.g	24	30	1
OS07G0434300	Si020066m.g	30	40	1
OS07G0434500	Si013251m.g	76	60	1
OS07G0434500	Si034205m.g	81	62	1
OS07G0434700	Si014162m.g	74	43	1
OS07G0435100	Si014267m.g	88	88	1
OS07G0435300	Si031265m.g	82	37	1
OS07G0435400	Si013356m.g	87	87	1
OS07G0435400	Si029128m.g	87	86	1
OS07G0435900	Si029125m.g	84	84	1
OS07G0436100	Si029167m.g	91	92	1
OS07G0436600	Si032333m.g	71	71	1
OS07G0437000	Si030102m.g	86	87	1
OS07G0437500	Si033345m.g	60	86	0
OS07G0438500	Si028852m.g	58	53	1
OS07G0438550	Si028852m.g	15	1	1
OS07G0438600	Si031511m.g	50	47	1
OS07G0438700	Si030504m.g	78	78	1
OS07G0438800	Si029945m.g	79	80	1
OS07G0439100	Si029409m.g	33	14	0
OS07G0439100	Si031542m.g	13	25	0
OS07G0442900	Si032948m.g	64	67	1
OS07G0443500	Si003539m.g	72	73	1
OS07G0443500	Si003541m.g	72	73	1
OS07G0444000	Si028854m.g	89	31	1
OS07G0445600	Si028882m.g	75	70	1
OS07G0445800	Si031169m.g	90	92	1
OS07G0446000	Si032949m.g	55	59	1
OS07G0446100	Si029529m.g	76	76	1
OS07G0446100	Si033340m.g	31	46	1
OS07G0446900	Si031987m.g	77	50	1
OS07G0447000	Si024098m.g	63	64	0
OS07G0447800	Si029426m.g	90	90	0
OS07G0448100	Si030712m.g	92	92	1
OS07G0448100	Si030713m.g	92	92	1
OS07G0448800	Si030703m.g	89	90	1
OS07G0449100	Si014697m.g	90	89	0
OS07G0449700	Si031291m.g	59	71	1
OS07G0450000	Si031424m.g	100	72	1
OS07G0451300	Si008701m.g	44	51	0
OS07G0452100	Si030003m.g	67	68	1
OS07G0452400	Si029568m.g	80	79	0
OS07G0452500	Si031336m.g	91	93	1
OS07G0452600	Si030918m.g	62	59	1
OS07G0452700	Si031689m.g	42	53	1
OS07G0454400	Si000120m.g	51	7	1
OS07G0454700	Si011263m.g	94	94	1
OS07G0455100	Si029483m.g	44	76	0
OS07G0455100	Si030641m.g	27	80	0
OS07G0456400	Si030327m.g	77	76	1
OS07G0456500	Si032560m.g	70	41	0
OS07G0456700	Si028759m.g	82	82	1
OS07G0457300	Si029191m.g	78	78	1
OS07G0457550	Si032226m.g	54	64	1
OS07G0458700	Si031315m.g	75	75	1
OS07G0458800	Si007078m.g	76	78	1
OS07G0459200	Si029069m.g	84	85	1
OS07G0459400	Si029674m.g	92	93	1
OS07G0461500	Si033223m.g	51	53	1
OS07G0461600	Si028851m.g	47	27	1
OS07G0461600	Si033414m.g	39	22	1
OS07G0461900	Si021951m.g	80	56	1
OS07G0462000	Si021842m.g	88	24	1
OS07G0462200	Si031219m.g	86	86	1
OS07G0462700	Si031304m.g	74	76	1
OS07G0463100	Si031442m.g	88	87	0
OS07G0463100	Si037339m.g	87	53	0
OS07G0463400	Si030318m.g	87	89	1
OS07G0463500	Si031304m.g	63	72	1
OS07G0464600	Si029655m.g	41	78	1
OS07G0466000	Si030246m.g	38	38	0
OS07G0466000	Si032030m.g	31	35	0
OS07G0466000	Si032600m.g	34	36	0
OS07G0466000	Si032603m.g	42	39	0
OS07G0466000	Si033367m.g	43	44	0
OS07G0466200	Si035591m.g	75	80	1
OS07G0467500	Si030809m.g	78	78	1
OS07G0467600	Si030694m.g	78	77	1
OS07G0467800	Si030134m.g	38	26	1
OS07G0467900	Si032297m.g	80	80	1
OS07G0468100	Si007233m.g	69	71	1
OS07G0469100	Si031409m.g	64	65	1
OS07G0469200	Si031751m.g	70	69	1
OS07G0470400	Si031670m.g	65	70	1
OS07G0470700	Si030019m.g	69	68	1
OS07G0470800	Si030824m.g	79	75	1
OS07G0471000	Si028846m.g	67	64	1
OS07G0471100	Si032678m.g	74	74	1
OS07G0471300	Si028876m.g	48	40	0
OS07G0471300	Si029819m.g	37	61	0
OS07G0471300	Si032269m.g	20	46	0
OS07G0471900	Si029522m.g	76	64	1
OS07G0472100	Si028890m.g	64	67	1
OS07G0472300	Si029175m.g	54	56	1
OS07G0472400	Si029043m.g	35	25	1
OS07G0472500	Si028979m.g	76	77	1
OS07G0474300	Si033485m.g	51	49	1
OS07G0474600	Si028963m.g	85	41	1
OS07G0475000	Si030952m.g	58	58	1
OS07G0475400	Si030754m.g	75	75	1
OS07G0475700	Si033195m.g	67	73	1
OS07G0475800	Si033349m.g	80	81	1
OS07G0475900	Si029452m.g	84	75	1
OS07G0476200	Si016168m.g	89	89	1
OS07G0476500	Si018249m.g	80	81	1
OS07G0476900	Si030648m.g	71	71	1
OS07G0477000	Si031148m.g	82	83	1
OS07G0477250	Si001467m.g	95	35	0
OS07G0477500	Si005886m.g	85	84	1
OS07G0479100	Si031244m.g	62	86	1
OS07G0479200	Si030968m.g	91	93	1
OS07G0479300	Si029499m.g	81	81	1
OS07G0479400	Si031016m.g	85	27	1
OS07G0479600	Si031332m.g	62	56	1
OS07G0480800	Si030594m.g	82	79	0
OS07G0481000	Si030169m.g	76	76	1
OS07G0481100	Si029765m.g	83	83	1
OS07G0481200	Si029848m.g	78	24	1
