Gene stable ID	Oryza brachyantha gene stable ID	% identity	Oryza brachyantha % identity	Orthology confidence [0 low, 1 high]
OS05G0489000	OB05G28370	96	96	1
OS05G0489100	OB05G28400	85	85	1
OS05G0489200	OB05G28420	54	83	1
OS05G0489500	OB11G16510	21	48	0
OS05G0489600	OB05G28430	100	100	1
OS05G0489700	OB05G28440	82	83	1
OS05G0489750	OB05G28450	55	31	1
OS05G0489900	OB05G28480	96	95	1
OS05G0490000	OB05G28490	79	71	1
OS05G0490100	OB05G28500	94	93	1
OS05G0490200	OB05G28510	97	97	1
OS05G0490300	OB05G28540	74	85	1
OS05G0490400	OB05G28550	68	65	1
OS05G0490500	OB05G28560	80	70	1
OS05G0490600	OB05G28570	58	47	1
OS05G0490700	OB05G28580	93	89	1
OS05G0490800	OB05G28590	99	99	1
OS05G0491000	OB05G28610	81	81	1
OS05G0491100	OB05G28630	100	100	1
OS05G0491200	OB05G28640	70	86	1
OS05G0491400	OB05G28660	59	65	1
OS05G0491500	OB05G28670	92	85	1
OS05G0491700	OB05G28690	53	58	1
OS05G0492000	OB05G28710	83	80	1
OS05G0492200	OB01G43300	48	47	0
OS05G0492600	OB01G43300	47	26	0
OS05G0493100	OB05G28720	67	77	1
OS05G0493500	OB05G28760	66	71	1
OS05G0493600	OB05G28770	41	38	0
OS05G0493800	OB05G28780	84	84	1
OS05G0494000	OB05G28810	88	92	1
OS05G0494100	OB05G28830	76	76	0
OS05G0494200	OB05G28840	54	73	1
OS05G0494500	OB05G28850	70	99	1
OS05G0494700	OB05G28880	34	47	1
OS05G0494900	OB03G27180	0	1	1
OS05G0494900	OB05G28890	82	17	1
OS05G0495100	OB05G28910	93	93	1
OS05G0495200	OB05G28920	91	91	1
OS05G0495600	OB05G28960	82	83	1
OS05G0495700	OB05G28970	93	94	1
OS05G0495900	OB05G28980	87	88	1
OS05G0496000	OB05G29000	81	84	0
OS05G0496100	OB05G29010	41	71	1
OS05G0496200	OB05G29020	81	96	1
OS05G0496300	OB07G22530	5	6	1
OS05G0496400	OB05G29040	43	30	1
OS05G0496500	OB05G29050	94	94	1
OS05G0497150	OB05G29070	90	36	1
OS05G0497300	OB05G29090	59	61	0
OS05G0497500	OB05G29110	67	67	0
OS05G0497600	OB05G29120	89	90	1
OS05G0497675	OB05G29130	85	87	1
OS05G0497700	OB05G29140	86	84	1
OS05G0498300	OB05G29160	95	95	1
OS05G0498400	OB05G29180	100	100	1
OS05G0498700	OB05G29230	95	95	1
OS05G0498900	OB05G29240	75	70	1
OS05G0499100	OB05G29250	78	75	1
OS05G0499300	OB05G29260	93	93	1
OS05G0499400	OB05G29270	63	94	1
OS05G0499500	OB05G29280	79	87	1
OS05G0499800	OB05G29300	71	79	1
OS05G0500000	OB05G29300	66	74	1
OS05G0500200	OB05G29300	0	0	1
OS05G0500400	OB05G29350	64	89	1
OS05G0500450	OB05G29360	84	63	1
OS05G0500500	OB05G29370	71	58	1
OS05G0500600	OB05G29380	78	77	1
OS05G0500700	OB05G29390	55	84	1
OS05G0500900	OB05G29400	26	75	1
OS05G0501300	OB05G29430	95	96	1
OS05G0501500	OB01G42160	28	38	1
OS05G0501700	OB05G29490	33	97	0
OS05G0501800	OB05G29500	36	55	1
OS05G0502000	OB05G29530	38	94	1
OS05G0502200	OB05G29540	89	89	1
OS05G0502500	OB05G29550	90	86	1
OS05G0502700	OB05G29560	81	78	1
OS05G0502800	OB05G29570	76	75	1
OS05G0503000	OB05G29580	98	98	1
OS05G0503300	OB05G29610	94	94	1
OS05G0505900	OB05G29650	65	72	1
OS05G0506000	OB05G29660	90	89	0
OS05G0506450	OB05G29710	56	30	0
OS05G0506500	OB01G17380	45	42	0
OS05G0506500	OB01G17400	46	43	0
OS05G0506600	OB05G29690	81	80	1
OS05G0507000	OB05G29720	87	91	1
OS05G0507300	OB05G29730	89	75	1
OS05G0508300	OB05G29740	73	77	1
OS05G0508400	OB05G29760	93	91	1
OS05G0508500	OB05G29790	83	79	1
OS05G0508700	OB05G29800	70	43	0
OS05G0508800	OB05G29810	95	88	1
OS05G0509200	OB05G29830	75	98	1
OS05G0509300	OB05G29840	87	50	1
OS05G0509400	OB05G29850	80	96	1
OS05G0509500	OB05G29860	82	83	1
OS05G0509700	OB05G29870	91	89	1
OS05G0509900	OB05G29880	93	93	1
OS05G0510100	OB05G29890	43	69	1
OS05G0510200	OB05G29900	98	98	1
OS05G0510300	OB05G29910	75	82	1
OS05G0510400	OB05G29920	82	78	1
OS05G0510600	OB05G29940	66	63	0
OS05G0510700	OB05G30030	67	90	0
OS05G0510800	OB05G30020	83	97	1
OS05G0511000	OB05G30010	92	92	1
OS05G0511050	OB05G30000	88	79	0
OS05G0511300	OB05G29990	91	91	1
OS05G0511400	OB05G29980	99	98	1
OS05G0511500	OB05G29970	90	89	0
OS05G0511700	OB05G29960	83	72	1
OS05G0512000	OB05G29950	81	80	1
OS05G0512200	OB05G30040	88	88	1
OS05G0512400	OB05G30060	64	51	1
OS05G0512500	OB05G30070	94	94	1
OS05G0512600	OB05G30080	89	83	1
OS05G0513100	OB03G43470	11	15	0
OS05G0513200	OB05G30100	68	87	1
OS05G0513300	OB05G30110	89	59	1
OS05G0513350	OB05G30110	95	9	1
OS05G0513400	OB05G30120	97	98	1
OS05G0513600	OB05G30130	44	40	1
OS05G0513700	OB05G30140	59	49	1
OS05G0513800	OB05G30160	95	95	1
OS05G0513900	OB05G30170	97	74	1
OS05G0514200	OB05G30180	90	93	1
OS05G0514300	OB05G30200	64	95	1
OS05G0514400	OB05G30210	31	67	1
OS05G0514500	OB05G30220	68	58	1
OS05G0514600	OB05G30230	74	50	1
OS05G0514800	OB05G30250	71	57	1
OS05G0515200	OB05G30270	80	81	1
OS05G0515400	OB05G30280	82	87	1
OS05G0515500	OB05G30300	81	82	1
OS05G0515600	OB05G30300	79	81	1
OS05G0515700	OB05G30320	88	86	1
OS05G0515900	OB05G30330	69	47	0
OS05G0516100	OB05G30340	46	63	1
OS05G0516300	OB05G30350	84	61	1
OS05G0516400	OB05G30360	47	65	1
OS05G0516600	OB05G30370	100	100	1
OS05G0516800	OB05G30380	99	99	1
OS05G0516900	OB05G30400	97	97	1
OS05G0517100	OB05G30420	17	42	1
OS05G0517200	OB05G30430	89	56	1
OS05G0517500	OB05G30440	85	90	1
OS05G0517600	OB05G30450	90	83	1
OS05G0517800	OB05G30460	91	91	1
OS05G0517900	OB05G30470	63	40	0
OS05G0518000	OB05G30480	82	82	1
OS05G0518200	OB05G30490	72	77	1
OS05G0518300	OB05G30500	93	93	1
OS05G0518600	OB05G30510	83	23	1
OS05G0518800	OB05G30530	35	90	1
OS05G0519000	OB05G30560	67	71	1
OS05G0519200	OB05G30570	93	93	1
OS05G0519300	OB05G30580	56	54	1
OS05G0519400	OB05G30590	95	96	1
OS05G0519500	OB05G30600	96	96	1
OS05G0519600	OB08G24940	88	87	1
OS05G0519700	OB05G30610	97	96	1
OS05G0519800	OB05G30630	94	95	1
OS05G0519900	OB05G30640	95	98	1
OS05G0520100	OB05G30690	56	86	1
OS05G0520200	OB05G30700	91	91	1
OS05G0520600	OB05G30730	48	89	1
OS05G0521300	OB05G30750	91	91	1
OS05G0521500	OB05G30770	89	88	1
OS05G0521600	OB05G30780	83	83	1
OS05G0521900	OB05G30790	42	48	0
OS05G0522500	OB05G30810	92	92	1
OS05G0523300	OB05G30840	70	69	1
OS05G0524200	OB05G30870	88	89	1
OS05G0524400	OB05G30900	96	96	1
OS05G0524666	OB02G23180	25	29	0
OS05G0524666	OB08G12040	32	53	0
OS05G0524732	OB09G14400	43	23	0
OS05G0525000	OB05G30910	75	46	1
OS05G0525400	OB05G30910	83	33	1
OS05G0525501	OB09G14400	22	17	0
OS05G0525600	OB05G30920	79	78	1
OS05G0525800	OB05G30930	80	60	1
OS05G0525900	OB05G30940	84	91	1
OS05G0526200	OB05G30950	80	94	1
OS05G0526300	OB05G30960	80	70	1
OS05G0526400	OB05G30970	91	93	1
OS05G0526600	OB05G30980	74	77	1
OS05G0526700	OB05G31000	78	77	1
OS05G0526800	OB05G31010	86	86	1
OS05G0526900	OB05G31020	86	86	1
OS05G0527000	OB0306G10010	64	83	1
OS05G0527000	OB05G31040	49	85	1
OS05G0527100	OB0306G10010	64	82	1
OS05G0527100	OB05G31040	48	84	1
OS05G0527200	OB09G20930	51	17	0
OS05G0527600	OB05G31060	70	65	1
OS05G0527700	OB10G21650	64	59	1
OS05G0527800	OB05G31060	45	70	1
OS05G0528000	OB05G31080	85	76	1
OS05G0528900	OB05G31110	96	95	1
OS05G0529000	OB05G31120	92	91	0
OS05G0529200	OB05G31130	57	93	1
OS05G0529300	OB05G31140	97	58	1
OS05G0529400	OB05G31150	92	87	1
OS05G0529600	OB05G31170	64	81	1
OS05G0529700	OB05G31180	87	88	1
OS05G0529900	OB05G31190	85	75	1
OS05G0530300	OB05G31210	58	87	1
OS05G0530400	OB05G31230	64	67	1
OS05G0530500	OB05G31240	96	96	1
OS05G0530701	OB05G31260	49	89	0
OS05G0531000	OB05G31280	68	67	1
OS05G0531100	OB05G31290	58	57	1
OS05G0531200	OB05G31300	73	74	0
OS05G0531500	OB05G31310	78	93	1
OS05G0531600	OB05G31670	24	28	1
OS05G0531800	OB05G31680	61	42	1
OS05G0532300	OB05G31680	62	60	1
OS05G0532500	OB05G31320	78	81	0
OS05G0532800	OB05G31330	74	73	1
OS05G0533100	OB05G31350	78	58	1
OS05G0533400	OB05G31360	72	69	1
OS05G0533500	OB05G31370	88	86	1
OS05G0533600	OB05G31380	83	93	1
OS05G0533700	OB05G31400	70	100	0
OS05G0533800	OB05G31410	70	47	1
OS05G0533900	OB05G31420	34	96	1
OS05G0534000	OB05G31430	84	56	1
OS05G0534100	OB05G31440	26	53	1
OS05G0534400	OB05G31460	91	91	1
OS05G0534500	OB05G31470	75	77	1
OS05G0534600	OB05G31480	79	80	1
OS05G0534800	OB05G31490	65	9	0
OS05G0534900	OB05G31500	86	86	1
OS05G0535100	OB05G31510	84	91	1
OS05G0535200	OB05G31520	70	55	1
OS05G0535400	OB05G31530	80	86	1
OS05G0535500	OB05G31540	89	90	1
OS05G0535600	OB05G31550	73	40	1
OS05G0535700	OB05G31560	91	91	1
OS05G0535800	OB05G31570	78	80	1
OS05G0535900	OB05G31580	90	90	1
OS05G0536200	OB05G31590	88	88	1
OS05G0536250	OB05G31600	67	67	0
OS05G0536400	OB05G31610	97	97	1
OS05G0536800	OB03G27970	63	64	1
OS05G0536900	OB05G31620	90	91	1
OS05G0537200	OB05G31630	97	15	1
OS05G0537300	OB05G31630	95	14	1
OS05G0537400	OB05G31640	39	49	1
OS05G0537700	OB05G31650	64	58	1
OS05G0538900	OB09G21870	69	46	1
OS05G0539400	OB05G31690	89	90	1
OS05G0539500	OB05G31700	90	93	1
OS05G0539600	OB05G31710	58	30	0
OS05G0539700	OB05G31720	93	93	1
OS05G0539800	OB05G31730	91	91	1
OS05G0540000	OB05G31740	90	83	1
OS05G0540100	OB05G31750	98	98	0
OS05G0540200	OB05G31760	95	95	1
OS05G0540300	OB05G31770	93	94	1
OS05G0540600	OB05G31780	66	66	1
OS05G0540800	OB05G31800	95	94	1
OS05G0540900	OB05G31810	45	35	1
OS05G0541100	OB05G31820	79	77	1
OS05G0541200	OB05G31830	91	92	1
OS05G0541400	OB05G31840	19	20	0
OS05G0541700	OB05G31850	57	76	1
OS05G0541800	OB05G31860	2	2	1
OS05G0541900	OB05G31870	80	57	0
OS05G0542001	OB01G37240	32	38	0
OS05G0542200	OB05G31900	94	92	1
OS05G0542300	OB05G31930	72	79	1
OS05G0542500	OB05G31940	86	86	1
OS05G0542600	OB05G31950	95	94	1
OS05G0542800	OB05G31970	88	90	1
OS05G0542900	OB05G31980	85	87	1
OS05G0543000	OB05G31990	60	65	1
OS05G0543300	OB05G32000	98	98	1
OS05G0543400	OB05G32010	89	89	1
OS05G0543600	OB05G32030	88	88	0
OS05G0543700	OB05G32050	88	88	1
OS05G0545000	OB05G32060	94	93	1
OS05G0545200	OB05G32070	87	85	1
OS05G0545400	OB05G32080	44	48	1
OS05G0545600	OB05G32090	87	84	1
OS05G0546500	OB05G32110	89	52	1
OS05G0547100	OB03G41350	63	24	1
OS05G0547700	OB10G15590	59	10	1
OS05G0547850	OB05G32110	97	97	1
OS05G0548100	OB05G32120	78	78	1
OS05G0548200	OB05G32130	40	68	1
OS05G0548300	OB01G28430	69	58	0
OS05G0548500	OB01G36750	71	70	0
OS05G0548600	OB05G32160	58	87	1
OS05G0548800	OB05G32170	85	36	1
OS05G0548900	OB05G32180	96	96	0
OS05G0549000	OB05G32190	91	91	0
OS05G0549100	OB05G32210	86	97	1
OS05G0549232	OB05G32220	89	98	1
OS05G0549500	OB05G32230	64	42	1
OS05G0549700	OB05G32240	87	90	1
OS05G0549800	OB05G32250	42	69	1
OS05G0549900	OB05G32260	82	60	1
OS05G0550000	OB05G32280	43	81	1
OS05G0550100	OB05G32290	63	64	1
OS05G0550200	OB05G32300	44	60	1
OS05G0550250	OB05G32310	95	95	1
OS05G0550250	OB05G32340	95	95	1
OS05G0550300	OB05G32350	72	69	1
OS05G0550700	OB05G32370	69	41	1
OS05G0550800	OB05G32380	69	70	1
OS05G0550900	OB09G27180	36	13	1
OS05G0551000	OB05G32390	93	66	1
OS05G0551100	OB05G32410	69	64	1
OS05G0551500	OB05G32440	44	33	1
OS05G0551600	OB05G32450	25	70	0
OS05G0551801	OB05G32500	84	85	1
OS05G0551900	OB05G32490	90	88	0
OS05G0552100	OB05G32520	77	73	1
OS05G0552200	OB05G32530	81	84	1
OS05G0552300	OB05G32540	92	92	1
OS05G0552500	OB05G32570	75	95	1
OS05G0552550	OB01G54430	52	34	0
OS05G0552600	OB05G32580	36	41	0
OS05G0552700	OB05G32600	75	82	1
OS05G0552800	OB05G32610	47	47	1
OS05G0552900	OB05G32620	57	88	1
OS05G0553000	OB05G32640	77	100	1
OS05G0553400	OB05G32650	57	56	1
OS05G0553700	OB05G32660	94	54	1
OS05G0554000	OB05G32670	90	72	1
OS05G0554100	OB05G32680	76	37	1
OS05G0554500	OB05G32700	89	65	1
OS05G0554800	OB05G32720	75	75	0
OS05G0555000	OB05G32720	65	36	0
OS05G0555100	OB05G32770	80	70	1
OS05G0555300	OB05G32780	63	73	1
OS05G0555600	OB05G32750	0	0	1
OS05G0555600	OB05G32760	40	37	1
OS05G0555600	OB05G32790	89	29	1
OS05G0555700	OB05G32810	66	62	1
OS05G0555800	OB05G32820	95	95	1
OS05G0556000	OB05G32830	88	90	1
OS05G0556100	OB05G32840	99	99	1
OS05G0556300	OB05G32850	58	87	1
OS05G0556400	OB05G32860	84	84	1
OS05G0556600	OB05G32880	67	61	0
OS05G0556700	OB05G32890	98	61	1
OS05G0556800	OB05G32900	86	90	1
OS05G0556900	OB05G32820	95	95	1
OS05G0557000	OB01G35700	100	100	0
OS05G0557000	OB10G15250	100	100	0
OS05G0557100	OB05G32910	48	83	1
OS05G0557200	OB05G32920	90	89	1
OS05G0557400	OB05G32930	89	84	1
OS05G0557500	OB05G32960	91	52	1
OS05G0557600	OB05G32970	58	92	1
OS05G0557800	OB05G33000	86	85	1
OS05G0557900	OB05G33010	87	87	1
OS05G0558000	OB05G33020	68	67	1
OS05G0558400	OB10G24870	92	94	1
OS05G0558800	OB05G33030	93	89	1
OS05G0558900	OB05G33040	94	95	1
OS05G0559000	OB05G33050	76	82	1
OS05G0559316	OB05G33070	80	44	1
OS05G0559400	OB05G33090	70	76	1
OS05G0559600	OB05G33100	93	94	1
OS05G0559900	OB05G33110	89	89	1
OS05G0560000	OB05G33120	94	94	1
OS05G0560100	OB05G33130	60	77	1
OS05G0560300	OB05G33150	82	82	1
OS05G0560400	OB05G33170	82	84	1
OS05G0560500	OB05G33180	89	89	1
OS05G0560600	OB05G33190	30	61	0
OS05G0560900	OB05G33200	82	86	1
OS05G0561500	OB05G33230	97	97	1
OS05G0561600	OB05G33240	71	82	1
OS05G0562200	OB05G33250	86	83	1
OS05G0562300	OB05G33260	94	95	1
OS05G0562400	OB01G35240	68	48	0
OS05G0562400	OB01G35260	67	53	0
OS05G0562800	OB05G33270	76	73	1
OS05G0563000	OB05G33280	94	95	1
OS05G0563050	OB05G33290	90	43	1
OS05G0563100	OB05G33290	66	12	1
OS05G0563400	OB05G33320	84	91	1
OS05G0563500	OB03G28250	43	24	1
OS05G0563500	OB05G33330	54	56	1
OS05G0563550	OB05G33340	45	50	1
OS05G0563600	OB05G33350	64	92	1
OS05G0564000	OB05G33370	34	23	0
OS05G0564100	OB05G33380	38	36	0
OS05G0564200	OB05G33390	93	97	0
OS05G0564300	OB05G33400	74	77	1
OS05G0564400	OB05G33410	99	100	1
OS05G0564500	OB05G33420	69	14	1
OS05G0564601	OB05G29720	35	39	1
OS05G0564700	OB05G33440	73	41	1
OS05G0565000	OB05G33450	96	50	0
OS05G0565100	OB05G33460	86	89	1
OS05G0565200	OB05G33470	94	92	1
OS05G0565400	OB05G33480	91	59	0
OS05G0565900	OB01G34880	37	19	0
OS05G0566200	OB05G33510	36	28	1
OS05G0566300	OB05G33520	81	38	1
OS05G0566400	OB05G33530	92	92	1
OS05G0566500	OB05G33540	69	97	1
OS05G0566800	OB05G33550	61	96	1
OS05G0566900	OB05G33560	81	84	1
OS05G0567100	OB05G33570	96	96	1
OS05G0567200	OB05G33580	50	72	1
OS05G0567300	OB05G33600	97	56	1
OS05G0567400	OB05G33610	95	94	1
OS05G0567500	OB05G33660	80	81	1
OS05G0567600	OB05G33630	86	82	0
OS05G0567800	OB05G33680	86	95	1
OS05G0568000	OB05G33690	86	95	1
OS05G0568100	OB05G33710	85	87	1
OS05G0568300	OB05G33730	80	81	1
OS05G0568600	OB05G33740	69	69	1
OS05G0568900	OB05G33760	89	84	1
OS05G0569200	OB05G33780	54	95	1
OS05G0569300	OB05G33790	92	92	1
OS05G0569400	OB05G33800	77	22	1
OS05G0569500	OB05G33810	66	52	1
OS05G0569700	OB05G33970	17	44	1
OS05G0569800	OB08G13870	90	90	1
OS05G0570200	OB05G33960	62	63	1
OS05G0570350	OB05G33820	33	37	1
OS05G0570350	OB05G33830	15	37	1
OS05G0570350	OB05G33840	12	34	1
OS05G0570350	OB05G33850	30	33	1
OS05G0570350	OB05G33890	26	22	1
OS05G0570400	OB05G33970	13	43	1
OS05G0570900	OB05G33990	67	33	1
OS05G0571000	OB05G34000	91	84	1
OS05G0571100	OB05G34010	75	92	1
OS05G0571200	OB05G34020	60	68	1
OS05G0572000	OB05G34050	72	78	0
OS05G0572700	OB01G49200	19	70	1
OS05G0572700	OB04G14190	21	70	1
OS05G0572700	OB05G34060	78	79	1
OS05G0572900	OB05G34070	93	93	1
OS05G0573000	OB05G34080	45	31	1
OS05G0573200	OB05G34090	97	97	1
OS05G0573300	OB05G34100	95	96	1
OS05G0573500	OB05G34110	90	91	1
OS05G0573600	OB05G34130	86	88	1
OS05G0573700	OB05G34140	88	88	0
OS05G0573800	OB05G34150	68	82	1
OS05G0573900	OB05G34160	95	52	1
OS05G0574000	OB05G34170	83	84	1
OS05G0574100	OB05G34180	68	57	1
OS05G0574300	OB05G14410	94	91	1
OS05G0574400	OB05G34190	96	95	1
OS05G0574500	OB05G34200	100	100	1
OS05G0574600	OB05G34210	92	93	1
OS05G0574700	OB05G34220	89	89	1
OS05G0574800	OB05G34230	81	93	1
OS05G0574900	OB05G34240	58	76	1
OS05G0575300	OB05G34270	94	54	1
OS05G0575400	OB05G34280	59	42	1
OS05G0576300	OB05G34300	82	84	1
OS05G0576500	OB05G34310	80	52	1
OS05G0576600	OB05G34320	51	35	1
OS05G0576700	OB05G34330	74	80	1
OS05G0576800	OB05G34340	81	95	1
OS05G0576900	OB05G34360	76	77	1
OS05G0577200	OB05G34380	88	89	1
OS05G0577500	OB05G34390	87	88	1
OS05G0577700	OB05G34400	93	92	1
OS05G0577800	OB05G34420	94	94	1
OS05G0578000	OB05G34440	77	82	1
OS05G0578100	OB05G34450	65	66	1
OS05G0578500	OB05G34460	88	90	1
OS05G0578600	OB05G34470	96	56	1
OS05G0578900	OB05G34480	76	82	1
OS05G0579000	OB05G34500	96	95	1
OS05G0579100	OB05G34510	49	76	1
OS05G0579200	OB05G34530	81	82	1
OS05G0579600	OB05G34570	87	80	1
OS05G0579700	OB05G34580	67	67	1
OS05G0579800	OB05G34590	96	96	1
OS05G0579900	OB05G34610	33	30	0
OS05G0580000	OB05G34620	97	97	1
OS05G0580500	OB05G34630	61	7	0
OS05G0580550	OB02G38440	62	20	1
OS05G0581100	OB09G13510	4	2	0
OS05G0581300	OB05G34640	87	84	1
OS05G0581700	OB05G34650	48	48	1
OS05G0581800	OB05G34670	68	69	0
OS05G0581900	OB05G34680	56	58	1
OS05G0582000	OB05G34700	37	44	0
OS05G0582100	OB05G34710	94	94	1
OS05G0582300	OB05G34720	95	75	1
OS05G0582500	OB05G34750	54	82	1
OS05G0582800	OB05G34760	88	89	1
OS05G0583000	OB05G34770	42	45	1
OS05G0583000	OB10G12550	20	26	1
OS05G0583100	OB03G40190	96	62	1
OS05G0583200	OB08G27840	78	77	1
OS05G0583200	OB08G27850	77	74	1
OS05G0583400	OB05G34780	68	67	1
OS05G0583500	OB05G34790	88	89	1
OS05G0583600	OB05G34800	93	20	1
OS05G0583950	OB01G45560	82	87	1
OS05G0584200	OB05G34830	95	95	1
OS05G0584300	OB05G34840	21	64	0
OS05G0584400	OB05G34850	41	70	1
OS05G0584450	OB05G34860	46	31	1
OS05G0584600	OB05G34880	92	92	1
OS05G0585400	OB05G34910	92	92	1
OS05G0585500	OB05G34920	83	98	1
OS05G0585800	OB05G34930	56	77	1
OS05G0585900	OB05G34940	95	95	1
OS05G0586200	OB05G34980	96	96	1
OS05G0586300	OB05G34990	78	70	1
OS05G0586400	OB05G35000	78	75	1
OS05G0586600	OB05G35020	55	26	1
OS05G0586700	OB05G35030	66	81	1
OS05G0586900	OB05G35040	70	93	1
OS05G0587000	OB05G35050	82	64	1
OS05G0587100	OB05G35060	82	82	1
OS05G0587200	OB05G35080	48	21	1
OS05G0587300	OB05G35100	52	59	1
OS05G0587400	OB05G35120	62	59	1
OS05G0588100	OB05G35170	65	72	1
OS05G0588200	OB05G35200	92	92	1
OS05G0588300	OB09G16230	33	28	0
OS05G0588500	OB05G35230	89	88	1
OS05G0588700	OB05G35240	64	61	1
OS05G0588850	OB05G35260	89	78	1
OS05G0588900	OB05G35270	90	64	1
OS05G0589000	OB05G35280	93	93	1
OS05G0589200	OB05G35290	85	71	1
OS05G0589400	OB05G35300	76	73	1
OS05G0589600	OB05G35310	87	88	1
OS05G0589700	OB05G35320	76	58	1
OS05G0590100	OB05G35350	81	81	1
OS05G0590300	OB05G35360	80	81	1
OS05G0591600	OB05G35380	78	88	1
OS05G0591800	OB05G35390	72	44	1
OS05G0591900	OB05G35400	97	97	1
OS05G0592000	OB05G35410	57	56	1
OS05G0592100	OB05G35420	96	97	1
OS05G0592500	OB05G35430	81	27	1
OS05G0592600	OB05G35440	86	81	1
OS05G0592800	OB05G35460	75	75	1
OS05G0593100	OB05G35480	97	97	1
OS05G0593200	OB05G35490	69	76	1
OS05G0593300	OB05G35500	80	32	1
OS05G0593550	OB05G35500	74	20	1
OS05G0593800	OB05G35510	94	90	1
OS05G0593900	OB05G35520	76	78	1
OS05G0594200	OB05G35550	81	82	1
OS05G0594500	OB05G35560	78	81	1
OS05G0594700	OB05G18960	18	88	1
OS05G0594700	OB05G35570	93	92	1
OS05G0594700	OB12G18230	23	62	1
OS05G0594800	OB05G35580	97	97	1
OS05G0594900	OB05G35590	97	97	1
OS05G0595000	OB05G35600	53	56	1
OS05G0595300	OB05G35630	55	56	1
OS05G0595400	OB05G35640	83	83	1
OS05G0595450	OB05G35650	96	97	1
OS05G0595500	OB05G35660	88	88	1
OS05G0595800	OB05G35690	81	71	1
OS05G0596000	OB05G35700	58	65	1
OS05G0596200	OB05G35710	81	82	1
OS05G0596300	OB07G15680	29	15	0
OS05G0596500	OB05G35730	60	70	1
OS05G0596600	OB05G35740	92	93	1
OS05G0597000	OB05G35750	73	68	1
OS05G0597100	OB05G35770	82	82	1
OS05G0597200	OB05G35790	65	62	1
OS05G0597400	OB05G35800	50	14	0
OS06G0101000	OB06G10140	78	79	1
OS06G0101100	OB06G10120	80	75	1
OS06G0101300	OB06G10110	78	61	1
OS06G0102100	OB06G10070	49	81	1
OS06G0102300	OB06G10050	89	63	1
OS06G0102600	OB02G12610	41	34	1
OS06G0102600	OB06G10150	24	24	1
OS06G0102700	OB06G10160	82	94	1
OS06G0102750	OB06G10170	56	71	1
OS06G0102800	OB06G10180	74	45	0
OS06G0102900	OB06G10180	70	24	0
OS06G0103200	OB06G10200	45	75	1
OS06G0103300	OB06G10210	91	93	1
OS06G0103500	OB06G10220	96	96	1
OS06G0103600	OB06G10230	87	95	1
OS06G0103700	OB06G10240	83	83	0
OS06G0103800	OB06G10250	78	79	1
OS06G0103900	OB06G10270	92	43	1
OS06G0104100	OB06G10280	93	93	1
OS06G0104200	OB06G10310	86	87	1
OS06G0104300	OB06G10340	88	89	0
OS06G0104900	OB06G10360	95	95	1
OS06G0105350	OB06G10370	67	78	1
OS06G0105400	OB06G10390	92	92	1
OS06G0105500	OB06G10400	90	90	1
OS06G0105600	OB06G10410	89	37	1
OS06G0105700	OB06G10420	78	80	1
OS06G0105800	OB06G10430	86	87	1
OS06G0105900	OB06G10440	83	85	1
OS06G0106100	OB06G10450	97	98	1
OS06G0106800	OB06G10460	92	94	1
OS06G0106900	OB06G10480	88	90	1
OS06G0107000	OB06G10490	85	83	1
OS06G0107100	OB06G10510	50	81	1
OS06G0107600	OB06G10530	88	84	1
OS06G0107700	OB06G10540	92	93	1
OS06G0107800	OB06G10550	63	38	1
OS06G0108500	OB06G10570	69	77	1
OS06G0108600	OB06G10580	86	82	1
OS06G0108900	OB06G10590	64	79	1
OS06G0109000	OB06G10600	49	49	1
OS06G0109200	OB06G10630	85	87	1
OS06G0109300	OB06G10640	92	94	1
OS06G0109400	OB06G10660	79	95	1
OS06G0109500	OB06G10670	79	86	1
OS06G0109600	OB06G10680	91	91	1
OS06G0110000	OB06G10690	88	90	1
OS06G0110100	OB06G10700	93	93	1
OS06G0111100	OB06G10940	23	62	1
OS06G0111100	OB06G10960	75	74	1
OS06G0111200	OB06G10930	78	82	1
OS06G0111300	OB06G10920	65	44	1
OS06G0111400	OB06G10910	90	91	1
OS06G0111500	OB06G10900	98	98	1
OS06G0111600	OB06G10870	87	79	1
OS06G0111700	OB06G10860	41	60	0
OS06G0111800	OB06G10850	72	99	1
OS06G0112000	OB04G11810	90	89	1
OS06G0112100	OB06G10800	87	86	1
OS06G0112200	OB06G10780	92	92	1
OS06G0112300	OB06G10760	35	40	1
OS06G0112400	OB06G10750	97	97	1
OS06G0112700	OB06G10740	54	51	1
OS06G0112800	OB06G10730	97	25	1
OS06G0113150	OB06G10730	18	6	1
OS06G0113800	OB06G10970	57	49	1
OS06G0113900	OB06G10980	98	83	1
OS06G0114000	OB06G11010	98	98	1
OS06G0114200	OB06G11020	93	94	1
OS06G0114366	OB06G11040	84	47	1
OS06G0114400	OB06G11060	20	33	1
OS06G0114500	OB06G11070	94	94	1
OS06G0114600	OB06G11080	73	94	1
OS06G0114650	OB06G11090	88	89	1
OS06G0114700	OB06G11100	98	98	1
OS06G0115100	OB06G11110	97	96	1
OS06G0115200	OB06G11130	72	80	0
OS06G0115400	OB06G11140	70	81	1
OS06G0115500	OB06G11150	98	98	1
OS06G0115600	OB06G11160	91	91	1
OS06G0115700	OB06G11170	78	74	1
OS06G0115800	OB06G11180	91	65	1
OS06G0116300	OB06G11210	96	98	0
