Gene stable ID	Physcomitrella patens gene stable ID	% identity	Physcomitrella patens % identity	Orthology confidence [0 low, 1 high]
OS07G0100800	PP1S132_148V6	34	37	1
OS07G0100800	PP1S199_40V6	43	42	1
OS07G0101200	PP1S154_64V6	13	15	1
OS07G0101200	PP1S204_59V6	20	22	1
OS07G0101200	PP1S22_309V6	22	22	1
OS07G0101500	PP1S130_70V6	70	68	1
OS07G0101500	PP1S31_31V6	69	68	1
OS07G0101800	PP1S11_120V6	20	25	1
OS07G0101800	PP1S1_723V6	20	21	1
OS07G0101800	PP1S2_490V6	19	25	1
OS07G0101800	PP1S304_51V6	16	20	1
OS07G0101800	PP1S38_206V6	17	27	1
OS07G0101800	PP1S6_381V6	20	21	1
OS07G0102000	PP1S208_172V6	42	21	1
OS07G0102100	PP1S29_214V6	39	41	1
OS07G0102200	PP1S19_224V6	18	30	1
OS07G0102200	PP1S20_3V6	16	19	1
OS07G0102200	PP1S248_17V6	22	17	1
OS07G0102200	PP1S373_35V6	20	23	1
OS07G0102200	PP1S78_111V6	23	18	1
OS07G0102300	PP1S169_96V6	11	36	1
OS07G0102300	PP1S169_97V6	7	29	1
OS07G0102300	PP1S176_95V6	38	34	1
OS07G0102300	PP1S234_58V6	12	32	1
OS07G0102400	PP1S237_67V6	57	56	1
OS07G0102400	PP1S295_28V6	58	57	1
OS07G0102400	PP1S295_30V6	58	56	1
OS07G0102500	PP1S171_107V6	32	25	0
OS07G0102500	PP1S171_112V6	35	26	0
OS07G0102500	PP1S84_280V6	34	25	0
OS07G0102500	PP1S84_286V6	35	26	0
OS07G0103100	PP1S253_26V6	28	41	1
OS07G0103100	PP1S56_31V6	41	39	1
OS07G0103200	PP1S40_279V6	51	49	1
OS07G0105000	PP1S23_198V6	25	26	1
OS07G0105000	PP1S31_207V6	28	23	1
OS07G0105000	PP1S333_41V6	22	27	1
OS07G0105000	PP1S41_159V6	20	32	1
OS07G0105000	PP1S4_171V6	29	23	1
OS07G0105000	PP1S42_204V6	29	20	1
OS07G0105000	PP1S57_155V6	35	24	1
OS07G0105000	PP1S57_170V6	24	17	1
OS07G0105000	PP1S77_277V6	27	30	1
OS07G0105000	PP1S8_201V6	25	27	1
OS07G0105100	PP1S403_37V6	53	59	1
OS07G0105700	PP1S80_62V6	64	34	0
OS07G0105700	PP1S87_179V6	63	34	0
OS07G0106000	PP1S147_29V6	57	63	0
OS07G0106000	PP1S72_100V6	54	57	0
OS07G0106000	PP1S72_101V6	6	56	0
OS07G0106100	PP1S194_189V6	19	22	1
OS07G0106100	PP1S233_45V6	22	20	1
OS07G0106700	PP1S128_98V6	4	3	1
OS07G0106900	PP1S128_98V6	3	2	1
OS07G0107100	PP1S128_98V6	6	4	1
OS07G0107300	PP1S128_98V6	7	5	1
OS07G0108000	PP1S117_124V6	31	29	1
OS07G0108200	PP1S13_263V6	36	32	1
OS07G0108200	PP1S145_130V6	39	34	1
OS07G0108300	PP1S215_28V6	74	75	1
OS07G0108300	PP1S341_73V6	74	75	1
OS07G0108300	PP1S64_220V6	73	74	1
OS07G0108800	PP1S334_27V6	43	39	1
OS07G0108900	PP1S209_130V6	33	26	1
OS07G0108900	PP1S26_90V6	34	34	1
OS07G0109300	PP1S221_74V6	37	10	1
OS07G0109300	PP1S27_252V6	37	38	1
OS07G0109300	PP1S27_257V6	37	38	1
OS07G0109500	PP1S165_40V6	77	76	1
OS07G0109500	PP1S174_48V6	77	76	1
OS07G0109500	PP1S63_162V6	77	76	1
OS07G0109500	PP1S75_223V6	78	77	1
OS07G0109500	PP1S80_110V6	77	76	1
OS07G0109600	PP1S338_9V6	43	33	0
OS07G0110200	PP1S49_47V6	61	32	1
OS07G0110200	PP1S9_29V6	61	32	1
OS07G0110300	PP1S90_53V6	63	47	1
OS07G0110400	PP1S104_102V6	52	26	0
OS07G0111400	PP1S109_123V6	20	11	1
OS07G0111400	PP1S115_10V6	27	11	1
OS07G0111400	PP1S137_252V6	26	13	1
OS07G0111400	PP1S140_87V6	27	14	1
OS07G0111400	PP1S159_105V6	25	10	1
OS07G0111400	PP1S166_34V6	26	13	1
OS07G0111400	PP1S198_83V6	26	10	1
OS07G0111400	PP1S235_126V6	27	13	1
OS07G0111400	PP1S244_77V6	19	34	1
OS07G0111400	PP1S25_173V6	21	11	1
OS07G0111400	PP1S35_401V6	26	9	1
OS07G0111400	PP1S39_212V6	19	11	1
OS07G0111400	PP1S39_217V6	22	13	1
OS07G0111400	PP1S407_55V6	23	13	1
OS07G0111400	PP1S426_27V6	5	3	1
OS07G0111400	PP1S426_30V6	24	12	1
OS07G0111400	PP1S5_354V6	27	13	1
OS07G0111400	PP1S73_70V6	27	14	1
OS07G0111600	PP1S105_164V6	47	45	1
OS07G0111600	PP1S21_33V6	45	44	1
OS07G0111600	PP1S53_156V6	47	46	1
OS07G0111700	PP1S11_276V6	42	39	1
OS07G0111900	PP1S11_276V6	41	39	1
OS07G0112000	PP1S11_276V6	40	39	1
OS07G0112100	PP1S11_276V6	39	40	1
OS07G0112300	PP1S4_355V6	28	7	1
OS07G0112400	PP1S4_355V6	10	11	1
OS07G0113700	PP1S76_209V6	41	44	1
OS07G0114000	PP1S123_90V6	45	45	1
OS07G0114000	PP1S12_51V6	44	44	1
OS07G0114000	PP1S19_76V6	42	43	1
OS07G0114000	PP1S207_71V6	45	46	1
OS07G0114000	PP1S272_48V6	42	40	1
OS07G0114300	PP1S52_75V6	77	73	0
OS07G0114400	PP1S165_107V6	89	68	1
OS07G0114400	PP1S165_119V6	91	91	1
OS07G0114400	PP1S230_93V6	89	89	1
OS07G0114400	PP1S63_208V6	90	90	1
OS07G0115600	PP1S101_29V6	28	18	1
OS07G0115600	PP1S334_52V6	27	18	1
OS07G0115600	PP1S335_75V6	27	18	1
OS07G0115600	PP1S438_9V6	27	18	1
OS07G0116600	PP1S20_204V6	32	31	1
OS07G0116600	PP1S324_10V6	32	25	1
OS07G0118300	PP1S142_145V6	41	37	1
OS07G0118300	PP1S143_157V6	40	37	1
OS07G0118300	PP1S99_180V6	39	32	1
OS07G0119000	PP1S188_1V6	18	21	0
OS07G0119000	PP1S35_323V6	18	28	0
OS07G0119300	PP1S166_107V6	32	21	1
OS07G0120700	PP1S55_170V6	18	21	1
OS07G0122400	PP1S363_14V6	18	25	1
OS07G0122400	PP1S387_52V6	30	30	1
OS07G0123300	PP1S100_24V6	34	23	1
OS07G0123300	PP1S20_268V6	31	21	1
OS07G0123300	PP1S249_55V6	30	22	1
OS07G0123300	PP1S299_5V6	22	17	1
OS07G0123300	PP1S65_114V6	30	21	1
OS07G0123300	PP1S7_315V6	30	21	1
OS07G0123400	PP1S426_15V6	33	6	1
OS07G0123400	PP1S45_72V6	30	4	1
OS07G0123700	PP1S37_31V6	52	54	1
OS07G0124000	PP1S28_232V6	22	15	1
OS07G0124000	PP1S79_139V6	24	16	1
OS07G0124500	PP1S140_60V6	58	56	0
OS07G0124500	PP1S5_345V6	57	56	0
OS07G0124500	PP1S60_189V6	58	57	0
OS07G0124500	PP1S6_162V6	57	56	0
OS07G0124700	PP1S131_131V6	46	18	1
OS07G0124700	PP1S131_139V6	47	19	1
OS07G0124700	PP1S66_255V6	47	16	1
OS07G0124700	PP1S66_282V6	47	16	1
OS07G0124750	PP1S15_115V6	61	63	1
OS07G0124750	PP1S162_130V6	62	64	1
OS07G0124750	PP1S164_5V6	60	62	1
OS07G0124750	PP1S19_258V6	62	63	1
OS07G0124750	PP1S224_44V6	59	60	1
OS07G0124750	PP1S373_28V6	61	63	1
OS07G0124750	PP1S89_286V6	58	60	1
OS07G0124800	PP1S277_24V6	22	20	1
OS07G0125201	PP1S173_37V6	39	42	1
OS07G0125201	PP1S215_2V6	42	41	1
OS07G0125201	PP1S241_56V6	38	28	1
OS07G0125201	PP1S297_72V6	38	39	1
OS07G0125201	PP1S33_117V6	41	43	1
OS07G0125201	PP1S33_124V6	40	33	1
OS07G0125201	PP1S395_46V6	37	37	1
OS07G0125201	PP1S72_307V6	39	31	1
OS07G0126100	PP1S173_37V6	39	42	1
OS07G0126100	PP1S215_2V6	42	41	1
OS07G0126100	PP1S241_56V6	38	28	1
OS07G0126100	PP1S297_72V6	38	39	1
OS07G0126100	PP1S33_117V6	41	43	1
OS07G0126100	PP1S33_124V6	40	33	1
OS07G0126100	PP1S395_46V6	37	37	1
OS07G0126100	PP1S72_307V6	39	31	1
OS07G0126500	PP1S173_37V6	39	42	1
OS07G0126500	PP1S215_2V6	42	41	1
OS07G0126500	PP1S241_56V6	38	28	1
OS07G0126500	PP1S297_72V6	38	39	1
OS07G0126500	PP1S33_117V6	41	43	1
OS07G0126500	PP1S33_124V6	40	33	1
OS07G0126500	PP1S395_46V6	37	37	1
OS07G0126500	PP1S72_307V6	39	31	1
OS07G0127500	PP1S173_37V6	35	38	1
OS07G0127500	PP1S215_2V6	41	40	1
OS07G0127500	PP1S241_56V6	38	28	1
OS07G0127500	PP1S297_72V6	38	39	1
OS07G0127500	PP1S33_117V6	37	40	1
OS07G0127500	PP1S33_124V6	38	32	1
OS07G0127500	PP1S395_46V6	34	33	1
OS07G0127500	PP1S72_307V6	37	30	1
OS07G0129700	PP1S235_27V6	29	20	1
OS07G0129700	PP1S33_357V6	29	23	1
OS07G0132500	PP1S228_56V6	30	29	1
OS07G0133000	PP1S135_2V6	19	19	1
OS07G0133000	PP1S86_152V6	19	23	1
OS07G0133100	PP1S228_56V6	13	33	1
OS07G0133500	PP1S14_109V6	39	40	1
OS07G0133500	PP1S242_9V6	38	40	1
OS07G0133500	PP1S41_5V6	38	39	1
OS07G0133700	PP1S15_317V6	60	53	1
OS07G0133700	PP1S297_17V6	58	51	1
OS07G0134400	PP1S110_19V6	22	11	1
OS07G0134500	PP1S147_29V6	59	37	0
OS07G0134500	PP1S72_100V6	62	37	0
OS07G0134500	PP1S72_101V6	0	2	0
OS07G0134600	PP1S14_234V6	34	29	1
OS07G0134600	PP1S2_806V6	36	28	1
OS07G0134600	PP1S41_20V6	32	27	1
OS07G0134600	PP1S45_80V6	35	29	1
OS07G0134600	PP1S61_210V6	33	31	1
OS07G0134700	PP1S25_200V6	33	21	0
OS07G0134800	PP1S276_97V6	85	85	0
OS07G0134800	PP1S53_211V6	85	84	0
OS07G0137000	PP1S52_54V6	30	2	1
OS07G0137900	PP1S146_5V6	22	12	1
OS07G0137900	PP1S261_6V6	22	13	1
OS07G0137900	PP1S70_258V6	22	13	1
OS07G0138100	PP1S149_57V6	29	17	1
OS07G0138100	PP1S405_38V6	37	35	1
OS07G0139300	PP1S10_72V6	35	33	1
OS07G0139300	PP1S44_284V6	36	34	1
OS07G0139300	PP1S73_217V6	35	33	1
OS07G0139300	PP1S8_54V6	35	33	1
OS07G0139400	PP1S165_63V6	67	67	1
OS07G0139400	PP1S59_345V6	66	65	1
OS07G0139500	PP1S52_54V6	20	2	1
OS07G0141400	PP1S11_281V6	21	60	1
OS07G0141400	PP1S11_39V6	56	53	1
OS07G0141400	PP1S135_79V6	59	56	1
OS07G0141400	PP1S61_321V6	43	59	1
OS07G0141400	PP1S63_71V6	57	54	1
OS07G0141400	PP1S75_141V6	57	54	1
OS07G0141600	PP1S154_55V6	75	67	1
OS07G0142900	PP1S291_38V6	38	39	1
OS07G0143000	PP1S291_38V6	38	39	1
OS07G0143200	PP1S147_126V6	23	12	1
OS07G0143200	PP1S68_85V6	21	12	1
OS07G0143200	PP1S69_37V6	22	12	1
OS07G0143200	PP1S84_22V6	23	12	1
OS07G0143600	PP1S234_85V6	26	32	1
OS07G0144500	PP1S14_331V6	26	25	1
OS07G0144500	PP1S64_166V6	25	24	1
OS07G0145400	PP1S20_213V6	37	41	1
OS07G0145400	PP1S324_19V6	36	40	1
OS07G0147500	PP1S15_409V6	47	44	1
OS07G0147500	PP1S41_264V6	46	46	1
OS07G0147500	PP1S54_166V6	48	45	1
OS07G0147500	PP1S54_167V6	48	45	1
OS07G0147550	PP1S15_409V6	45	43	1
OS07G0147550	PP1S41_264V6	46	47	1
OS07G0147550	PP1S54_166V6	49	47	1
OS07G0147550	PP1S54_167V6	46	44	1
OS07G0147700	PP1S26_48V6	50	47	1
OS07G0147800	PP1S211_9V6	12	7	1
OS07G0147900	PP1S131_154V6	69	69	1
OS07G0147900	PP1S131_175V6	69	69	1
OS07G0147900	PP1S174_107V6	70	68	1
OS07G0147900	PP1S66_292V6	14	78	1
OS07G0148800	PP1S277_48V6	62	11	1
OS07G0148800	PP1S36_286V6	62	11	1
OS07G0148900	PP1S5_384V6	62	63	1
OS07G0148900	PP1S5_396V6	56	62	1
OS07G0148900	PP1S74_135V6	60	61	1
OS07G0150100	PP1S11_376V6	45	45	1
OS07G0150100	PP1S127_22V6	44	44	1
OS07G0150100	PP1S213_49V6	47	47	1
OS07G0150100	PP1S46_172V6	46	45	1
OS07G0150100	PP1S53_138V6	43	43	1
OS07G0150100	PP1S86_71V6	47	46	1
OS07G0150100	PP1S87_23V6	46	46	1
OS07G0150100	PP1S96_240V6	39	38	1
OS07G0150200	PP1S194_130V6	76	72	1
OS07G0150200	PP1S26_289V6	72	68	1
OS07G0150200	PP1S404_26V6	74	71	1
OS07G0150500	PP1S311_61V6	28	29	1
OS07G0150700	PP1S15_28V6	66	67	1
OS07G0150700	PP1S186_77V6	66	67	1
OS07G0150700	PP1S30_102V6	65	66	1
OS07G0150700	PP1S58_13V6	65	66	1
OS07G0150700	PP1S79_209V6	66	66	1
OS07G0151100	PP1S125_114V6	30	49	1
OS07G0151100	PP1S63_8V6	29	48	1
OS07G0151200	PP1S1116_1V6	52	49	0
OS07G0151200	PP1S78_63V6	50	49	0
OS07G0151300	PP1S206_100V6	40	44	1
OS07G0152200	PP1S178_122V6	45	43	1
OS07G0152200	PP1S212_3V6	45	44	1
OS07G0152800	PP1S123_33V6	46	42	1
OS07G0152900	PP1S258_51V6	12	34	1
OS07G0153300	PP1S303_41V6	50	32	1
OS07G0154100	PP1S412_7V6	51	51	1
OS07G0154100	PP1S81_8V6	51	50	1
OS07G0154300	PP1S36_317V6	38	34	1
OS07G0154400	PP1S204_101V6	37	27	1
OS07G0155100	PP1S36_219V6	49	38	1
OS07G0155200	PP1S104_182V6	33	19	1
OS07G0155600	PP1S197_39V6	27	23	1
OS07G0155600	PP1S54_141V6	28	23	1
OS07G0156200	PP1S1060_1V6	17	28	0
OS07G0156200	PP1S114_160V6	30	34	0
OS07G0156200	PP1S114_162V6	30	34	0
OS07G0156200	PP1S160_154V6	29	30	0
OS07G0156200	PP1S1_614V6	30	33	0
OS07G0156200	PP1S201_38V6	34	37	0
OS07G0156200	PP1S20_77V6	30	30	0
OS07G0156200	PP1S219_6V6	30	31	0
OS07G0156200	PP1S219_8V6	30	31	0
OS07G0156200	PP1S232_69V6	17	24	0
OS07G0156200	PP1S256_80V6	14	30	0
OS07G0156200	PP1S256_82V6	14	30	0
OS07G0156200	PP1S256_84V6	31	35	0
OS07G0156200	PP1S25_74V6	31	34	0
OS07G0156200	PP1S266_31V6	25	18	0
OS07G0156200	PP1S306_26V6	29	30	0
OS07G0156200	PP1S309_93V6	28	30	0
OS07G0156200	PP1S354_23V6	31	31	0
OS07G0156200	PP1S356_14V6	32	34	0
OS07G0156200	PP1S37_275V6	30	31	0
OS07G0156200	PP1S381_53V6	23	24	0
OS07G0156200	PP1S411_26V6	31	31	0
OS07G0156200	PP1S43_154V6	30	33	0
OS07G0156200	PP1S46_76V6	28	31	0
OS07G0156200	PP1S47_273V6	29	32	0
OS07G0156200	PP1S55_121V6	33	35	0
OS07G0156200	PP1S66_27V6	31	32	0
OS07G0156200	PP1S67_214V6	32	34	0
OS07G0156200	PP1S81_174V6	26	30	0
OS07G0156200	PP1S89_182V6	31	32	0
OS07G0156467	PP1S1060_1V6	23	36	0
OS07G0156467	PP1S114_160V6	36	36	0
OS07G0156467	PP1S114_162V6	36	36	0
OS07G0156467	PP1S160_154V6	38	36	0
OS07G0156467	PP1S1_614V6	39	39	0
OS07G0156467	PP1S201_38V6	40	39	0
OS07G0156467	PP1S20_77V6	39	36	0
OS07G0156467	PP1S219_6V6	37	35	0
OS07G0156467	PP1S219_8V6	37	35	0
OS07G0156467	PP1S232_69V6	25	31	0
OS07G0156467	PP1S256_80V6	20	38	0
OS07G0156467	PP1S256_82V6	20	38	0
OS07G0156467	PP1S256_84V6	38	39	0
OS07G0156467	PP1S25_74V6	37	37	0
OS07G0156467	PP1S266_31V6	26	18	0
OS07G0156467	PP1S306_26V6	37	35	0
OS07G0156467	PP1S309_93V6	33	31	0
OS07G0156467	PP1S354_23V6	40	38	0
OS07G0156467	PP1S356_14V6	40	39	0
OS07G0156467	PP1S37_275V6	39	37	0
OS07G0156467	PP1S381_53V6	33	32	0
OS07G0156467	PP1S411_26V6	40	36	0
OS07G0156467	PP1S43_154V6	38	39	0
OS07G0156467	PP1S46_76V6	36	36	0
OS07G0156467	PP1S47_273V6	36	37	0
OS07G0156467	PP1S55_121V6	42	41	0
OS07G0156467	PP1S66_27V6	40	38	0
OS07G0156467	PP1S67_214V6	40	39	0
OS07G0156467	PP1S81_174V6	32	34	0
OS07G0156467	PP1S89_182V6	40	38	0
OS07G0156732	PP1S197_39V6	22	9	1
OS07G0156732	PP1S54_141V6	22	8	1
OS07G0157000	PP1S1060_1V6	23	36	0
OS07G0157000	PP1S114_160V6	36	36	0
OS07G0157000	PP1S114_162V6	36	36	0
OS07G0157000	PP1S160_154V6	38	36	0
OS07G0157000	PP1S1_614V6	39	39	0
OS07G0157000	PP1S201_38V6	40	39	0
OS07G0157000	PP1S20_77V6	39	36	0
OS07G0157000	PP1S219_6V6	37	35	0
OS07G0157000	PP1S219_8V6	37	35	0
OS07G0157000	PP1S232_69V6	25	31	0
OS07G0157000	PP1S256_80V6	20	38	0
OS07G0157000	PP1S256_82V6	20	38	0
OS07G0157000	PP1S256_84V6	38	39	0
OS07G0157000	PP1S25_74V6	37	37	0
OS07G0157000	PP1S266_31V6	26	18	0
OS07G0157000	PP1S306_26V6	37	35	0
OS07G0157000	PP1S309_93V6	33	31	0
OS07G0157000	PP1S354_23V6	40	38	0
OS07G0157000	PP1S356_14V6	40	39	0
OS07G0157000	PP1S37_275V6	39	37	0
OS07G0157000	PP1S381_53V6	33	32	0
OS07G0157000	PP1S411_26V6	40	36	0
OS07G0157000	PP1S43_154V6	38	39	0
OS07G0157000	PP1S46_76V6	36	36	0
OS07G0157000	PP1S47_273V6	36	37	0
OS07G0157000	PP1S55_121V6	42	41	0
OS07G0157000	PP1S66_27V6	40	38	0
OS07G0157000	PP1S67_214V6	40	39	0
OS07G0157000	PP1S81_174V6	32	34	0
OS07G0157000	PP1S89_182V6	40	38	0
OS07G0157401	PP1S197_39V6	22	9	1
OS07G0157401	PP1S54_141V6	22	8	1
OS07G0157600	PP1S1060_1V6	16	25	0
OS07G0157600	PP1S114_160V6	30	30	0
OS07G0157600	PP1S114_162V6	30	30	0
OS07G0157600	PP1S160_154V6	29	27	0
OS07G0157600	PP1S1_614V6	29	29	0
OS07G0157600	PP1S201_38V6	33	32	0
OS07G0157600	PP1S20_77V6	30	28	0
OS07G0157600	PP1S219_6V6	28	26	0
OS07G0157600	PP1S219_8V6	28	26	0
OS07G0157600	PP1S232_69V6	16	20	0
OS07G0157600	PP1S256_80V6	16	30	0
OS07G0157600	PP1S256_82V6	16	30	0
OS07G0157600	PP1S256_84V6	31	31	0
OS07G0157600	PP1S25_74V6	30	29	0
OS07G0157600	PP1S266_31V6	26	18	0
OS07G0157600	PP1S306_26V6	28	26	0
OS07G0157600	PP1S309_93V6	28	26	0
OS07G0157600	PP1S354_23V6	31	28	0
OS07G0157600	PP1S356_14V6	33	32	0
OS07G0157600	PP1S37_275V6	28	27	0
OS07G0157600	PP1S381_53V6	22	21	0
OS07G0157600	PP1S411_26V6	30	27	0
OS07G0157600	PP1S43_154V6	31	31	0
OS07G0157600	PP1S46_76V6	28	28	0
OS07G0157600	PP1S47_273V6	28	28	0
OS07G0157600	PP1S55_121V6	32	31	0
OS07G0157600	PP1S66_27V6	31	29	0
OS07G0157600	PP1S67_214V6	31	30	0
OS07G0157600	PP1S81_174V6	26	27	0
OS07G0157600	PP1S89_182V6	31	28	0
OS07G0157900	PP1S80_159V6	44	20	0
OS07G0158200	PP1S80_159V6	56	65	0
OS07G0158400	PP1S81_35V6	21	21	0
OS07G0158800	PP1S18_36V6	19	18	1
OS07G0158800	PP1S295_38V6	19	18	1
OS07G0158800	PP1S353_9V6	14	14	1
OS07G0158800	PP1S59_195V6	21	17	1
OS07G0158800	PP1S7_452V6	20	17	1
OS07G0159500	PP1S10_298V6	42	44	1
OS07G0159500	PP1S10_300V6	41	38	1
OS07G0159500	PP1S362_15V6	41	43	1
OS07G0159600	PP1S14_164V6	32	32	1
OS07G0159600	PP1S41_270V6	33	33	1
OS07G0159700	PP1S142_28V6	33	13	1
OS07G0159800	PP1S120_100V6	32	27	1
OS07G0159800	PP1S69_198V6	33	28	1
OS07G0159900	PP1S110_30V6	33	13	1
OS07G0159900	PP1S141_87V6	34	14	1
OS07G0159900	PP1S15_333V6	32	15	1
OS07G0159900	PP1S159_10V6	33	14	1
OS07G0160300	PP1S6_67V6	41	27	1
OS07G0160300	PP1S74_82V6	41	28	1
OS07G0160400	PP1S198_140V6	47	41	1
OS07G0160400	PP1S227_18V6	46	50	1
OS07G0160600	PP1S402_51V6	33	35	1
OS07G0160600	PP1S88_59V6	12	29	1
OS07G0161000	PP1S80_155V6	37	38	1
OS07G0161600	PP1S187_77V6	61	70	1
OS07G0161600	PP1S187_88V6	64	61	1
OS07G0161600	PP1S205_14V6	62	61	1
OS07G0161600	PP1S49_200V6	61	70	1
OS07G0161600	PP1S49_208V6	61	70	1
OS07G0162100	PP1S340_21V6	36	35	1
OS07G0162100	PP1S53_234V6	34	33	1
OS07G0162300	PP1S191_78V6	52	45	1
OS07G0163000	PP1S18_85V6	42	18	1
OS07G0163000	PP1S44_301V6	37	17	1
OS07G0163500	PP1S70_257V6	56	18	1
OS07G0163800	PP1S104_2V6	73	19	1
OS07G0163800	PP1S123_138V6	74	19	1
OS07G0163800	PP1S42_181V6	75	20	1
OS07G0164000	PP1S283_7V6	33	30	0
OS07G0164100	PP1S145_70V6	40	47	1
OS07G0164100	PP1S312_11V6	38	49	1
OS07G0164200	PP1S204_5V6	24	15	1
OS07G0164300	PP1S161_112V6	53	52	1
OS07G0164300	PP1S496_4V6	48	51	1
OS07G0164500	PP1S290_38V6	53	53	0
OS07G0164600	PP1S149_14V6	51	56	1
OS07G0165000	PP1S286_14V6	71	44	1
OS07G0165100	PP1S120_96V6	43	35	0
OS07G0165100	PP1S280_45V6	44	38	0
OS07G0165100	PP1S280_48V6	41	36	0
OS07G0165100	PP1S375_14V6	43	38	0
OS07G0165100	PP1S375_16V6	41	36	0
OS07G0165100	PP1S69_195V6	44	36	0
OS07G0165200	PP1S221_56V6	53	41	1
OS07G0166100	PP1S125_1V6	44	37	1
OS07G0166100	PP1S230_38V6	43	36	1
OS07G0166700	PP1S34_399V6	29	27	1
OS07G0166800	PP1S219_106V6	89	83	1
OS07G0166800	PP1S91_87V6	93	93	1
OS07G0166800	PP1S91_88V6	93	93	1
OS07G0167000	PP1S363_21V6	69	65	1
OS07G0167000	PP1S73_26V6	69	65	1
OS07G0167000	PP1S9_109V6	69	65	1
OS07G0167100	PP1S68_87V6	67	47	1
OS07G0167200	PP1S148_71V6	65	69	1
OS07G0167200	PP1S205_22V6	64	68	1
OS07G0167200	PP1S349_1V6	65	69	1
OS07G0168000	PP1S307_19V6	52	54	1
OS07G0168600	PP1S109_183V6	17	34	1
OS07G0168600	PP1S14_30V6	47	44	1
OS07G0168600	PP1S157_11V6	46	45	1
OS07G0168600	PP1S162_17V6	44	43	1
OS07G0168600	PP1S197_52V6	46	43	1
OS07G0168600	PP1S27_327V6	46	44	1
OS07G0168600	PP1S54_130V6	46	45	1
OS07G0168800	PP1S23_58V6	51	48	1
OS07G0168800	PP1S23_59V6	44	41	1
OS07G0168800	PP1S252_14V6	50	47	1
OS07G0168800	PP1S50_146V6	51	45	1
OS07G0169700	PP1S103_129V6	31	30	1
OS07G0169700	PP1S106_2V6	30	29	1
OS07G0169700	PP1S15_259V6	31	30	1
OS07G0169700	PP1S160_47V6	32	31	1
OS07G0169700	PP1S180_73V6	31	30	1
OS07G0169700	PP1S340_52V6	30	24	1
OS07G0169700	PP1S41_186V6	32	31	1
OS07G0169800	PP1S17_68V6	21	38	1
OS07G0169800	PP1S85_101V6	21	38	1
OS07G0170100	PP1S152_53V6	73	71	1
OS07G0170200	PP1S143_123V6	53	28	1
OS07G0170200	PP1S70_250V6	55	29	1
OS07G0170800	PP1S267_8V6	30	24	1
OS07G0171100	PP1S20_130V6	48	48	1
OS07G0171100	PP1S71_358V6	34	43	1
OS07G0171200	PP1S243_12V6	30	27	1
OS07G0171200	PP1S65_277V6	32	28	1
OS07G0172200	PP1S417_2V6	35	25	1
OS07G0172500	PP1S36_15V6	67	44	1
OS07G0172500	PP1S7_46V6	64	66	1
OS07G0172900	PP1S162_81V6	62	59	0
OS07G0172900	PP1S245_5V6	62	55	0
OS07G0172900	PP1S300_31V6	64	48	0
OS07G0173100	PP1S490_18V6	28	17	1
OS07G0173100	PP1S60_45V6	27	16	1
OS07G0173200	PP1S110_89V6	23	18	1
OS07G0173200	PP1S6_204V6	22	19	1
OS07G0173501	PP1S14_433V6	59	59	1
OS07G0173501	PP1S14_438V6	60	60	1
OS07G0173501	PP1S215_71V6	59	59	1
OS07G0173501	PP1S215_81V6	60	60	1
OS07G0173501	PP1S242_94V6	59	59	1
OS07G0173501	PP1S72_222V6	59	59	1
OS07G0173700	PP1S14_433V6	57	55	1
OS07G0173700	PP1S14_438V6	57	56	1
OS07G0173700	PP1S215_71V6	57	55	1
OS07G0173700	PP1S215_81V6	57	56	1
OS07G0173700	PP1S242_94V6	57	55	1
OS07G0173700	PP1S72_222V6	57	55	1
OS07G0174200	PP1S14_433V6	59	50	1
OS07G0174200	PP1S14_438V6	59	50	1
OS07G0174200	PP1S215_71V6	59	50	1
OS07G0174200	PP1S215_81V6	60	51	1
OS07G0174200	PP1S242_94V6	59	50	1
OS07G0174200	PP1S72_222V6	59	50	1
OS07G0175100	PP1S239_44V6	39	38	1
OS07G0175750	PP1S199_126V6	38	25	1
OS07G0175750	PP1S83_49V6	36	24	1
OS07G0176200	PP1S193_30V6	15	23	0
OS07G0176200	PP1S220_14V6	23	16	0
OS07G0176200	PP1S291_71V6	25	16	0
OS07G0176200	PP1S29_305V6	25	17	0
OS07G0176900	PP1S106_185V6	68	60	1
OS07G0176900	PP1S218_93V6	68	59	1
OS07G0177100	PP1S199_89V6	28	17	1
OS07G0178100	PP1S11_315V6	54	53	1
OS07G0178100	PP1S87_50V6	55	53	1
OS07G0178700	PP1S10_179V6	33	30	0
OS07G0178700	PP1S10_181V6	33	30	0
OS07G0178700	PP1S140_1V6	34	29	0
OS07G0178700	PP1S15_459V6	33	28	0
OS07G0178700	PP1S15_467V6	33	28	0
OS07G0178700	PP1S172_69V6	37	31	0
OS07G0178700	PP1S196_69V6	34	30	0
OS07G0178700	PP1S239_24V6	32	28	0
OS07G0178700	PP1S25_319V6	32	23	0
OS07G0178700	PP1S255_60V6	35	30	0
OS07G0178700	PP1S255_63V6	35	30	0
OS07G0178700	PP1S262_24V6	32	28	0
OS07G0178700	PP1S308_32V6	34	29	0
OS07G0178700	PP1S308_33V6	34	29	0
OS07G0178700	PP1S308_34V6	34	29	0
OS07G0178700	PP1S371_45V6	32	29	0
OS07G0178700	PP1S46_61V6	21	38	0
OS07G0178700	PP1S78_96V6	34	27	0
OS07G0178800	PP1S10_179V6	34	30	0
