Gene stable ID	Aegilops tauschii gene stable ID	% identity	Aegilops tauschii % identity	Orthology confidence [0 low, 1 high]
OS05G0349000	F775_52389	16	10	0
OS05G0349200	F775_52479	80	40	0
OS05G0349500	F775_32132	69	62	1
OS05G0349500	F775_32244	70	78	1
OS05G0349700	F775_00026	86	51	1
OS05G0349800	F775_26006	88	90	1
OS05G0349800	F775_28708	88	89	1
OS05G0349800	F775_43833	87	89	1
OS05G0350500	F775_30438	88	72	1
OS05G0350600	F775_31997	85	85	1
OS05G0350700	F775_08070	77	78	1
OS05G0352700	F775_00654	34	14	0
OS05G0352700	F775_01008	49	18	0
OS05G0352750	F775_05027	39	49	1
OS05G0353300	F775_05410	60	87	1
OS05G0353400	F775_08427	36	35	1
OS05G0353400	F775_10164	38	36	1
OS05G0353400	F775_10938	49	40	1
OS05G0353400	F775_13508	17	36	1
OS05G0353400	F775_13699	39	38	1
OS05G0353400	F775_15640	35	39	1
OS05G0353400	F775_15845	19	58	1
OS05G0353400	F775_16571	40	44	1
OS05G0353400	F775_19050	13	41	1
OS05G0353400	F775_19051	10	54	1
OS05G0353400	F775_20547	41	46	1
OS05G0353400	F775_20698	85	85	1
OS05G0353400	F775_30687	91	91	1
OS05G0353500	F775_08610	66	55	1
OS05G0354300	F775_33241	2	5	0
OS05G0355133	F775_01370	73	77	1
OS05G0355200	F775_03464	56	87	1
OS05G0355300	F775_52324	53	55	1
OS05G0355500	F775_26135	85	66	1
OS05G0355700	F775_04189	52	38	1
OS05G0356700	F775_06322	67	66	0
OS05G0357100	F775_31672	76	75	1
OS05G0357200	F775_19908	79	62	1
OS05G0357500	F775_10634	5	14	1
OS05G0357500	F775_18192	30	22	1
OS05G0357600	F775_26381	93	54	1
OS05G0357700	F775_43190	2	6	1
OS05G0357800	F775_31277	29	53	0
OS05G0358000	F775_32245	67	56	0
OS05G0358200	F775_30126	72	15	1
OS05G0358400	F775_06528	23	81	1
OS05G0358500	F775_10750	56	54	1
OS05G0358500	F775_12980	63	68	1
OS05G0358500	F775_13571	71	67	1
OS05G0358500	F775_24054	51	77	1
OS05G0358900	F775_11828	47	47	1
OS05G0360400	F775_03528	50	54	1
OS05G0360400	F775_05680	51	54	1
OS05G0360900	F775_18169	35	38	1
OS05G0361000	F775_18145	49	67	0
OS05G0361000	F775_20759	59	62	0
OS05G0361200	F775_10066	22	64	1
OS05G0361500	F775_14315	73	76	0
OS05G0361900	F775_29684	88	84	1
OS05G0362100	F775_30756	68	79	0
OS05G0362100	F775_30757	16	16	0
OS05G0362300	F775_29882	71	53	1
OS05G0363100	F775_12149	64	67	1
OS05G0363200	F775_26934	63	89	1
OS05G0363500	F775_04441	80	79	1
OS05G0363600	F775_32140	83	63	1
OS05G0364500	F775_31917	68	73	1
OS05G0364650	F775_07412	76	41	1
OS05G0365300	F775_04135	58	41	0
OS05G0365300	F775_04136	6	19	0
OS05G0365300	F775_10498	59	40	0
OS05G0365300	F775_10499	59	38	0
OS05G0365300	F775_11868	55	42	0
OS05G0365300	F775_16224	18	56	0
OS05G0365300	F775_17929	61	41	0
OS05G0365300	F775_19733	33	60	0
OS05G0365300	F775_19734	58	41	0
OS05G0365300	F775_21146	42	37	0
OS05G0365300	F775_23165	55	43	0
OS05G0365300	F775_33159	64	21	0
OS05G0365500	F775_05068	50	43	1
OS05G0365500	F775_06215	48	57	1
OS05G0365700	F775_05637	42	7	0
OS05G0365700	F775_08810	25	5	0
OS05G0365700	F775_26692	38	7	0
OS05G0366200	F775_05637	37	10	0
OS05G0366200	F775_08810	38	10	0
OS05G0366200	F775_26692	43	11	0
OS05G0366300	F775_27791	73	66	1
OS05G0366600	F775_13484	74	69	1
OS05G0366800	F775_13484	60	46	1
OS05G0367000	F775_27616	100	100	1
OS05G0367100	F775_32806	84	56	1
OS05G0367400	F775_17255	54	80	1
OS05G0367800	F775_11379	63	65	1
OS05G0367800	F775_25812	55	75	1
OS05G0368100	F775_11966	30	27	0
OS05G0368300	F775_26823	87	88	1
OS05G0369300	F775_00485	15	31	0
OS05G0369300	F775_09307	26	28	0
OS05G0369300	F775_10689	20	28	0
OS05G0369300	F775_10690	15	22	0
OS05G0369300	F775_10691	22	17	0
OS05G0369300	F775_10692	28	29	0
OS05G0369300	F775_10888	26	28	0
OS05G0369300	F775_11233	17	22	0
OS05G0369300	F775_17964	25	26	0
OS05G0369300	F775_19853	24	28	0
OS05G0369300	F775_19854	20	21	0
OS05G0369300	F775_19855	23	25	0
OS05G0369300	F775_21747	16	18	0
OS05G0369500	F775_00485	14	29	0
OS05G0369500	F775_09307	24	27	0
OS05G0369500	F775_10689	19	28	0
OS05G0369500	F775_10690	14	21	0
OS05G0369500	F775_10691	21	17	0
OS05G0369500	F775_10692	26	27	0
OS05G0369500	F775_10888	25	27	0
OS05G0369500	F775_11233	18	23	0
OS05G0369500	F775_17964	25	26	0
OS05G0369500	F775_19853	22	27	0
OS05G0369500	F775_19854	20	22	0
OS05G0369500	F775_19855	22	25	0
OS05G0369500	F775_21747	17	20	0
OS05G0369900	F775_00485	8	12	0
OS05G0369900	F775_09307	20	15	0
OS05G0369900	F775_10689	17	16	0
OS05G0369900	F775_10690	20	20	0
OS05G0369900	F775_10691	18	9	0
OS05G0369900	F775_10692	22	15	0
OS05G0369900	F775_10888	20	14	0
OS05G0369900	F775_11233	11	10	0
OS05G0369900	F775_17964	20	15	0
OS05G0369900	F775_19853	17	14	0
OS05G0369900	F775_19854	16	12	0
OS05G0369900	F775_19855	20	15	0
OS05G0369900	F775_21747	20	15	0
OS05G0370600	F775_28709	83	92	1
OS05G0370700	F775_13834	45	50	0
OS05G0370700	F775_16610	45	42	0
OS05G0370900	F775_13834	34	44	0
OS05G0370900	F775_16610	36	39	0
OS05G0371100	F775_03608	39	3	0
OS05G0371500	F775_12368	73	45	1
OS05G0371500	F775_30028	78	28	1
OS05G0371600	F775_18373	66	62	1
OS05G0372100	F775_30766	85	82	1
OS05G0372200	F775_13713	73	69	1
OS05G0372300	F775_05572	69	69	1
OS05G0372400	F775_09533	83	80	0
OS05G0372800	F775_04372	35	71	1
OS05G0373300	F775_08290	72	74	1
OS05G0373300	F775_26089	62	68	1
OS05G0373300	F775_33036	28	52	1
OS05G0373400	F775_26090	67	68	1
OS05G0373500	F775_26091	36	66	1
OS05G0373700	F775_28677	81	75	1
OS05G0373900	F775_30262	82	81	1
OS05G0374200	F775_17643	85	85	1
OS05G0374500	F775_04717	10	14	1
OS05G0374600	F775_08185	64	20	1
OS05G0375100	F775_19314	75	75	1
OS05G0375400	F775_30422	84	84	0
OS05G0375600	F775_08424	51	30	1
OS05G0375700	F775_12119	41	48	1
OS05G0376000	F775_17901	79	28	1
OS05G0376200	F775_27696	76	47	1
OS05G0376300	F775_06412	73	77	1
OS05G0376400	F775_06957	74	39	1
OS05G0376400	F775_14916	14	15	1
OS05G0376600	F775_30423	64	68	1
OS05G0377000	F775_28522	74	74	1
OS05G0377450	F775_01519	50	33	1
OS05G0378200	F775_02759	25	35	1
OS05G0378200	F775_33264	21	43	1
OS05G0378800	F775_08494	79	68	1
OS05G0378900	F775_52222	68	83	1
OS05G0380900	F775_42299	34	61	1
OS05G0381400	F775_28015	73	72	0
OS05G0381400	F775_29428	75	71	0
OS05G0381400	F775_29429	76	72	0
OS05G0381500	F775_10779	71	29	1
OS05G0381700	F775_00926	32	26	1
OS05G0382000	F775_10975	54	59	1
OS05G0382200	F775_03563	45	78	0
OS05G0382200	F775_42386	41	83	0
OS05G0382500	F775_10346	54	73	1
OS05G0382600	F775_29052	80	81	1
OS05G0382900	F775_15612	65	70	0
OS05G0383100	F775_29051	74	61	1
OS05G0384300	F775_00075	21	27	1
OS05G0384300	F775_07601	23	27	1
OS05G0384300	F775_11425	26	28	1
OS05G0384300	F775_22058	17	24	1
OS05G0384300	F775_23329	24	22	1
OS05G0384800	F775_05691	86	83	1
OS05G0386000	F775_31359	68	76	1
OS05G0386201	F775_25158	15	29	0
OS05G0386400	F775_02697	41	47	1
OS05G0386400	F775_13445	46	48	1
OS05G0386400	F775_23664	46	34	1
OS05G0386800	F775_22023	30	53	1
OS05G0386800	F775_25414	79	81	1
OS05G0386800	F775_27513	82	80	1
OS05G0386900	F775_18965	88	53	1
OS05G0387200	F775_02239	90	90	1
OS05G0387700	F775_05187	38	56	1
OS05G0387800	F775_04450	73	73	1
OS05G0387900	F775_26111	72	66	1
OS05G0388400	F775_29200	66	29	1
OS05G0388500	F775_43982	31	55	1
OS05G0388600	F775_07544	80	77	1
OS05G0389000	F775_10869	78	55	1
OS05G0389300	F775_26192	70	98	1
OS05G0389400	F775_06029	76	56	1
OS05G0389700	F775_32584	79	82	1
OS05G0389800	F775_21370	68	72	1
OS05G0390000	F775_20849	42	52	0
OS05G0390100	F775_10216	80	84	1
OS05G0390300	F775_01498	27	29	1
OS05G0390500	F775_09118	72	61	1
OS05G0390600	F775_06883	78	79	1
OS05G0391300	F775_01519	48	47	1
OS05G0391500	F775_27636	82	82	1
OS05G0391600	F775_00359	49	55	1
OS05G0392100	F775_04838	58	38	1
OS05G0392200	F775_32555	68	35	1
OS05G0392300	F775_42878	17	29	1
OS05G0392400	F775_03152	93	32	1
OS05G0393100	F775_31967	68	66	1
OS05G0393200	F775_30088	23	91	1
OS05G0393400	F775_08694	65	76	1
OS05G0393800	F775_18126	84	82	1
OS05G0393800	F775_19091	86	86	1
OS05G0393900	F775_03881	59	77	1
OS05G0394200	F775_26145	71	75	1
OS05G0394900	F775_27829	8	4	1
OS05G0395000	F775_52248	48	49	1
OS05G0395300	F775_26807	79	81	1
OS05G0395300	F775_28076	68	72	1
OS05G0395600	F775_05426	11	31	1
OS05G0395600	F775_09915	12	34	1
OS05G0395600	F775_11496	13	14	1
OS05G0396900	F775_08489	55	73	1
OS05G0397300	F775_18071	63	55	1
OS05G0397650	F775_22302	15	87	1
OS05G0397650	F775_23047	18	66	1
OS05G0397650	F775_30550	58	80	1
OS05G0397700	F775_52646	62	64	1
OS05G0398000	F775_06753	61	36	1
OS05G0398100	F775_14139	3	4	0
OS05G0398100	F775_28171	90	45	0
OS05G0398800	F775_12474	53	70	1
OS05G0399100	F775_13495	55	52	1
OS05G0399100	F775_27797	73	77	1
OS05G0399100	F775_33232	44	74	1
OS05G0399300	F775_17415	29	37	1
OS05G0399800	F775_12911	38	56	1
OS05G0400100	F775_09263	56	56	1
OS05G0400200	F775_09263	55	49	1
OS05G0400700	F775_32382	96	96	1
OS05G0400800	F775_32381	84	88	1
OS05G0401000	F775_32380	66	86	1
OS05G0401100	F775_32379	80	83	1
OS05G0401300	F775_03435	24	69	1
OS05G0401300	F775_30448	33	49	1
OS05G0402300	F775_27898	79	79	1
OS05G0402800	F775_20159	87	49	1
OS05G0402900	F775_16850	23	89	1
OS05G0403000	F775_16850	21	82	1
OS05G0403100	F775_16850	27	82	1
OS05G0403300	F775_16850	21	84	1
OS05G0403600	F775_43053	48	58	1
OS05G0404000	F775_16527	47	83	1
OS05G0404200	F775_29594	53	86	1
OS05G0404600	F775_29593	76	56	1
OS05G0404700	F775_26556	33	49	1
OS05G0405000	F775_06139	85	63	1
OS05G0405500	F775_06141	39	69	1
OS05G0405600	F775_06141	45	71	1
OS05G0405900	F775_14362	82	68	1
OS05G0406100	F775_14363	66	65	0
OS05G0406100	F775_22335	62	63	0
OS05G0406800	F775_13372	54	86	1
OS05G0407200	F775_10223	72	81	1
OS05G0407500	F775_17927	64	56	1
OS05G0407900	F775_17928	61	57	1
OS05G0408200	F775_04392	68	64	1
OS05G0408300	F775_07355	59	58	0
OS05G0408900	F775_17053	88	88	1
OS05G0409000	F775_29118	75	82	1
OS05G0409200	F775_19841	64	5	1
OS05G0409200	F775_30385	58	11	1
OS05G0409300	F775_19842	40	42	1
OS05G0409400	F775_12065	69	77	1
OS05G0409500	F775_12064	65	78	1
OS05G0409800	F775_12486	76	83	1
OS05G0410200	F775_21829	77	78	1
OS05G0410800	F775_14572	73	37	1
OS05G0410900	F775_25237	47	53	1
OS05G0411200	F775_10025	81	72	1
OS05G0411300	F775_10026	67	74	1
OS05G0411600	F775_31519	81	78	1
OS05G0412800	F775_31768	52	69	1
OS05G0413000	F775_18005	61	62	1
OS05G0413200	F775_25998	97	97	0
OS05G0413200	F775_28452	98	84	0
OS05G0413400	F775_28451	73	75	1
OS05G0414200	F775_33193	50	24	1
OS05G0414700	F775_30803	84	84	1
OS05G0415200	F775_08772	41	22	1
OS05G0415200	F775_09459	69	32	1
OS05G0415700	F775_32056	71	77	1
OS05G0415800	F775_01135	49	46	1
OS05G0415800	F775_02155	45	51	1
OS05G0415800	F775_02382	53	50	1
OS05G0415800	F775_02724	57	59	1
OS05G0415800	F775_02739	50	56	1
OS05G0415800	F775_02884	49	40	1
OS05G0415800	F775_02892	57	59	1
OS05G0415800	F775_04718	49	52	1
OS05G0415800	F775_06117	49	46	1
OS05G0415800	F775_13536	58	61	1
OS05G0415800	F775_29557	59	61	1
OS05G0415900	F775_01135	50	25	1
OS05G0415900	F775_02155	39	24	1
OS05G0415900	F775_02382	53	27	1
OS05G0415900	F775_02724	55	30	1
OS05G0415900	F775_02739	48	29	1
OS05G0415900	F775_02884	50	22	1
OS05G0415900	F775_02892	56	31	1
OS05G0415900	F775_04718	51	28	1
OS05G0415900	F775_06117	49	25	1
OS05G0415900	F775_13536	56	31	1
OS05G0415900	F775_29557	56	31	1
OS05G0416400	F775_01135	52	46	1
OS05G0416400	F775_02155	47	50	1
OS05G0416400	F775_02382	52	47	1
OS05G0416400	F775_02724	55	54	1
OS05G0416400	F775_02739	52	55	1
OS05G0416400	F775_02884	49	39	1
OS05G0416400	F775_02892	56	55	1
OS05G0416400	F775_04718	51	52	1
OS05G0416400	F775_06117	50	45	1
OS05G0416400	F775_13536	57	57	1
OS05G0416400	F775_29557	57	57	1
OS05G0417200	F775_01872	57	60	1
OS05G0417300	F775_13541	72	72	1
OS05G0417600	F775_43910	34	39	0
OS05G0418000	F775_31899	90	94	0
OS05G0418000	F775_31900	93	77	0
OS05G0418500	F775_06242	57	17	1
OS05G0418800	F775_03877	40	48	1
OS05G0419000	F775_30133	66	63	1
OS05G0419100	F775_32111	90	88	1
OS05G0419200	F775_32110	76	67	1
OS05G0419500	F775_00934	86	86	1
OS05G0419800	F775_52607	66	72	1
OS05G0420200	F775_27449	67	82	1
OS05G0420500	F775_27450	52	48	1
OS05G0420600	F775_27451	90	89	1
OS05G0421100	F775_16703	54	54	1
OS05G0421300	F775_27620	83	90	1
OS05G0421900	F775_19323	55	55	1
OS05G0422300	F775_11134	60	64	1
OS05G0423200	F775_15648	40	51	1
OS05G0423400	F775_29079	69	76	1
OS05G0423500	F775_07454	74	74	1
OS05G0424000	F775_30582	74	89	1
OS05G0424800	F775_08556	76	75	1
OS05G0425000	F775_01028	55	53	1
OS05G0425700	F775_30632	74	68	1
OS05G0426000	F775_29546	80	80	1
OS05G0426066	F775_14796	47	26	1
OS05G0426100	F775_04887	59	71	1
OS05G0426200	F775_32837	55	58	1
OS05G0426300	F775_13516	47	63	0
OS05G0426400	F775_06499	85	45	1
OS05G0426900	F775_21874	56	64	1
OS05G0427100	F775_23364	19	28	0
OS05G0427200	F775_07671	67	90	1
OS05G0427300	F775_26560	80	66	1
OS05G0427900	F775_43183	77	37	1
OS05G0428100	F775_13389	78	76	1
OS05G0428400	F775_13390	60	69	1
OS05G0428600	F775_11379	69	74	1
OS05G0428600	F775_25812	61	85	1
OS05G0428700	F775_52637	60	38	1
OS05G0429400	F775_26247	48	90	1
OS05G0429500	F775_08026	77	50	1
OS05G0429700	F775_07692	84	91	1
OS05G0430200	F775_20529	78	70	1
OS05G0430400	F775_30778	77	73	1
OS05G0430900	F775_25703	60	73	1
OS05G0430900	F775_42302	47	47	1
OS05G0431700	F775_31222	52	73	1
OS05G0432400	F775_32295	60	79	1
OS05G0432500	F775_19469	84	84	1
OS05G0432600	F775_31426	39	55	0
OS05G0432700	F775_28210	68	68	1
OS05G0433100	F775_06784	64	42	1
OS05G0433800	F775_20339	63	16	1
OS05G0433800	F775_28211	64	16	1
OS05G0433900	F775_20339	23	16	1
OS05G0433900	F775_28211	23	16	1
OS05G0435300	F775_04434	32	23	1
OS05G0435300	F775_16882	17	29	1
OS05G0435300	F775_29827	36	34	1
OS05G0435800	F775_12663	51	69	1
OS05G0435800	F775_42283	45	48	1
OS05G0436100	F775_09047	40	58	0
OS05G0436400	F775_06207	86	72	1
OS05G0436400	F775_07375	88	70	1
OS05G0436900	F775_09048	66	69	1
OS05G0437200	F775_31022	86	65	1
OS05G0437500	F775_16904	72	80	1
OS05G0437700	F775_25077	23	62	1
OS05G0437900	F775_20277	70	84	1
OS05G0438500	F775_32620	70	55	0
OS05G0438600	F775_29257	59	28	0
OS05G0438800	F775_31465	98	98	1
OS05G0440250	F775_03495	88	88	1
OS05G0440300	F775_03495	58	59	1
OS05G0440800	F775_12453	64	66	0
OS05G0440900	F775_18360	60	61	1
OS05G0441750	F775_04283	38	12	1
OS05G0442000	F775_22243	28	66	1
OS05G0442700	F775_12079	44	59	1
OS05G0443300	F775_05798	74	57	1
OS05G0443500	F775_27398	84	82	1
OS05G0443800	F775_24041	78	54	1
OS05G0443900	F775_06491	73	63	1
OS05G0444300	F775_15907	68	76	0
OS05G0444300	F775_20669	48	73	0
OS05G0444300	F775_22485	58	51	0
OS05G0445100	F775_13687	60	80	1
OS05G0445500	F775_31946	66	81	1
OS05G0445800	F775_15533	36	53	0
OS05G0445900	F775_02905	57	17	0
OS05G0445900	F775_26274	67	18	0
OS05G0446000	F775_02905	30	22	0
OS05G0446000	F775_26274	33	21	0
OS05G0446300	F775_28986	96	96	1
OS05G0446500	F775_15533	36	52	0
OS05G0446550	F775_02905	51	4	0
OS05G0446550	F775_26274	72	4	0
OS05G0446800	F775_10387	74	53	1
OS05G0446900	F775_25908	46	29	1
OS05G0447000	F775_15503	46	52	0
OS05G0447000	F775_28966	62	74	0
OS05G0447200	F775_10388	71	84	1
OS05G0447500	F775_02558	80	25	1
OS05G0447500	F775_02650	70	22	1
OS05G0447580	F775_02558	80	16	1
OS05G0447580	F775_02650	80	16	1
OS05G0447700	F775_15150	53	70	1
OS05G0448300	F775_00356	35	38	1
OS05G0448675	F775_22020	11	9	1
OS05G0448675	F775_22331	12	10	1
OS05G0448675	F775_52314	14	14	1
OS05G0449500	F775_26704	67	86	1
OS05G0449600	F775_05643	88	58	1
OS05G0449600	F775_21049	81	41	1
OS05G0449900	F775_18347	34	32	1
OS05G0451100	F775_06710	53	71	1
OS05G0451900	F775_27215	91	86	0
OS05G0452600	F775_28423	100	66	0
OS05G0452900	F775_18409	75	61	1
OS05G0453300	F775_20708	10	13	0
OS05G0453500	F775_07489	69	25	1
OS05G0453700	F775_32945	65	74	1
OS05G0453900	F775_09767	69	70	1
OS05G0454200	F775_20867	65	66	1
OS05G0455200	F775_13316	78	78	1
OS05G0455400	F775_18084	48	36	1
OS05G0455500	F775_30562	88	88	1
OS05G0455800	F775_31600	80	83	1
OS05G0456200	F775_09266	69	55	0
OS05G0456200	F775_25728	72	56	0
OS05G0456200	F775_31601	54	49	0
OS05G0456300	F775_09267	79	83	1
OS05G0456900	F775_27637	51	40	1
OS05G0457000	F775_13255	53	62	1
OS05G0457700	F775_24093	72	45	1
OS05G0458300	F775_15554	85	81	1
OS05G0458400	F775_30989	74	87	1
OS05G0458500	F775_18781	79	74	1
OS05G0458600	F775_18781	79	74	1
OS05G0459300	F775_08818	86	84	0
OS05G0459400	F775_08817	71	57	1
OS05G0459900	F775_43985	85	95	0
OS05G0460000	F775_31102	95	94	1
OS05G0460475	F775_30964	93	68	0
OS05G0460600	F775_30965	82	64	1
OS05G0460800	F775_30966	73	78	1
OS05G0461000	F775_07073	92	73	1
OS05G0461300	F775_29122	83	93	1
OS05G0461400	F775_29078	71	81	1
OS05G0461900	F775_08952	81	68	1
OS05G0462000	F775_19095	82	86	1
OS05G0462500	F775_32544	45	90	1
OS05G0462600	F775_09962	59	56	1
OS05G0462700	F775_26626	100	100	1
OS05G0462700	F775_29771	100	100	1
OS05G0462900	F775_29706	69	43	1
OS05G0462900	F775_43763	58	83	1
OS05G0463000	F775_16113	62	58	1
OS05G0463300	F775_17865	18	43	1
OS05G0463400	F775_17866	28	23	1
OS05G0463500	F775_14792	42	18	1
OS05G0463600	F775_04871	3	4	1
OS05G0463800	F775_19635	59	63	1
OS05G0463800	F775_24298	58	35	1
OS05G0463900	F775_08685	77	30	1
OS05G0464100	F775_01439	65	50	1
OS05G0464300	F775_11331	47	56	1
OS05G0464300	F775_29754	47	56	1
OS05G0464300	F775_29755	32	43	1
OS05G0464300	F775_43198	45	53	1
OS05G0465000	F775_11331	45	58	1
OS05G0465000	F775_29754	51	66	1
OS05G0465000	F775_29755	40	57	1
OS05G0465000	F775_43198	50	65	1
OS05G0465100	F775_26699	76	72	1
OS05G0465400	F775_42418	53	68	1
OS05G0465800	F775_08558	76	78	1
OS05G0466800	F775_14045	74	67	1
OS05G0466900	F775_14046	65	66	1
OS05G0467000	F775_28122	75	96	1
OS05G0467300	F775_29978	51	56	1
OS05G0467400	F775_10702	12	31	1
OS05G0467400	F775_14294	20	42	1
OS05G0467400	F775_17100	29	34	1
OS05G0467400	F775_17270	19	32	1
OS05G0467400	F775_18458	19	49	1
OS05G0467600	F775_23764	4	1	0
OS05G0467700	F775_13135	27	57	1
OS05G0467700	F775_14292	18	48	1
OS05G0467700	F775_43164	16	43	1
OS05G0467700	F775_43422	14	36	1
OS05G0467900	F775_06735	17	40	0
OS05G0467900	F775_16551	25	45	0
OS05G0467900	F775_17261	12	44	0
OS05G0467900	F775_19120	26	43	0
OS05G0467900	F775_20196	35	32	0
OS05G0467900	F775_20197	30	43	0
OS05G0467900	F775_20338	21	32	0
OS05G0467900	F775_20481	36	34	0
OS05G0467900	F775_23845	12	36	0
OS05G0467900	F775_43638	19	33	0
OS05G0468100	F775_06735	17	38	0
OS05G0468100	F775_16551	27	44	0
OS05G0468100	F775_17261	13	45	0
OS05G0468100	F775_19120	27	43	0
OS05G0468100	F775_20196	36	31	0
OS05G0468100	F775_20197	33	44	0
OS05G0468100	F775_20338	25	36	0
OS05G0468100	F775_20481	38	34	0
OS05G0468100	F775_23845	14	40	0
OS05G0468100	F775_43638	20	32	0
OS05G0468200	F775_06735	18	37	0
OS05G0468200	F775_16551	27	42	0
OS05G0468200	F775_17261	14	47	0
OS05G0468200	F775_19120	28	43	0
OS05G0468200	F775_20196	37	30	0
OS05G0468200	F775_20197	33	42	0
OS05G0468200	F775_20338	25	34	0
OS05G0468200	F775_20481	39	32	0
OS05G0468200	F775_23845	13	35	0
OS05G0468200	F775_43638	20	31	0
OS05G0468400	F775_15339	41	42	1
OS05G0468400	F775_17220	27	33	1
OS05G0468400	F775_21666	36	33	1
OS05G0468700	F775_21896	67	82	0
OS05G0470700	F775_32965	50	83	1
OS05G0470800	F775_02618	74	57	1
OS05G0470800	F775_04399	79	79	1
OS05G0471000	F775_02619	59	59	1
OS05G0471350	F775_43090	45	55	1
OS05G0472200	F775_15734	51	86	1
OS05G0472300	F775_04517	54	70	1
OS05G0472400	F775_25392	57	48	1
OS05G0472700	F775_25081	41	84	1
OS05G0473000	F775_00515	37	27	1
OS05G0473300	F775_00399	23	15	1
OS05G0473401	F775_17898	71	81	1
OS05G0473500	F775_30420	53	89	1
OS05G0473900	F775_05856	73	82	1
OS05G0474600	F775_21560	81	34	1
OS05G0474800	F775_15874	43	49	1
OS05G0474900	F775_19622	70	52	1
OS05G0475300	F775_10640	64	48	1
OS05G0475400	F775_05139	92	76	1
OS05G0475700	F775_13458	53	77	1
OS05G0476100	F775_06248	57	67	1
OS05G0476200	F775_27471	86	72	1
OS05G0476350	F775_06247	59	58	1
OS05G0477200	F775_22600	19	34	1
OS05G0477500	F775_22836	29	33	0
OS05G0478000	F775_01520	32	57	1
OS05G0478200	F775_19337	43	52	1
OS05G0478400	F775_03971	15	18	1
OS05G0478400	F775_07845	40	47	1
OS05G0478400	F775_22808	30	47	1
OS05G0478400	F775_24185	25	31	1
OS05G0478700	F775_02926	54	52	1
OS05G0478700	F775_03972	49	43	1
OS05G0478700	F775_31341	51	46	1
OS05G0479700	F775_11229	43	20	0
OS05G0479700	F775_20810	40	27	0
OS05G0479800	F775_00086	10	8	0
OS05G0479900	F775_16742	32	32	1
OS05G0480000	F775_29724	51	81	1
OS05G0480400	F775_20743	80	80	1
OS05G0480600	F775_13616	63	55	1
OS05G0480700	F775_16134	80	79	1
OS05G0481000	F775_26457	78	80	1
OS05G0481100	F775_01871	72	74	1
OS05G0481400	F775_06506	53	35	1
OS05G0481500	F775_08684	74	72	1
OS05G0481600	F775_31366	65	65	1
OS05G0482400	F775_22571	14	69	0
OS05G0482600	F775_26279	90	90	1
OS05G0485000	F775_12909	53	89	1
OS05G0485800	F775_14509	24	38	1
OS05G0486100	F775_14107	69	73	1
OS05G0486200	F775_28153	45	45	1
OS05G0486300	F775_28154	37	20	1
OS05G0486600	F775_02044	34	37	1
OS05G0486600	F775_13392	42	38	1
OS05G0486600	F775_21612	42	34	1
OS05G0488600	F775_05938	67	61	1
OS05G0488800	F775_05939	76	54	1
OS05G0488900	F775_30945	71	80	1
OS05G0489000	F775_08775	78	82	1
OS05G0489100	F775_08774	72	75	1
OS05G0489600	F775_31963	99	93	1
OS05G0489700	F775_31964	62	68	1
OS05G0489800	F775_32036	46	54	1
OS05G0489900	F775_25590	83	88	1
OS05G0490000	F775_07785	68	55	1
OS05G0490100	F775_31973	85	75	1
OS05G0490200	F775_31797	77	86	1
OS05G0490300	F775_20146	70	88	1
OS05G0490400	F775_08699	46	27	1
OS05G0490500	F775_09423	69	49	1
OS05G0490600	F775_09422	30	27	1
OS05G0490700	F775_14929	79	56	1
OS05G0490700	F775_31348	81	83	1
OS05G0490800	F775_09131	94	71	1
OS05G0490800	F775_32689	86	69	1
OS05G0491000	F775_09930	72	74	1
OS05G0491200	F775_32507	52	68	1
OS05G0491400	F775_31591	46	47	1
OS05G0491400	F775_31592	50	50	1
OS05G0491500	F775_28387	86	73	1
OS05G0491900	F775_31723	24	19	0
OS05G0492000	F775_16855	60	60	1
OS05G0492200	F775_10570	78	75	1
OS05G0493100	F775_11268	59	59	0
OS05G0493100	F775_12508	58	59	0
OS05G0493500	F775_17250	50	57	1
OS05G0493500	F775_21776	44	53	1
OS05G0493600	F775_20236	33	40	1
OS05G0493800	F775_09474	62	79	1
OS05G0494000	F775_21690	40	75	1
OS05G0494000	F775_27986	74	83	1
OS05G0494100	F775_07310	59	65	1
OS05G0494200	F775_07311	51	72	1
OS05G0494500	F775_29369	95	95	1
OS05G0494900	F775_02934	80	18	1
OS05G0495100	F775_02974	75	75	1
OS05G0495600	F775_13523	75	82	1
OS05G0495700	F775_13524	75	84	1
OS05G0496000	F775_00170	53	31	0
OS05G0496000	F775_15406	61	63	0
OS05G0496000	F775_28913	53	63	0
OS05G0496200	F775_26822	70	90	1
OS05G0496300	F775_17769	40	19	0
OS05G0496300	F775_17990	39	19	0
OS05G0496500	F775_25994	56	80	1
OS05G0497150	F775_01419	80	30	1
OS05G0497500	F775_14183	38	38	1
OS05G0497600	F775_26375	59	69	1
OS05G0497675	F775_06980	55	55	1
OS05G0497700	F775_52352	73	69	1
OS05G0498400	F775_32022	89	82	1
OS05G0498700	F775_26486	86	80	1
OS05G0498900	F775_14933	68	60	1
OS05G0499300	F775_14426	42	70	1
OS05G0499300	F775_25524	61	85	1
OS05G0499300	F775_31512	82	82	1
OS05G0499300	F775_52516	79	80	1
OS05G0499400	F775_17692	72	68	1
OS05G0499500	F775_08322	66	76	1
OS05G0499600	F775_17690	22	43	1
OS05G0499600	F775_17691	32	59	1
