Gene stable ID	Arabidopsis lyrata gene stable ID	% identity	Arabidopsis lyrata % identity	Orthology confidence [0 low, 1 high]
OS06G0191300	fgenesh2_kg.3__2343__AT3G21220.1	59	58	1
OS06G0191500	fgenesh2_kg.1__4234__AT1G51660.1	40	34	1
OS06G0191500	fgenesh2_kg.3__2343__AT3G21220.1	40	35	1
OS06G0192100	fgenesh1_pm.C_scaffold_1002473	39	34	0
OS06G0192100	fgenesh1_pm.C_scaffold_6001359	41	35	0
OS06G0192100	fgenesh2_kg.6__1700__AT5G17030.1	39	34	0
OS06G0192100	fgenesh2_kg.6__1701__AT5G17040.1	38	34	0
OS06G0192400	scaffold_802327.1	31	32	1
OS06G0192600	fgenesh1_pg.C_scaffold_1003395	76	47	0
OS06G0192600	scaffold_101920.1	33	83	0
OS06G0192600	scaffold_105218.1	97	97	0
OS06G0192800	fgenesh2_kg.2__1489__AT1G72310.1	30	29	1
OS06G0192800	scaffold_105224.1	26	27	1
OS06G0192900	Al_scaffold_0007_764	46	47	1
OS06G0193000	fgenesh2_kg.1__1885__AT1G17280.1	60	61	1
OS06G0193000	fgenesh2_kg.8__925__AT5G50430.1	57	57	1
OS06G0193200	fgenesh2_kg.4__561__AT2G26440.1	40	43	1
OS06G0194400	fgenesh1_pm.C_scaffold_8000473	43	48	0
OS06G0195800	fgenesh2_kg.3__1535__AT3G14200.1	33	29	1
OS06G0195900	fgenesh1_pg.C_scaffold_3001099	5	3	1
OS06G0195900	fgenesh2_kg.1__411__AT1G50920.1	60	25	1
OS06G0195900	scaffold_101086.1	62	26	1
OS06G0196300	fgenesh2_kg.5__360__AT3G26060.1	61	62	0
OS06G0196600	fgenesh2_kg.8__160__AT5G46290.1	80	79	1
OS06G0196700	fgenesh1_pg.C_scaffold_1001739	78	22	1
OS06G0196700	fgenesh2_kg.6__2115__AT5G20730.1	77	20	1
OS06G0196900	fgenesh2_kg.6__2112__AT5G20720.2	69	68	0
OS06G0197550	fgenesh2_kg.6__2112__AT5G20720.2	55	26	0
OS06G0197575	fgenesh2_kg.6__2112__AT5G20720.2	73	13	0
OS06G0198500	fgenesh1_pm.C_scaffold_1001632	52	53	1
OS06G0198600	fgenesh1_pm.C_scaffold_1001632	48	30	1
OS06G0198700	fgenesh2_kg.7__2669__AT4G16444.1	49	47	1
OS06G0198800	scaffold_101295.1	69	25	1
OS06G0198900	fgenesh1_pg.C_scaffold_5000813	36	39	1
OS06G0198900	fgenesh1_pm.C_scaffold_2001244	34	37	1
OS06G0198900	fgenesh2_kg.6__2109__AT5G20690.1	36	38	1
OS06G0199100	fgenesh1_pm.C_scaffold_3001585	53	48	1
OS06G0199402	fgenesh1_pm.C_scaffold_1003496	33	28	1
OS06G0199402	fgenesh2_kg.2__1514__AT1G72510.1	33	28	1
OS06G0199402	fgenesh2_kg.6__2106__AT5G20670.1	33	27	1
OS06G0199500	fgenesh1_pm.C_scaffold_1003075	66	35	1
OS06G0199500	fgenesh2_kg.3__1991__AT3G18030.1	65	68	1
OS06G0199800	scaffold_104436.1	65	64	1
OS06G0202900	Al_scaffold_0002_1946	48	46	1
OS06G0202900	fgenesh1_pg.C_scaffold_7002720	53	51	1
OS06G0202900	fgenesh2_kg.4__548__AT2G26290.1	50	51	1
OS06G0202900	scaffold_303359.1	56	50	1
OS06G0203500	fgenesh2_kg.6__2615__AT5G26667.2	56	41	1
OS06G0203600	fgenesh2_kg.4__550__AT2G26310.1	36	40	1
OS06G0203800	fgenesh2_kg.4__551__AT2G26330.1	72	72	1
OS06G0204400	fgenesh1_pm.C_scaffold_990000001	41	45	1
OS06G0204400	fgenesh2_kg.1__1469__AT1G13560.1	71	56	1
OS06G0204400	fgenesh2_kg.5__310__AT3G25585.1	70	54	1
OS06G0204800	fgenesh2_kg.3__1504__AT3G13960.1	32	24	0
OS06G0204800	fgenesh2_kg.3__2919__AT2G06200.1	29	35	0
OS06G0205000	fgenesh1_pm.C_scaffold_1003508	68	66	1
OS06G0205000	fgenesh1_pm.C_scaffold_3001200	69	68	1
OS06G0205600	fgenesh2_kg.6__1186__AT5G12080.1	45	46	1
OS06G0205600	fgenesh2_kg.6__1979__AT5G19520.1	42	42	1
OS06G0206100	fgenesh2_kg.3__1506__AT3G13990.1	28	28	1
OS06G0206200	Al_scaffold_0004_2826	69	69	0
OS06G0206401	Al_scaffold_0008_3062	9	18	0
OS06G0206401	fgenesh2_kg.7__188__AT4G39730.1	16	19	0
OS06G0206401	scaffold_400169.1	17	21	0
OS06G0206700	fgenesh2_kg.3__1255__AT3G12020.1	73	23	0
OS06G0206700	fgenesh2_kg.6__611__AT5G06670.1	73	24	0
OS06G0207000	Al_scaffold_0002_2324	4	27	1
OS06G0207000	scaffold_400422.1	5	33	1
OS06G0207000	scaffold_701278.1	5	32	1
OS06G0207200	fgenesh2_kg.80__3__AT2G31945.1	38	41	1
OS06G0207200	scaffold_100540.1	38	43	1
OS06G0207200	scaffold_401735.1	38	40	1
OS06G0207500	Al_scaffold_0003_1223	35	45	1
OS06G0207500	fgenesh2_kg.6__615__AT5G06700.1	36	42	1
OS06G0207600	fgenesh2_kg.4__2350__AT2G42040.1	28	26	1
OS06G0207700	fgenesh1_pg.C_scaffold_3001667	51	50	1
OS06G0207700	scaffold_302087.1	55	52	1
OS06G0207700	scaffold_302089.1	52	51	1
OS06G0208300	fgenesh1_pm.C_scaffold_6002308	64	18	0
OS06G0208300	fgenesh2_kg.4__1424__AT2G34210.1	51	15	0
OS06G0208700	fgenesh2_kg.1__445__AT1G05000.1	40	28	0
OS06G0208700	fgenesh2_kg.4__1298__AT2G32960.1	43	26	0
OS06G0208700	fgenesh2_kg.6__3207__AT4G03960.1	35	27	0
OS06G0208800	fgenesh1_pm.C_scaffold_2001708	48	19	1
OS06G0208800	fgenesh2_kg.1__2378__AT1G21880.2	50	19	1
OS06G0209300	fgenesh2_kg.2__2076__AT1G77800.1	26	9	1
OS06G0210000	Al_scaffold_0004_2269	36	41	1
OS06G0210000	fgenesh1_pm.C_scaffold_1001861	48	49	1
OS06G0210000	fgenesh2_kg.1__3775__AT1G44800.1	44	47	1
OS06G0210000	fgenesh2_kg.4__2033__AT2G39510.1	43	45	1
OS06G0210000	fgenesh2_kg.6__2874__AT4G08290.1	45	45	1
OS06G0210000	fgenesh2_kg.6__2876__AT4G08300.1	44	46	1
OS06G0210100	Al_scaffold_0003_1091	44	41	1
OS06G0210100	fgenesh2_kg.1__1010__AT1G09580.1	65	64	1
OS06G0210100	scaffold_102456.1	61	59	1
OS06G0210100	scaffold_105679.1	62	61	1
OS06G0210200	fgenesh2_kg.1__3760__AT1G44180.1	59	60	1
OS06G0210200	fgenesh2_kg.1__3776__AT1G44820.1	59	60	1
OS06G0210400	Al_scaffold_0006_50	40	41	1
OS06G0210400	fgenesh2_kg.3__891__AT3G08870.1	40	41	1
OS06G0210400	fgenesh2_kg.6__53__AT5G01560.1	38	39	1
OS06G0210400	fgenesh2_kg.6__55__AT5G01540.1	39	40	1
OS06G0210900	fgenesh1_pg.C_scaffold_8002641	40	41	0
OS06G0210900	fgenesh2_kg.1__3799__AT1G45201.1	38	40	0
OS06G0210900	fgenesh2_kg.1__4776__AT1G56630.1	28	39	0
OS06G0210900	fgenesh2_kg.8__542__AT5G42930.1	29	47	0
OS06G0211200	fgenesh2_kg.1__4055__AT1G49720.1	47	39	0
OS06G0211200	fgenesh2_kg.3__2145__AT3G19290.1	48	36	0
OS06G0211200	fgenesh2_kg.7__705__AT4G34000.1	45	33	0
OS06G0211300	scaffold_800826.1	68	67	0
OS06G0213200	scaffold_700829.1	60	13	1
OS06G0213400	scaffold_303765.1	36	35	1
OS06G0213400	scaffold_800593.1	36	36	1
OS06G0213900	fgenesh2_kg.1__2225__AT1G20430.1	32	32	1
OS06G0214100	scaffold_700826.1	54	55	1
OS06G0214900	scaffold_600911.1	58	61	1
OS06G0215200	fgenesh2_kg.1__4048__AT1G49590.1	53	54	0
OS06G0215300	Al_scaffold_0007_3220	65	66	0
OS06G0215400	Al_scaffold_0007_3220	61	62	0
OS06G0216100	fgenesh1_pg.C_scaffold_8001006	36	20	1
OS06G0216100	fgenesh1_pg.C_scaffold_8002541	8	8	1
OS06G0216100	fgenesh2_kg.4__178__AT2G22590.1	30	20	1
OS06G0216100	scaffold_302934.1	19	34	1
OS06G0216300	Al_scaffold_0001_1870	45	23	0
OS06G0216300	fgenesh2_kg.2__1958__AT1G76680.1	53	22	0
OS06G0216300	scaffold_100976.1	40	17	0
OS06G0216700	fgenesh2_kg.3__3129__AT2G15780.1	36	21	1
OS06G0216700	fgenesh2_kg.7__670__AT4G33930.1	28	13	1
OS06G0216700	fgenesh2_kg.7__717__AT4G33930.1	27	12	1
OS06G0216800	fgenesh2_kg.7__917__AT4G32420.1	27	13	0
OS06G0217300	fgenesh2_kg.4__174__AT2G22540.1	54	50	1
OS06G0217300	fgenesh2_kg.7__1822__AT4G24540.1	44	45	1
OS06G0217500	fgenesh2_kg.3__2356__AT3G21350.1	66	62	1
OS06G0218000	fgenesh1_pg.C_scaffold_1001666	46	41	1
OS06G0218000	fgenesh2_kg.2__2012__AT1G77180.1	56	50	1
OS06G0218100	fgenesh1_pg.C_scaffold_7000196	57	13	1
OS06G0218100	fgenesh2_kg.4__168__AT2G22475.1	59	14	1
OS06G0218100	scaffold_103150.1	52	14	1
OS06G0218300	Al_scaffold_0001_3639	19	26	0
OS06G0218300	Al_scaffold_0004_1992	23	27	0
OS06G0218300	fgenesh2_kg.1__2444__AT1G22500.1	23	26	0
OS06G0218300	fgenesh2_kg.2__1483__AT1G72200.1	26	29	0
OS06G0218300	fgenesh2_kg.3__508__AT3G05200.1	28	31	0
OS06G0218300	fgenesh2_kg.6__2919__AT4G09110.1	13	32	0
OS06G0218300	scaffold_402096.1	23	14	0
OS06G0218300	scaffold_602899.1	27	32	0
OS06G0218300	scaffold_603234.1	12	39	0
OS06G0218300	scaffold_603236.1	21	27	0
OS06G0218300	scaffold_603237.1	8	36	0
OS06G0218300	scaffold_603239.1	19	27	0
OS06G0218300	scaffold_603240.1	20	25	0
OS06G0218500	fgenesh1_pm.C_scaffold_3002454	62	63	1
OS06G0218600	fgenesh2_kg.1__2442__AT1G22480.1	35	40	1
OS06G0218600	fgenesh2_kg.2__1484__AT1G72230.1	36	39	1
OS06G0218900	scaffold_803261.1	46	17	1
OS06G0219400	fgenesh2_kg.1__2440__AT1G22460.1	64	41	1
OS06G0219500	fgenesh2_kg.7__1746__AT4G25200.1	22	33	1
OS06G0219500	fgenesh2_kg.8__1031__AT5G51440.1	22	32	1
OS06G0219600	fgenesh2_kg.6__999__AT5G10350.2	66	67	1
OS06G0219600	scaffold_803257.1	70	65	1
OS06G0219700	scaffold_603109.1	48	48	1
OS06G0219800	fgenesh2_kg.6__2849__AT4G08960.1	59	59	1
OS06G0219900	Al_scaffold_0008_2968	44	49	1
OS06G0219900	fgenesh2_kg.6__891__AT5G09440.1	45	50	1
OS06G0219900	scaffold_803141.1	49	50	1
OS06G0220600	Al_scaffold_0008_1770	17	26	1
OS06G0220600	fgenesh1_pm.C_scaffold_3000575	17	18	1
OS06G0220600	fgenesh2_kg.6__1109__AT5G11412.1	15	31	1
OS06G0220600	scaffold_102402.1	14	42	1
OS06G0220600	scaffold_28100001.1	17	26	1
OS06G0220600	scaffold_801861.1	11	37	1
OS06G0220800	fgenesh2_kg.1__3605__AT1G34780.1	41	39	1
OS06G0220800	scaffold_603115.1	39	37	1
OS06G0221000	fgenesh2_kg.1__3562__AT1G34670.1	49	43	1
OS06G0221100	fgenesh2_kg.7__206__AT4G39870.1	45	43	1
OS06G0221200	fgenesh1_pg.C_scaffold_6000824	60	59	1
OS06G0221200	fgenesh2_kg.1__3649__AT1G35720.1	60	60	1
OS06G0221200	fgenesh2_kg.8__2540__AT5G65020.1	62	62	1
OS06G0221200	scaffold_601037.1	57	58	1
OS06G0221300	Al_scaffold_0008_3062	37	61	0
OS06G0221300	fgenesh2_kg.7__188__AT4G39730.1	49	46	0
OS06G0221300	scaffold_400169.1	47	44	0
OS06G0222100	fgenesh1_pm.C_scaffold_1001888	31	37	0
OS06G0222100	fgenesh2_kg.2__2106__AT1G78090.1	32	34	0
OS06G0222900	fgenesh1_pm.C_scaffold_8002068	51	52	1
OS06G0223200	fgenesh1_pm.C_scaffold_2001747	49	23	0
OS06G0223200	fgenesh2_kg.1__2404__AT1G22170.1	49	24	0
OS06G0223300	Al_scaffold_0001_2320	36	39	1
OS06G0223300	fgenesh2_kg.2__2089__AT1G77950.1	31	44	1
OS06G0223300	fgenesh2_kg.2__2091__AT1G77980.1	35	38	1
OS06G0223300	fgenesh2_kg.2__2429__AT1G77950.2	30	43	1
OS06G0223700	Al_scaffold_0007_187	28	30	1
OS06G0223700	fgenesh2_kg.1__2403__AT1G22160.1	31	31	1
OS06G0223700	fgenesh2_kg.2__2094__AT1G78020.1	35	31	1
OS06G0223700	fgenesh2_kg.8__2542__AT5G65040.1	25	31	1
OS06G0223800	scaffold_400143.1	79	38	0
OS06G0224100	fgenesh2_kg.1__2393__AT1G22050.1	29	31	0
OS06G0224100	fgenesh2_kg.2__2082__AT1G77870.1	25	26	0
OS06G0224200	fgenesh1_pm.C_scaffold_6002317	40	50	1
OS06G0225400	fgenesh2_kg.6__958__AT5G09995.3	24	23	0
OS06G0225800	fgenesh1_pm.C_scaffold_4000096	50	44	1
OS06G0225800	fgenesh2_kg.7__165__AT4G39540.2	48	42	1
OS06G0225900	fgenesh2_kg.3__2192__AT3G19740.1	80	29	0
OS06G0225900	scaffold_104736.1	79	29	0
OS06G0226100	fgenesh2_kg.5__647__AT3G28850.1	30	26	1
OS06G0226100	scaffold_704036.1	29	27	1
OS06G0226500	fgenesh2_kg.1__2658__AT1G26945.1	61	56	0
OS06G0226500	fgenesh2_kg.2__1715__AT1G74500.1	54	51	0
OS06G0226500	scaffold_500871.1	49	47	0
OS06G0226500	scaffold_601543.1	49	46	0
OS06G0226500	scaffold_704049.1	45	42	0
OS06G0226600	fgenesh2_kg.2__1232__AT1G69700.1	48	50	1
OS06G0226600	fgenesh2_kg.2__1718__AT1G74520.1	55	60	1
OS06G0226600	fgenesh2_kg.8__2243__AT5G62490.1	42	49	1
OS06G0226700	fgenesh2_kg.5__1118__AT3G47620.1	42	35	1
OS06G0227200	fgenesh2_kg.8__2176__AT5G61910.2	17	17	1
OS06G0227250	fgenesh2_kg.3__169__AT3G02350.1	46	42	1
OS06G0228200	Al_scaffold_0627_1	26	32	0
OS06G0228200	fgenesh2_kg.2__2300__AT1G80760.1	35	34	0
OS06G0228200	scaffold_603394.1	34	33	0
OS06G0228500	fgenesh1_pg.C_scaffold_5000662	45	46	1
OS06G0228500	fgenesh2_kg.6__1505__AT5G15240.1	46	45	1
OS06G0228900	fgenesh1_pg.C_scaffold_2000255	41	19	1
OS06G0228950	fgenesh1_pg.C_scaffold_2000886	34	28	1
OS06G0228950	fgenesh1_pg.C_scaffold_2001738	35	28	1
OS06G0228950	fgenesh1_pg.C_scaffold_8002648	33	28	1
OS06G0228950	fgenesh2_kg.1__2057__AT1G18790.1	35	31	1
OS06G0228950	scaffold_103100001.1	30	37	1
OS06G0229000	Al_scaffold_0006_1431	70	19	0
OS06G0229066	Al_scaffold_0006_1431	68	49	0
OS06G0229200	fgenesh2_kg.1__2673__AT1G26810.1	59	58	1
OS06G0229300	fgenesh2_kg.3__2167__AT3G19510.1	30	33	1
OS06G0229800	fgenesh2_kg.3__112__AT3G01180.1	50	51	0
OS06G0230100	Al_scaffold_0003_2847	22	43	1
OS06G0230100	Al_scaffold_0009_17	37	44	1
OS06G0230100	fgenesh1_pm.C_scaffold_1002033	39	44	1
OS06G0230100	fgenesh2_kg.4__1586__AT2G35650.1	39	43	1
OS06G0230100	fgenesh2_kg.6__1604__AT5G16190.1	38	53	1
OS06G0230100	scaffold_102683.1	41	45	1
OS06G0230100	scaffold_502738.1	36	42	1
OS06G0230100	scaffold_702806.1	38	43	1
OS06G0231050	scaffold_101584.1	57	48	1
OS06G0231100	scaffold_601559.1	46	43	1
OS06G0231300	fgenesh2_kg.7__1429__AT4G27890.1	50	53	0
OS06G0231300	fgenesh2_kg.8__1228__AT5G53400.1	50	50	0
OS06G0231400	scaffold_803476.1	31	29	0
OS06G0232000	Al_scaffold_0005_826	20	25	1
OS06G0232000	Al_scaffold_0007_3760	34	34	1
OS06G0232100	fgenesh2_kg.1__1986__AT1G18160.1	45	27	1
OS06G0232100	fgenesh2_kg.2__1636__AT1G73660.1	45	26	1
OS06G0232200	fgenesh2_kg.2__875__AT1G66430.1	69	71	1
OS06G0232300	fgenesh2_kg.2__1622__AT1G73590.1	71	68	0
OS06G0233200	fgenesh2_kg.1__2615__AT1G23980.1	36	41	1
OS06G0233200	fgenesh2_kg.7__3399__AT5G40250.1	42	49	1
OS06G0233400	fgenesh1_pg.C_scaffold_3001152	60	69	1
OS06G0233800	fgenesh1_pm.C_scaffold_2000358	53	51	1
OS06G0234100	fgenesh2_kg.7__3405__AT5G40200.1	68	73	1
OS06G0234200	fgenesh2_kg.5__1157__AT3G48040.1	80	83	1
OS06G0234200	fgenesh2_kg.8__2286__AT5G62880.1	81	81	1
OS06G0234800	Al_scaffold_0002_1689	27	13	1
OS06G0234900	Al_scaffold_0002_1689	37	38	1
OS06G0235000	Al_scaffold_0002_1689	40	42	1
OS06G0235100	Al_scaffold_0002_1689	37	40	1
OS06G0235200	Al_scaffold_0002_1689	42	47	1
OS06G0235800	fgenesh2_kg.6__2794__AT5G28740.1	49	42	0
OS06G0235800	scaffold_200527.1	45	45	0
OS06G0235900	fgenesh2_kg.5__606__AT3G28370.1	35	17	1
OS06G0236300	Al_scaffold_0363_1	22	36	1
OS06G0236300	fgenesh2_kg.1__1122__AT1G10530.1	31	36	1
OS06G0236300	fgenesh2_kg.2__439__AT1G60010.1	34	38	1
OS06G0236300	fgenesh2_kg.8__2291__AT5G62900.1	33	39	1
OS06G0236300	scaffold_801412.1	33	39	1
OS06G0236600	scaffold_201895.1	37	39	1
OS06G0236900	fgenesh2_kg.6__2480__AT5G24840.1	73	24	1
OS06G0237200	Al_scaffold_0001_1304	45	74	0
OS06G0237200	fgenesh1_pm.C_scaffold_1000871	59	60	0
OS06G0237400	Al_scaffold_0008_857	36	47	1
OS06G0237400	Al_scaffold_0009_109	42	49	1
OS06G0237400	Al_scaffold_0009_96	35	45	1
OS06G0237400	Al_scaffold_0009_98	45	46	1
OS06G0237400	fgenesh1_pg.C_scaffold_9000078	43	44	1
OS06G0237400	fgenesh1_pg.C_scaffold_9000079	42	45	1
OS06G0237400	scaffold_303074.1	39	41	1
OS06G0237502	fgenesh2_kg.1__1118__AT1G10510.1	53	54	1
OS06G0237502	scaffold_101404.1	19	61	1
OS06G0237600	fgenesh2_kg.5__595__AT3G28200.1	50	51	1
OS06G0237600	fgenesh2_kg.8__96__AT5G47000.1	54	53	1
OS06G0237600	scaffold_102750.1	50	50	1
OS06G0237600	scaffold_400555.1	26	45	1
OS06G0237600	scaffold_702680.1	52	52	1
OS06G0237600	scaffold_703993.1	51	51	1
OS06G0237900	Al_scaffold_0005_1590	23	16	1
OS06G0238000	fgenesh1_pg.C_scaffold_3003149	18	31	1
OS06G0238000	fgenesh2_kg.5__1137__AT3G47820.1	34	34	1
OS06G0238000	fgenesh2_kg.8__2251__AT5G62560.1	35	32	1
OS06G0238000	fgenesh2_kg.8__2561__AT5G65200.1	32	30	1
OS06G0238000	scaffold_701416.1	21	30	1
OS06G0238000	scaffold_703995.1	33	31	1
OS06G0238200	fgenesh1_pg.C_scaffold_3003149	17	28	1
OS06G0238200	fgenesh2_kg.5__1137__AT3G47820.1	32	31	1
OS06G0238200	fgenesh2_kg.8__2251__AT5G62560.1	33	29	1
OS06G0238200	fgenesh2_kg.8__2561__AT5G65200.1	33	29	1
OS06G0238200	scaffold_701416.1	19	25	1
OS06G0238200	scaffold_703995.1	31	27	1
OS06G0238300	fgenesh2_kg.3__2803__AT2G04690.1	53	55	1
OS06G0238700	fgenesh2_kg.8__883__AT5G50120.1	39	40	1
OS06G0238700	scaffold_801415.1	13	37	1
OS06G0239000	Al_scaffold_0008_1358	58	31	0
OS06G0239100	Al_scaffold_0001_1368	22	44	1
OS06G0239100	Al_scaffold_0002_559	39	41	1
OS06G0239100	Al_scaffold_0006_1378	24	46	1
OS06G0239100	fgenesh2_kg.2__1271__AT1G70170.1	43	42	1
OS06G0239100	scaffold_102753.1	41	39	1
OS06G0239100	scaffold_104617.1	11	35	1
OS06G0239300	fgenesh2_kg.6__1472__AT5G14940.1	49	47	1
OS06G0239500	fgenesh2_kg.6__1472__AT5G14940.1	51	49	1
OS06G0239700	fgenesh2_kg.1__450__AT1G05060.1	50	53	1
OS06G0240050	fgenesh2_kg.1__4026__AT1G49320.1	14	24	0
OS06G0241400	fgenesh2_kg.3__2416__AT3G21950.1	29	33	1
OS06G0241400	fgenesh2_kg.3__3030__AT2G14060.1	27	32	1
OS06G0241400	fgenesh2_kg.6__351__AT5G04370.2	38	35	1
OS06G0241400	fgenesh2_kg.7__3609__AT5G38020.1	33	33	1
OS06G0241400	scaffold_301320.1	39	38	1
OS06G0242000	fgenesh2_kg.3__2416__AT3G21950.1	32	35	1
OS06G0242000	fgenesh2_kg.3__3030__AT2G14060.1	27	30	1
OS06G0242000	fgenesh2_kg.6__351__AT5G04370.2	36	31	1
OS06G0242000	fgenesh2_kg.7__3609__AT5G38020.1	32	31	1
OS06G0242000	scaffold_301320.1	37	35	1
OS06G0242700	fgenesh2_kg.3__2416__AT3G21950.1	27	14	1
OS06G0242700	fgenesh2_kg.3__3030__AT2G14060.1	30	16	1
OS06G0242700	fgenesh2_kg.6__351__AT5G04370.2	39	16	1
OS06G0242700	fgenesh2_kg.7__3609__AT5G38020.1	37	17	1
OS06G0242700	scaffold_301320.1	36	16	1
OS06G0243801	fgenesh2_kg.3__2416__AT3G21950.1	24	18	1
OS06G0243801	fgenesh2_kg.3__3030__AT2G14060.1	25	20	1
OS06G0243801	fgenesh2_kg.6__351__AT5G04370.2	32	19	1
OS06G0243801	fgenesh2_kg.7__3609__AT5G38020.1	30	20	1
OS06G0243801	scaffold_301320.1	31	20	1
OS06G0244000	fgenesh2_kg.3__2416__AT3G21950.1	28	34	1
OS06G0244000	fgenesh2_kg.3__3030__AT2G14060.1	27	33	1
OS06G0244000	fgenesh2_kg.6__351__AT5G04370.2	35	34	1
OS06G0244000	fgenesh2_kg.7__3609__AT5G38020.1	31	33	1
OS06G0244000	scaffold_301320.1	35	37	1
OS06G0244100	fgenesh1_pm.C_scaffold_1003424	19	21	1
OS06G0244200	fgenesh2_kg.5__606__AT3G28370.1	42	20	1
OS06G0244700	Al_scaffold_0002_568	27	29	1
OS06G0244700	Al_scaffold_0008_2772	34	30	1
OS06G0244700	scaffold_102784.1	32	27	1
OS06G0245600	fgenesh1_pm.C_scaffold_3001777	23	26	1
OS06G0245700	fgenesh2_kg.6__1473__AT5G14950.1	64	52	1
OS06G0245800	scaffold_602336.1	53	15	1
OS06G0245900	Al_scaffold_0006_1397	35	42	1
OS06G0245900	fgenesh2_kg.5__1169__AT3G48160.2	42	45	1
OS06G0246000	fgenesh2_kg.5__1166__AT3G48140.1	69	69	1
OS06G0246500	fgenesh2_kg.2__448__AT1G59900.1	73	74	0
OS06G0246500	scaffold_102761.1	72	73	0
OS06G0246500	scaffold_201876.1	22	67	0
OS06G0247000	fgenesh2_kg.1__2632__AT1G24170.1	49	17	1
OS06G0247000	fgenesh2_kg.2__1263__AT1G70090.1	50	17	1
OS06G0247000	scaffold_500797.1	44	16	1
OS06G0247500	fgenesh2_kg.6__3209__AT4G04040.1	78	78	0
OS06G0247500	scaffold_101310.1	78	78	0
OS06G0247800	fgenesh2_kg.1__1094__AT1G10290.1	71	71	1
OS06G0247800	fgenesh2_kg.2__482__AT1G59610.1	71	70	1
OS06G0247900	Al_scaffold_0120_2	56	48	1
OS06G0247900	fgenesh2_kg.4__1301__AT2G32990.1	56	49	1
OS06G0248500	fgenesh2_kg.3__227__AT3G02840.1	30	36	1
OS06G0248500	fgenesh2_kg.7__3158__AT5G37490.1	37	38	1
OS06G0248500	scaffold_201324.1	34	36	1
OS06G0249500	fgenesh2_kg.5__2627__AT3G61520.1	42	24	1
OS06G0251000	scaffold_703631.1	52	16	0
OS06G0251100	fgenesh1_pg.C_scaffold_7002802	13	37	1
OS06G0251100	fgenesh2_kg.1__1622__AT1G14780.1	47	47	1
OS06G0251700	fgenesh2_kg.1__1629__AT1G14840.1	65	66	0
OS06G0251700	fgenesh2_kg.1__2123__AT1G14840.1	52	56	0
OS06G0251700	fgenesh2_kg.2__1047__AT1G68060.1	66	64	0
OS06G0251700	fgenesh2_kg.5__84__AT2G01750.1	64	62	0
OS06G0251700	scaffold_102992.1	67	64	0
OS06G0252300	fgenesh1_pg.C_scaffold_1003098	59	37	1
OS06G0252300	fgenesh2_kg.1__1086__AT1G10170.1	60	45	1
OS06G0253100	fgenesh2_kg.7__3177__AT5G37670.1	44	47	1
OS06G0254200	fgenesh2_kg.7__880__AT4G32650.1	46	43	1
OS06G0254300	fgenesh2_kg.1__2537__AT1G23240.1	34	36	1
OS06G0254300	scaffold_201958.1	32	37	1
OS06G0254300	scaffold_201959.1	32	36	1
OS06G0254600	fgenesh2_kg.1__2537__AT1G23240.1	33	35	1
OS06G0254600	scaffold_201958.1	32	37	1
OS06G0254600	scaffold_201959.1	32	37	1
OS06G0254700	fgenesh2_kg.1__2537__AT1G23240.1	47	49	1
OS06G0254700	scaffold_201958.1	55	61	1
OS06G0254700	scaffold_201959.1	54	59	1
OS06G0255400	Al_scaffold_0002_2046	47	41	1
OS06G0255400	fgenesh1_pm.C_scaffold_1001564	46	37	1
OS06G0255400	fgenesh2_kg.1__1631__AT1G14860.1	47	45	1
OS06G0255400	scaffold_500079.1	47	43	1
OS06G0255700	fgenesh1_pg.C_scaffold_3003300	35	40	1
OS06G0255700	fgenesh1_pg.C_scaffold_4000439	28	33	1
OS06G0255700	fgenesh2_kg.4__70__AT2G21450.1	37	44	1
OS06G0256000	fgenesh2_kg.7__3171__AT5G37630.1	42	17	1
OS06G0256200	fgenesh2_kg.2__861__AT1G66260.1	39	39	1
OS06G0256200	fgenesh2_kg.7__3183__AT5G37720.2	40	42	1
OS06G0256300	fgenesh2_kg.7__3182__AT5G37710.1	58	60	1
OS06G0256500	fgenesh2_kg.8__577__AT5G42740.1	75	79	0
OS06G0256800	scaffold_302119.1	28	28	1
OS06G0256900	fgenesh1_pg.C_scaffold_1002128	68	69	1
OS06G0256900	scaffold_201962.1	69	69	1
OS06G0257450	fgenesh2_kg.3__2568__AT3G23580.1	69	69	0
OS06G0257450	fgenesh2_kg.5__483__AT3G27060.1	78	80	0
OS06G0257450	scaffold_703867.1	77	78	0
OS06G0257600	fgenesh2_kg.7__3179__AT5G37690.1	49	53	1
OS06G0258000	scaffold_201335.1	48	44	1
OS06G0258000	scaffold_601700.1	48	40	1
OS06G0258900	fgenesh2_kg.1__1998__AT1G18270.2	61	61	1
OS06G0259000	Al_scaffold_0002_1783	40	15	1
OS06G0260000	fgenesh1_pm.C_scaffold_5000024	27	37	1
OS06G0260000	fgenesh2_kg.2__878__AT1G66480.1	26	34	1
OS06G0260000	fgenesh2_kg.7__3195__AT5G37840.1	27	37	1
OS06G0260000	scaffold_202006.1	26	39	1
OS06G0260500	fgenesh2_kg.1__2782__AT1G25450.1	49	52	0
OS06G0260500	scaffold_201695.1	49	52	0
OS06G0262800	fgenesh2_kg.1__2782__AT1G25450.1	57	57	0
OS06G0262800	scaffold_201695.1	57	56	0
OS06G0264200	fgenesh2_kg.1__2783__AT1G25440.1	34	39	1
