Gene stable ID	Solanum tuberosum gene stable ID	% identity	Solanum tuberosum % identity	Orthology confidence [0 low, 1 high]
OS06G0497350	PGSC0003DMG402020453	46	48	1
OS06G0497350	PGSC0003DMG403020453	49	45	1
OS06G0498400	PGSC0003DMG400007677	66	64	1
OS06G0498800	PGSC0003DMG400005654	60	61	1
OS06G0498900	PGSC0003DMG400032543	51	52	0
OS06G0499000	PGSC0003DMG400000804	25	15	1
OS06G0499100	PGSC0003DMG400004055	24	29	1
OS06G0499100	PGSC0003DMG400005702	24	29	1
OS06G0499100	PGSC0003DMG400007474	22	25	1
OS06G0499301	PGSC0003DMG400007329	36	32	0
OS06G0502800	PGSC0003DMG400015749	60	30	0
OS06G0502900	PGSC0003DMG400006133	58	57	1
OS06G0503100	PGSC0003DMG400020888	53	44	1
OS06G0503400	PGSC0003DMG400000072	48	48	1
OS06G0503400	PGSC0003DMG400019405	46	48	1
OS06G0503400	PGSC0003DMG400019959	46	48	1
OS06G0503400	PGSC0003DMG402012314	49	48	1
OS06G0503400	PGSC0003DMG402028903	46	48	1
OS06G0503900	PGSC0003DMG400035702	28	28	1
OS06G0503900	PGSC0003DMG400039559	25	26	1
OS06G0503900	PGSC0003DMG400044432	18	29	1
OS06G0503900	PGSC0003DMG400046401	27	28	1
OS06G0504100	PGSC0003DMG400000062	22	32	1
OS06G0504900	PGSC0003DMG400000064	24	26	1
OS06G0504900	PGSC0003DMG400012318	21	26	1
OS06G0505400	PGSC0003DMG401012173	49	52	1
OS06G0505700	PGSC0003DMG400000207	68	40	1
OS06G0505700	PGSC0003DMG400005834	48	26	1
OS06G0505700	PGSC0003DMG400012165	50	29	1
OS06G0505700	PGSC0003DMG400019380	70	39	1
OS06G0506000	PGSC0003DMG400009098	35	33	1
OS06G0506100	PGSC0003DMG400002016	44	52	1
OS06G0506200	PGSC0003DMG400008085	73	48	0
OS06G0506200	PGSC0003DMG400021033	55	43	0
OS06G0507400	PGSC0003DMG400000085	65	63	0
OS06G0507400	PGSC0003DMG400004985	62	61	0
OS06G0507400	PGSC0003DMG400012310	39	48	0
OS06G0507400	PGSC0003DMG400012311	40	46	0
OS06G0507400	PGSC0003DMG400012312	58	56	0
OS06G0507400	PGSC0003DMG400019403	66	64	0
OS06G0507400	PGSC0003DMG400035317	20	38	0
OS06G0507400	PGSC0003DMG400047064	10	41	0
OS06G0507900	PGSC0003DMG400000084	23	12	1
OS06G0507900	PGSC0003DMG400012313	20	10	1
OS06G0520600	PGSC0003DMG400007907	23	21	0
OS06G0520600	PGSC0003DMG400011196	24	22	0
OS06G0521200	PGSC0003DMG400015801	32	33	0
OS06G0521400	PGSC0003DMG400015801	43	45	0
OS06G0521500	PGSC0003DMG400015801	38	40	0
OS06G0521900	PGSC0003DMG400020437	33	29	1
OS06G0522100	PGSC0003DMG400020437	39	23	1
OS06G0522300	PGSC0003DMG400015801	40	43	0
OS06G0523100	PGSC0003DMG400005830	52	41	1
OS06G0523100	PGSC0003DMG400012172	55	41	1
OS06G0523100	PGSC0003DMG400028194	46	43	1
OS06G0523400	PGSC0003DMG400000209	78	75	0
OS06G0523900	PGSC0003DMG400005011	60	61	0
OS06G0523900	PGSC0003DMG400006218	8	32	0
OS06G0523900	PGSC0003DMG400006586	20	54	0
OS06G0523900	PGSC0003DMG400009506	52	59	0
OS06G0523900	PGSC0003DMG400015895	10	34	0
OS06G0523900	PGSC0003DMG400028270	54	57	0
OS06G0524300	PGSC0003DMG400012301	33	28	1
OS06G0524300	PGSC0003DMG401000097	30	24	1
OS06G0524400	PGSC0003DMG400012299	51	51	1
OS06G0524400	PGSC0003DMG402000097	48	47	1
OS06G0524500	PGSC0003DMG400022819	49	44	1
OS06G0524700	PGSC0003DMG400002677	25	25	1
OS06G0525000	PGSC0003DMG400022819	28	43	1
OS06G0525200	PGSC0003DMG400012296	29	35	1
OS06G0526100	PGSC0003DMG400009101	35	39	1
OS06G0526400	PGSC0003DMG400000215	47	50	0
OS06G0526400	PGSC0003DMG400005016	52	57	0
OS06G0526400	PGSC0003DMG400009108	51	54	0
OS06G0526400	PGSC0003DMG400012155	51	53	0
OS06G0526466	PGSC0003DMG400000215	25	19	0
OS06G0526466	PGSC0003DMG400005016	33	25	0
OS06G0526466	PGSC0003DMG400009108	33	24	0
OS06G0526466	PGSC0003DMG400012155	32	23	0
OS06G0526600	PGSC0003DMG401000216	75	25	1
OS06G0526700	PGSC0003DMG400009111	43	54	1
OS06G0526800	PGSC0003DMG400009111	46	55	1
OS06G0527100	PGSC0003DMG400000217	29	68	1
OS06G0527100	PGSC0003DMG400009076	55	66	1
OS06G0527100	PGSC0003DMG400019612	62	61	1
OS06G0527100	PGSC0003DMG402017989	58	56	1
OS06G0527300	PGSC0003DMG400000217	0	0	1
OS06G0527300	PGSC0003DMG400009076	30	15	1
OS06G0527300	PGSC0003DMG400019612	44	18	1
OS06G0527300	PGSC0003DMG402017989	43	17	1
OS06G0527800	PGSC0003DMG400000215	49	54	0
OS06G0527800	PGSC0003DMG400005016	53	62	0
OS06G0527800	PGSC0003DMG400009108	51	57	0
OS06G0527800	PGSC0003DMG400012155	54	59	0
OS06G0528300	PGSC0003DMG400000215	50	55	0
OS06G0528300	PGSC0003DMG400005016	51	59	0
OS06G0528300	PGSC0003DMG400009108	52	58	0
OS06G0528300	PGSC0003DMG400012155	54	59	0
OS06G0528600	PGSC0003DMG400009077	63	69	1
OS06G0528700	PGSC0003DMG400024556	46	49	0
OS06G0529800	PGSC0003DMG400011405	19	34	1
OS06G0529800	PGSC0003DMG400012286	52	53	1
OS06G0529800	PGSC0003DMG401028714	35	52	1
OS06G0529800	PGSC0003DMG402028714	8	34	1
OS06G0530300	PGSC0003DMG400032135	36	28	1
OS06G0530400	PGSC0003DMG400009665	65	40	1
OS06G0530700	PGSC0003DMG400007497	37	47	0
OS06G0530700	PGSC0003DMG401003373	37	47	0
OS06G0530700	PGSC0003DMG402003373	37	47	0
OS06G0531200	PGSC0003DMG400012391	67	68	1
OS06G0531400	PGSC0003DMG400004387	49	51	1
OS06G0531400	PGSC0003DMG400007093	45	45	1
OS06G0531400	PGSC0003DMG400010227	48	48	1
OS06G0531400	PGSC0003DMG400010545	34	50	1
OS06G0531400	PGSC0003DMG400015340	42	45	1
OS06G0531400	PGSC0003DMG400020431	42	43	1
OS06G0531400	PGSC0003DMG400021298	24	29	1
OS06G0531400	PGSC0003DMG400026457	26	38	1
OS06G0531400	PGSC0003DMG400028639	42	46	1
OS06G0534900	PGSC0003DMG400000219	18	13	1
OS06G0534950	PGSC0003DMG400000219	0	0	1
OS06G0535100	PGSC0003DMG400024601	56	58	1
OS06G0535200	PGSC0003DMG400000219	15	11	1
OS06G0535300	PGSC0003DMG400014831	25	32	1
OS06G0535300	PGSC0003DMG400021290	13	26	1
OS06G0535300	PGSC0003DMG400022478	20	25	1
OS06G0535300	PGSC0003DMG400022479	9	45	1
OS06G0535300	PGSC0003DMG400022481	12	24	1
OS06G0535300	PGSC0003DMG400022482	10	26	1
OS06G0535300	PGSC0003DMG400022487	32	30	1
OS06G0535300	PGSC0003DMG400022843	15	32	1
OS06G0535300	PGSC0003DMG400022844	31	35	1
OS06G0535300	PGSC0003DMG400031282	20	33	1
OS06G0535300	PGSC0003DMG400034587	5	38	1
OS06G0535300	PGSC0003DMG400035866	7	33	1
OS06G0535300	PGSC0003DMG400036172	7	34	1
OS06G0535300	PGSC0003DMG400042239	4	29	1
OS06G0535300	PGSC0003DMG400042381	6	37	1
OS06G0535300	PGSC0003DMG400043578	8	28	1
OS06G0535300	PGSC0003DMG400043587	9	30	1
OS06G0535300	PGSC0003DMG400045998	19	32	1
OS06G0535900	PGSC0003DMG400000219	20	13	1
OS06G0536100	PGSC0003DMG400000219	20	13	1
OS06G0536600	PGSC0003DMG400000219	18	13	1
OS06G0537300	PGSC0003DMG400000219	14	10	1
OS06G0537500	PGSC0003DMG400000219	14	12	1
OS06G0537600	PGSC0003DMG400000219	21	11	1
OS06G0537700	PGSC0003DMG401009389	34	18	1
OS06G0538000	PGSC0003DMG400023453	87	87	0
OS06G0538200	PGSC0003DMG400009404	19	23	1
OS06G0538900	PGSC0003DMG400009652	35	47	1
OS06G0538900	PGSC0003DMG400021164	37	48	1
OS06G0539500	PGSC0003DMG400031126	31	32	1
OS06G0539500	PGSC0003DMG400031127	33	33	1
OS06G0540050	PGSC0003DMG400000219	17	10	1
OS06G0540200	PGSC0003DMG400000219	12	12	1
OS06G0541600	PGSC0003DMG401020596	14	6	1
OS06G0542200	PGSC0003DMG400023957	38	48	0
OS06G0542300	PGSC0003DMG400010243	21	36	0
OS06G0542300	PGSC0003DMG400014343	25	33	0
OS06G0542300	PGSC0003DMG400020423	20	31	0
OS06G0543200	PGSC0003DMG400004389	16	36	1
OS06G0543200	PGSC0003DMG400010194	19	30	1
OS06G0544100	PGSC0003DMG400028478	38	38	1
OS06G0545900	PGSC0003DMG400028439	37	61	1
OS06G0546500	PGSC0003DMG400015801	62	62	0
OS06G0547100	PGSC0003DMG400015801	59	61	0
OS06G0547400	PGSC0003DMG400015801	63	64	0
OS06G0547900	PGSC0003DMG400020436	80	74	0
OS06G0547900	PGSC0003DMG400026744	74	79	0
OS06G0547900	PGSC0003DMG400028428	76	80	0
OS06G0548000	PGSC0003DMG400020416	76	83	1
OS06G0548100	PGSC0003DMG400017975	41	50	0
OS06G0548200	PGSC0003DMG400017975	38	47	0
OS06G0548800	PGSC0003DMG400017975	38	46	0
OS06G0549300	PGSC0003DMG400017975	38	45	0
OS06G0549600	PGSC0003DMG400017975	37	45	0
OS06G0549633	PGSC0003DMG400017975	36	43	0
OS06G0549900	PGSC0003DMG400017975	38	46	0
OS06G0550000	PGSC0003DMG400007855	85	93	0
OS06G0550000	PGSC0003DMG400020434	85	93	0
OS06G0550000	PGSC0003DMG400026398	85	93	0
OS06G0550000	PGSC0003DMG402010558	85	93	0
OS06G0550800	PGSC0003DMG400007804	23	29	1
OS06G0550800	PGSC0003DMG400020412	27	32	1
OS06G0550800	PGSC0003DMG400028423	23	29	1
OS06G0550800	PGSC0003DMG400028424	26	32	1
OS06G0551400	PGSC0003DMG400028422	85	85	1
OS06G0552000	PGSC0003DMG400028461	34	26	0
OS06G0552300	PGSC0003DMG400007095	55	62	1
OS06G0552400	PGSC0003DMG400028413	53	42	0
OS06G0552900	PGSC0003DMG400016179	59	58	0
OS06G0552900	PGSC0003DMG400016180	59	59	0
OS06G0553200	PGSC0003DMG400007796	31	9	1
OS06G0553200	PGSC0003DMG400017342	31	23	1
OS06G0553200	PGSC0003DMG400021281	34	15	1
OS06G0553700	PGSC0003DMG400002235	11	6	1
OS06G0553800	PGSC0003DMG400002536	31	32	1
OS06G0554100	PGSC0003DMG400002225	39	43	1
OS06G0554100	PGSC0003DMG400018561	38	41	1
OS06G0554200	PGSC0003DMG400002530	16	30	0
OS06G0554200	PGSC0003DMG400004480	14	27	0
OS06G0554200	PGSC0003DMG400004543	10	31	0
OS06G0554200	PGSC0003DMG400016499	16	30	0
OS06G0554600	PGSC0003DMG400000363	28	36	1
OS06G0554600	PGSC0003DMG400002615	25	34	1
OS06G0554600	PGSC0003DMG400016498	26	39	1
OS06G0554600	PGSC0003DMG400016523	21	40	1
OS06G0554600	PGSC0003DMG400016524	26	40	1
OS06G0554600	PGSC0003DMG400016525	26	40	1
OS06G0554600	PGSC0003DMG400016526	26	39	1
OS06G0554600	PGSC0003DMG400026443	12	38	1
OS06G0554600	PGSC0003DMG400026444	21	32	1
OS06G0554600	PGSC0003DMG400026445	16	31	1
OS06G0554600	PGSC0003DMG400026446	24	32	1
OS06G0554700	PGSC0003DMG400012206	46	25	1
OS06G0554700	PGSC0003DMG400023112	23	59	1
OS06G0554700	PGSC0003DMG402028776	32	50	1
OS06G0554800	PGSC0003DMG400002613	73	57	0
OS06G0554800	PGSC0003DMG400040310	61	62	0
OS06G0555400	PGSC0003DMG400019360	83	72	1
OS06G0555400	PGSC0003DMG401020055	83	72	1
OS06G0555500	PGSC0003DMG400000298	56	58	0
OS06G0556600	PGSC0003DMG400010241	23	24	1
OS06G0556600	PGSC0003DMG400010242	29	29	1
OS06G0556600	PGSC0003DMG400012389	29	30	1
OS06G0556600	PGSC0003DMG400015384	31	34	1
OS06G0556600	PGSC0003DMG400021266	31	34	1
OS06G0556600	PGSC0003DMG401004382	29	28	1
OS06G0557100	PGSC0003DMG400000358	38	45	1
OS06G0557100	PGSC0003DMG400007634	41	41	1
OS06G0557700	PGSC0003DMG400000358	37	33	1
OS06G0557700	PGSC0003DMG400007634	42	33	1
OS06G0558700	PGSC0003DMG400029391	24	13	1
OS06G0558766	PGSC0003DMG400029391	73	28	1
OS06G0559500	PGSC0003DMG401029142	50	49	1
OS06G0560000	PGSC0003DMG400011865	57	56	1
OS06G0560300	PGSC0003DMG400016896	52	37	1
OS06G0560400	PGSC0003DMG400001067	53	51	1
OS06G0560700	PGSC0003DMG400026125	44	47	1
OS06G0561000	PGSC0003DMG400004872	72	74	0
OS06G0561100	PGSC0003DMG400001753	52	15	0
OS06G0561100	PGSC0003DMG400022611	50	15	0
OS06G0561200	PGSC0003DMG400029945	66	69	1
OS06G0562200	PGSC0003DMG400029300	57	62	1
OS06G0562200	PGSC0003DMG400029952	53	58	1
OS06G0562300	PGSC0003DMG400029946	21	22	0
OS06G0562600	PGSC0003DMG400010776	37	91	1
OS06G0562600	PGSC0003DMG401028572	46	94	1
OS06G0563000	PGSC0003DMG400002204	71	71	1
OS06G0563000	PGSC0003DMG400003248	72	71	1
OS06G0563000	PGSC0003DMG400020956	70	70	1
OS06G0563300	PGSC0003DMG400002506	85	28	1
OS06G0563300	PGSC0003DMG400006741	86	25	1
OS06G0563900	PGSC0003DMG400000274	65	60	1
OS06G0563900	PGSC0003DMG400032788	30	43	1
OS06G0563900	PGSC0003DMG400032789	16	71	1
OS06G0564800	PGSC0003DMG400008359	72	16	1
OS06G0565000	PGSC0003DMG401017024	41	37	1
OS06G0565000	PGSC0003DMG402017024	41	37	1
OS06G0565100	PGSC0003DMG400008222	56	59	0
OS06G0565100	PGSC0003DMG400040619	15	36	0
OS06G0565100	PGSC0003DMG400045527	15	34	0
OS06G0565300	PGSC0003DMG400004847	42	20	1
OS06G0565900	PGSC0003DMG400002578	73	39	1
OS06G0565900	PGSC0003DMG400004853	75	40	1
OS06G0565900	PGSC0003DMG400033644	74	40	1
OS06G0566100	PGSC0003DMG400002582	57	43	1
OS06G0566100	PGSC0003DMG400004848	45	30	1
OS06G0566100	PGSC0003DMG400004849	35	34	1
OS06G0566300	PGSC0003DMG400029937	58	56	1
OS06G0567000	PGSC0003DMG400000279	76	74	1
OS06G0567200	PGSC0003DMG400022713	60	61	0
OS06G0567200	PGSC0003DMG400032510	63	64	0
OS06G0567900	PGSC0003DMG400022713	48	53	0
OS06G0567900	PGSC0003DMG400032510	48	54	0
OS06G0568000	PGSC0003DMG400002499	88	53	0
OS06G0568000	PGSC0003DMG400004879	88	52	0
OS06G0568000	PGSC0003DMG400021390	79	66	0
OS06G0568000	PGSC0003DMG400033638	85	50	0
OS06G0568200	PGSC0003DMG400003419	95	88	1
OS06G0568200	PGSC0003DMG400026716	94	96	1
OS06G0568400	PGSC0003DMG402014197	24	24	1
OS06G0568600	PGSC0003DMG401011679	49	48	1
OS06G0568600	PGSC0003DMG402011679	7	53	1
OS06G0569500	PGSC0003DMG401011679	48	48	1
OS06G0569500	PGSC0003DMG402011679	7	55	1
OS06G0569900	PGSC0003DMG401011679	53	52	1
OS06G0569900	PGSC0003DMG402011679	8	61	1
OS06G0570100	PGSC0003DMG401011679	52	51	1
OS06G0570100	PGSC0003DMG402011679	7	56	1
OS06G0570566	PGSC0003DMG401011679	55	21	1
OS06G0570566	PGSC0003DMG402011679	19	59	1
OS06G0570600	PGSC0003DMG401011679	47	27	1
OS06G0570600	PGSC0003DMG402011679	0	0	1
OS06G0570900	PGSC0003DMG400022043	18	26	1
OS06G0571100	PGSC0003DMG400029944	72	71	1
OS06G0571300	PGSC0003DMG400026305	32	13	0
OS06G0571400	PGSC0003DMG400015731	75	75	0
OS06G0571400	PGSC0003DMG400025527	75	76	0
OS06G0571800	PGSC0003DMG400000280	22	26	1
OS06G0571800	PGSC0003DMG400004493	20	25	1
OS06G0572300	PGSC0003DMG400000277	35	42	1
OS06G0572300	PGSC0003DMG400000335	35	29	1
OS06G0572400	PGSC0003DMG400003269	55	56	1
OS06G0572400	PGSC0003DMG400024336	51	53	1
OS06G0573600	PGSC0003DMG400000339	61	65	1
OS06G0573600	PGSC0003DMG400002590	65	56	1
OS06G0573600	PGSC0003DMG400004842	64	55	1
OS06G0573600	PGSC0003DMG400033646	64	55	1
OS06G0573800	PGSC0003DMG400002319	35	35	1
OS06G0573900	PGSC0003DMG400002321	53	38	1
OS06G0574000	PGSC0003DMG400011261	29	33	1
OS06G0574000	PGSC0003DMG400013657	32	32	1
OS06G0574100	PGSC0003DMG400016834	1	2	0
OS06G0574200	PGSC0003DMG400010710	44	47	1
OS06G0574500	PGSC0003DMG400001929	94	94	1
OS06G0574500	PGSC0003DMG400005301	94	94	1
OS06G0574500	PGSC0003DMG400022604	93	93	1
OS06G0581000	PGSC0003DMG400002865	66	66	1
OS06G0581000	PGSC0003DMG400017620	67	63	1
OS06G0581000	PGSC0003DMG400017621	66	68	1
OS06G0581000	PGSC0003DMG400025334	63	63	1
OS06G0581000	PGSC0003DMG400030263	8	24	1
OS06G0581300	PGSC0003DMG400031145	47	45	1
OS06G0582600	PGSC0003DMG400004380	42	43	0
OS06G0582600	PGSC0003DMG400010215	44	45	0
OS06G0582600	PGSC0003DMG400010223	39	46	0
OS06G0582600	PGSC0003DMG400010224	41	43	0
OS06G0582600	PGSC0003DMG400010225	45	47	0
OS06G0583400	PGSC0003DMG400029646	75	72	0
OS06G0583600	PGSC0003DMG400005485	44	39	0
OS06G0583600	PGSC0003DMG400025635	11	22	0
OS06G0583600	PGSC0003DMG400025636	5	31	0
OS06G0583600	PGSC0003DMG401020019	10	35	0
OS06G0583600	PGSC0003DMG402023302	14	39	0
OS06G0583900	PGSC0003DMG400001311	55	55	1
OS06G0583900	PGSC0003DMG400005522	44	49	1
OS06G0583900	PGSC0003DMG400005523	54	54	1
OS06G0583900	PGSC0003DMG400006937	46	52	1
OS06G0583900	PGSC0003DMG400006938	53	54	1
OS06G0583900	PGSC0003DMG400018142	55	57	1
OS06G0583900	PGSC0003DMG400033070	56	58	1
OS06G0583900	PGSC0003DMG402000859	55	56	1
OS06G0583900	PGSC0003DMG402017626	52	50	1
OS06G0584000	PGSC0003DMG400001311	50	12	1
OS06G0584000	PGSC0003DMG400005522	40	11	1
OS06G0584000	PGSC0003DMG400005523	49	12	1
OS06G0584000	PGSC0003DMG400006937	41	11	1
OS06G0584000	PGSC0003DMG400006938	48	12	1
OS06G0584000	PGSC0003DMG400018142	46	12	1
OS06G0584000	PGSC0003DMG400033070	50	13	1
OS06G0584000	PGSC0003DMG402000859	49	12	1
OS06G0584000	PGSC0003DMG402017626	46	11	1
OS06G0584200	PGSC0003DMG400018098	56	55	1
OS06G0588900	PGSC0003DMG400030664	62	62	1
OS06G0589600	PGSC0003DMG400017645	46	14	1
OS06G0589800	PGSC0003DMG400023192	68	68	1
OS06G0589800	PGSC0003DMG400025076	69	68	1
OS06G0590301	PGSC0003DMG402025057	70	70	1
OS06G0590500	PGSC0003DMG400013748	69	68	1
OS06G0590500	PGSC0003DMG401021662	67	66	1
OS06G0590600	PGSC0003DMG400020958	27	54	1
OS06G0590600	PGSC0003DMG400026835	43	52	1
OS06G0590600	PGSC0003DMG400031192	33	45	1
OS06G0591600	PGSC0003DMG400014492	67	68	0
OS06G0592400	PGSC0003DMG400017005	39	34	1
OS06G0592500	PGSC0003DMG400029773	53	56	1
OS06G0593100	PGSC0003DMG400000862	50	76	1
OS06G0593100	PGSC0003DMG400025616	68	73	1
OS06G0593200	PGSC0003DMG400004573	34	36	1
OS06G0593200	PGSC0003DMG400004574	29	32	1
OS06G0593200	PGSC0003DMG400006737	38	27	1
OS06G0593200	PGSC0003DMG400012027	20	30	1
OS06G0593200	PGSC0003DMG400014952	23	33	1
OS06G0593200	PGSC0003DMG400015744	34	36	1
OS06G0593200	PGSC0003DMG400040021	21	40	1
OS06G0593200	PGSC0003DMG400044788	17	28	1
OS06G0593800	PGSC0003DMG400004573	35	35	1
OS06G0593800	PGSC0003DMG400004574	31	31	1
OS06G0593800	PGSC0003DMG400006737	39	27	1
OS06G0593800	PGSC0003DMG400012027	20	29	1
OS06G0593800	PGSC0003DMG400014952	23	32	1
OS06G0593800	PGSC0003DMG400015744	35	36	1
OS06G0593800	PGSC0003DMG400040021	22	39	1
OS06G0593800	PGSC0003DMG400044788	17	28	1
OS06G0594400	PGSC0003DMG400002561	37	39	1
OS06G0594400	PGSC0003DMG400002562	39	42	1
OS06G0594400	PGSC0003DMG400016540	36	36	1
OS06G0594400	PGSC0003DMG400016541	37	39	1
OS06G0594400	PGSC0003DMG400016542	36	38	1
OS06G0595900	PGSC0003DMG400033626	27	10	1
OS06G0596300	PGSC0003DMG400001070	59	50	1
OS06G0597200	PGSC0003DMG400026085	67	66	1
OS06G0597500	PGSC0003DMG400009239	46	41	1
OS06G0597600	PGSC0003DMG400025535	54	56	1
OS06G0597900	PGSC0003DMG400001057	59	59	1
OS06G0598800	PGSC0003DMG400007373	75	77	1
OS06G0598800	PGSC0003DMG400026127	76	77	1
OS06G0598900	PGSC0003DMG400005609	77	74	1
OS06G0600100	PGSC0003DMG400014964	75	73	1
OS06G0600400	PGSC0003DMG400001060	54	53	1
OS06G0600400	PGSC0003DMG400005693	49	51	1
OS06G0600400	PGSC0003DMG400045696	34	53	1
OS06G0600700	PGSC0003DMG400019480	31	31	1
OS06G0600700	PGSC0003DMG400023489	28	28	1
OS06G0601000	PGSC0003DMG400020785	44	42	1
OS06G0601100	PGSC0003DMG400000607	27	33	1
OS06G0601100	PGSC0003DMG400020666	21	29	1
OS06G0601100	PGSC0003DMG400036905	23	31	1
OS06G0601500	PGSC0003DMG401020784	64	26	1
OS06G0602700	PGSC0003DMG400020780	59	62	1
OS06G0602800	PGSC0003DMG400004993	66	35	1
OS06G0602800	PGSC0003DMG400024271	68	34	1
OS06G0602900	PGSC0003DMG400038453	54	53	1
OS06G0602900	PGSC0003DMG400045430	27	49	1
OS06G0603000	PGSC0003DMG400002891	58	73	1
OS06G0603400	PGSC0003DMG400003846	30	32	1
OS06G0603400	PGSC0003DMG402007612	32	35	1
OS06G0603600	PGSC0003DMG400002890	63	64	1
OS06G0603600	PGSC0003DMG400015850	50	55	1
OS06G0604000	PGSC0003DMG400000636	51	60	1
OS06G0604000	PGSC0003DMG400002889	49	58	1
OS06G0604000	PGSC0003DMG400030228	42	50	1
OS06G0604500	PGSC0003DMG400014236	69	73	1
OS06G0604500	PGSC0003DMG402028933	27	79	1
OS06G0605900	PGSC0003DMG400002914	44	44	1
OS06G0605900	PGSC0003DMG400015853	41	39	1
OS06G0605900	PGSC0003DMG400016653	33	38	1
OS06G0605900	PGSC0003DMG400030928	43	42	1
OS06G0605900	PGSC0003DMG400039004	25	35	1
OS06G0606000	PGSC0003DMG400002884	70	71	1
OS06G0606700	PGSC0003DMG400000618	39	34	1
OS06G0606700	PGSC0003DMG400028535	31	36	1
OS06G0606700	PGSC0003DMG400030925	28	34	1
OS06G0606800	PGSC0003DMG400015849	27	23	1
OS06G0607000	PGSC0003DMG400005944	47	61	1
OS06G0607000	PGSC0003DMG400018704	43	58	1
OS06G0607000	PGSC0003DMG402030921	48	60	1
OS06G0607100	PGSC0003DMG400000640	44	46	1
OS06G0607100	PGSC0003DMG400028510	44	44	1
OS06G0607200	PGSC0003DMG400013366	42	18	1
OS06G0607200	PGSC0003DMG400022166	47	20	1
OS06G0607800	PGSC0003DMG400030960	89	90	0
OS06G0607800	PGSC0003DMG400031725	27	90	0
OS06G0607900	PGSC0003DMG400019744	57	19	1
OS06G0608100	PGSC0003DMG400017412	0	2	1
OS06G0608300	PGSC0003DMG400030733	78	79	1
OS06G0608500	PGSC0003DMG400013827	72	41	1
OS06G0608500	PGSC0003DMG400018556	74	74	1
OS06G0608500	PGSC0003DMG400028944	74	75	1
OS06G0608600	PGSC0003DMG400022265	65	65	1
OS06G0608700	PGSC0003DMG400022263	80	83	0
OS06G0609400	PGSC0003DMG400019147	31	15	0
OS06G0609500	PGSC0003DMG400007401	51	52	1
OS06G0609500	PGSC0003DMG400008786	50	54	1
OS06G0609600	PGSC0003DMG400008692	71	69	1
OS06G0609700	PGSC0003DMG400027260	61	62	1
OS06G0609800	PGSC0003DMG400015252	35	33	1
OS06G0610350	PGSC0003DMG400022244	29	29	1
OS06G0610500	PGSC0003DMG400018271	48	15	1
OS06G0611000	PGSC0003DMG400012857	62	63	1
OS06G0611000	PGSC0003DMG400022299	65	65	1
OS06G0611200	PGSC0003DMG402021662	42	57	1
OS06G0611400	PGSC0003DMG400000933	37	39	1
OS06G0611400	PGSC0003DMG401028829	34	37	1
OS06G0611400	PGSC0003DMG402028829	36	38	1
OS06G0611600	PGSC0003DMG400007756	43	28	1
OS06G0611700	PGSC0003DMG401008204	56	45	1
OS06G0611700	PGSC0003DMG402004883	59	45	1
OS06G0611900	PGSC0003DMG400029938	88	43	0
OS06G0612200	PGSC0003DMG402029613	7	4	0
OS06G0612300	PGSC0003DMG400006808	22	70	0
OS06G0612300	PGSC0003DMG400013609	43	56	0
OS06G0612300	PGSC0003DMG400030271	41	57	0
OS06G0612800	PGSC0003DMG400006813	63	65	1
OS06G0612900	PGSC0003DMG400015136	45	4	0
OS06G0612900	PGSC0003DMG400015137	3	1	0
OS06G0612900	PGSC0003DMG400023854	47	3	0
OS06G0613000	PGSC0003DMG400015136	37	23	0
OS06G0613000	PGSC0003DMG400015137	8	11	0
OS06G0613000	PGSC0003DMG400023854	43	25	0
OS06G0613400	PGSC0003DMG400006815	34	26	1
OS06G0613500	PGSC0003DMG400008183	47	23	1
OS06G0613600	PGSC0003DMG400041100	51	51	1
OS06G0614100	PGSC0003DMG400011430	36	43	1
OS06G0614100	PGSC0003DMG400023678	40	39	1
OS06G0618000	PGSC0003DMG400011413	43	43	0
OS06G0618100	PGSC0003DMG400006330	48	43	1
OS06G0618100	PGSC0003DMG400024054	44	52	1
OS06G0618150	PGSC0003DMG400006312	47	50	1
OS06G0618600	PGSC0003DMG401027620	47	57	1
OS06G0618600	PGSC0003DMG402027620	6	10	1
OS06G0619600	PGSC0003DMG400045997	32	34	1
OS06G0619600	PGSC0003DMG402029906	32	34	1
OS06G0620200	PGSC0003DMG400045997	32	34	1
OS06G0620200	PGSC0003DMG402029906	32	34	1
OS06G0620600	PGSC0003DMG400018951	67	67	1
OS06G0620600	PGSC0003DMG400041014	31	67	1
OS06G0620600	PGSC0003DMG402020085	69	68	1
OS06G0622500	PGSC0003DMG400002563	62	31	0
OS06G0622500	PGSC0003DMG400033320	16	56	0
OS06G0622700	PGSC0003DMG400010008	33	35	1
OS06G0623200	PGSC0003DMG401018219	30	13	0
OS06G0623300	PGSC0003DMG400010000	55	55	1
OS06G0623600	PGSC0003DMG400010000	54	54	1
OS06G0624100	PGSC0003DMG400009414	62	63	1
OS06G0624700	PGSC0003DMG400009930	56	61	1
OS06G0625400	PGSC0003DMG400014254	69	59	1
OS06G0625500	PGSC0003DMG400028266	57	58	0
OS06G0625500	PGSC0003DMG401002721	55	55	0
OS06G0625700	PGSC0003DMG400002722	70	69	1
OS06G0625700	PGSC0003DMG400007150	68	67	1
OS06G0625700	PGSC0003DMG400026523	67	67	1
OS06G0625700	PGSC0003DMG400028267	71	70	1
OS06G0625800	PGSC0003DMG400013288	45	29	1
