Gene stable ID	Oryza longistaminata gene stable ID	% identity	Oryza longistaminata % identity	Orthology confidence [0 low, 1 high]
OS05G0349200	KN538796.1_FG017	74	47	1
OS05G0349400	KN539636.1_FG001	33	49	1
OS05G0349500	AMDW01040868.1_FG001	99	99	1
OS05G0349500	KN538796.1_FG027	99	99	1
OS05G0349700	KN538796.1_FG004	73	87	1
OS05G0349700	KN538796.1_FG023	93	88	1
OS05G0349800	KN538796.1_FG007	100	100	1
OS05G0350150	KN538796.1_FG005	60	71	1
OS05G0350500	KN538796.1_FG003	94	60	1
OS05G0350700	KN538796.1_FG008	98	100	1
OS05G0350700	KN538796.1_FG020	76	99	1
OS05G0352700	KN538796.1_FG001	2	2	1
OS05G0352750	KN539020.1_FG010	81	74	1
OS05G0352800	KN539020.1_FG006	96	96	1
OS05G0353300	KN539020.1_FG003	67	99	1
OS05G0353400	KN539020.1_FG009	99	99	1
OS05G0353500	KN539020.1_FG013	54	77	1
OS05G0354300	KN539020.1_FG001	93	52	1
OS05G0354400	KN539020.1_FG004	52	100	1
OS05G0355133	KN539020.1_FG008	85	97	1
OS05G0355200	KN539020.1_FG005	64	100	1
OS05G0355300	KN539020.1_FG011	74	88	1
OS05G0355400	KN539020.1_FG002	35	35	1
OS05G0355500	KN539020.1_FG007	100	100	0
OS05G0355900	KN539020.1_FG012	87	65	1
OS05G0356201	KN539315.1_FG007	29	44	1
OS05G0356500	KN541211.1_FG002	92	45	1
OS05G0356700	KN541211.1_FG003	63	94	1
OS05G0357100	KN541152.1_FG002	90	62	1
OS05G0357500	KN541152.1_FG001	10	22	0
OS05G0357600	KN539845.1_FG001	98	94	1
OS05G0357700	KN539845.1_FG006	32	48	1
OS05G0357800	KN539845.1_FG002	52	98	0
OS05G0358000	KN539845.1_FG008	32	66	0
OS05G0358200	KN539845.1_FG003	77	27	0
OS05G0358400	KN539845.1_FG007	24	47	1
OS05G0358500	KN539845.1_FG004	59	95	1
OS05G0358700	KN541430.1_FG001	50	9	1
OS05G0359000	KN540136.1_FG001	63	87	1
OS05G0361200	KN539679.1_FG002	70	89	1
OS05G0361500	KN539679.1_FG005	37	100	1
OS05G0361900	KN539679.1_FG003	99	92	1
OS05G0362000	KN539679.1_FG006	64	33	0
OS05G0362100	KN539679.1_FG001	95	62	1
OS05G0362300	KN539824.1_FG004	91	98	1
OS05G0362500	KN539824.1_FG007	97	98	1
OS05G0362600	KN539824.1_FG005	66	82	1
OS05G0363100	KN539824.1_FG003	71	91	1
OS05G0363200	KN539824.1_FG008	51	100	1
OS05G0363500	KN539824.1_FG002	93	97	1
OS05G0363600	KN539824.1_FG001	81	67	1
OS05G0364500	KN540292.1_FG004	92	99	1
OS05G0364600	KN540292.1_FG003	72	64	0
OS05G0365200	KN540292.1_FG005	75	85	0
OS05G0365300	KN540168.1_FG002	86	59	1
OS05G0365500	KN540168.1_FG003	81	98	0
OS05G0365600	KN540168.1_FG007	96	95	1
OS05G0365700	KN540168.1_FG005	68	77	1
OS05G0366000	KN542253.1_FG002	37	64	0
OS05G0366300	KN542253.1_FG001	80	97	1
OS05G0366600	KN540254.1_FG002	44	94	1
OS05G0366800	KN540254.1_FG003	76	70	1
OS05G0366900	AMDW01060042.1_FG001	27	90	0
OS05G0366900	KN540254.1_FG004	31	66	0
OS05G0367000	KN543639.1_FG001	100	100	1
OS05G0367100	AMDW01036848.1_FG001	35	99	1
OS05G0367200	KN542001.1_FG001	68	22	1
OS05G0368300	KN540839.1_FG003	99	92	1
OS05G0368600	AMDW01030448.1_FG001	21	64	1
OS05G0368600	KN540839.1_FG002	25	67	1
OS05G0368600	KN541895.1_FG002	26	65	1
OS05G0369300	AMDW01061475.1_FG001	42	72	0
OS05G0369300	KN544173.1_FG001	42	74	0
OS05G0369500	KN541694.1_FG002	64	95	1
OS05G0369900	KN542190.1_FG001	14	28	0
OS05G0370600	KN541961.1_FG002	100	100	1
OS05G0371100	KN539422.1_FG002	53	5	0
OS05G0371200	KN539422.1_FG008	84	100	1
OS05G0371500	KN539422.1_FG009	100	100	1
OS05G0371600	KN539422.1_FG001	65	95	1
OS05G0372000	KN539422.1_FG003	66	56	0
OS05G0372100	KN539422.1_FG006	92	78	1
OS05G0372200	KN539422.1_FG004	61	100	1
OS05G0372300	KN539103.1_FG011	43	99	1
OS05G0372400	KN539103.1_FG006	100	69	1
OS05G0372800	KN539103.1_FG003	63	62	1
OS05G0372900	KN539103.1_FG010	51	95	1
OS05G0373000	KN539103.1_FG014	90	86	0
OS05G0373300	KN539103.1_FG001	82	97	1
OS05G0373400	KN539103.1_FG009	77	78	0
OS05G0373500	KN539103.1_FG005	29	96	1
OS05G0373700	KN539103.1_FG012	65	99	1
OS05G0373900	KN539103.1_FG002	99	99	0
OS05G0374200	KN539103.1_FG007	67	92	1
OS05G0374500	KN539103.1_FG013	90	53	1
OS05G0375100	KN539103.1_FG008	81	99	1
OS05G0375400	KN540012.1_FG001	85	100	1
OS05G0375600	KN540012.1_FG004	48	38	1
OS05G0375700	KN541583.1_FG001	31	49	0
OS05G0376000	KN540012.1_FG002	94	26	1
OS05G0376300	KN542202.1_FG002	98	98	1
OS05G0376400	KN539015.1_FG005	96	65	1
OS05G0376800	KN540012.1_FG005	51	36	0
OS05G0378800	KN539844.1_FG005	86	100	1
OS05G0378900	KN540650.1_FG005	74	100	1
OS05G0380300	KN540650.1_FG003	93	81	1
OS05G0381500	KN539320.1_FG007	95	51	1
OS05G0381700	KN539320.1_FG005	93	88	1
OS05G0382200	KN539320.1_FG010	13	88	1
OS05G0382500	KN539320.1_FG001	82	97	1
OS05G0382600	KN539320.1_FG003	94	94	1
OS05G0382900	AMDW01036666.1_FG001	35	99	1
OS05G0382900	KN539320.1_FG006	59	100	1
OS05G0383000	KN539320.1_FG004	99	99	1
OS05G0383100	KN539320.1_FG009	89	93	1
OS05G0384300	KN538820.1_FG009	44	42	0
OS05G0384300	KN541686.1_FG002	32	41	0
OS05G0384600	KN538820.1_FG008	49	88	1
OS05G0384800	KN538820.1_FG011	95	90	1
OS05G0386000	KN538820.1_FG001	73	96	1
OS05G0386800	KN538820.1_FG007	100	100	1
OS05G0386900	KN538820.1_FG005	57	89	1
OS05G0387200	AMDW01039706.1_FG001	28	99	1
OS05G0387200	KN538820.1_FG002	100	100	1
OS05G0387700	KN538820.1_FG033	34	73	0
OS05G0387800	KN538820.1_FG023	65	90	1
OS05G0387900	KN538820.1_FG026	87	98	1
OS05G0388400	KN538820.1_FG029	56	38	1
OS05G0388500	KN538820.1_FG027	65	88	1
OS05G0388600	KN538820.1_FG032	84	98	1
OS05G0389000	KN540842.1_FG002	99	86	1
OS05G0389300	AMDW01039126.1_FG001	60	100	1
OS05G0389400	KN540842.1_FG003	100	100	1
OS05G0389500	KN540842.1_FG001	62	74	0
OS05G0389600	KN540437.1_FG001	65	77	0
OS05G0389700	KN540437.1_FG004	89	95	0
OS05G0389800	KN540437.1_FG003	70	97	1
OS05G0390000	KN540437.1_FG002	76	96	1
OS05G0390100	KN540437.1_FG005	99	94	1
OS05G0390500	KN539639.1_FG001	79	88	1
OS05G0390800	AMDW01015591.1_FG001	38	88	1
OS05G0391200	KN539639.1_FG003	99	69	1
OS05G0391500	KN539639.1_FG004	91	93	1
OS05G0391600	KN539639.1_FG006	31	92	0
OS05G0392000	KN538789.1_FG002	94	8	0
OS05G0392050	KN538789.1_FG002	10	3	0
OS05G0392100	KN538789.1_FG010	74	69	1
OS05G0392400	KN538789.1_FG007	81	32	1
OS05G0392700	KN538789.1_FG004	100	100	1
OS05G0393100	KN538789.1_FG001	80	83	1
OS05G0393200	KN538789.1_FG011	26	81	1
OS05G0393400	KN538789.1_FG008	98	98	1
OS05G0393700	KN538789.1_FG003	72	99	1
OS05G0393800	KN538789.1_FG006	100	98	1
OS05G0393900	KN538789.1_FG009	69	98	1
OS05G0394200	KN538789.1_FG031	83	99	1
OS05G0394900	AMDW01039821.1_FG001	5	10	0
OS05G0394900	KN538789.1_FG023	24	15	0
OS05G0395000	AMDW01040468.1_FG001	82	100	1
OS05G0395300	KN538789.1_FG036	91	88	1
OS05G0395600	KN538789.1_FG032	75	98	1
OS05G0396900	KN538789.1_FG033	81	99	1
OS05G0397300	AMDW01077902.1_FG001	31	100	1
OS05G0397700	KN541055.1_FG002	60	54	1
OS05G0397900	KN541055.1_FG003	97	82	1
OS05G0398000	KN541055.1_FG001	99	58	1
OS05G0398100	AMDW01040721.1_FG001	80	100	1
OS05G0398800	KN540748.1_FG002	56	98	1
OS05G0399100	KN540379.1_FG003	84	54	1
OS05G0399400	KN541863.1_FG002	61	99	1
OS05G0399800	KN541863.1_FG003	89	84	0
OS05G0400100	AMDW01069585.1_FG001	55	90	1
OS05G0400100	KN541287.1_FG001	56	72	1
OS05G0400400	KN542763.1_FG002	81	46	0
OS05G0400600	KN542763.1_FG001	75	90	1
OS05G0400700	AMDW01031909.1_FG001	53	100	1
OS05G0400700	KN542493.1_FG001	63	100	1
OS05G0400800	KN540640.1_FG001	100	45	1
OS05G0401000	KN540640.1_FG004	99	99	1
OS05G0401200	KN540640.1_FG003	83	54	1
OS05G0401300	KN540640.1_FG002	60	67	1
OS05G0402300	KN543622.1_FG001	92	99	1
OS05G0402700	KN538753.1_FG007	74	84	1
OS05G0402800	KN538753.1_FG004	99	57	0
OS05G0402900	KN538753.1_FG012	97	97	1
OS05G0403000	KN538753.1_FG019	99	99	1
OS05G0403100	KN538753.1_FG022	49	63	1
OS05G0403300	KN538753.1_FG011	97	97	1
OS05G0403400	KN538753.1_FG003	97	97	1
OS05G0403600	KN538753.1_FG018	66	99	1
OS05G0404000	KN538753.1_FG013	78	99	0
OS05G0404200	KN538753.1_FG020	62	76	1
OS05G0404400	KN538753.1_FG001	56	75	1
OS05G0404600	KN538753.1_FG014	100	47	1
OS05G0404901	KN540279.1_FG005	90	24	1
OS05G0405000	KN538753.1_FG009	67	100	1
OS05G0405500	KN538753.1_FG017	55	92	1
OS05G0405600	KN538753.1_FG015	72	93	1
OS05G0405900	KN538753.1_FG010	96	97	1
OS05G0406000	KN538753.1_FG005	84	61	1
OS05G0406100	KN538753.1_FG008	87	88	1
OS05G0406800	AMDW01040578.1_FG001	66	100	1
OS05G0407200	KN538753.1_FG052	89	100	1
OS05G0407500	KN538753.1_FG055	100	100	1
OS05G0407900	KN538753.1_FG045	64	100	1
OS05G0408200	KN538753.1_FG048	74	98	1
OS05G0408300	KN538753.1_FG051	91	99	1
OS05G0408900	KN538753.1_FG046	40	94	1
OS05G0408900	KN538753.1_FG054	57	99	1
OS05G0409000	KN538957.1_FG005	91	99	1
OS05G0409400	KN538957.1_FG018	82	99	1
OS05G0409500	KN538957.1_FG009	85	100	1
OS05G0409800	KN538957.1_FG002	68	100	1
OS05G0410200	KN538957.1_FG011	63	97	1
OS05G0410500	KN538957.1_FG001	72	92	1
OS05G0410800	KN538957.1_FG012	70	38	1
OS05G0410900	KN538957.1_FG008	94	98	1
OS05G0411200	KN538957.1_FG007	93	86	1
OS05G0411300	KN538957.1_FG004	94	96	1
OS05G0411600	KN538957.1_FG006	86	97	1
OS05G0412800	KN539645.1_FG005	68	94	1
OS05G0413000	KN539645.1_FG001	86	76	1
OS05G0414200	KN539645.1_FG004	94	38	0
OS05G0414300	KN539645.1_FG006	78	62	0
OS05G0414700	KN539645.1_FG002	99	91	1
OS05G0415200	AMDW01034886.1_FG001	0	0	1
OS05G0415400	KN541256.1_FG001	51	99	1
OS05G0415800	AMDW01033660.1_FG001	18	96	1
OS05G0415800	KN541256.1_FG002	94	47	1
OS05G0415900	AMDW01039644.1_FG001	56	97	1
OS05G0416400	KN540273.1_FG004	88	89	1
OS05G0417000	KN540273.1_FG002	71	93	1
OS05G0417100	KN539802.1_FG001	73	56	1
OS05G0417200	AMDW01031457.1_FG001	39	100	1
OS05G0417700	KN539802.1_FG006	79	93	1
OS05G0418000	KN539802.1_FG003	100	100	1
OS05G0418100	KN539802.1_FG004	67	26	1
OS05G0418500	KN539802.1_FG005	58	28	1
OS05G0418800	KN539802.1_FG002	47	83	0
OS05G0419000	KN538945.1_FG006	22	46	0
OS05G0419100	KN538945.1_FG004	66	99	1
OS05G0419200	KN538945.1_FG007	90	86	1
OS05G0419500	KN538945.1_FG013	100	98	1
OS05G0419600	KN538945.1_FG008	100	100	1
OS05G0419800	KN538945.1_FG012	66	88	1
OS05G0420200	KN538945.1_FG001	76	78	1
OS05G0420500	KN538945.1_FG017	91	89	1
OS05G0420600	KN538945.1_FG011	100	100	1
OS05G0420900	KN539138.1_FG002	23	53	1
OS05G0420900	KN542550.1_FG002	21	67	1
OS05G0421100	KN538945.1_FG002	39	79	1
OS05G0421300	KN538945.1_FG009	99	95	1
OS05G0421900	AMDW01015012.1_FG001	16	100	1
OS05G0422300	KN538945.1_FG010	54	68	1
OS05G0423200	AMDW01039892.1_FG001	80	98	1
OS05G0423200	KN543312.1_FG001	98	93	1
OS05G0423400	KN541667.1_FG001	82	51	1
OS05G0423500	KN541667.1_FG003	96	97	1
OS05G0424000	KN541667.1_FG002	54	100	1
OS05G0426066	KN538812.1_FG044	59	37	1
OS05G0428600	KN540067.1_FG006	95	98	1
OS05G0428700	KN540728.1_FG002	57	44	1
OS05G0429000	KN540728.1_FG004	74	98	1
OS05G0429400	KN540687.1_FG002	22	100	1
OS05G0429700	KN540687.1_FG001	74	96	1
OS05G0430200	KN540350.1_FG002	77	100	1
OS05G0430300	KN540350.1_FG005	92	97	0
OS05G0430700	KN540350.1_FG004	99	51	1
OS05G0430800	AMDW01039712.1_FG001	27	99	1
OS05G0430900	KN540350.1_FG006	44	97	1
OS05G0431700	KN540350.1_FG001	90	98	1
OS05G0432200	KN539070.1_FG010	100	100	1
OS05G0432400	KN539070.1_FG016	71	90	1
OS05G0432500	KN539070.1_FG018	83	54	1
OS05G0432600	KN539070.1_FG009	80	83	1
OS05G0433100	KN539070.1_FG002	77	57	1
OS05G0433400	KN539070.1_FG015	70	73	1
OS05G0433800	KN539070.1_FG017	93	31	0
OS05G0433900	KN539070.1_FG001	77	66	1
OS05G0434600	KN539070.1_FG012	44	83	1
OS05G0434800	KN539070.1_FG012	55	94	1
OS05G0435100	KN539070.1_FG008	23	19	0
OS05G0435700	KN539070.1_FG013	80	52	1
OS05G0435800	KN539070.1_FG014	90	96	1
OS05G0436100	KN539070.1_FG007	44	80	0
OS05G0436400	KN539070.1_FG004	91	58	1
OS05G0436900	KN539070.1_FG006	98	94	1
OS05G0437200	KN539839.1_FG009	98	98	1
OS05G0437300	KN539839.1_FG004	77	85	1
OS05G0437500	KN539839.1_FG006	45	75	0
OS05G0437700	KN539839.1_FG003	23	65	1
OS05G0437900	KN539839.1_FG010	100	100	1
OS05G0438500	KN539839.1_FG008	100	99	1
OS05G0438600	KN539839.1_FG002	63	23	0
OS05G0438800	AMDW01037948.1_FG001	51	100	1
OS05G0438800	KN539839.1_FG007	100	100	1
OS05G0439300	KN539375.1_FG004	98	98	1
OS05G0439750	KN538681.1_FG097	21	41	1
OS05G0440100	KN539375.1_FG001	100	100	1
OS05G0440250	KN539375.1_FG010	92	99	1
OS05G0440800	KN539375.1_FG008	96	94	0
OS05G0440900	KN539375.1_FG002	42	93	1
OS05G0441400	KN539375.1_FG005	38	62	1
OS05G0442400	KN538883.1_FG026	100	100	1
OS05G0442700	KN538883.1_FG023	29	73	0
OS05G0443300	KN538883.1_FG031	85	97	1
OS05G0443800	KN538883.1_FG021	90	44	0
OS05G0443900	KN538883.1_FG024	85	72	1
OS05G0444300	KN538883.1_FG025	74	83	0
OS05G0444500	KN538883.1_FG033	61	76	1
OS05G0444750	KN538883.1_FG022	43	51	1
OS05G0445100	KN538883.1_FG007	78	99	1
OS05G0445500	KN538883.1_FG005	81	100	1
OS05G0445900	KN538883.1_FG008	93	24	0
OS05G0446000	KN539324.1_FG001	2	5	1
OS05G0446500	KN538883.1_FG002	82	92	1
OS05G0446550	KN538883.1_FG008	100	6	0
OS05G0446800	KN538883.1_FG010	86	99	1
OS05G0446900	KN538883.1_FG001	72	86	1
OS05G0447200	KN538910.1_FG014	95	99	1
OS05G0447500	KN538910.1_FG008	93	30	0
OS05G0447580	KN538910.1_FG008	84	17	0
OS05G0447700	KN538910.1_FG009	43	90	1
OS05G0448300	KN538910.1_FG006	62	99	1
OS05G0448675	KN538910.1_FG013	25	27	1
OS05G0449200	KN538910.1_FG005	70	94	1
OS05G0449500	AMDW01040179.1_FG001	36	100	1
OS05G0449500	KN538910.1_FG010	78	99	1
OS05G0449600	KN538910.1_FG001	51	27	1
OS05G0449900	KN538910.1_FG016	46	55	1
OS05G0450300	KN538910.1_FG011	78	45	1
OS05G0451100	KN538910.1_FG007	56	96	1
OS05G0451300	KN538910.1_FG012	78	95	1
OS05G0451900	KN542299.1_FG002	94	85	1
OS05G0452900	KN542005.1_FG001	65	99	1
OS05G0453500	KN539052.1_FG002	93	36	1
OS05G0453700	KN539052.1_FG011	77	85	0
OS05G0453900	KN539052.1_FG005	25	60	0
OS05G0454200	KN539052.1_FG008	50	75	1
OS05G0454500	KN539052.1_FG004	67	99	1
OS05G0455400	KN539052.1_FG012	33	37	1
OS05G0455500	KN539052.1_FG009	100	94	1
OS05G0455600	KN539052.1_FG003	99	88	0
OS05G0455700	KN539052.1_FG006	71	93	1
OS05G0455800	KN539052.1_FG010	99	99	1
OS05G0455900	AMDW01040831.1_FG001	90	98	1
OS05G0456000	KN538921.1_FG009	98	98	1
OS05G0456200	KN538921.1_FG020	100	81	1
OS05G0456300	KN538921.1_FG017	94	88	1
OS05G0456500	KN538921.1_FG010	92	98	0
OS05G0456925	KN538921.1_FG003	61	70	0
OS05G0457000	KN538921.1_FG005	72	83	1
OS05G0457700	KN539910.1_FG008	79	91	1
OS05G0457800	KN539910.1_FG011	30	99	1
OS05G0458000	KN539910.1_FG001	31	76	1
OS05G0458100	KN539910.1_FG004	85	82	1
OS05G0458200	KN539910.1_FG007	94	98	1
OS05G0458300	KN539910.1_FG005	90	96	0
OS05G0458400	KN539910.1_FG010	88	91	1
OS05G0458500	KN539327.1_FG012	85	94	1
OS05G0458500	KN539910.1_FG002	91	95	1
OS05G0458600	KN539327.1_FG012	85	94	1
OS05G0458600	KN539910.1_FG002	91	95	1
OS05G0459000	KN539327.1_FG006	98	97	1
OS05G0459400	KN539327.1_FG011	80	89	1
OS05G0459900	AMDW01026471.1_FG001	58	100	1
OS05G0459900	AMDW01134062.1_FG001	35	100	1
OS05G0459900	KN539327.1_FG004	100	100	1
OS05G0460000	KN539327.1_FG005	84	99	1
OS05G0460200	KN539327.1_FG013	100	100	1
OS05G0460600	KN539327.1_FG007	96	96	0
OS05G0460700	KN539327.1_FG014	49	32	1
OS05G0461000	KN539327.1_FG008	82	53	0
OS05G0461300	KN539327.1_FG009	80	55	0
OS05G0461900	AMDW01038741.1_FG001	24	96	1
OS05G0462000	KN540038.1_FG002	95	96	1
OS05G0462301	KN542956.1_FG001	100	4	0
OS05G0462400	KN542956.1_FG001	87	79	0
OS05G0462500	AMDW01040021.1_FG001	64	99	1
OS05G0462600	KN542800.1_FG001	81	70	1
OS05G0462900	AMDW01040486.1_FG001	88	91	1
OS05G0462900	KN539011.1_FG011	89	92	1
OS05G0463000	KN539011.1_FG006	85	96	1
OS05G0463300	KN539011.1_FG002	38	79	0
OS05G0463400	KN539011.1_FG017	64	61	1
OS05G0463500	KN539011.1_FG022	85	30	1
OS05G0463800	KN539011.1_FG008	59	57	0
OS05G0463900	KN539011.1_FG005	99	40	1
OS05G0464100	KN539011.1_FG010	54	43	0
OS05G0464300	KN539011.1_FG016	92	92	1
OS05G0465100	KN539011.1_FG009	98	98	1
OS05G0465800	KN539011.1_FG015	89	98	1
OS05G0466100	KN539011.1_FG001	83	76	1
OS05G0466200	KN539011.1_FG021	95	99	1
OS05G0466600	KN539491.1_FG005	100	100	0
OS05G0466800	KN539011.1_FG003	67	95	1
OS05G0466900	KN539011.1_FG012	91	83	0
OS05G0467000	KN539011.1_FG023	95	91	1
OS05G0467300	KN539011.1_FG020	54	99	1
OS05G0467400	KN539011.1_FG013	41	85	1
OS05G0467600	KN540181.1_FG004	8	3	0
OS05G0468100	KN542073.1_FG001	10	63	0
OS05G0468200	KN542073.1_FG004	91	97	1
OS05G0468500	KN542135.1_FG001	73	97	0
OS05G0468600	KN542135.1_FG003	68	93	1
OS05G0468700	AMDW01085678.1_FG001	35	100	1
OS05G0468700	KN542135.1_FG002	34	100	1
OS05G0468800	AMDW01011388.1_FG001	45	99	1
OS05G0469600	KN538844.1_FG005	96	99	1
OS05G0469701	KN545101.1_FG001	44	81	1
OS05G0469800	KN538844.1_FG003	100	100	1
OS05G0469812	KN545101.1_FG001	38	75	1
OS05G0470000	KN538844.1_FG008	77	96	1
OS05G0470700	KN538844.1_FG002	77	63	1
OS05G0470800	KN538844.1_FG006	94	90	1
OS05G0471000	KN538844.1_FG001	94	83	1
OS05G0472200	KN543227.1_FG001	60	56	0
OS05G0472300	AMDW01034059.1_FG001	24	99	1
OS05G0472300	KN543468.1_FG001	79	56	1
OS05G0472400	KN539432.1_FG011	53	86	1
OS05G0472700	KN539432.1_FG006	99	99	1
OS05G0473401	KN539432.1_FG003	73	94	1
OS05G0473500	KN539432.1_FG010	70	93	1
OS05G0473900	KN539432.1_FG001	66	97	1
OS05G0474400	KN539432.1_FG009	100	100	1
OS05G0474600	KN539432.1_FG005	100	48	1
OS05G0474800	KN539432.1_FG013	46	97	0
OS05G0474900	KN539432.1_FG008	99	99	1
OS05G0475300	KN542245.1_FG002	92	98	1
OS05G0475400	AMDW01034697.1_FG001	32	99	1
OS05G0475400	AMDW01036415.1_FG001	35	100	1
OS05G0475400	KN542245.1_FG001	99	86	1
OS05G0475700	KN539637.1_FG009	82	97	1
OS05G0476000	KN539637.1_FG004	26	74	1
OS05G0476100	KN539637.1_FG006	78	91	1
OS05G0476200	KN539637.1_FG003	100	99	1
OS05G0476350	KN539637.1_FG010	97	63	0
OS05G0476400	KN539637.1_FG008	95	99	1
OS05G0476466	KN541102.1_FG004	47	20	0
OS05G0476700	KN539637.1_FG005	57	46	1
OS05G0477200	KN539637.1_FG007	69	95	1
OS05G0477300	KN540113.1_FG007	76	99	1
OS05G0477500	KN540113.1_FG005	85	33	1
OS05G0478200	KN540113.1_FG008	80	97	1
OS05G0478300	KN540113.1_FG009	83	99	1
OS05G0478400	KN540113.1_FG001	26	90	0
OS05G0478700	KN540113.1_FG003	81	93	1
OS05G0479700	KN538830.1_FG003	74	36	1
OS05G0479800	KN543040.1_FG002	21	95	1
OS05G0480000	AMDW01019377.1_FG001	11	100	1
OS05G0480000	AMDW01036254.1_FG001	26	100	1
OS05G0480000	KN543040.1_FG003	57	75	1
OS05G0480200	KN543040.1_FG001	96	100	1
OS05G0480400	KN542328.1_FG001	99	99	1
OS05G0480600	AMDW01040694.1_FG001	24	98	0
OS05G0480700	KN539088.1_FG012	100	100	1
OS05G0480800	KN539088.1_FG007	96	96	1
OS05G0481000	KN539088.1_FG011	87	88	0
OS05G0481100	KN539088.1_FG016	81	96	1
OS05G0481400	KN539088.1_FG001	82	49	1
OS05G0481600	KN539088.1_FG004	98	98	1
OS05G0481800	KN539088.1_FG013	85	81	1
OS05G0481900	KN539088.1_FG002	88	47	0
OS05G0482400	KN539088.1_FG006	38	98	0
OS05G0482600	KN539088.1_FG015	87	92	1
OS05G0482700	KN539088.1_FG009	93	100	1
OS05G0485000	KN540600.1_FG009	70	93	1
OS05G0485300	AMDW01039776.1_FG001	63	100	1
OS05G0485300	AMDW01055030.1_FG001	26	99	1
OS05G0485300	KN542816.1_FG001	71	98	1
OS05G0485800	KN538687.1_FG008	40	62	1
OS05G0486100	KN538687.1_FG015	75	98	1
OS05G0486200	KN538687.1_FG022	98	98	1
OS05G0486600	KN538687.1_FG021	79	74	1
OS05G0486700	KN538687.1_FG016	100	100	1
OS05G0487100	KN538687.1_FG001	57	94	1
OS05G0487300	KN538687.1_FG017	95	98	1
OS05G0488600	KN538687.1_FG019	95	100	1
OS05G0488800	KN538687.1_FG018	99	99	1
OS05G0488900	KN538687.1_FG011	71	80	1
OS05G0489000	KN538687.1_FG006	90	62	1
OS05G0489600	KN538687.1_FG009	100	100	1
OS05G0489600	KN538687.1_FG136	84	100	1
OS05G0489700	KN538687.1_FG025	92	76	1
OS05G0489900	KN538687.1_FG020	92	99	1
OS05G0490000	KN538687.1_FG002	95	85	1
OS05G0490100	KN538687.1_FG007	94	70	1
OS05G0490200	KN538687.1_FG012	80	94	1
OS05G0490300	KN538687.1_FG023	77	99	1
OS05G0490400	KN538687.1_FG013	98	98	1
OS05G0490500	KN538687.1_FG004	88	84	1
OS05G0490700	KN538687.1_FG155	99	99	1
OS05G0490800	KN538687.1_FG129	100	100	1
OS05G0491100	KN538687.1_FG138	100	68	1
OS05G0491200	KN538687.1_FG150	75	83	0
OS05G0491400	KN538687.1_FG149	67	95	1
OS05G0491500	KN538687.1_FG139	74	89	1
OS05G0491900	AMDW01040543.1_FG001	14	55	0
OS05G0492000	KN538687.1_FG137	90	71	0
OS05G0492200	KN538687.1_FG156	94	94	0
OS05G0492600	KN538687.1_FG151	97	54	0
OS05G0493100	KN538687.1_FG135	64	88	0
OS05G0493500	KN538687.1_FG140	82	78	1
OS05G0493600	KN538687.1_FG154	46	63	1
OS05G0493800	KN538687.1_FG143	63	98	1
OS05G0494000	KN538687.1_FG132	92	100	1
OS05G0494100	KN538687.1_FG142	99	94	1
OS05G0494200	KN538687.1_FG145	67	94	1
OS05G0494500	KN538687.1_FG199	84	100	1
OS05G0494900	KN538687.1_FG206	95	20	1
OS05G0495100	KN538687.1_FG187	99	93	1
OS05G0495200	KN538687.1_FG200	99	99	1
OS05G0495600	KN538687.1_FG195	87	93	1
OS05G0495700	KN538687.1_FG203	87	96	1
OS05G0495900	KN538687.1_FG201	94	99	1
OS05G0496000	KN538687.1_FG196	87	88	1
OS05G0496100	KN538687.1_FG191	91	88	1
OS05G0496200	KN538687.1_FG194	88	52	1
OS05G0496500	KN538687.1_FG207	100	100	1
OS05G0497150	KN538687.1_FG092	99	40	1
OS05G0497150	KN538687.1_FG202	99	39	1
OS05G0497500	KN538687.1_FG097	90	83	1
OS05G0497600	KN538687.1_FG104	86	54	1
OS05G0498300	KN538687.1_FG096	65	72	0
OS05G0498700	KN538687.1_FG098	96	81	0
OS05G0498900	KN538687.1_FG105	89	98	1
OS05G0499100	KN538687.1_FG087	85	98	1
OS05G0499300	KN538687.1_FG099	79	98	1
OS05G0499400	KN538687.1_FG095	73	96	1
OS05G0499500	KN538687.1_FG101	45	88	1
OS05G0499600	KN538687.1_FG102	65	90	1
OS05G0499800	KN538687.1_FG094	98	98	1
OS05G0500000	KN538687.1_FG057	43	89	1
OS05G0500200	AMDW01039043.1_FG001	4	4	1
OS05G0500400	KN539577.1_FG003	36	89	1
OS05G0500500	KN538687.1_FG061	49	81	0
OS05G0500600	KN538687.1_FG067	71	95	1
OS05G0500900	KN538687.1_FG069	37	98	1
OS05G0501300	KN538687.1_FG054	99	99	1
OS05G0501700	KN538687.1_FG062	74	91	0
OS05G0501800	KN538687.1_FG068	13	66	1
OS05G0502000	KN538687.1_FG053	59	100	1
OS05G0502200	KN538687.1_FG063	88	81	1
OS05G0502500	KN538687.1_FG059	97	89	1
OS05G0502700	KN538687.1_FG064	70	94	1
OS05G0502800	KN538687.1_FG065	99	99	1
OS05G0503000	KN538687.1_FG058	97	72	1
OS05G0503300	KN538687.1_FG056	90	99	1
OS05G0505900	KN540181.1_FG001	67	87	1
OS05G0506000	KN540181.1_FG006	92	85	1
OS05G0506200	KN540181.1_FG003	88	34	0
OS05G0506450	KN541745.1_FG003	48	26	0
