Gene stable ID	Oryza sativa Indica gene stable ID	% identity	Oryza sativa Indica % identity	Orthology confidence [0 low, 1 high]
OS06G0561000	BGIOSGA023093	100	100	1
OS06G0561100	BGIOSGA021035	100	100	1
OS06G0561200	BGIOSGA023094	84	96	1
OS06G0561800	BGIOSGA001680	24	12	0
OS06G0562200	BGIOSGA023096	100	100	1
OS06G0562300	BGIOSGA021033	100	88	1
OS06G0562600	BGIOSGA021032	100	100	1
OS06G0562700	BGIOSGA021031	100	31	0
OS06G0563000	BGIOSGA021030	100	100	1
OS06G0563300	BGIOSGA023097	99	30	1
OS06G0564100	BGIOSGA021024	100	100	1
OS06G0564400	BGIOSGA021023	79	44	1
OS06G0564500	BGIOSGA021022	100	100	1
OS06G0564700	BGIOSGA021020	98	73	1
OS06G0564800	BGIOSGA021019	100	24	1
OS06G0565000	BGIOSGA023099	87	97	1
OS06G0565100	BGIOSGA021018	96	97	1
OS06G0565200	BGIOSGA023100	100	100	1
OS06G0565300	BGIOSGA021017	100	42	1
OS06G0565900	BGIOSGA023101	99	53	0
OS06G0566100	BGIOSGA023102	100	72	1
OS06G0566300	BGIOSGA023103	100	95	1
OS06G0566500	BGIOSGA023104	54	51	0
OS06G0566850	BGIOSGA022808	93	93	1
OS06G0567000	BGIOSGA023106	100	100	1
OS06G0567200	BGIOSGA023107	93	93	1
OS06G0567900	BGIOSGA023108	78	94	1
OS06G0568000	BGIOSGA021015	46	40	0
OS06G0568200	BGIOSGA021014	100	92	0
OS06G0568400	BGIOSGA023110	100	100	1
OS06G0568600	BGIOSGA021012	96	99	1
OS06G0569300	BGIOSGA023112	100	100	1
OS06G0569500	BGIOSGA021011	97	100	1
OS06G0569900	BGIOSGA021009	100	100	1
OS06G0570100	BGIOSGA021008	92	95	1
OS06G0570566	BGIOSGA021005	96	37	1
OS06G0570600	BGIOSGA021005	83	49	1
OS06G0570900	BGIOSGA023114	100	95	1
OS06G0571100	BGIOSGA021002	100	100	1
OS06G0571300	BGIOSGA023115	59	29	0
OS06G0571400	BGIOSGA021001	100	91	1
OS06G0571800	BGIOSGA023117	18	95	1
OS06G0571800	BGIOSGA023119	98	88	1
OS06G0572300	BGIOSGA020998	71	81	1
OS06G0572400	BGIOSGA020997	100	100	1
OS06G0573600	BGIOSGA023124	98	97	0
OS06G0573800	BGIOSGA023121	81	97	1
OS06G0573900	BGIOSGA020995	89	66	0
OS06G0574000	BGIOSGA023126	95	96	0
OS06G0574100	BGIOSGA023127	100	23	0
OS06G0574200	BGIOSGA020994	88	100	1
OS06G0574400	BGIOSGA020992	1	1	1
OS06G0574400	BGIOSGA020993	95	99	1
OS06G0574450	BGIOSGA020992	99	66	1
OS06G0574450	BGIOSGA020993	0	0	1
OS06G0574500	BGIOSGA023128	100	100	1
OS06G0574550	BGIOSGA023129	94	100	1
OS06G0574900	BGIOSGA020990	100	100	1
OS06G0575000	BGIOSGA023130	47	31	1
OS06G0575400	BGIOSGA023132	67	99	1
OS06G0576200	BGIOSGA023134	72	96	1
OS06G0576600	BGIOSGA035539	54	45	1
OS06G0578100	BGIOSGA023136	88	97	1
OS06G0578700	BGIOSGA023137	99	100	1
OS06G0581000	BGIOSGA020982	81	92	0
OS06G0581300	BGIOSGA023148	95	95	0
OS06G0582600	BGIOSGA040716	100	100	1
OS06G0583400	BGIOSGA012324	86	47	1
OS06G0583400	BGIOSGA038718	85	98	1
OS06G0583900	BGIOSGA023151	23	100	1
OS06G0583900	BGIOSGA023152	100	100	1
OS06G0584000	BGIOSGA023153	75	28	1
OS06G0584200	BGIOSGA023154	97	97	1
OS06G0585950	BGIOSGA023155	78	93	0
OS06G0586000	BGIOSGA015491	58	51	0
OS06G0586150	BGIOSGA015998	64	84	0
OS06G0586150	BGIOSGA023159	69	77	0
OS06G0587000	BGIOSGA023156	60	62	0
OS06G0587000	BGIOSGA023157	53	62	0
OS06G0587000	BGIOSGA023162	55	48	0
OS06G0587000	BGIOSGA023170	39	39	0
OS06G0587100	BGIOSGA020969	46	35	0
OS06G0587200	BGIOSGA023161	67	98	1
OS06G0587300	BGIOSGA020966	100	100	1
OS06G0587900	BGIOSGA020979	40	39	0
OS06G0588900	BGIOSGA020961	100	100	1
OS06G0589300	BGIOSGA020960	99	99	1
OS06G0589500	BGIOSGA023171	98	100	1
OS06G0589600	BGIOSGA023172	1	1	0
OS06G0589600	BGIOSGA023173	99	36	0
OS06G0589700	BGIOSGA020959	20	100	1
OS06G0589800	BGIOSGA020956	100	100	1
OS06G0590301	BGIOSGA023175	100	100	1
OS06G0590301	BGIOSGA023177	36	97	1
OS06G0590500	BGIOSGA023176	100	100	1
OS06G0590600	BGIOSGA020953	100	100	1
OS06G0590700	BGIOSGA023178	100	100	1
OS06G0590800	BGIOSGA030710	95	95	0
OS06G0591200	BGIOSGA023181	98	98	1
OS06G0591400	BGIOSGA023183	99	99	1
OS06G0591450	BGIOSGA023184	93	97	1
OS06G0591600	BGIOSGA020951	100	100	1
OS06G0592500	BGIOSGA020948	100	100	1
OS06G0592500	BGIOSGA020950	100	100	1
OS06G0592951	BGIOSGA032031	0	0	0
OS06G0593100	BGIOSGA023187	100	100	0
OS06G0594100	BGIOSGA023191	85	98	0
OS06G0594200	BGIOSGA020945	80	11	0
OS06G0594400	BGIOSGA023192	100	100	1
OS06G0594600	BGIOSGA020944	90	34	0
OS06G0595800	BGIOSGA023194	46	46	1
OS06G0595900	BGIOSGA020941	98	56	1
OS06G0595900	BGIOSGA020942	88	95	1
OS06G0596300	BGIOSGA023195	87	73	0
OS06G0597200	BGIOSGA023197	100	100	1
OS06G0597250	BGIOSGA009644	68	83	1
OS06G0597500	BGIOSGA020936	99	99	0
OS06G0597600	BGIOSGA023198	95	83	0
OS06G0597800	BGIOSGA023199	100	100	1
OS06G0597900	BGIOSGA023200	99	99	0
OS06G0598800	BGIOSGA023202	100	100	0
OS06G0598900	BGIOSGA020935	87	99	1
OS06G0599400	BGIOSGA040180	91	91	0
OS06G0599700	BGIOSGA023205	40	41	1
OS06G0600100	BGIOSGA023208	100	100	1
OS06G0600301	BGIOSGA023209	58	100	1
OS06G0600400	BGIOSGA023210	100	100	1
OS06G0600700	BGIOSGA020932	98	62	0
OS06G0600800	BGIOSGA020931	55	100	1
OS06G0601000	BGIOSGA023211	100	100	1
OS06G0601100	BGIOSGA023212	87	86	1
OS06G0601500	BGIOSGA023213	97	38	0
OS06G0601600	BGIOSGA023214	86	52	1
OS06G0602400	BGIOSGA023217	85	93	1
OS06G0602500	BGIOSGA020930	100	100	1
OS06G0602600	BGIOSGA023218	100	100	1
OS06G0602700	BGIOSGA020929	99	100	1
OS06G0602800	BGIOSGA023219	95	45	1
OS06G0602900	BGIOSGA020928	100	100	1
OS06G0603000	BGIOSGA020927	89	89	1
OS06G0603300	BGIOSGA020926	98	98	0
OS06G0603400	BGIOSGA020925	85	84	1
OS06G0603600	BGIOSGA020924	100	100	1
OS06G0604000	BGIOSGA020923	99	99	1
OS06G0604200	BGIOSGA020921	100	100	1
OS06G0604300	BGIOSGA023222	100	100	1
OS06G0604400	BGIOSGA023223	93	95	1
OS06G0604500	BGIOSGA023224	94	100	0
OS06G0604600	BGIOSGA023225	100	100	0
OS06G0604600	BGIOSGA023226	100	100	0
OS06G0605900	BGIOSGA023230	99	93	1
OS06G0606000	BGIOSGA020919	98	100	1
OS06G0606250	BGIOSGA020971	33	93	1
OS06G0606800	BGIOSGA020914	66	64	0
OS06G0606900	BGIOSGA023235	78	61	0
OS06G0607000	BGIOSGA023236	90	100	1
OS06G0607100	BGIOSGA023238	50	93	1
OS06G0607100	BGIOSGA023239	44	100	1
OS06G0607200	BGIOSGA020913	50	95	1
OS06G0607700	BGIOSGA023241	66	89	0
OS06G0607700	BGIOSGA023253	66	50	0
OS06G0607800	BGIOSGA023242	100	98	1
OS06G0607900	BGIOSGA023243	63	23	1
OS06G0608000	BGIOSGA023244	98	87	1
OS06G0608100	BGIOSGA020911	98	55	1
OS06G0608300	BGIOSGA020910	97	97	1
OS06G0608500	BGIOSGA023245	100	100	1
OS06G0608600	BGIOSGA023246	100	100	1
OS06G0608700	BGIOSGA023247	100	100	1
OS06G0608800	BGIOSGA020909	100	100	1
OS06G0609400	BGIOSGA005490	29	19	0
OS06G0609400	BGIOSGA005493	33	10	0
OS06G0609500	BGIOSGA023251	97	100	0
OS06G0609600	BGIOSGA020905	100	100	1
OS06G0609700	BGIOSGA020904	100	100	1
OS06G0609800	BGIOSGA023252	100	86	1
OS06G0610000	BGIOSGA023254	100	76	1
OS06G0610100	BGIOSGA020903	21	77	0
OS06G0610350	BGIOSGA023255	73	73	1
OS06G0610500	BGIOSGA020902	100	28	1
OS06G0610800	BGIOSGA023256	100	100	1
OS06G0611000	BGIOSGA023257	100	100	1
OS06G0611100	BGIOSGA020901	100	32	1
OS06G0611200	BGIOSGA020900	92	100	1
OS06G0611400	BGIOSGA023258	92	93	0
OS06G0611500	BGIOSGA023259	93	95	0
OS06G0611600	BGIOSGA003131	3	2	0
OS06G0611900	BGIOSGA020897	100	49	1
OS06G0612200	BGIOSGA040648	8	3	0
OS06G0612300	BGIOSGA023262	71	92	1
OS06G0612800	BGIOSGA023264	90	90	1
OS06G0612900	BGIOSGA020894	92	7	1
OS06G0613000	BGIOSGA020895	100	65	1
OS06G0613400	BGIOSGA023265	95	100	1
OS06G0613500	BGIOSGA020891	96	59	1
OS06G0613600	BGIOSGA020890	99	99	1
OS06G0614000	BGIOSGA020888	98	77	0
OS06G0614100	BGIOSGA020887	100	100	1
OS06G0614300	BGIOSGA023267	98	100	1
OS06G0614550	BGIOSGA023268	4	4	0
OS06G0617800	BGIOSGA020885	88	85	1
OS06G0618000	BGIOSGA023272	99	98	1
OS06G0618100	BGIOSGA020883	97	82	1
OS06G0618150	BGIOSGA020882	99	99	1
OS06G0618300	BGIOSGA023273	100	100	1
OS06G0618600	BGIOSGA023274	100	68	1
OS06G0618700	BGIOSGA020884	100	100	1
OS06G0619000	BGIOSGA023275	72	89	1
OS06G0619600	BGIOSGA023276	65	91	1
OS06G0620000	BGIOSGA012020	89	89	0
OS06G0620200	BGIOSGA020874	56	91	1
OS06G0620200	BGIOSGA020876	86	92	1
OS06G0620600	BGIOSGA020873	99	100	0
OS06G0620700	BGIOSGA023279	91	97	0
OS06G0621100	BGIOSGA006924	85	81	0
OS06G0621800	BGIOSGA020865	11	2	0
OS06G0621800	BGIOSGA020870	1	1	0
OS06G0621800	BGIOSGA020871	13	1	0
OS06G0621900	BGIOSGA023282	100	100	1
OS06G0622000	BGIOSGA020864	94	97	1
OS06G0622300	BGIOSGA023283	99	99	1
OS06G0622500	BGIOSGA020861	89	47	1
OS06G0622700	BGIOSGA023284	100	100	1
OS06G0622800	BGIOSGA023285	85	36	1
OS06G0622900	BGIOSGA020860	79	70	1
OS06G0623200	BGIOSGA029529	29	26	0
OS06G0623300	BGIOSGA020858	100	100	1
OS06G0623600	BGIOSGA020856	100	100	1
OS06G0623700	BGIOSGA023288	99	99	1
OS06G0624100	BGIOSGA023290	99	92	1
OS06G0624700	BGIOSGA023291	99	92	1
OS06G0624900	BGIOSGA023292	100	90	1
OS06G0625200	BGIOSGA020853	69	84	1
OS06G0625200	BGIOSGA020854	75	99	1
OS06G0625400	BGIOSGA020852	93	72	0
OS06G0625500	BGIOSGA023299	100	100	1
OS06G0625700	BGIOSGA023300	100	100	1
OS06G0625800	BGIOSGA020850	59	93	1
OS06G0625800	BGIOSGA020851	35	100	1
OS06G0625900	BGIOSGA020849	99	69	1
OS06G0626050	BGIOSGA021478	40	34	0
OS06G0626050	BGIOSGA039429	2	1	0
OS06G0626050	BGIOSGA039859	10	5	0
OS06G0626200	BGIOSGA020848	99	99	1
OS06G0626466	BGIOSGA020845	99	99	1
OS06G0626600	BGIOSGA020844	90	99	1
OS06G0626700	BGIOSGA020843	97	97	1
OS06G0627400	BGIOSGA020841	77	89	1
OS06G0627500	BGIOSGA020840	86	95	1
OS06G0628032	BGIOSGA023304	67	75	1
OS06G0628500	BGIOSGA020837	100	36	0
OS06G0629687	BGIOSGA031937	43	51	0
OS06G0629687	BGIOSGA038880	26	48	0
OS06G0630300	BGIOSGA023305	99	99	1
OS06G0631300	BGIOSGA023307	92	55	0
OS06G0632200	BGIOSGA020832	100	100	1
OS06G0632300	BGIOSGA023310	34	99	0
OS06G0632400	BGIOSGA023311	100	100	1
OS06G0632500	BGIOSGA020831	83	95	1
OS06G0632700	BGIOSGA020830	98	94	1
OS06G0633100	BGIOSGA023312	69	95	0
OS06G0633100	BGIOSGA023313	58	51	0
OS06G0633300	BGIOSGA020829	64	57	1
OS06G0633500	BGIOSGA020828	83	32	0
OS06G0633800	BGIOSGA023315	100	100	1
OS06G0634000	BGIOSGA023318	100	100	1
OS06G0634100	BGIOSGA020827	91	100	1
OS06G0634300	BGIOSGA020826	76	94	1
OS06G0634500	BGIOSGA020825	93	20	1
OS06G0634600	BGIOSGA020824	97	97	1
OS06G0635200	BGIOSGA020823	100	100	1
OS06G0635300	BGIOSGA020822	84	77	0
OS06G0635700	BGIOSGA023319	97	64	1
OS06G0636100	BGIOSGA023323	93	91	1
OS06G0636600	BGIOSGA023324	100	100	1
OS06G0636700	BGIOSGA020820	100	100	1
OS06G0636800	BGIOSGA023326	100	100	1
OS06G0637400	BGIOSGA023328	100	100	1
OS06G0637500	BGIOSGA020819	100	100	1
OS06G0638000	BGIOSGA023329	20	71	0
OS06G0638000	BGIOSGA023330	30	99	0
OS06G0638100	BGIOSGA020818	100	100	1
OS06G0638200	BGIOSGA023331	54	32	1
OS06G0638500	BGIOSGA020817	87	94	1
OS06G0638700	BGIOSGA020816	99	99	1
OS06G0638900	BGIOSGA020815	88	30	1
OS06G0639100	BGIOSGA020814	91	83	1
OS06G0639200	BGIOSGA020812	68	56	1
OS06G0639200	BGIOSGA020813	97	74	1
OS06G0639300	BGIOSGA023334	99	79	1
OS06G0639500	BGIOSGA023335	100	100	1
OS06G0639600	BGIOSGA020809	99	99	1
OS06G0639600	BGIOSGA020810	47	82	1
OS06G0639800	BGIOSGA023340	64	65	0
OS06G0640100	BGIOSGA023340	64	65	0
OS06G0640800	BGIOSGA023336	53	70	0
OS06G0641200	BGIOSGA023347	88	98	1
OS06G0641500	BGIOSGA023346	91	93	0
OS06G0642200	BGIOSGA023350	72	71	0
OS06G0642300	BGIOSGA023348	68	64	1
OS06G0642300	BGIOSGA023349	61	73	1
OS06G0642600	BGIOSGA020805	96	96	1
OS06G0642650	BGIOSGA020804	89	89	0
OS06G0642900	BGIOSGA020802	80	52	0
OS06G0643000	BGIOSGA020801	98	81	1
OS06G0643100	BGIOSGA020800	100	100	1
OS06G0643300	BGIOSGA023352	100	100	0
OS06G0643500	BGIOSGA023353	70	80	1
OS06G0643600	BGIOSGA020799	78	73	0
OS06G0643800	BGIOSGA020798	100	19	1
OS06G0643900	BGIOSGA020797	100	100	1
OS06G0644100	BGIOSGA023354	99	99	1
OS06G0644200	BGIOSGA023355	98	98	1
OS06G0644466	BGIOSGA023357	79	32	1
OS06G0644500	BGIOSGA023358	100	100	1
OS06G0644600	BGIOSGA023359	100	100	1
OS06G0644700	BGIOSGA020796	100	98	1
OS06G0644800	BGIOSGA020795	100	100	1
OS06G0645100	BGIOSGA020794	99	99	1
OS06G0645400	BGIOSGA023362	94	69	0
OS06G0645500	BGIOSGA020791	100	100	1
OS06G0645600	BGIOSGA020790	44	88	1
OS06G0645700	BGIOSGA020788	100	4	0
OS06G0645700	BGIOSGA020789	100	33	0
OS06G0645800	BGIOSGA020788	94	47	0
OS06G0645800	BGIOSGA020789	4	18	0
OS06G0645901	BGIOSGA020788	98	19	0
OS06G0645901	BGIOSGA020789	0	0	0
OS06G0646000	BGIOSGA020787	100	100	1
OS06G0646100	BGIOSGA023363	100	100	1
OS06G0646400	BGIOSGA023365	69	85	0
OS06G0646500	BGIOSGA023366	100	100	1
OS06G0646600	BGIOSGA020786	100	100	1
OS06G0646700	BGIOSGA020785	94	33	0
OS06G0647100	BGIOSGA023367	100	100	1
OS06G0647200	BGIOSGA023368	93	94	0
OS06G0647400	BGIOSGA020783	99	99	1
OS06G0647700	BGIOSGA020781	10	6	0
OS06G0647900	BGIOSGA020780	100	100	1
OS06G0648500	BGIOSGA020779	99	99	1
OS06G0649000	BGIOSGA020778	92	97	1
OS06G0649500	BGIOSGA023375	100	100	1
OS06G0649700	BGIOSGA023376	96	98	1
OS06G0649800	BGIOSGA020777	85	85	0
OS06G0649900	BGIOSGA020776	100	100	1
OS06G0650100	BGIOSGA036765	100	100	1
OS06G0650300	BGIOSGA036884	100	95	1
OS06G0650600	BGIOSGA023378	100	100	1
OS06G0650700	BGIOSGA020775	99	99	1
OS06G0650800	BGIOSGA020774	100	100	1
OS06G0650900	BGIOSGA020773	99	99	1
OS06G0651000	BGIOSGA020770	88	51	1
OS06G0651100	BGIOSGA020769	95	98	1
OS06G0651200	BGIOSGA023379	100	100	1
OS06G0651300	BGIOSGA020768	97	92	0
OS06G0651600	BGIOSGA020767	100	100	0
OS06G0651900	BGIOSGA023380	100	100	1
OS06G0652000	BGIOSGA023381	100	85	1
OS06G0652100	BGIOSGA023382	100	100	0
OS06G0652200	BGIOSGA020766	90	53	0
OS06G0652300	BGIOSGA020765	99	99	1
OS06G0652400	BGIOSGA023383	99	99	1
OS06G0652550	BGIOSGA023384	59	93	0
OS06G0652550	BGIOSGA023386	59	93	0
OS06G0652600	BGIOSGA023385	99	99	1
OS06G0653000	BGIOSGA023388	95	94	0
OS06G0653100	BGIOSGA023389	100	100	1
OS06G0653200	BGIOSGA020764	100	100	1
OS06G0653800	BGIOSGA020763	92	97	0
OS06G0653900	BGIOSGA020762	100	100	1
OS06G0654000	BGIOSGA020761	98	85	0
OS06G0654300	BGIOSGA023392	99	13	1
OS06G0654400	BGIOSGA023393	100	100	1
OS06G0654600	BGIOSGA023394	50	51	1
OS06G0655100	BGIOSGA020758	87	90	1
OS06G0656000	BGIOSGA023395	58	78	0
OS06G0656201	BGIOSGA023396	96	49	1
OS06G0656300	BGIOSGA023397	93	96	1
OS06G0656500	BGIOSGA020757	99	100	1
OS06G0656700	BGIOSGA023400	99	99	1
OS06G0656800	BGIOSGA020756	99	92	1
OS06G0657500	BGIOSGA020753	97	98	0
OS06G0657500	BGIOSGA023401	89	94	0
OS06G0657500	BGIOSGA023403	55	99	0
OS06G0658000	BGIOSGA023402	73	61	0
OS06G0658200	BGIOSGA023404	53	90	0
OS06G0658400	BGIOSGA028445	59	80	1
OS06G0658500	BGIOSGA023405	99	95	1
OS06G0658900	BGIOSGA023407	50	96	0
OS06G0658900	BGIOSGA040348	25	88	0
OS06G0659100	BGIOSGA023408	100	100	1
OS06G0659200	BGIOSGA020751	100	100	1
OS06G0659300	BGIOSGA020750	91	96	1
OS06G0659400	BGIOSGA023410	90	88	1
OS06G0659500	BGIOSGA023411	100	57	1
OS06G0659800	BGIOSGA020749	88	88	0
OS06G0660200	BGIOSGA023413	88	87	1
OS06G0660400	BGIOSGA020748	74	100	1
OS06G0660700	BGIOSGA023415	99	95	0
OS06G0660800	BGIOSGA010583	48	10	0
OS06G0661000	BGIOSGA038764	21	44	0
OS06G0661000	BGIOSGA039471	14	51	0
OS06G0661000	BGIOSGA039798	26	43	0
OS06G0661000	BGIOSGA039945	14	55	0
OS06G0661600	BGIOSGA023417	100	100	1
OS06G0661700	BGIOSGA020742	100	100	1
OS06G0661766	BGIOSGA023418	90	78	0
OS06G0661800	BGIOSGA020741	94	99	1
OS06G0661900	BGIOSGA020740	92	99	0
OS06G0662000	BGIOSGA020739	100	100	1
OS06G0662200	BGIOSGA020738	100	100	1
OS06G0662200	BGIOSGA020743	100	100	1
OS06G0662700	BGIOSGA020735	65	35	0
OS06G0662700	BGIOSGA020736	67	62	0
OS06G0662700	BGIOSGA020737	60	60	0
OS06G0663000	BGIOSGA020734	93	94	1
OS06G0663100	BGIOSGA020733	99	47	0
OS06G0663200	BGIOSGA020732	100	100	1
OS06G0663400	BGIOSGA023419	100	100	1
OS06G0663500	BGIOSGA020731	98	98	1
OS06G0663600	BGIOSGA020729	90	68	0
OS06G0663900	BGIOSGA023420	98	99	1
OS06G0664100	BGIOSGA020727	72	22	1
OS06G0664200	BGIOSGA020726	83	97	0
OS06G0664300	BGIOSGA023421	97	100	1
OS06G0664400	BGIOSGA020725	65	99	1
OS06G0664800	BGIOSGA023423	99	76	1
OS06G0664900	BGIOSGA023424	100	100	1
OS06G0665000	BGIOSGA023425	100	100	1
OS06G0665100	BGIOSGA020724	100	100	1
OS06G0665200	BGIOSGA020723	89	88	0
OS06G0665400	BGIOSGA020722	99	99	1
OS06G0665500	BGIOSGA020721	95	98	1
OS06G0665800	BGIOSGA020720	91	99	0
OS06G0665900	BGIOSGA023426	98	99	1
OS06G0666100	BGIOSGA023427	87	81	0
OS06G0666400	BGIOSGA023429	100	100	1
OS06G0666500	BGIOSGA023430	100	100	1
OS06G0666600	BGIOSGA020719	100	100	1
OS06G0666800	BGIOSGA023432	100	100	1
OS06G0667000	BGIOSGA023433	100	100	1
OS06G0667100	BGIOSGA023434	100	100	1
OS06G0667200	BGIOSGA023435	61	90	1
OS06G0667500	BGIOSGA023437	100	52	1
OS06G0667600	BGIOSGA020717	100	100	1
OS06G0667900	BGIOSGA023439	89	81	1
OS06G0668200	BGIOSGA020715	100	100	1
OS06G0668300	BGIOSGA020714	100	49	1
OS06G0669225	BGIOSGA020712	100	100	1
OS06G0669275	BGIOSGA020711	77	16	0
OS06G0669400	BGIOSGA020710	100	100	1
OS06G0669600	BGIOSGA020709	96	22	1
OS06G0669700	BGIOSGA020708	99	72	1
OS06G0669800	BGIOSGA023440	100	100	1
OS06G0670000	BGIOSGA023441	100	100	1
OS06G0670100	BGIOSGA020707	85	86	0
OS06G0670300	BGIOSGA023442	100	100	1
OS06G0670400	BGIOSGA023443	81	88	1
OS06G0670500	BGIOSGA023444	100	100	1
OS06G0670633	BGIOSGA023445	93	96	0
OS06G0671000	BGIOSGA023447	100	100	1
OS06G0671150	BGIOSGA020705	99	90	0
OS06G0671300	BGIOSGA020704	100	71	1
OS06G0671600	BGIOSGA023448	100	100	1
OS06G0671700	BGIOSGA023449	100	32	0
OS06G0671800	BGIOSGA023450	95	67	1
OS06G0671900	BGIOSGA020703	100	100	1
OS06G0672400	BGIOSGA020701	100	100	1
OS06G0672700	BGIOSGA020700	44	21	0
OS06G0673300	BGIOSGA020698	42	42	1
OS06G0673500	BGIOSGA020697	90	78	1
OS06G0673800	BGIOSGA020696	100	100	1
OS06G0674000	BGIOSGA020695	98	82	1
OS06G0674100	BGIOSGA020694	91	77	1
OS06G0674800	BGIOSGA023455	99	43	1
OS06G0675200	BGIOSGA020690	100	100	1
OS06G0675600	BGIOSGA023457	99	100	0
OS06G0675700	BGIOSGA020688	99	98	0
OS06G0675900	BGIOSGA020687	52	48	1
OS06G0676000	BGIOSGA020686	100	100	1
OS06G0676600	BGIOSGA020685	98	91	1
OS06G0676700	BGIOSGA020689	53	98	1
OS06G0676700	BGIOSGA023458	100	100	1
OS06G0677000	BGIOSGA020684	80	96	1
OS06G0677300	BGIOSGA023459	99	98	1
OS06G0677400	BGIOSGA023460	100	100	1
OS06G0677500	BGIOSGA023461	99	99	1
OS06G0677600	BGIOSGA020683	100	100	1
OS06G0677700	BGIOSGA023462	78	98	1
OS06G0677800	BGIOSGA020682	100	100	1
OS06G0678100	BGIOSGA023464	100	100	1
OS06G0678200	BGIOSGA020680	100	100	0
OS06G0678500	BGIOSGA023463	98	88	1
OS06G0678500	BGIOSGA023465	99	99	1
OS06G0678650	BGIOSGA020678	100	8	1
OS06G0678651	BGIOSGA020678	70	6	1
OS06G0678700	BGIOSGA020678	100	17	1
OS06G0678800	BGIOSGA020677	100	100	1
OS06G0679100	BGIOSGA023466	71	29	1
OS06G0679400	BGIOSGA020673	79	98	1
OS06G0679500	BGIOSGA023467	99	99	1
OS06G0679600	BGIOSGA023468	100	100	1
OS06G0679700	BGIOSGA020672	92	47	1
OS06G0679800	BGIOSGA023469	44	98	0
OS06G0680500	BGIOSGA023470	99	94	1
OS06G0680700	BGIOSGA023471	100	100	1
OS06G0680900	BGIOSGA020670	100	100	1
OS06G0681000	BGIOSGA023472	100	59	1
OS06G0681100	BGIOSGA020668	96	93	1
OS06G0681200	BGIOSGA020667	100	100	1
OS06G0681300	BGIOSGA020666	100	100	1
OS06G0681400	BGIOSGA017186	68	100	1
OS06G0681600	BGIOSGA023477	98	99	1
OS06G0681700	BGIOSGA023478	98	99	0
OS06G0681900	BGIOSGA023480	94	97	1
OS06G0682700	BGIOSGA020663	84	86	1
OS06G0682800	BGIOSGA020662	68	18	0
OS06G0682900	BGIOSGA020661	99	99	1
OS06G0683000	BGIOSGA023481	97	97	1
OS06G0683100	BGIOSGA020660	94	92	1
OS06G0683200	BGIOSGA020659	100	100	1
OS06G0683400	BGIOSGA023482	99	99	1
OS06G0683500	BGIOSGA023483	99	99	1
OS06G0683700	BGIOSGA020657	100	100	1
OS06G0683800	BGIOSGA023484	95	95	1
OS06G0683900	BGIOSGA023485	100	100	1
OS06G0683950	BGIOSGA020656	100	100	1
OS06G0684000	BGIOSGA020655	100	100	1
OS06G0684500	BGIOSGA006880	7	4	0
OS06G0684500	BGIOSGA013048	12	25	0
OS06G0684500	BGIOSGA015655	14	29	0
OS06G0684500	BGIOSGA027099	20	23	0
OS06G0684500	BGIOSGA038201	21	30	0
OS06G0684900	BGIOSGA020652	98	65	1
OS06G0685100	BGIOSGA023488	100	100	1
OS06G0685200	BGIOSGA020651	70	98	1
OS06G0685300	BGIOSGA023489	100	100	1
OS06G0685700	BGIOSGA023490	88	99	1
OS06G0686400	BGIOSGA023491	87	73	1
OS06G0686500	BGIOSGA023492	98	99	1
OS06G0686600	BGIOSGA020650	100	100	1
OS06G0686900	BGIOSGA023493	97	97	1
OS06G0687000	BGIOSGA020648	93	91	1
OS06G0687100	BGIOSGA023494	100	100	1
OS06G0687200	BGIOSGA023495	99	99	1
OS06G0687400	BGIOSGA020647	100	54	1
OS06G0687450	BGIOSGA020646	100	100	1
OS06G0687500	BGIOSGA023497	79	61	1
OS06G0687600	BGIOSGA023499	99	99	1
OS06G0687700	BGIOSGA020645	97	53	0
OS06G0687800	BGIOSGA023500	100	100	0
OS06G0687900	BGIOSGA023501	100	23	0
OS06G0688100	BGIOSGA023502	100	100	1
OS06G0688200	BGIOSGA020644	86	88	0
OS06G0688300	BGIOSGA020643	44	53	0
OS06G0688400	BGIOSGA020642	79	67	1
OS06G0688800	BGIOSGA009017	83	36	0
OS06G0689600	BGIOSGA020641	89	76	0
OS06G0689700	BGIOSGA023504	100	93	1
OS06G0690100	BGIOSGA023506	13	4	1
OS06G0690200	BGIOSGA020640	75	86	1
OS06G0690600	BGIOSGA023509	100	100	1
OS06G0690700	BGIOSGA020639	99	99	1
OS06G0690900	BGIOSGA023510	99	99	1
OS06G0691000	BGIOSGA020637	93	95	1
OS06G0691100	BGIOSGA007098	38	50	1
OS06G0691100	BGIOSGA023511	36	100	1
OS06G0691200	BGIOSGA023512	81	92	1
OS06G0691400	BGIOSGA020633	99	100	1
OS06G0691500	BGIOSGA023513	82	100	1
OS06G0691600	BGIOSGA020632	100	100	1
OS06G0691800	BGIOSGA023514	93	99	1
OS06G0692100	BGIOSGA020631	100	97	1
OS06G0692300	BGIOSGA020630	100	100	1
OS06G0692500	BGIOSGA020628	99	99	1
OS06G0692600	BGIOSGA020627	99	99	1
OS06G0692800	BGIOSGA020625	94	94	0
OS06G0693000	BGIOSGA023515	97	97	0
OS06G0693100	BGIOSGA020621	99	99	1
OS06G0693200	BGIOSGA023517	99	99	1
